registro_id,data_chamado,cidade,uf,bairro,cliente_id,profissional_id,tipo_servico,especialidade_profissional,urgencia,distancia_km,tempo_deslocamento_min,tempo_execucao_min,tempo_total_min,valor_orcamento,valor_pago,avaliacao_cliente,reclamacao,retorno_correcao,dias_desde_ultimo_uso,idade_imovel_anos,cupom_utilizado,status_chamado,observacao
FIX-00630,2025-10-17,Campinas,SP,Jardim America,C367,P8,pintura,eletricista,baixa,0.3,13,97,110,92.68,78.98,"3,2",nao,nao,294,20,sim,cancelado,
FIX-00631,2025-06-24,São Paulo,SP,Planalto,C432,P35,eletrica,eletricista,media,"8,78",48,62,110,565.41,583.77,5,sim,sim,191,34,sim,cancelado,
FIX-00632,2025-05-18,Goiânia,GO,Jardim America,C37,P117,hidraulica,eletricista,alta,"1,69",20,94,114,767.29,690.39,4.7,nao,nao,65,68,nao,,
FIX-00633,2025-06-09,são paulo,SP,Centro,C303,P56,eletrica,eletricista,alta,"3,2",25,79,104,451.37,492.39,4.3,nao,nao,292,8,nao,,
FIX-00634,2025-10-06,Curitiba,PR,Planalto,C415,P36,pintura,encanador,media,8.51,65,28,93,889.35,"1047,07",4.2,nao,nao,311,9,,,
FIX-00635,2025-10-19,Curitiba,pr,Planalto,C116,P20,pintura,montador,alta,14.73,73,65,138,314.23,263.91,2.8,sim,sim,141,44,,em_andamento,
FIX-00636,2025-08-30,curitiba,PR,Centro,C274,P61,pintura,encanador,media,1.99,12,67,79,"461,58",426.99,2.5,sim,nao,328,42,,procesado,
FIX-00637,2025-07-10,Uberaba,MG,Morumbi,C175,P9,pintura,eletricista,alta,3.33,22,15,37,751.04,655.26,5.0,nao,nao,365,13,,cancelado,
FIX-00638,2025-07-11,Salvador,BA,Boa Vista,C367,P78,limpeza,encanador,baixa,1.56,,122,154,"117,46",124.35,5,nao,nao,114,10,,em_andamento,
FIX-00639,2025-06-09,Salvador,BA,Morumbi,C181,P91,eletrica,montador,baixa,2.15,30,60,90,"681,74",731.14,4.0,nao,nao,115,9,sim,em_andamento,
FIX-00640,2025-02-05,salvador,BA,Morumbi,C284,P16,montagem,montador,baixa,4.5,47,61,108,"171,17","137,03",4.1,nao,nao,101,47,nao,finalizado,
FIX-00641,2025-10-27,Campinas,SP,Jardim America,C72,P67,hidraulica,encanador,baixa,"6,52",35,132,167,280.01,303.39,3.6,nao,nao,308,69,nao,cancelado,
FIX-00642,2025-02-05,Uberaba,MG,Santa Maria,C254,P73,eletrica,encanador geral,alta,"4,33",29,64,93,691.58,766.87,4.5,nao,nao,117,26,sim,,
FIX-00643,2025-07-27,Salvador,BA,Industrial,C473,P149,montagem,encanador,baixa,16.36,88,95,183,314.15,320.19,4.4,nao,nao,301,74,nao,,
FIX-00644,2025-02-28,Curitiba,PR,Centro,C168,P100,pintura,eletricista,baixa,0.3,7,112,119,460.05,526.53,2.8,sim,nao,179,80,,finalizado,
FIX-00645,05-28-2025,Campinas,SP,Centro,C22,P25,hidraulica,jardineiro,baixa,3.01,22,130,152,730.31,661.56,2.4,sim,nao,250,19,,em_andamento,
FIX-00646,05-24-2025,São Paulo,sp,Planalto,C401,P137,hidraulica,pintor,media,20.96,106,159,265,298.97,"357,45",4.8,nao,nao,84,13,nao,finalizado,
FIX-00647,2025-05-20,Curitiba,PR,Planalto,C337,P34,hidraulica,jardineiro,alta,1.65,24,107,131,677.08,697.55,2.5,sim,nao,58,52,nao,procesado,
FIX-00648,05/05/2025,são paulo,SP,Boa Vista,C404,P102,pintura,pintor,media,"0,3",5,105,110,381.19,372.23,2.4,sim,nao,95,47,,cancelado,
FIX-00649,2025-07-11,Campinas,SP,Planalto,C376,P57,eletrica,montador,media,13.61,109,50,159,"500,23","581,35",5,nao,nao,56,20,,cancelado,
FIX-00650,2025-10-11,Uberlândia,MG,Centro,C326,P129,pintura,eletrica_geral,baixa,5.77,50,95,145,"639,88",613.53,4.6,nao,nao,196,61,sim,finalizado,
FIX-00651,05/04/2025,Uberaba,MG,Santa Maria,C414,P98,montagem,eletricista,baixa,15.42,122,65,187,527.7,499.24,4.3,sim,nao,48,60,sim,finalizado,
FIX-00652,2025-04-25,Uberaba,MG,Centro,C237,P81,montagem,pintor,baixa,"10,72",95,67,162,"859,77",856.04,3.4,nao,nao,228,33,sim,finalizado,
FIX-00653,2025-09-14,Goiânia,GO,Morumbi,C196,P92,montagem,montador,baixa,6.49,58,67,125,770.89,798.66,4.0,nao,sim,31,60,,procesado,
FIX-00654,2025-02-24,Salvador,BA,Centro,C379,P149,eletrica,eletricista,media,20.24,100,59,159,"266,15",242.09,4.9,nao,nao,150,5,,,
FIX-00655,2025-04-20,Uberaba,MG,Planalto,C485,P67,eletrica,montador,baixa,11.94,93,15,108,577.15,"631,73",4.5,nao,nao,332,33,nao,finalizado,
FIX-00656,12/02/2025,Uberaba,MG,Jardim America,C388,P140,montagem,limpeza,baixa,8.07,74,68,142,422.99,424.12,3.9,sim,sim,351,50,sim,procesado,
FIX-00657,2025-01-05,Campinas,SP,Planalto,C468,P138,pintura,eletrica_geral,emergencial,11.34,92,32,124,546.63,572.04,4.8,nao,nao,237,48,nao,finalizado,
FIX-00658,09-24-2025,São Paulo,sp,Planalto,C339,P132,montagem,eletricista,media,0.3,12,65,77,266.5,240.84,4.2,nao,nao,126,9,sim,finalizado,
FIX-00659,2025-08-04,Campinas,SP,Jardim America,C17,P24,pintura,eletricista,media,0.92,8,43,51,"415,76",371.27,3.6,nao,nao,180,78,,finalizado,
FIX-00660,2025-06-05,Salvador,BA,Industrial,C359,P53,hidraulicaa,eletricista,alta,13.3,75,107,182,868.17,741.81,3.1,nao,nao,282,51,,finalizado,
FIX-00661,2025-10-23,Uberaba,MG,Industrial,C337,P87,eletrica,eletricista,media,9.49,76,41,117,744.06,"729,48",5,nao,nao,120,10,,finalizado,
FIX-00662,2025-01-25,Uberaba,MG,Boa Vista,C95,P61,hidraulica,encanador,baixa,11.15,41,176,217,"321,17",323.13,5,nao,nao,44,71,nao,,
FIX-00663,2025-01-02,Campinas,SP,Centro,C186,P98,montagem,pintor,baixa,0.3,9,98,107,494.31,563.68,4.5,nao,nao,53,72,sim,procesado,
FIX-00664,2025-09-08,Uberaba,MG,Industrial,C245,P116,pintura,eletricista,emergencial,"9,4",34,99,133,523.63,"426,32",3.9,nao,nao,267,19,nao,procesado,
FIX-00665,04-06-2025,Goiânia,GO,Centro,C9,P82,pintura,eletricista,baixa,0.3,5,34,39,424.96,377.56,2.5,sim,sim,299,31,,finalizado,
FIX-00666,2025-04-27,Campinas,SP,Planalto,C48,P103,hidraulica,eletricista,media,5.53,26,35,61,"683,64",653.37,"3,4",nao,sim,88,15,nao,cancelado,
FIX-00667,14/10/2025,Salvador,BA,Santa Maria,C78,P70,montagem,encanador,baixa,"7,79",69,24,93,419.89,394.72,3.5,nao,nao,275,59,,finalizado,
FIX-00668,2025-09-19,Goiânia,GO,Jardim America,C282,P108,montagem,jardineiro,media,9.66,78,53,131,415.01,386.36,5,sim,nao,344,70,,em_andamento,
FIX-00669,2025-07-07,Curitiba,PR,Jardim America,C151,P7,pintura,eletricista,media,17.11,108,142,250,364.71,"293,98",2.0,sim,sim,277,28,nao,procesado,
FIX-00670,07-03-2025,Curitiba,PR,Morumbi,C382,P44,limpeza,montador,baixa,7.76,36,111,147,344.43,312.03,5,nao,nao,91,58,nao,em_andamento,
FIX-00671,data_invalida,uberlândia,MG,Santa Maria,C67,P64,pintura,pintor,baixa,7.68,64,41,105,645.5,700.09,4.2,nao,nao,358,39,nao,procesado,
FIX-00672,2025-02-27,Curitiba,PR,Jardim America,C107,P92,pintura,encanador geral,media,3.65,40,47,87,172.39,202.79,5,nao,nao,231,71,,cancelado,
FIX-00673,2025-04-01,salvador,BA,Santa Maria,C250,P43,hidraulica,pintor,alta,9.22,72,70,142,593.36,706.99,5,nao,nao,299,6,,em_andamento,
FIX-00674,2025-04-12,Uberlândia,MG,Morumbi,C7,P87,eletrica,montador,media,6.97,36,15,51,619.44,580.9,1.7,sim,sim,126,27,,finalizado,
FIX-00675,2025-06-01,Goiânia,GO,Industrial,C250,P28,hidraulicaa,pintor,baixa,11.45,115,115,230,886.65,940.89,5,nao,nao,175,55,nao,cancelado,
FIX-00676,2025-06-20,Salvador,BA,Industrial,C468,P78,hidraulica,pintor,media,1.66,16,87,103,569.72,"485,22",4.5,nao,nao,34,79,sim,,
FIX-00677,2025-02-01,Curitiba,PR,Santa Maria,C166,P36,eletrica,encanador,media,"4,97",41,86,127,"769,67",792.06,4.3,sim,nao,348,8,sim,cancelado,
FIX-00678,2025-06-12,Campinas,SP,Santa Maria,C466,P41,eletrica,eletricista,alta,8.34,76,65,141,134.27,131.89,3.3,nao,nao,270,2,sim,,
FIX-00679,04-29-2025,Uberaba,MG,Planalto,C108,P65,jardinagem,encanador,media,5.59,40,111,151,"128,35",105.78,5,nao,nao,187,11,sim,em_andamento,
FIX-00680,2025-02-16,Salvador,BA,Morumbi,C358,P46,montagem,montador,media,5.9,55,23,78,222.31,243.15,5,nao,nao,104,27,nao,finalizado,
FIX-00681,2025-09-13,Campinas,SP,Boa Vista,C289,P10,montagem,eletricista,media,6.29,56,96,152,"183,21",194.24,3.6,nao,nao,94,44,,finalizado,
FIX-00682,2025-09-19,Salvador,BA,Santa Maria,C103,P130,pintura,montador,baixa,5.12,49,82,131,872.55,881.09,5,nao,nao,124,10,,cancelado,
FIX-00683,data_invalida,Campinas,SP,Boa Vista,C461,P36,hidraulica,limpeza,alta,0.3,5,60,65,561.16,467.87,3.4,nao,nao,157,68,nao,em_andamento,
FIX-00684,2025-01-16,Campinas,SP,Jardim America,C433,P43,montagem,limpeza,baixa,4.26,36,128,164,441.72,"384,37",2.6,sim,nao,27,10,nao,procesado,
FIX-00685,01-19-2025,Uberlândia,MG,Centro,C222,P33,jardinagem,encanador,alta,7.22,36,66,102,314.03,274.04,4.9,nao,nao,282,62,sim,finalizado,
FIX-00686,2025-04-30,Salvador,BA,Jardim America,C173,P46,pintura,jardineiro,alta,3.02,17,37,54,253.61,"230,81",5,nao,sim,150,19,nao,finalizado,
FIX-00687,11/07/2025,Curitiba,PR,Santa Maria,C9,P65,eletrica,encanador,media,"9,58",61,39,100,177.97,195.3,1,sim,nao,219,27,,cancelado,
FIX-00688,24/04/2025,Uberaba,MG,Planalto,C135,P8,limpeza,jardineiro,media,8.62,75,88,163,824.07,761.36,3.7,nao,nao,216,29,nao,cancelado,
FIX-00689,2025-08-08,Curitiba,pr,Centro,C90,P52,hidraulica,pintor,media,10.18,80,86,166,141.36,160.28,"4,6",nao,nao,197,39,sim,,
FIX-00690,2025-09-27,salvador,BA,Centro,C382,P72,limpeza,pintor,media,3.26,19,83,102,163.12,187.45,5,nao,nao,107,34,nao,finalizado,
FIX-00691,2025-01-09,goiânia,GO,Planalto,C210,P82,hidraulica,encanador geral,media,"14,71",99,133,232,"799,52",797.06,4.6,nao,nao,218,49,,finalizado,
FIX-00692,2025-07-05,Salvador,BA,Boa Vista,C253,P28,eletric.,eletricista,baixa,3.16,14,98,112,146.43,129.65,3.6,nao,sim,137,18,sim,finalizado,
FIX-00693,05/02/2025,Curitiba,PR,Industrial,C487,P150,jardinagem,encanador,alta,8.81,50,43,93,208.25,"214,3",2.8,sim,nao,169,23,sim,em_andamento,
FIX-00694,2025-05-13,Salvador,BA,Industrial,C198,P62,limpeza,montador,baixa,9.93,69,59,128,467.15,490.99,4.4,nao,nao,164,76,sim,cancelado,
FIX-00695,2025-08-28,São Paulo,SP,Centro,C447,P38,hidraulica,pintor,alta,9.44,58,48,106,375.0,409.31,4.9,nao,nao,94,60,sim,,
FIX-00696,2025-10-03,Uberlândia,MG,Planalto,C370,P84,montagem,encanador,baixa,4.07,26,162,188,575.31,542.1,2.4,sim,nao,151,73,sim,finalizado,
FIX-00697,26/08/2025,Goiânia,GO,Industrial,C94,P143,jardinagem,encanador,media,1.48,21,57,78,195.6,175.32,4.5,nao,nao,302,9,nao,cancelado,
FIX-00698,2025-10-20,salvador,BA,Boa Vista,C327,P78,montagem,encanador,media,4.65,38,26,64,230.59,247.62,4.7,nao,nao,277,30,sim,finalizado,
FIX-00699,2025-02-03,São Paulo,SP,Morumbi,C115,P14,eletrica,eletricista,baixa,4.33,30,52,82,883.87,917.78,2.5,sim,nao,23,38,,em_andamento,
FIX-00700,2025-10-10,Goiânia,GO,Planalto,C162,P131,jardinagem,pintor,baixa,10.39,63,57,120,417.48,"337,87",3.2,nao,nao,228,11,,cancelado,
FIX-00701,2025-02-26,Curitiba,PR,Industrial,C194,P101,eletrica,encanador,baixa,"11,7",87,135,222,560.22,"648,55",4.4,nao,nao,0,5,nao,,
FIX-00702,21/07/2025,curitiba,PR,Santa Maria,C323,P66,montagem,pintor,alta,12.13,99,60,159,466.3,519.44,2.9,sim,nao,153,64,,cancelado,
FIX-00703,2025-07-27,salvador,BA,Morumbi,C448,P68,eletrica,jardineiro,media,6.74,40,109,149,502.4,508.54,3.8,nao,sim,202,0,,finalizado,
FIX-00704,2025-02-20,Campinas,SP,Morumbi,C287,P94,hidraulicaa,encanador,baixa,3.21,11,46,57,"414,35",466.38,"4,3",nao,nao,281,25,nao,finalizado,
FIX-00705,2025-07-31,Campinas,SP,Planalto,C215,P34,pintura,encanador,baixa,2.52,18,118,136,850.19,835.32,5,nao,nao,83,32,nao,cancelado,
FIX-00706,data_invalida,Curitiba,PR,Industrial,C497,P70,pintura,eletricista,baixa,"13,05",104,59,163,635.74,"656,8",3.9,nao,nao,188,52,,cancelado,
FIX-00707,2025-04-07,Uberaba,MG,Planalto,C134,P100,hidraulicaa,eletricista,media,"5,95",47,36,83,583.9,547.18,2.9,sim,sim,211,26,sim,finalizado,
FIX-00708,2025-08-22,Uberlândia,MG,Boa Vista,C453,P61,eletrica,eletricista,alta,2.63,16,15,31,317.37,277.67,"3,4",nao,nao,258,70,sim,cancelado,
FIX-00709,2025-02-08,uberlândia,mg,Boa Vista,C80,P82,montagem,encanador,baixa,12.89,80,81,161,"114,19","129,91",2.4,sim,nao,229,69,sim,finalizado,
FIX-00710,2025-04-21,Curitiba,PR,Santa Maria,C252,P31,eletrica,eletricista,media,1.69,11,109,120,865.04,906.07,4.4,nao,nao,264,80,sim,,
FIX-00711,04-17-2025,Campinas,SP,Industrial,C93,P127,pintura,limpeza,baixa,"8,28",61,100,161,"391,17",371.3,5,nao,nao,300,68,,cancelado,
FIX-00712,06-07-2025,Goiânia,GO,Morumbi,C351,P72,hidraulica,encanador,media,11.34,100,164,264,"544,92",449.43,2.8,sim,nao,155,66,,em_andamento,
FIX-00713,2025-10-16,Goiânia,GO,Centro,C463,P19,hidraulica,montador,alta,5.77,32,15,47,804.28,650.53,4.6,nao,nao,42,15,sim,procesado,
FIX-00714,2025-06-28,Curitiba,PR,Boa Vista,C369,P134,eletric.,eletricista,baixa,11.69,80,113,193,"323,57",326.2,2.6,sim,nao,339,24,,finalizado,
FIX-00715,2025-05-02,Uberaba,MG,Morumbi,C113,P111,hidraulica,montador,baixa,8.45,41,71,112,209.6,217.71,5,nao,nao,114,56,nao,procesado,
FIX-00716,2025-01-12,São Paulo,sp,Morumbi,C78,P114,jardinagem,encanador,emergencial,5.65,37,135,172,153.86,136.38,5,nao,nao,20,77,nao,,
FIX-00717,2025-07-06,Salvador,BA,Morumbi,C412,P9,montagem,encanador,baixa,17.22,128,48,176,"834,38",969.43,3.1,nao,nao,249,12,nao,,
FIX-00718,2025-09-25,Uberlândia,MG,Industrial,C417,P66,eletrica,limpeza,media,10.29,67,92,159,543.52,525.86,3.7,nao,nao,224,73,sim,,
FIX-00719,2025-02-20,Goiânia,GO,Boa Vista,C177,P37,eletrica,pintor,baixa,7.53,92,107,199,578.91,"678,69",4.9,nao,nao,181,41,nao,cancelado,
FIX-00720,05-17-2025,campinas,SP,Jardim America,C295,P35,eletrica,eletricista,media,"4,49",31,26,57,730.25,"588,22",4.2,nao,nao,243,62,nao,finalizado,
FIX-00721,2025-02-19,Goiânia,GO,Planalto,C35,P60,eletrica,eletricista,media,11.15,60,69,129,"247,34",252.61,"3,8",sim,nao,211,55,sim,finalizado,
FIX-00722,2025-10-17,Uberaba,MG,Centro,C227,P39,pintura,montador,baixa,0.56,7,29,36,604.51,609.18,3.2,nao,nao,86,0,,cancelado,
FIX-00723,data_invalida,Campinas,SP,Jardim America,C218,P89,montagem,montador,baixa,1.88,,102,117,"326,47",363.3,2.9,sim,nao,28,65,sim,finalizado,
FIX-00724,2025-01-02,Curitiba,PR,Jardim America,C274,P5,eletrica,pintor,media,14.19,132,106,238,295.42,312.73,4.7,nao,nao,187,24,nao,cancelado,
FIX-00725,18/05/2025,Uberaba,MG,Jardim America,C38,P117,pintura,limpeza,media,1.84,27,33,60,440.21,"401,87",2.8,sim,nao,36,55,nao,procesado,
FIX-00726,08-20-2025,Curitiba,PR,Boa Vista,C115,P72,pintura,montador,alta,17.45,151,30,181,874.15,922.17,"3,8",sim,nao,48,35,nao,finalizado,
FIX-00727,2025-08-05,Uberlândia,MG,Centro,C53,P19,limpeza,eletricista,alta,12.53,89,66,155,781.96,866.67,3.2,sim,nao,337,8,nao,,
FIX-00728,2025-04-30,Curitiba,PR,Boa Vista,C15,P35,eletrica,limpeza,emergencial,"11,05",72,103,175,595.52,540.2,2.7,sim,nao,353,46,sim,procesado,
FIX-00729,17/03/2025,Salvador,BA,Boa Vista,C372,P90,jardinagem,eletricista,media,"5,97",27,71,98,676.31,679.15,4.8,nao,nao,285,79,sim,em_andamento,
FIX-00730,2025-03-23,Campinas,SP,Jardim America,C174,P32,eletrica,pintor,media,7.04,82,16,98,404.0,416.32,4.1,nao,nao,2,65,nao,cancelado,
FIX-00731,04-18-2025,Curitiba,PR,Planalto,C276,P98,limpeza,eletricista,baixa,13.24,110,100,210,608.18,594.01,2.7,sim,nao,61,16,sim,finalizado,
FIX-00732,2025-04-03,Campinas,sp,Boa Vista,C148,P99,montagem,encanador,baixa,0.3,13,71,84,209.64,233.5,4.7,nao,nao,355,51,nao,cancelado,
FIX-00733,data_invalida,Uberlândia,MG,Morumbi,C82,P137,pintura,montador,emergencial,0.3,,82,87,195.59,221.31,3.5,nao,nao,227,49,nao,finalizado,
FIX-00734,2025-01-03,curitiba,PR,Morumbi,C498,P11,pintura,eletrica_geral,baixa,2.96,21,29,50,541.75,603.65,3.3,nao,nao,141,31,,,
FIX-00735,2025-03-20,Curitiba,PR,Centro,C364,P88,eletrica,montador,alta,9.65,74,15,89,602.05,496.6,2.6,sim,nao,296,0,sim,procesado,
FIX-00736,2025-10-19,Salvador,BA,Morumbi,C13,P57,eletrica,montador,baixa,16.12,69,129,198,298.61,335.41,5,nao,nao,225,69,nao,procesado,
FIX-00737,13/09/2025,Campinas,SP,Jardim America,C20,P96,pintura,pintor,baixa,2.47,17,127,144,348.95,320.53,4.1,nao,nao,226,35,sim,procesado,
FIX-00738,2025-02-20,Curitiba,PR,Planalto,C179,P62,hidraulica,encanador,media,10.78,70,140,210,313.42,327.39,2.5,sim,nao,93,23,sim,procesado,
FIX-00739,04-26-2025,Campinas,SP,Centro,C259,P70,pintura,encanador,alta,5.69,51,78,129,736.59,688.0,4.9,nao,nao,57,5,nao,finalizado,
FIX-00740,07/06/2025,Uberlândia,MG,Industrial,C185,P127,hidraulica,eletrica_geral,media,15.76,81,26,107,212.48,225.77,4.4,nao,nao,0,21,sim,,
FIX-00741,2025-05-19,São Paulo,SP,Industrial,C400,P129,eletrica,eletrica_geral,alta,2.04,24,116,140,302.96,"246,18",4.7,nao,nao,40,0,,finalizado,
FIX-00742,2025-03-18,Uberlândia,MG,Centro,C384,P32,montagem,eletricista,baixa,14.87,137,89,226,257.53,246.9,3.3,nao,nao,36,77,,procesado,
FIX-00743,2025-10-18,Uberaba,MG,Industrial,C430,P52,eletrica,pintor,baixa,9.13,59,92,151,561.11,528.74,"3,6",sim,nao,261,47,sim,finalizado,
FIX-00744,2025-09-08,Uberlândia,MG,Jardim America,C471,P12,montagem,pintor,media,2.99,24,67,91,"552,63",594.23,3.2,nao,nao,49,41,sim,procesado,
FIX-00745,2025-02-27,Uberlândia,MG,Industrial,C461,P23,pintura,pintor,baixa,6.62,58,72,130,356.73,336.21,"3,2",nao,nao,85,11,,finalizado,
FIX-00746,2025-04-12,Curitiba,PR,Morumbi,C119,P80,hidraulica,encanador,baixa,7.97,59,44,103,130.53,121.86,2.7,sim,nao,217,19,,finalizado,
FIX-00747,21/07/2025,Campinas,SP,Santa Maria,C169,P74,eletric.,encanador,baixa,10.95,85,69,154,676.46,597.49,1.6,sim,sim,98,49,,em_andamento,
FIX-00748,2025-02-13,Campinas,SP,Santa Maria,C346,P37,eletrica,encanador,baixa,4.79,31,21,52,692.56,675.49,"4,7",nao,nao,3,14,nao,em_andamento,
FIX-00749,2025-06-09,goiânia,GO,Santa Maria,C123,P127,jardinagem,encanador geral,media,8.54,47,61,108,519.0,548.84,4.0,sim,nao,184,6,sim,,
FIX-00750,data_invalida,Curitiba,PR,Industrial,C132,P104,montagem,eletricista,baixa,"20,78",169,166,335,574.15,509.53,2.7,sim,nao,120,49,sim,,
FIX-00751,05/04/2025,Salvador,BA,Morumbi,C61,P72,montagem,pintor,media,"1,75",24,64,88,352.6,380.35,4.9,nao,nao,247,54,sim,cancelado,
FIX-00752,2025-03-17,Salvador,BA,Planalto,C269,P31,pintura,encanador,baixa,11.29,89,28,117,"731,3",599.53,5,nao,nao,299,41,,,
FIX-00753,2025-03-17,Uberlândia,MG,Boa Vista,C279,P142,pintura,pintor,alta,0.3,14,122,136,788.93,649.92,3.6,nao,nao,240,53,,cancelado,
FIX-00754,2025-08-05,Goiânia,GO,Jardim America,C350,P44,hidraulica,encanador,alta,10.41,87,61,148,"624,64",542.54,5,nao,nao,246,16,sim,finalizado,
FIX-00755,2025-07-26,Uberaba,MG,Centro,C71,P120,pintura,eletricista,baixa,13.99,127,129,256,603.61,578.77,3.5,nao,nao,259,37,sim,em_andamento,
FIX-00756,2025-05-05,Salvador,BA,Planalto,C456,P78,montagem,limpeza,baixa,5.11,44,147,191,"797,45","911,81",2.8,sim,nao,113,34,sim,finalizado,
FIX-00757,2025-05-25,Curitiba,PR,Santa Maria,C420,P84,montagem,jardineiro,alta,"2,12",23,113,136,"574,2",474.57,3.5,nao,nao,118,28,nao,cancelado,
FIX-00758,2025-10-14,goiânia,GO,Boa Vista,C369,P112,eletrica,encanador,baixa,11.97,66,128,194,239.09,214.54,4.1,nao,nao,184,17,,em_andamento,
FIX-00759,2025-03-19,Curitiba,pr,Centro,C335,P93,montagem,montador,baixa,9.26,53,99,152,272.15,264.2,"3,9",nao,nao,139,77,,cancelado,
FIX-00760,data_invalida,curitiba,PR,Jardim America,C158,P134,eletrica,encanador geral,media,7.14,59,15,74,"227,05",261.16,3.3,nao,sim,344,13,sim,cancelado,
FIX-00761,17/09/2025,Campinas,SP,Centro,C132,P20,eletrica,montador,alta,"5,4",,55,80,610.44,506.98,4.3,nao,sim,22,42,,finalizado,
FIX-00762,18/01/2025,Salvador,BA,Jardim America,C196,P146,hidraulicaa,encanador,media,16.31,103,51,154,"360,12",320.83,5,nao,sim,259,35,nao,cancelado,
FIX-00763,2025-05-07,Curitiba,pr,Centro,C48,P71,hidraulica,eletricista,emergencial,6.33,62,62,124,854.68,982.35,4.5,nao,nao,342,42,nao,finalizado,
FIX-00764,2025-03-07,Campinas,SP,Industrial,C157,P126,montagem,encanador,alta,7.76,59,131,190,505.23,486.36,3.1,nao,nao,120,32,nao,,
FIX-00765,data_invalida,campinas,SP,Industrial,C277,P25,montagem,eletrica_geral,baixa,8.4,71,44,115,127.34,137.17,1.3,sim,sim,39,42,,,
FIX-00766,2025-04-01,uberaba,MG,Boa Vista,C29,P42,hidraulica,eletricista,media,6.17,46,99,145,512.51,606.4,1.3,sim,nao,192,34,sim,finalizado,
FIX-00767,09/08/2025,Salvador,BA,Jardim America,C384,P129,montagem_moveis,pintor,alta,9.27,55,79,134,641.53,560.86,3.8,nao,nao,140,25,sim,finalizado,
FIX-00768,2025-08-21,São Paulo,SP,Santa Maria,C354,P89,hidraulica,pintor,baixa,4.62,48,88,136,"634,24",749.17,"3,3",nao,sim,354,32,nao,procesado,
FIX-00769,2025-10-24,Curitiba,PR,Boa Vista,C113,P55,pintura,eletricista,baixa,0.89,20,58,78,688.24,604.56,4.2,nao,nao,259,72,,procesado,
FIX-00770,2025-02-11,Uberlândia,MG,Planalto,C400,P44,eletrica,montador,media,"7,31",74,130,204,689.85,782.63,4.3,nao,nao,288,31,,procesado,
FIX-00771,2025-02-15,Goiânia,GO,Boa Vista,C262,P63,hidraulica,pintor,media,4.46,41,75,116,772.09,786.5,5,nao,nao,159,26,,cancelado,
FIX-00772,2025-10-07,São Paulo,SP,Planalto,C67,P120,eletrica,montador,media,"11,63",85,78,163,"200,48",235.9,5,nao,nao,172,80,sim,,
FIX-00773,01/07/2025,Campinas,sp,Morumbi,C142,P33,hidraulica,pintor,baixa,0.3,10,15,25,"851,59",998.15,4.9,nao,nao,198,31,nao,procesado,
FIX-00774,2025-10-20,São Paulo,SP,Santa Maria,C140,P108,montagem,pintor,baixa,7.61,42,30,72,88.32,84.71,"2,9",sim,nao,64,15,,cancelado,
FIX-00775,2025-03-31,Uberlândia,MG,Jardim America,C170,P68,montagem,jardineiro,baixa,"4,31",42,50,92,"871,19","799,62",2.2,sim,nao,249,61,,procesado,
FIX-00776,2025-10-04,Uberlândia,MG,Santa Maria,C380,P121,montagem_moveis,encanador,baixa,7.38,79,102,181,159.24,"128,47",2.7,sim,nao,185,55,sim,procesado,
FIX-00777,2025-06-26,Goiânia,GO,Jardim America,C196,P136,jardinagem,encanador,emergencial,11.58,79,51,130,741.84,"837,41",4.7,nao,nao,349,80,sim,em_andamento,
FIX-00778,2025-02-22,Uberlândia,MG,Industrial,C179,P72,hidraulica,eletricista,alta,11.51,76,148,224,788.58,808.98,3.0,nao,nao,147,79,nao,em_andamento,
FIX-00779,2025-09-08,Goiânia,GO,Planalto,C404,P2,hidraulica,montador,media,2.6,28,45,73,222.17,232.17,3.3,nao,nao,64,5,sim,em_andamento,
FIX-00780,2025-04-16,Goiânia,GO,Morumbi,C284,P101,montagem,eletricista,media,12.69,77,126,203,"686,55",567.52,"3,4",nao,nao,40,10,sim,procesado,
FIX-00781,2025-02-06,Uberlândia,MG,Santa Maria,C124,P24,limpeza,encanador,baixa,8.57,41,15,56,211.32,187.16,4.1,nao,nao,284,26,nao,cancelado,
FIX-00782,21/10/2025,Uberaba,MG,Planalto,C487,P58,hidraulica,limpeza,alta,5.79,29,101,130,757.35,907.33,4.5,nao,nao,238,16,nao,em_andamento,
FIX-00783,30/01/2025,São Paulo,SP,Jardim America,C422,P135,limpeza,eletricista,media,15.29,137,77,214,797.3,724.66,5.0,nao,nao,325,68,sim,finalizado,
FIX-00784,2025-08-03,Curitiba,PR,Industrial,C86,P3,eletrica,montador,baixa,3.78,38,54,92,744.89,"645,54","4,3",nao,nao,46,76,nao,,
FIX-00785,2025-04-18,são paulo,SP,Morumbi,C305,P20,montagem,jardineiro,media,"4,13",43,124,167,405.9,409.05,3.5,nao,nao,164,45,nao,cancelado,
FIX-00786,2025-01-27,Goiânia,GO,Planalto,C354,P58,pintura,montador,baixa,6.46,26,110,136,280.48,268.31,"3,6",nao,nao,270,52,nao,finalizado,
FIX-00787,2025-09-26,Curitiba,PR,Santa Maria,C196,P29,eletrica,pintor,media,8.26,41,64,105,344.6,323.07,3.0,nao,nao,327,14,,em_andamento,
FIX-00788,2025-04-23,Campinas,SP,Centro,C63,P144,hidraulica,limpeza,baixa,0.3,5,41,46,"827,73","821,29",3.5,nao,nao,111,4,nao,,
