registro_id,data_lead,cidade,uf,idade_cliente,renda_cliente,sexo,segmento_empresa,porte_empresa,origem_lead,servico_interesse,valor_proposta,status_proposta,taxa_abandono_formulario_pct,tempo_decisao_dias,score_ux,feedback_cliente,proposta_enviada,proposta_aceita,cliente_perdido,motivo_perda,tempo_no_site_seg,cliques_formulario,status_registro,observacao
NC-00582,2025-10-28,Salvador,BA,54,10525.83,M,varejo,media,instagram,app_mobile,12204.44,abandonada,20.97,24,7.6,concorrente,sim,nao,sim,prazo,131,6,pendente,
NC-00583,2025-08-27,Salvador,BA,39,9156.16,M,saude,media,site,app_mobile,10902.38,abandonada,64.93,1,6.6,demora_retorno,sim,nao,sim,concorrencia,126,11,procesado,
NC-00584,04-29-2025,Salvador,BA,50,6565.29,,industria,pequena,evento,automacao_processos,5622.02,aceita,37.76,32,7.3,,nao,sim,nao,,418,5,,
NC-00585,04-28-2025,Uberlândia,MG,18,"5517,89",M,servicos,MEI,indicacao,app_mobile,"3334,03",recusada,"94,71",44,5.3,concorrente,sim,nao,sim,falta_contato,338,11,pendente,
NC-00586,2025-03-09,São Paulo,SP,,7944.72,,saude,pequena,indicacao,automacao_processos,"2855,88",recusada,"30,88",17,7.2,NA,sim,nao,sim,falta_contato,20,13,procesado,
NC-00587,2025-01-03,Campinas,SP,69,"7406,82",F,servicos,grande,site,automacao_processos,"13840,85",recusada,46.46,7,"5,7",demora_retorno,nao,nao,sim,prazo,5,11,procesado,
NC-00588,2025-05-03,Goiânia,GO,68,5928.83,F,industria,MEI,google_ads,consultoria_digital,8953.82,aceita,50.44,8,"2,8",NA,sim,sim,nao,,264,7,pendente,
NC-00589,2025-03-05,Goiânia,go,60,8023.16,Outro,industria,MEI,instagram,automacao_processos,6850.53,em_analise,63.03,23,8.8,NA,sim,nao,nao,,269,3,,
NC-00590,2025-03-01,Salvador,BA,40,3287.05,M,varejo,pequena,instagram,app_mobile,5254.78,em_analise,65.83,8,7.1,concorrente,sim,nao,nao,prazo,297,0,procesado,
NC-00591,10-08-2025,Goiânia,GO,55,1200,F,varejo,pequena,indicacao,consultoria_digital,5797.44,em_analise,"24,22",20,4.8,nao_entendeu_proposta,sim,nao,nao,prazo,42,9,procesado,
NC-00592,2025-02-23,Salvador,BA,56,10900.98,Outro,educacao,MEI,evento,automacao_processos,8600.74,abandonada,0,6,7.6,,sim,nao,sim,prazo,158,14,validado,
NC-00593,2025-10-27,Uberaba,MG,32,"11216,57",,saude,pequena,site,sistema_web,"19699,87",aceita,68.26,18,10,demora_retorno,sim,sim,nao,concorrencia,190,5,pendente,
NC-00594,2025-07-12,São Paulo,SP,25,5846.42,F,educacao,MEI,evento,app_mobile,5333.42,abandonada,42.66,28,7.7,nao_entendeu_proposta,sim,nao,sim,NA,157,8,validado,
NC-00595,2025-01-09,Goiânia,GO,64,1200,,saude,media,indicacao,automacao_processos,9071.53,aceita,54.06,17,3.8,,sim,sim,nao,,256,10,pendente,
NC-00596,2025-02-24,Curitiba,PR,64,6552.99,M,servicos,pequena,instagram,sistema_web,9669.13,abandonada,24.09,9,5.8,preco_alto,sim,nao,sim,preco,5,13,validado,
NC-00597,2025-10-22,Curitiba,PR,41,9308.16,M,servicos,media,instagram,consultoria_digital,13159.58,aceita,24.38,0,4.1,nao_entendeu_proposta,sim,sim,nao,NA,43,10,procesado,
NC-00598,2025-10-07,Uberlândia,mg,32,8396.35,,educacao,MEI,site,sistema_web,11675.47,em_analise,53.5,0,6.9,preco_alto,sim,nao,nao,concorrencia,184,5,validado,
NC-00599,2025-10-03,Uberlândia,MG,25,6098.77,Outro,educacao,pequena,indicacao,automacao_processos,7337.05,aceitaa,35.84,9,7.2,nao_entendeu_proposta,sim,nao,sim,preco,5,5,procesado,
NC-00600,2025-05-13,Goiânia,GO,,12106.89,,industria,pequena,google_ads,sistema_web,11122.92,recuzada,31.03,4,8.4,,sim,nao,nao,prazo,72,4,procesado,
NC-00601,2025-10-26,Campinas,SP,49,"7752,38",,varejo,media,google_ads,app_mobile,6474.63,aceita,65.82,9,7.0,nao_entendeu_proposta,sim,sim,nao,concorrencia,243,8,procesado,
NC-00602,2025-07-26,Uberaba,MG,55,"8028,43",Outro,servicos,media,instagram,app_mobile,7244.57,em_analise,32.61,20,3.1,NA,sim,nao,nao,NA,5,13,,
NC-00603,2025-05-10,Campinas,SP,39,12066.04,F,saude,MEI,site,automacao_processos,4954.4,recusada,30.57,31,9.9,demora_retorno,sim,nao,sim,prazo,164,1,pendente,
NC-00604,2025-07-30,Uberaba,MG,49,6342.02,F,servicos,grande,site,automacao_processos,9375.94,aceita,34.82,22,7.0,demora_retorno,sim,sim,nao,preco,120,5,validado,
NC-00605,2025-01-25,Campinas,SP,42,7071.05,,servicos,pequena,site,app_mobile,500,aceita,36.05,12,5.0,,sim,sim,nao,NA,5,8,,
NC-00606,2025-04-07,Salvador,BA,32,2185.98,M,industria,MEI,site,app_mobile,8842.21,abandonada,53.71,29,7.1,demora_retorno,sim,nao,sim,NA,82,0,,
NC-00607,2025-06-24,São Paulo,SP,58,8405.4,F,servicos,pequena,site,automacao_processos,14296.41,em_analise,65.76,30,10,demora_retorno,sim,nao,nao,prazo,168,8,validado,
NC-00608,2025-05-14,Campinas,SP,57,9561.68,Outro,varejo,pequena,instagram,sistema_web,"9200,18",abandonada,9.36,19,3.9,NA,sim,nao,sim,NA,127,12,,
NC-00609,2025-03-21,Salvador,ba,45,3295.79,F,industria,MEI,indicacao,sistema_web,15617.63,aceita,42.08,8,"8,4",preco_alto,sim,sim,nao,preco,204,0,procesado,
NC-00610,01/07/2025,São Paulo,SP,65,6684.3,M,varejo,pequena,site,app_mobile,8763.1,recusada,29.17,10,8.7,demora_retorno,sim,nao,sim,concorrencia,359,8,validado,
NC-00611,2025-03-21,Uberaba,MG,50,3714.64,Outro,educacao,pequena,google_ads,automacao_processos,23246.23,recusada,65.99,15,8.6,concorrente,sim,nao,sim,prazo,142,10,procesado,
NC-00612,09-18-2025,Uberlândia,MG,20,7689.79,Outro,educacao,pequena,site,sistema_web,8282.67,aceita,17.55,35,"6,5",demora_retorno,sim,sim,nao,prazo,199,1,procesado,
NC-00613,03-19-2025,São Paulo,SP,35,"5822,47",,varejo,MEI,google_ads,app_mobile,10186.45,recusada,12.55,4,"7,3",preco_alto,sim,nao,sim,preco,362,8,pendente,
NC-00614,2025-04-28,Campinas,SP,63,7604.16,M,industria,MEI,site,sistema_web,15820.81,recusada,70.43,0,5.2,,sim,nao,sim,NA,296,2,validado,
NC-00615,2025-07-10,Uberlândia,MG,24,10993.25,M,saude,pequena,instagram,automacao_processos,"5638,73",aceita,0,15,"7,0",nao_entendeu_proposta,sim,sim,nao,preco,235,6,procesado,
NC-00616,2025-06-18,Goiânia,GO,45,9226.59,,industria,media,google_ads,automacao_processos,10823.94,recusada,0,20,1.9,NA,sim,nao,sim,prazo,283,12,validado,
NC-00617,2025-04-16,Curitiba,PR,65,5798.58,Outro,servicos,MEI,site,consultoria_digital,5836.92,aceita,28.52,14,7.9,,sim,sim,nao,preco,136,10,pendente,
NC-00618,2025-05-18,Uberlândia,MG,24,1200,M,industria,MEI,google_ads,app_mobile,6971.22,em_analise,35.86,19,6.3,concorrente,sim,nao,nao,concorrencia,203,8,procesado,
NC-00619,data_invalida,Uberlândia,MG,,3420.44,F,varejo,grande,instagram,automacao_processos,500,aceitaa,59.09,0,3.6,demora_retorno,sim,sim,nao,concorrencia,5,9,validado,
NC-00620,2025-07-20,Salvador,ba,50,"2610,84",F,industria,MEI,site,automacao_processos,1281.5,em_analise,72.04,0,6.0,,sim,nao,nao,concorrencia,393,10,validado,
NC-00621,2025-01-27,Uberaba,MG,23,11382.98,F,saude,grande,instagram,app_mobile,"5882,46",em_analise,2.51,0,5.4,NA,sim,nao,nao,preco,129,9,validado,
NC-00622,2025-05-18,Uberaba,MG,33,9864.86,,saude,pequena,site,sistema_web,13159.94,em analise,29.85,11,3.3,concorrente,sim,sim,nao,prazo,244,10,,
NC-00623,2025-09-21,Salvador,BA,30,4180.04,Outro,saude,pequena,site,sistema_web,8053.21,aceita,47.27,0,"6,5",NA,sim,sim,nao,preco,175,7,procesado,
NC-00624,2025-10-10,Uberlândia,MG,63,7586.88,Outro,servicos,MEI,google_ads,automacao_processos,8209.65,aceita,28.02,8,3.6,demora_retorno,sim,sim,nao,preco,376,10,validado,
NC-00625,2025-01-18,Salvador,BA,45,9865.78,M,varejo,media,site,automacao_processos,17500.59,aceita,41.79,21,"7,8",demora_retorno,sim,sim,nao,concorrencia,170,10,procesado,
NC-00626,2025-09-19,Curitiba,PR,24,4232.45,M,industria,media,google_ads,sistema_web,13677.05,aceitaa,31.7,11,4.7,concorrente,sim,nao,sim,,8,7,procesado,
NC-00627,10-25-2025,São Paulo,SP,61,8308.06,Outro,servicos,pequena,instagram,app_mobile,8735.24,recusada,45.61,3,5.8,,sim,nao,sim,concorrencia,157,15,validado,
NC-00628,2025-08-18,Uberaba,MG,47,4541.12,,servicos,MEI,indicacao,app_mobile,8489.42,em_analise,12.36,15,"8,8",demora_retorno,sim,nao,nao,prazo,5,16,pendente,
NC-00629,2025-07-10,São Paulo,SP,53,"8920,73",Outro,varejo,media,site,sistema_web,"11591,93",em_analise,"66,09",17,8.4,demora_retorno,sim,nao,nao,concorrencia,194,16,,
NC-00630,2025-08-02,São Paulo,SP,,3242.9,M,industria,MEI,instagram,automacao_processos,8981.92,em_analise,50.34,15,3.4,concorrente,sim,nao,nao,preco,44,11,,
NC-00631,data_invalida,Goiânia,GO,60,2109.63,,varejo,MEI,site,sistema_web,9835.69,recusada,61.03,19,6.3,,sim,nao,sim,preco,367,11,,
NC-00632,2025-07-19,Uberaba,MG,64,5014.67,,saude,pequena,site,automacao_processos,13404.81,em_analise,66.49,21,7.7,demora_retorno,sim,nao,nao,prazo,138,11,pendente,
NC-00633,2025-01-04,Goiânia,GO,61,5875.1,,varejo,media,site,sistema_web,8965.57,abandonada,6.64,19,8.0,,nao,nao,sim,prazo,85,0,procesado,
NC-00634,data_invalida,curitiba,PR,65,7306.58,Outro,industria,MEI,indicacao,sistema_web,"12694,25",abandonada,48.7,5,6.5,concorrente,sim,nao,sim,concorrencia,258,10,procesado,
NC-00635,03/08/2025,Uberlândia,MG,48,"5724,81",,educacao,media,site,sistema_web,10530.41,aceita,14.81,14,4.7,demora_retorno,sim,sim,nao,NA,262,5,pendente,
NC-00636,2025-04-06,Uberlândia,mg,18,3507.68,Outro,servicos,grande,google_ads,app_mobile,"14203,72",recusada,"22,9",28,"9,1",nao_entendeu_proposta,sim,nao,sim,NA,169,11,validado,
NC-00637,data_invalida,Goiânia,GO,59,"6180,24",Outro,educacao,MEI,site,app_mobile,3276.92,abandonada,"11,95",12,4.4,nao_entendeu_proposta,sim,nao,sim,preco,311,12,validado,
NC-00638,09-29-2025,Uberaba,MG,53,"6249,25",Outro,servicos,MEI,site,automacao_processos,"9975,09",em_analise,"48,84",14,"8,6",demora_retorno,sim,nao,nao,falta_contato,131,5,validado,
NC-00639,19/03/2025,São Paulo,SP,25,6225.74,,industria,media,google_ads,sistema_web,2525.87,em_analise,17.8,24,4.7,nao_entendeu_proposta,sim,nao,nao,preco,228,2,,
NC-00640,2025-06-26,Uberaba,MG,24,2042.83,Outro,saude,media,indicacao,sistema_web,3936.73,aceita,"62,32",21,9.5,demora_retorno,sim,sim,nao,falta_contato,25,11,pendente,
NC-00641,2025-09-08,Salvador,BA,59,9417.47,M,varejo,media,site,app_mobile,9234.6,abandonada,48.56,9,6.1,NA,sim,nao,sim,falta_contato,221,0,procesado,
NC-00642,2025-10-18,Salvador,BA,47,"3578,61",Outro,industria,MEI,instagram,app_mobile,12611.19,em_analise,58.04,24,"7,4",,sim,nao,nao,falta_contato,372,6,procesado,
NC-00643,2025-10-07,Uberlândia,MG,,8037.2,Outro,industria,pequena,site,automacao_processos,6191.35,aceita,64.17,13,5.6,NA,sim,sim,nao,NA,120,3,,
NC-00644,2025-04-17,Uberlândia,MG,69,8271.27,F,varejo,pequena,instagram,automacao_processos,12455.58,recusada,"13,54",0,8.2,concorrente,sim,nao,sim,prazo,5,6,,
NC-00645,2025-06-19,Goiânia,GO,44,8560.78,,saude,MEI,site,sistema_web,3383.71,em_analise,31.15,21,6.6,preco_alto,sim,nao,nao,prazo,188,16,pendente,
NC-00646,2025-09-05,Campinas,SP,42,"3977,89",Outro,servicos,MEI,indicacao,app_mobile,10702.01,recusada,73.02,35,7.1,concorrente,sim,nao,sim,NA,106,7,,
NC-00647,2025-04-18,Goiânia,GO,49,"9360,79",,saude,MEI,site,sistema_web,500,recusada,51.56,30,10,demora_retorno,sim,nao,sim,prazo,5,12,procesado,
NC-00648,2025-08-07,São Paulo,SP,,6496.45,M,saude,grande,instagram,sistema_web,8901.33,aceitaa,"65,34",7,4.6,,sim,nao,nao,concorrencia,289,14,,
NC-00649,22/06/2025,Curitiba,PR,,2832.95,M,saude,media,site,automacao_processos,"7330,06",abandonada,74.83,2,5.6,demora_retorno,sim,nao,sim,prazo,52,6,validado,
NC-00650,2025-08-06,Curitiba,PR,70,5757.15,F,varejo,grande,site,app_mobile,12128.13,em_analise,25.92,15,6.8,preco_alto,sim,nao,nao,,212,3,validado,
NC-00651,2025-08-11,Uberaba,MG,,7844.37,,saude,MEI,site,app_mobile,"4724,02",recusada,49.08,8,8.3,concorrente,sim,nao,sim,preco,313,0,,
NC-00652,2025-03-18,Campinas,SP,30,6702.15,F,varejo,MEI,instagram,app_mobile,8615.77,em_analise,0,9,8.5,nao_entendeu_proposta,sim,nao,nao,prazo,245,6,validado,
NC-00653,2025-03-27,Goiânia,GO,52,5886.02,Outro,servicos,pequena,site,app_mobile,9273.85,recusada,35.08,0,5.8,,sim,nao,sim,concorrencia,296,5,validado,
NC-00654,2025-02-25,Uberlândia,MG,53,"4947,49",M,industria,MEI,indicacao,sistema_web,16078.05,em_analise,43.66,26,9.8,nao_entendeu_proposta,sim,nao,nao,falta_contato,191,7,,
NC-00655,data_invalida,Uberaba,MG,27,"6819,25",F,saude,pequena,evento,sistema_web,2642.1,em analise,17.54,28,"6,1",preco_alto,sim,nao,nao,concorrencia,180,11,pendente,
NC-00656,2025-02-05,Campinas,SP,45,6206.35,M,servicos,MEI,google_ads,automacao_processos,5504.98,em_analise,"25,18",15,6.3,,sim,nao,nao,concorrencia,120,11,procesado,
NC-00657,2025-02-16,Salvador,BA,44,7122.96,,educacao,grande,indicacao,sistema_web,8412.8,recusada,21.27,6,"9,1",demora_retorno,sim,nao,sim,concorrencia,149,7,validado,
NC-00658,2025-06-25,Salvador,BA,46,11143.91,F,servicos,media,instagram,consultoria_digital,12063.54,em_analise,26.5,15,10,concorrente,sim,nao,nao,,5,11,,
NC-00659,2025-05-26,Uberlândia,MG,53,10868.38,Outro,industria,media,indicacao,app_mobile,"12786,24",recuzada,52.93,8,2.8,,sim,nao,sim,,264,8,,
NC-00660,2025-03-08,Goiânia,GO,51,6635.09,Outro,industria,pequena,evento,consultoria_digital,13050.42,em_analise,48.95,20,7.7,concorrente,sim,nao,nao,concorrencia,101,9,,
NC-00661,2025-06-16,São Paulo,sp,54,8855.19,F,industria,pequena,instagram,sistema_web,2508.69,em analise,27.2,10,6.0,nao_entendeu_proposta,sim,sim,nao,preco,226,13,,
NC-00662,2025-04-11,Uberaba,MG,38,7141.47,Outro,educacao,media,instagram,app_mobile,"13824,87",em_analise,42.24,12,10,NA,sim,nao,nao,concorrencia,127,11,,
NC-00663,2025-01-16,Uberaba,MG,50,1200,F,varejo,media,evento,sistema_web,8164.75,recusada,19.25,16,3.5,preco_alto,nao,nao,sim,falta_contato,248,3,validado,
NC-00664,2025-04-13,Goiânia,go,36,"8575,43",F,industria,MEI,instagram,consultoria_digital,"7441,38",aceita,56.35,8,5.5,nao_entendeu_proposta,sim,sim,nao,concorrencia,173,3,procesado,
NC-00665,2025-08-03,Goiânia,GO,41,"5930,82",Outro,servicos,MEI,instagram,app_mobile,500,abandonada,30.51,7,10,concorrente,nao,nao,sim,preco,38,16,procesado,
NC-00666,2025-04-11,São Paulo,SP,57,7865.52,Outro,servicos,MEI,google_ads,automacao_processos,500,aceita,40.08,22,"7,8",preco_alto,sim,sim,nao,NA,53,7,procesado,
NC-00667,08-19-2025,Goiânia,GO,37,6115.44,F,servicos,pequena,site,consultoria_digital,5064.0,em_analise,"23,81",9,7.6,nao_entendeu_proposta,sim,nao,nao,concorrencia,162,5,validado,
NC-00668,2025-05-30,salvador,BA,43,8482.47,,educacao,grande,site,consultoria_digital,4321.22,em_analise,"39,7",4,6.7,concorrente,sim,nao,nao,falta_contato,169,0,pendente,
NC-00669,2025-02-21,São Paulo,SP,34,2636.16,F,educacao,MEI,site,consultoria_digital,10978.18,recusada,54.51,14,"6,7",nao_entendeu_proposta,nao,nao,sim,prazo,163,7,,
NC-00670,2025-03-19,curitiba,PR,45,"6042,1",F,varejo,pequena,google_ads,automacao_processos,6405.76,em_analise,"49,77",3,"9,0",preco_alto,nao,nao,nao,concorrencia,160,0,procesado,
NC-00671,2025-05-28,Uberaba,mg,69,1200,,servicos,MEI,evento,sistema_web,6189.51,recusada,67.03,30,4.2,NA,sim,nao,sim,falta_contato,167,2,pendente,
NC-00672,2025-03-24,Salvador,BA,48,1200,Outro,servicos,media,site,sistema_web,500,abandonada,51.34,8,6.9,concorrente,sim,nao,sim,,50,6,procesado,
NC-00673,2025-08-17,Uberlândia,MG,27,4392.39,Outro,industria,MEI,instagram,consultoria_digital,"6567,94",em_analise,25.02,23,2.9,nao_entendeu_proposta,sim,nao,nao,preco,190,0,,
NC-00674,2025-04-16,Curitiba,PR,39,3578.3,M,varejo,pequena,indicacao,sistema_web,5785.63,em_analise,11.89,13,7.9,concorrente,sim,nao,nao,concorrencia,412,0,validado,
NC-00675,2025-09-08,Uberaba,MG,67,9655.31,Outro,educacao,grande,indicacao,app_mobile,4319.7,recusada,44.47,5,8.6,,sim,nao,sim,NA,98,14,pendente,
NC-00676,2025-06-03,Curitiba,PR,48,6808.74,Outro,saude,MEI,site,app_mobile,6522.33,aceita,36.54,22,3.5,nao_entendeu_proposta,sim,sim,nao,concorrencia,87,8,validado,
NC-00677,2025-03-14,curitiba,PR,59,6578.31,,educacao,MEI,instagram,consultoria_digital,10242.21,em_analise,42.6,5,5.3,NA,sim,nao,nao,,165,5,,
NC-00678,06/10/2025,Goiânia,GO,54,3608.66,M,saude,MEI,site,automacao_processos,"16558,0",abandonada,40.49,4,8.6,demora_retorno,sim,nao,sim,preco,229,2,,
NC-00679,03/03/2025,curitiba,PR,63,"4275,56",M,varejo,media,indicacao,sistema_web,"17343,03",abandonada,42.51,19,6.1,preco_alto,nao,nao,sim,,254,5,validado,
NC-00680,2025-05-30,Salvador,BA,24,10759.75,M,industria,media,instagram,sistema_web,12274.94,em_analise,68.81,3,8.5,,sim,nao,nao,NA,5,9,procesado,
NC-00681,2025-05-23,Uberaba,MG,27,6506.71,Outro,industria,pequena,indicacao,app_mobile,10552.64,em_analise,"37,79",0,8.7,preco_alto,sim,nao,nao,prazo,105,2,pendente,
NC-00682,24/06/2025,Salvador,BA,20,3116.22,F,varejo,pequena,evento,automacao_processos,18433.25,em_analise,"74,33",14,6.0,preco_alto,sim,nao,nao,,64,5,procesado,
NC-00683,2025-04-04,Campinas,SP,36,7830.49,F,servicos,MEI,site,app_mobile,3462.01,aceita,64.32,9,10,preco_alto,sim,sim,nao,NA,29,4,,
NC-00684,2025-02-14,Uberaba,MG,63,8222.58,,educacao,MEI,google_ads,consultoria_digital,5633.03,aceita,0,0,3.8,,sim,sim,nao,concorrencia,262,5,procesado,
NC-00685,09-14-2025,Curitiba,PR,70,3029.79,M,servicos,pequena,site,app_mobile,"14391,69",em_analise,30.94,14,6.9,demora_retorno,sim,nao,nao,prazo,138,19,procesado,
NC-00686,2025-06-14,Campinas,SP,54,"4505,75",Outro,industria,media,site,consultoria_digital,13403.64,em_analise,54.66,17,8.2,preco_alto,sim,nao,nao,falta_contato,181,8,procesado,
NC-00687,2025-08-10,Goiânia,GO,54,2963.89,M,servicos,media,instagram,sistema_web,6860.89,em analise,54.79,16,"6,4",,sim,nao,nao,preco,140,8,procesado,
NC-00688,2025-03-08,Campinas,SP,24,4950.06,,varejo,MEI,instagram,sistema_web,6522.61,aceita,42.78,19,6.9,,sim,sim,nao,preco,193,10,,
NC-00689,2025-10-22,Uberlândia,MG,46,7081.5,M,educacao,MEI,site,sistema_web,15101.08,abandonada,26.46,19,5.1,NA,sim,nao,sim,,19,0,validado,
NC-00690,2025-01-03,Uberlândia,MG,29,"14138,02",,varejo,pequena,site,automacao_processos,2427.75,abandonada,36.29,22,6.6,concorrente,sim,nao,sim,NA,206,16,procesado,
NC-00691,07-07-2025,São Paulo,sp,33,4704.35,Outro,varejo,pequena,site,sistema_web,9435.6,abandonada,1.4,6,6.7,demora_retorno,sim,nao,sim,,190,7,procesado,
NC-00692,2025-09-05,Uberlândia,MG,66,"1748,15",M,varejo,grande,indicacao,app_mobile,15658.63,recusada,4.73,0,5.4,preco_alto,sim,nao,sim,preco,59,0,pendente,
NC-00693,24/02/2025,goiânia,GO,22,5973.85,F,industria,pequena,google_ads,consultoria_digital,13467.02,recuzada,18.67,0,"9,0",nao_entendeu_proposta,sim,nao,sim,preco,74,12,,
NC-00694,2025-03-30,Campinas,SP,58,8008.93,Outro,educacao,grande,indicacao,consultoria_digital,16835.83,recusada,33.89,27,8.8,demora_retorno,sim,nao,sim,prazo,16,6,,
NC-00695,2025-06-01,São Paulo,SP,41,7764.27,Outro,educacao,pequena,site,app_mobile,4873.12,recusada,38.38,0,5.2,,sim,nao,sim,prazo,124,0,pendente,
NC-00696,2025-01-30,Campinas,SP,23,10500.76,Outro,servicos,MEI,instagram,sistema_web,"4569,91",recusada,4.35,23,10,NA,sim,nao,sim,prazo,5,3,,
NC-00697,2025-02-20,curitiba,PR,55,"6052,5",Outro,servicos,pequena,instagram,automacao_processos,13893.55,abandonada,20.48,10,8.6,concorrente,sim,nao,sim,prazo,276,3,pendente,
NC-00698,data_invalida,São Paulo,SP,26,"5850,39",F,servicos,MEI,site,automacao_processos,2529.41,recusada,48.65,28,8.9,nao_entendeu_proposta,sim,nao,sim,NA,232,5,pendente,
NC-00699,2025-07-07,Goiânia,GO,31,6528.49,,varejo,MEI,indicacao,sistema_web,500,abandonada,29.26,33,"3,8",concorrente,sim,nao,sim,,102,12,,
NC-00700,2025-10-15,Campinas,SP,22,"7286,28",Outro,varejo,pequena,indicacao,app_mobile,3576.55,em_analise,28.06,17,5.8,concorrente,sim,nao,nao,,344,8,pendente,
NC-00701,01-23-2025,Salvador,BA,66,"8590,06",M,varejo,pequena,indicacao,sistema_web,8046.57,em_analise,"52,77",9,3.8,,sim,nao,nao,preco,138,11,pendente,
NC-00702,23/08/2025,Campinas,SP,40,7337.85,M,varejo,MEI,instagram,app_mobile,557.59,aceita,13.86,23,7.3,NA,sim,sim,nao,falta_contato,27,6,,
NC-00703,2025-03-01,São Paulo,SP,67,8984.43,F,servicos,grande,site,automacao_processos,10322.9,em_analise,93.16,20,5.6,NA,sim,nao,nao,falta_contato,235,6,,
NC-00704,data_invalida,Goiânia,GO,59,4637.06,Outro,servicos,media,site,sistema_web,12936.07,em analise,58.01,20,3.6,demora_retorno,sim,nao,sim,,264,1,validado,
NC-00705,2025-10-05,São Paulo,SP,32,9295.71,Outro,servicos,media,site,consultoria_digital,500,recusada,67.35,6,"5,4",demora_retorno,sim,nao,sim,,175,10,validado,
NC-00706,2025-01-30,Uberaba,MG,62,12713.04,Outro,industria,media,indicacao,automacao_processos,5532.11,recusada,31.34,13,9.5,nao_entendeu_proposta,sim,nao,sim,NA,157,14,validado,
NC-00707,2025-01-31,Goiânia,GO,19,6839.86,,industria,pequena,instagram,automacao_processos,13480.15,recusada,"34,93",5,9.7,NA,sim,nao,sim,prazo,274,15,validado,
NC-00708,2025-07-08,São Paulo,SP,20,10198.2,F,industria,pequena,site,sistema_web,"4099,01",recusada,17.27,16,8.2,concorrente,sim,nao,sim,NA,445,16,,
NC-00709,10-27-2025,goiânia,GO,64,5781.9,F,servicos,pequena,evento,sistema_web,7795.03,recusada,19.13,17,7.9,demora_retorno,sim,nao,sim,,79,2,,
NC-00710,04-04-2025,São Paulo,SP,50,"7209,12",F,servicos,grande,indicacao,app_mobile,12348.7,aceita,34.25,26,6.5,nao_entendeu_proposta,sim,sim,nao,preco,260,4,pendente,
NC-00711,01-20-2025,são paulo,SP,28,6008.95,F,varejo,MEI,google_ads,automacao_processos,"11082,99",aceita,27.33,18,7.5,nao_entendeu_proposta,nao,sim,nao,,204,9,,
NC-00712,2025-07-13,São Paulo,SP,33,6976.58,F,varejo,grande,instagram,consultoria_digital,"8816,06",recusada,39.15,13,7.5,,sim,nao,sim,prazo,414,10,validado,
NC-00713,2025-02-12,Campinas,SP,68,"5507,0",Outro,industria,pequena,site,automacao_processos,6654.74,aceitaa,41.59,21,6.0,NA,sim,nao,sim,preco,221,12,pendente,
NC-00714,2025-01-09,Curitiba,PR,58,1200,Outro,educacao,pequena,site,app_mobile,14554.96,recusada,27.12,20,"9,1",nao_entendeu_proposta,sim,nao,sim,NA,272,11,pendente,
NC-00715,09-07-2025,Salvador,BA,61,"3017,12",,servicos,grande,indicacao,sistema_web,8517.04,recusada,"28,27",17,"8,6",nao_entendeu_proposta,sim,nao,sim,NA,44,3,validado,
NC-00716,2025-06-02,Goiânia,GO,27,4051.99,F,servicos,media,indicacao,app_mobile,14358.51,recusada,37.18,12,7.6,demora_retorno,sim,nao,sim,,122,17,validado,
NC-00717,2025-03-06,Curitiba,PR,,12719.12,Outro,industria,pequena,evento,consultoria_digital,6087.18,em_analise,"87,9",19,6.2,,sim,nao,nao,,80,3,validado,
NC-00718,2025-01-12,São Paulo,SP,20,6699.82,Outro,industria,pequena,site,automacao_processos,3658.74,em_analise,41.54,24,4.6,,sim,nao,nao,NA,264,9,validado,
NC-00719,2025-03-13,Uberaba,MG,27,"10282,14",Outro,servicos,MEI,site,app_mobile,10814.63,abandonada,66.94,30,5.5,preco_alto,sim,nao,sim,prazo,141,6,pendente,
NC-00720,2025-06-12,Uberaba,MG,24,2926.89,,varejo,MEI,instagram,sistema_web,1783.69,aceita,29.0,11,5.5,demora_retorno,sim,sim,nao,NA,360,8,,
NC-00721,2025-08-09,Salvador,BA,23,"7746,13",M,educacao,pequena,instagram,automacao_processos,5778.88,aceitaa,46.38,34,7.3,NA,sim,nao,sim,falta_contato,198,6,,
NC-00722,2025-01-12,Curitiba,PR,65,10640.71,M,varejo,MEI,indicacao,app_mobile,11816.82,recusada,57.89,12,"4,6",preco_alto,sim,nao,sim,concorrencia,110,4,,
NC-00723,2025-02-07,Curitiba,PR,54,3721.63,Outro,varejo,pequena,google_ads,automacao_processos,9304.14,em_analise,31.91,4,2.9,preco_alto,sim,nao,nao,preco,5,3,pendente,
NC-00724,2025-04-20,curitiba,PR,41,"9335,19",Outro,industria,pequena,evento,consultoria_digital,5789.95,aceita,21.47,9,6.0,nao_entendeu_proposta,sim,sim,nao,NA,126,2,validado,
NC-00725,2025-04-07,Goiânia,GO,40,6850.97,F,saude,MEI,site,consultoria_digital,7017.87,recusada,4.86,19,6.8,concorrente,sim,nao,sim,NA,77,12,procesado,
NC-00726,2025-10-19,Uberlândia,mg,37,9252.94,,varejo,MEI,site,app_mobile,10436.25,aceita,88.37,9,"9,5",concorrente,sim,sim,nao,falta_contato,254,9,validado,
NC-00727,2025-09-13,Curitiba,pr,52,9429.84,F,saude,pequena,site,automacao_processos,1527.45,em_analise,26.17,17,6.9,NA,sim,nao,nao,,378,1,validado,
