registro_id,data_venda,cidade,uf,cliente_id,modelo_sabre,cor_lamina,categoria,preco_venda,custo_producao,tempo_fabricacao_h,quantidade_produzida,quantidade_vendida,avaliacao_cliente,comentario,mes,participou_promocao,frequencia_compra,dias_desde_ultima_compra,programa_fidelidade,status_pedido,observacao
SABER-00725,2025-01-12,São Paulo,SP,C78,dual_blade,verde,padrao,1910.6,1299.97,39,27,16,2.2,ótimo,11,sim,5,21,sim,,
SABER-00726,2025-07-28,São Paulo,SP,C386,premium,vermelho,padrao,492.46,271.81,46,44,35,4.6,ótimo,4,sim,6,4,nao,,
SABER-00727,2025-09-10,São Paulo,SP,C11,dual_blade,azul,customizado,2826.57,1418.35,37,12,8,5.0,NA,8,nao,1,64,nao,procesado,
SABER-00728,2025-10-24,São Paulo,sp,C73,elite,azul,padrao,"1231,79",632.59,38,34,33,3.6,ruim,12,sim,0,42,nao,cancelado,
SABER-00729,2025-08-16,São Paulo,sp,C177,dual_blade,vermelho,customizado,629.95,392.6,7,2,1,1.6,ruim,4,sim,8,44,sim,procesado,
SABER-00730,05-31-2025,São Paulo,SP,C200,premium,azul,customizado,464.02,241.76,45,12,9,2.5,NA,5,,9,10,sim,procesado,
SABER-00731,05-10-2025,São Paulo,SP,C164,classic,vermelho,customizado,2067.16,1081.31,18,18,6,4.3,NA,1,nao,4,53,nao,procesado,
SABER-00732,2025-07-23,São Paulo,sp,C207,premium,azul,customizado,"1784,7",1368.08,2,37,8,4.4,ruim,1,sim,1,57,sim,,
SABER-00733,2025-02-15,São Paulo,SP,C271,classic,verde,padrao,"671,45",388.75,22,36,30,3.7,,2,,0,32,sim,cancelado,
SABER-00734,2025-05-19,São Paulo,sp,C171,dual_blade,azul,padrao,3531.33,1462.8,16,9,0,1.1,,12,nao,3,18,sim,procesado,
SABER-00735,2025-05-28,São Paulo,sp,C106,premium,verde,customizado,"1702,36",829.51,25,29,21,4.1,ruim,10,sim,1,15,sim,procesado,
SABER-00736,10-22-2025,São Paulo,sp,C336,classic,verde,customizado,1427.64,580.13,35,13,12,4.7,ótimo,12,nao,8,37,sim,procesado,
SABER-00737,data_invalida,São Paulo,SP,C96,premium,verde,padrao,1826.71,736.41,41,38,22,4.4,ruim,10,,4,75,nao,cancelado,
SABER-00738,07/08/2025,São Paulo,SP,C82,dual_blade,verde,customizado,1276.18,751.84,8,47,16,4.4,ótimo,9,nao,10,39,sim,,
SABER-00739,2025-08-13,São Paulo,SP,C154,dual_blade,amarelo,customizado,1802.64,1380.61,28,12,12,2.0,ótimo,2,nao,3,36,sim,procesado,
SABER-00740,28/01/2025,São Paulo,SP,C303,custom,vermelho,padrao,2717.64,1217.69,46,24,6,1.8,ótimo,6,nao,8,69,sim,finalizado,
SABER-00741,2025-09-01,São Paulo,sp,C88,premium,verde,customizado,1127.06,825.94,10,42,5,4.7,ruim,12,sim,7,54,sim,cancelado,
SABER-00742,data_invalida,São Paulo,sp,C345,custom,azul,customizado,427.46,200.03,27,45,44,1.3,ruim,1,nao,10,42,sim,,
SABER-00743,2025-06-08,São Paulo,sp,C56,premium,azul,customizado,675.77,310.12,46,7,5,1.6,ótimo,2,sim,2,30,sim,,
SABER-00744,2025-06-11,São Paulo,sp,C186,premium,azul,customizado,1828.51,1068.25,40,8,3,3.0,NA,7,,7,3,nao,finalizado,
SABER-00745,2025-08-06,São Paulo,sp,C393,elite,roxo,customizado,"2565,07",1473.25,26,33,16,3.1,ótimo,2,nao,8,31,nao,finalizado,
SABER-00746,2025-01-31,São Paulo,SP,C279,custom,amarelo,customizado,"978,19",580.86,9,32,3,2.0,ótimo,8,sim,8,47,nao,procesado,
SABER-00747,2025-09-11,São Paulo,SP,C249,dual_blade,vermelho,padrao,1698.22,737.95,14,7,2,4.4,NA,11,,3,80,nao,,
SABER-00748,2025-06-13,São Paulo,sp,C211,classic,roxo,padrao,1372.48,1116.03,42,47,1,1.1,ruim,8,,9,24,sim,finalizado,
SABER-00749,2025-10-02,São Paulo,sp,C74,elite,vermelho,customizado,2142.72,948.67,44,26,25,1.5,ruim,10,nao,2,0,sim,finalizado,
SABER-00750,2025-02-27,São Paulo,sp,C106,premium,verde,customizado,"2443,57",1373.53,10,17,3,4.9,,6,sim,7,62,nao,cancelado,
SABER-00751,2025-05-12,São Paulo,SP,C81,custom,vermelho,padrao,2164.76,910.49,29,20,12,1.8,NA,6,,0,47,nao,cancelado,
SABER-00752,2025-10-08,São Paulo,SP,C338,elite,roxo,customizado,"1181,21",750.68,5,40,18,1.8,ótimo,11,,1,65,nao,,
SABER-00753,2025-04-26,São Paulo,SP,C359,dual_blade,azul,padrao,1843.07,1445.11,29,30,20,2.7,ruim,9,,8,5,nao,cancelado,
SABER-00754,10-10-2025,São Paulo,sp,C350,dual_blade,azul,customizado,1053.79,853.55,26,20,5,2.0,NA,6,sim,1,88,sim,cancelado,
SABER-00755,2025-10-04,São Paulo,sp,C263,classic,vermelho,padrao,1302.47,762.63,18,42,29,2.9,ótimo,6,nao,6,3,sim,procesado,
SABER-00756,2025-01-20,São Paulo,SP,C126,dual_blade,vermelho,padrao,2135.7,1063.1,9,13,9,1.3,NA,3,,10,33,nao,finalizado,
SABER-00757,2025-05-03,São Paulo,sp,C33,custom,roxo,customizado,1291.19,531.29,40,18,12,4.3,ruim,7,nao,4,68,nao,procesado,
SABER-00758,2025-05-23,São Paulo,SP,C313,elite,azul,customizado,2550.48,1361.95,31,41,35,2.5,ótimo,7,sim,10,48,nao,procesado,
SABER-00759,2025-10-12,São Paulo,sp,C49,custom,azul,padrao,"1123,41",592.97,8,7,6,4.4,ruim,3,sim,7,34,sim,,
SABER-00760,2025-09-08,São Paulo,SP,C230,classic,verde,customizado,"1680,34",1386.68,7,25,5,1.3,,7,sim,7,76,nao,procesado,
SABER-00761,2025-03-03,São Paulo,sp,C117,elite,amarelo,customizado,2025.41,1475.72,12,37,3,2.2,,10,sim,2,29,nao,,
SABER-00762,2025-10-11,São Paulo,sp,C378,dual_blade,verde,padrao,"1898,46",1195.29,38,33,18,2.6,NA,7,,10,68,sim,finalizado,
SABER-00763,2025-09-18,São Paulo,SP,C296,premium,azul,customizado,516.24,393.62,38,41,8,2.7,ótimo,2,,3,15,sim,finalizado,
SABER-00764,2025-03-31,São Paulo,SP,C3,dual_blade,verde,customizado,508.13,216.83,12,30,15,3.5,NA,2,nao,2,0,nao,procesado,
SABER-00765,2025-09-16,São Paulo,SP,C20,classic,vermelho,customizado,"2374,07",1097.46,20,22,18,2.0,ruim,9,,5,32,sim,cancelado,
SABER-00766,2025-06-30,São Paulo,sp,C213,elite,verde,customizado,2123.1,1052.75,38,42,38,2.7,,1,nao,3,49,nao,finalizado,
SABER-00767,2025-10-03,São Paulo,SP,C168,premium,vermelho,customizado,1135.18,697.28,17,49,2,2.3,ótimo,5,,3,75,nao,procesado,
SABER-00768,2025-03-20,São Paulo,SP,C329,custom,roxo,customizado,"2004,51",988.81,24,46,20,1.2,,12,sim,4,84,sim,procesado,
SABER-00769,2025-09-19,São Paulo,sp,C136,classic,amarelo,padrao,1421.62,586.45,38,31,26,5.0,ruim,6,nao,9,78,nao,,
SABER-00770,07-05-2025,São Paulo,sp,C245,dual_blade,vermelho,customizado,2756.84,1337.42,41,25,22,1.9,ótimo,2,sim,3,66,sim,cancelado,
SABER-00771,2025-01-27,São Paulo,sp,C12,elite,roxo,customizado,531.42,384.23,45,24,18,3.3,ótimo,10,,7,82,nao,finalizado,
SABER-00772,2025-02-10,São Paulo,sp,C288,premium,azul,padrao,2576.03,1428.2,32,27,10,3.8,ruim,2,sim,0,85,sim,,
SABER-00773,2025-07-09,São Paulo,sp,C181,elite,azul,padrao,1155.4,819.34,9,22,14,1.4,,2,,1,58,sim,,
SABER-00774,2025-03-28,São Paulo,SP,C380,elite,verde,customizado,"740,52",340.97,31,41,34,2.4,ótimo,4,,7,84,nao,,
SABER-00775,2025-01-06,São Paulo,sp,C238,custom,azul,customizado,2468.01,1265.7,35,29,7,4.0,ótimo,12,nao,10,17,sim,cancelado,
SABER-00776,2025-05-07,São Paulo,SP,C59,elite,azul,padrao,1177.22,593.49,18,40,19,1.9,NA,5,sim,8,8,nao,finalizado,
SABER-00777,2025-04-13,São Paulo,sp,C300,elite,azul,padrao,1925.66,1414.28,33,38,29,3.5,,8,sim,10,52,sim,finalizado,
SABER-00778,2025-05-22,São Paulo,sp,C152,dual_blade,roxo,padrao,"566,17",237.61,30,9,9,4.2,ruim,12,sim,6,88,nao,procesado,
SABER-00779,2025-03-07,São Paulo,SP,C296,custom,azul,customizado,"442,0",222.39,37,28,16,1.5,,7,,8,20,nao,cancelado,
SABER-00780,2025-05-26,São Paulo,SP,C53,dual_blade,roxo,customizado,"1183,03",791.57,46,36,9,2.4,NA,8,nao,5,31,nao,finalizado,
SABER-00781,12/02/2025,São Paulo,SP,C94,classic,vermelho,customizado,631.65,418.77,14,11,11,2.3,ótimo,1,sim,5,56,nao,cancelado,
SABER-00782,2025-04-20,São Paulo,SP,C50,premium,verde,padrao,1214.22,538.71,18,17,8,4.4,ruim,9,,1,84,nao,,
SABER-00783,08-28-2025,São Paulo,sp,C186,custom,azul,customizado,2286.32,1187.0,33,32,6,2.9,ótimo,7,nao,8,49,nao,procesado,
SABER-00784,2025-03-13,São Paulo,SP,C400,elite,azul,padrao,"2902,65",1464.94,3,35,17,2.1,ruim,3,nao,3,8,sim,,
SABER-00785,2025-05-27,São Paulo,sp,C77,custom,azul,padrao,686.3,436.76,17,5,4,2.4,,3,,4,3,nao,cancelado,
SABER-00786,08-21-2025,São Paulo,SP,C346,premium,verde,padrao,"2455,28",1089.42,10,47,19,2.1,NA,6,,6,58,nao,finalizado,
SABER-00787,2025-03-12,São Paulo,SP,C318,premium,roxo,customizado,1898.46,1050.12,17,29,13,3.3,NA,5,sim,7,6,nao,cancelado,
SABER-00788,2025-01-18,São Paulo,sp,C265,classic,azul,padrao,614.43,453.59,40,17,12,4.5,,6,sim,2,43,nao,procesado,
SABER-00789,2025-09-13,São Paulo,sp,C309,elite,azul,padrao,2064.97,1182.47,30,30,19,3.4,NA,6,nao,5,26,sim,,
SABER-00790,2025-03-30,São Paulo,SP,C259,dual_blade,azul,padrao,414.58,272.93,12,25,2,1.1,NA,1,sim,6,42,nao,,
SABER-00791,2025-07-04,São Paulo,SP,C247,custom,vermelho,padrao,"657,0",493.62,43,41,33,1.6,,1,nao,1,23,nao,,
SABER-00792,2025-04-21,São Paulo,sp,C75,classic,vermelho,padrao,"1017,62",547.28,16,50,16,4.4,ótimo,4,,5,43,nao,procesado,
SABER-00793,2025-02-08,São Paulo,sp,C190,custom,verde,customizado,3064.26,1410.51,15,19,9,4.1,NA,2,nao,7,77,sim,cancelado,
SABER-00794,2025-02-04,São Paulo,sp,C137,premium,vermelho,customizado,"2387,5",1193.43,12,46,5,2.0,,10,,6,30,nao,,
SABER-00795,2025-09-19,São Paulo,sp,C330,custom,vermelho,customizado,2490.51,1339.34,40,38,14,2.0,ótimo,11,,2,81,nao,,
SABER-00796,2025-09-20,São Paulo,SP,C127,classic,verde,padrao,685.99,300.52,10,27,15,2.8,ótimo,4,sim,6,33,sim,finalizado,
SABER-00797,2025-06-07,São Paulo,SP,C70,dual_blade,roxo,customizado,1873.51,1042.03,37,17,11,3.7,NA,12,,2,57,sim,cancelado,
SABER-00798,2025-02-12,São Paulo,SP,C124,dual_blade,vermelho,customizado,1586.26,942.09,10,14,5,2.0,ótimo,11,nao,6,48,sim,,
SABER-00799,01-04-2025,São Paulo,sp,C159,dual_blade,verde,padrao,1417.73,598.77,38,35,17,5.0,NA,10,,1,75,nao,,
SABER-00800,28/10/2025,São Paulo,SP,C167,dual_blade,azul,padrao,"1981,49",1128.3,47,6,4,2.7,ótimo,12,sim,1,13,sim,cancelado,
SABER-00801,2025-08-07,São Paulo,sp,C243,custom,azul,padrao,718.96,546.71,3,35,31,2.5,,12,nao,1,22,sim,,
SABER-00802,2025-08-14,São Paulo,sp,C117,elite,verde,padrao,"489,53",273.33,38,49,26,2.1,ruim,10,nao,5,77,sim,cancelado,
SABER-00803,2025-08-06,São Paulo,SP,C215,premium,vermelho,padrao,2653.98,1446.57,40,21,10,2.0,NA,11,nao,3,1,sim,cancelado,
SABER-00804,24/05/2025,São Paulo,sp,C245,elite,azul,customizado,1382.53,759.81,45,25,2,2.2,ruim,5,sim,1,31,sim,procesado,
SABER-00805,17/02/2025,São Paulo,sp,C8,dual_blade,azul,padrao,718.04,314.97,16,9,4,4.8,NA,3,nao,0,50,sim,procesado,
SABER-00806,2025-09-07,São Paulo,sp,C253,elite,verde,padrao,458.54,261.34,8,43,7,2.8,ruim,11,sim,1,1,sim,procesado,
SABER-00807,2025-02-25,São Paulo,sp,C200,dual_blade,azul,customizado,743.3,318.48,10,30,0,3.7,ruim,7,,2,55,nao,cancelado,
SABER-00808,08-09-2025,São Paulo,sp,C52,premium,azul,customizado,1855.68,907.17,36,45,17,1.5,ótimo,5,sim,5,58,nao,cancelado,
SABER-00809,2025-09-29,São Paulo,SP,C366,custom,verde,customizado,1643.29,1330.24,3,8,4,2.8,NA,2,sim,8,48,nao,,
SABER-00810,2025-05-23,São Paulo,sp,C356,premium,verde,padrao,1751.56,860.46,35,10,7,3.0,ruim,8,sim,0,9,nao,,
SABER-00811,2025-01-17,São Paulo,SP,C34,premium,verde,padrao,510.91,333.92,23,45,9,1.7,ótimo,5,nao,6,16,sim,finalizado,
SABER-00812,2025-05-10,São Paulo,sp,C38,classic,vermelho,customizado,1997.57,1496.33,23,18,15,2.3,ruim,10,,3,2,nao,,
SABER-00813,2025-09-23,São Paulo,sp,C106,elite,azul,customizado,"2994,61",1273.82,16,25,2,4.4,ótimo,2,nao,1,5,sim,procesado,
SABER-00814,2025-01-21,São Paulo,sp,C257,dual_blade,azul,padrao,"891,26",705.65,16,37,16,3.1,,5,,2,55,sim,,
SABER-00815,2025-08-10,São Paulo,SP,C147,elite,amarelo,padrao,700.15,365.73,25,19,14,2.3,ruim,1,,8,32,nao,,
SABER-00816,06-09-2025,São Paulo,SP,C98,dual_blade,verde,padrao,2993.94,1461.93,3,17,7,2.7,ótimo,11,nao,4,15,nao,procesado,
SABER-00817,2025-07-07,São Paulo,SP,C354,dual_blade,azul,padrao,1013.72,752.63,6,35,20,1.4,,5,,9,32,nao,procesado,
SABER-00818,2025-07-24,São Paulo,SP,C160,premium,azul,customizado,2643.21,1104.49,5,16,12,4.2,NA,3,,0,39,nao,,
SABER-00819,2025-04-15,São Paulo,sp,C285,classic,azul,customizado,472.43,264.64,45,46,1,1.6,,5,nao,5,35,sim,finalizado,
SABER-00820,data_invalida,São Paulo,sp,C87,elite,vermelho,padrao,1214.85,973.61,32,19,13,4.3,ótimo,5,,4,85,nao,procesado,
SABER-00821,2025-06-15,São Paulo,sp,C143,custom,azul,padrao,"1440,01",1061.12,35,48,30,3.5,ótimo,12,sim,6,38,sim,finalizado,
SABER-00822,data_invalida,São Paulo,sp,C287,custom,verde,padrao,1895.91,1139.03,24,12,8,1.6,NA,10,nao,1,38,sim,procesado,
SABER-00823,01-28-2025,São Paulo,SP,C286,dual_blade,azul,customizado,1242.19,525.49,8,23,6,3.7,ótimo,7,sim,1,52,sim,procesado,
SABER-00824,2025-04-22,São Paulo,SP,C368,premium,verde,padrao,2520.02,1273.87,36,10,9,2.3,ótimo,6,nao,7,28,sim,cancelado,
SABER-00825,08-07-2025,São Paulo,SP,C192,elite,verde,padrao,554.47,426.96,13,8,3,4.7,NA,5,sim,6,43,nao,,
SABER-00826,2025-10-12,São Paulo,SP,C129,custom,vermelho,padrao,955.54,444.74,8,21,20,3.0,NA,7,sim,4,51,sim,finalizado,
SABER-00827,2025-07-19,São Paulo,sp,C182,elite,vermelho,padrao,386.65,215.93,44,21,20,4.0,ruim,3,nao,4,75,nao,procesado,
SABER-00828,data_invalida,São Paulo,sp,C336,custom,amarelo,customizado,1558.55,787.25,9,28,3,2.7,ótimo,9,,7,4,nao,finalizado,
SABER-00829,data_invalida,São Paulo,SP,C341,custom,azul,padrao,"2759,27",1150.62,41,36,32,3.5,,9,nao,4,55,nao,,
SABER-00830,2025-03-18,São Paulo,sp,C3,elite,vermelho,customizado,2012.94,1405.26,24,35,24,4.6,NA,12,nao,8,2,nao,cancelado,
SABER-00831,2025-01-15,São Paulo,sp,C249,dual_blade,vermelho,padrao,551.75,283.45,45,50,26,3.6,NA,8,sim,7,22,nao,finalizado,
SABER-00832,2025-10-14,São Paulo,sp,C38,classic,verde,padrao,"1544,75",1088.81,4,24,24,1.4,NA,3,,4,59,nao,,
SABER-00833,2025-07-20,São Paulo,SP,C353,premium,azul,customizado,2647.97,1333.16,24,35,15,2.1,NA,7,sim,6,6,nao,procesado,
SABER-00834,data_invalida,São Paulo,sp,C44,premium,verde,customizado,1794.62,721.99,32,5,3,3.5,ruim,1,,9,36,nao,cancelado,
SABER-00835,04-27-2025,São Paulo,SP,C308,classic,amarelo,padrao,542.22,298.07,40,33,32,4.8,,12,nao,9,87,nao,finalizado,
SABER-00836,2025-05-28,São Paulo,sp,C233,dual_blade,azul,customizado,2636.74,1466.07,42,18,9,4.7,ótimo,10,nao,6,53,nao,,
SABER-00837,2025-06-12,São Paulo,SP,C107,classic,azul,customizado,3500.27,1469.83,33,23,6,4.9,ótimo,2,,3,43,nao,cancelado,
SABER-00838,2025-05-14,São Paulo,SP,C378,elite,vermelho,padrao,1062.54,641.68,47,10,10,1.3,ótimo,1,sim,5,61,sim,procesado,
SABER-00839,2025-04-03,São Paulo,SP,C40,elite,verde,customizado,1195.83,541.09,34,29,17,3.0,ótimo,1,,8,18,nao,procesado,
SABER-00840,2025-08-19,São Paulo,sp,C272,classic,vermelho,padrao,420.12,222.76,15,7,6,4.8,ruim,5,sim,7,22,nao,,
SABER-00841,09-12-2025,São Paulo,SP,C31,classic,amarelo,padrao,1445.31,1161.97,21,10,8,1.6,NA,10,,9,43,sim,cancelado,
SABER-00842,10/07/2025,São Paulo,SP,C85,classic,azul,padrao,"1731,31",869.62,31,2,1,5.0,ruim,5,nao,3,83,nao,cancelado,
SABER-00843,2025-03-10,São Paulo,sp,C317,classic,amarelo,padrao,"1108,58",681.46,27,45,23,3.8,,12,nao,5,22,nao,,
SABER-00844,2025-05-14,São Paulo,sp,C269,premium,azul,padrao,483.6,336.63,2,32,28,1.5,ótimo,7,sim,10,18,sim,procesado,
SABER-00845,08-13-2025,São Paulo,sp,C100,classic,verde,customizado,1709.93,1005.76,27,46,32,1.2,NA,9,sim,8,5,nao,finalizado,
SABER-00846,2025-07-19,São Paulo,sp,C392,dual_blade,amarelo,padrao,2277.81,1043.16,19,5,0,3.7,NA,10,sim,1,76,nao,cancelado,
SABER-00847,2025-05-27,São Paulo,sp,C164,classic,verde,customizado,1914.31,807.09,25,14,8,4.4,ótimo,3,,2,26,nao,cancelado,
SABER-00848,2025-09-25,São Paulo,sp,C381,dual_blade,roxo,customizado,1720.11,1298.36,11,29,19,1.3,,12,nao,7,82,nao,,
SABER-00849,2025-09-09,São Paulo,sp,C139,custom,verde,padrao,2597.84,1072.91,22,43,23,2.6,,8,nao,1,31,nao,procesado,
SABER-00850,2025-01-08,São Paulo,sp,C383,dual_blade,vermelho,padrao,"1660,42",743.94,9,26,10,1.8,ruim,7,,9,59,sim,,
SABER-00851,2025-06-25,São Paulo,SP,C178,custom,verde,padrao,513.37,261.37,22,42,21,4.8,ótimo,2,,2,29,nao,procesado,
SABER-00852,2025-08-12,São Paulo,SP,C20,custom,verde,padrao,1756.79,865.83,42,5,5,3.7,NA,11,,10,12,sim,finalizado,
SABER-00853,2025-05-08,São Paulo,SP,C353,premium,azul,customizado,924.14,628.34,4,30,7,1.3,ruim,2,nao,4,7,nao,cancelado,
SABER-00854,29/03/2025,São Paulo,sp,C77,premium,vermelho,padrao,613.67,504.17,44,35,1,1.9,,7,,7,51,nao,cancelado,
SABER-00855,2025-01-13,São Paulo,sp,C153,classic,amarelo,customizado,1436.07,658.42,2,26,14,1.6,ruim,3,,1,29,sim,procesado,
SABER-00856,10-10-2025,São Paulo,sp,C396,dual_blade,verde,padrao,"1171,76",751.33,12,9,8,1.7,ruim,5,sim,4,54,nao,cancelado,
SABER-00857,2025-04-18,São Paulo,sp,C22,custom,azul,padrao,3073.34,1295.31,41,28,23,3.2,,11,,5,72,sim,finalizado,
SABER-00858,10-04-2025,São Paulo,sp,C143,dual_blade,verde,customizado,1144.33,627.1,26,50,4,1.4,NA,12,sim,5,66,nao,finalizado,
SABER-00859,2025-01-10,São Paulo,sp,C143,dual_blade,roxo,padrao,1836.07,1155.02,34,36,27,4.0,NA,7,nao,7,62,sim,procesado,
SABER-00860,2025-08-28,São Paulo,SP,C129,classic,vermelho,padrao,2961.7,1342.45,39,31,4,2.7,,11,sim,5,71,sim,finalizado,
SABER-00861,data_invalida,São Paulo,SP,C304,custom,azul,customizado,"2868,42",1388.2,29,41,36,2.9,ruim,5,,7,48,nao,,
SABER-00862,2025-01-13,São Paulo,sp,C70,custom,verde,padrao,1674.41,1215.69,45,36,4,3.4,ruim,8,,8,23,nao,procesado,
SABER-00863,2025-08-23,São Paulo,sp,C312,elite,verde,customizado,2172.11,1355.8,45,6,3,1.3,NA,10,nao,3,85,sim,procesado,
SABER-00864,2025-04-09,São Paulo,sp,C291,elite,vermelho,padrao,"652,33",525.47,43,16,1,3.3,,8,nao,10,13,nao,,
SABER-00865,2025-02-17,São Paulo,sp,C293,elite,vermelho,customizado,1140.49,568.17,2,10,1,4.1,ruim,11,nao,5,38,sim,finalizado,
SABER-00866,2025-08-15,São Paulo,sp,C369,custom,azul,customizado,1540.51,1135.19,10,43,29,4.3,ruim,10,,4,83,sim,finalizado,
SABER-00867,2025-05-01,São Paulo,sp,C212,dual_blade,roxo,customizado,411.22,290.56,29,33,11,1.2,,2,nao,1,55,nao,finalizado,
SABER-00868,2025-09-20,São Paulo,SP,C286,elite,azul,customizado,932.97,465.59,44,27,0,1.7,NA,4,,1,61,nao,cancelado,
SABER-00869,2025-02-25,São Paulo,sp,C348,custom,verde,padrao,1903.17,1262.21,34,14,6,1.3,ruim,3,nao,8,26,sim,procesado,
SABER-00870,2025-06-05,São Paulo,SP,C265,classic,verde,customizado,1426.54,592.58,26,22,1,4.6,,2,sim,1,10,nao,finalizado,
SABER-00871,2025-07-04,São Paulo,SP,C310,classic,verde,customizado,1019.62,531.84,31,3,2,3.9,NA,1,nao,5,8,sim,cancelado,
SABER-00872,2025-09-22,São Paulo,SP,C84,custom,vermelho,customizado,1091.14,616.15,46,15,10,2.1,ruim,12,nao,1,22,nao,procesado,
SABER-00873,2025-08-25,São Paulo,SP,C321,custom,verde,customizado,1928.84,1005.67,2,27,23,4.9,ruim,5,nao,2,14,nao,,
SABER-00874,2025-01-18,São Paulo,SP,C234,classic,verde,padrao,1698.22,1041.68,15,27,17,1.6,ruim,12,sim,8,23,sim,finalizado,
SABER-00875,2025-05-05,São Paulo,SP,C156,dual_blade,vermelho,padrao,"366,48",223.36,46,4,2,2.1,ruim,3,,7,64,sim,finalizado,
SABER-00876,2025-08-31,São Paulo,sp,C361,elite,verde,padrao,321.2,216.48,38,48,11,4.3,ótimo,11,nao,10,72,nao,cancelado,
SABER-00877,2025-10-07,São Paulo,sp,C142,elite,verde,customizado,1655.85,956.84,4,35,6,3.1,ótimo,10,nao,5,43,sim,finalizado,
SABER-00878,2025-02-21,São Paulo,sp,C201,custom,vermelho,padrao,"631,84",390.51,21,5,1,3.1,NA,8,nao,6,79,sim,,
SABER-00879,2025-04-23,São Paulo,sp,C7,dual_blade,verde,padrao,1610.98,1012.75,24,16,15,4.1,ruim,5,nao,7,84,sim,procesado,
SABER-00880,2025-07-02,São Paulo,SP,C223,classic,azul,customizado,1613.98,1326.66,2,11,8,3.9,NA,12,sim,6,5,nao,procesado,
SABER-00881,2025-04-02,São Paulo,SP,C343,dual_blade,vermelho,padrao,1049.07,822.58,25,11,8,4.8,,2,nao,7,26,sim,procesado,
SABER-00882,08/04/2025,São Paulo,sp,C151,elite,vermelho,customizado,809.02,570.4,24,20,9,3.5,,11,sim,10,23,nao,cancelado,
SABER-00883,2025-05-30,São Paulo,SP,C323,dual_blade,verde,padrao,2036.7,1254.11,5,27,3,3.3,ruim,6,nao,5,71,nao,finalizado,
SABER-00884,2025-07-22,São Paulo,sp,C96,elite,verde,padrao,"2959,71",1285.51,42,47,32,3.8,ótimo,4,nao,6,37,nao,cancelado,
SABER-00885,2025-02-14,São Paulo,sp,C387,classic,roxo,padrao,1529.98,748.83,45,30,8,1.5,ótimo,2,nao,4,42,sim,finalizado,
SABER-00886,2025-03-16,São Paulo,SP,C80,custom,vermelho,customizado,432.26,245.96,15,46,27,3.0,NA,2,nao,0,35,sim,procesado,
SABER-00887,2025-05-21,São Paulo,SP,C85,custom,verde,customizado,"1054,67",783.65,26,3,3,1.1,ruim,12,sim,8,19,nao,finalizado,
SABER-00888,07/04/2025,São Paulo,sp,C124,custom,verde,customizado,1448.96,655.19,43,47,13,3.1,ótimo,1,,5,33,sim,,
SABER-00889,2025-03-11,São Paulo,sp,C47,custom,azul,customizado,745.08,464.31,44,38,7,2.7,,6,,6,35,nao,cancelado,
SABER-00890,16/04/2025,São Paulo,SP,C296,elite,verde,customizado,2086.99,1178.17,34,7,1,2.0,ótimo,5,sim,2,59,sim,finalizado,
SABER-00891,04-14-2025,São Paulo,sp,C76,premium,vermelho,padrao,2396.31,1223.37,17,39,32,4.4,ótimo,11,,1,30,sim,procesado,
SABER-00892,2025-05-30,São Paulo,sp,C206,dual_blade,amarelo,padrao,1844.29,1309.44,32,22,22,3.8,,7,sim,10,52,nao,procesado,
SABER-00893,2025-10-14,São Paulo,sp,C95,elite,azul,customizado,1693.44,763.18,21,16,5,3.6,NA,9,nao,7,62,nao,procesado,
SABER-00894,2025-10-01,São Paulo,SP,C246,dual_blade,vermelho,padrao,2114.6,881.48,25,30,2,2.7,ruim,2,sim,9,38,sim,procesado,
SABER-00895,2025-05-06,São Paulo,SP,C359,premium,amarelo,padrao,"1863,82",1266.76,5,9,5,3.9,ruim,2,sim,2,39,sim,cancelado,
SABER-00896,2025-07-04,São Paulo,SP,C265,dual_blade,amarelo,customizado,517.68,267.43,47,27,8,1.1,,7,nao,0,41,nao,cancelado,
SABER-00897,25/03/2025,São Paulo,SP,C256,premium,vermelho,padrao,1333.43,1073.01,11,31,0,4.5,ótimo,10,,8,87,nao,finalizado,
SABER-00898,2025-04-10,São Paulo,SP,C337,premium,vermelho,customizado,1941.26,949.75,6,14,6,4.6,,1,sim,6,67,nao,procesado,
SABER-00899,2025-01-13,São Paulo,sp,C342,dual_blade,vermelho,padrao,1853.25,890.79,34,37,37,4.2,ótimo,5,nao,6,7,nao,,
SABER-00900,2025-09-23,São Paulo,SP,C313,classic,roxo,customizado,1316.3,605.73,33,25,14,1.1,ruim,1,,0,57,sim,cancelado,
SABER-00901,2025-07-05,São Paulo,sp,C171,classic,azul,padrao,660.35,349.83,10,22,6,3.5,,8,nao,7,18,sim,finalizado,
SABER-00902,2025-03-11,São Paulo,sp,C62,custom,azul,customizado,1488.53,756.74,31,25,9,3.3,,4,sim,2,69,sim,,
SABER-00903,30/03/2025,São Paulo,sp,C150,dual_blade,azul,customizado,"3054,62",1257.73,23,39,25,4.9,,1,nao,6,42,sim,finalizado,
SABER-00904,03-25-2025,São Paulo,SP,C316,custom,vermelho,padrao,2652.11,1405.7,48,29,23,2.2,NA,6,nao,2,4,nao,procesado,
SABER-00905,2025-01-09,São Paulo,sp,C151,premium,amarelo,customizado,1241.43,784.54,36,18,6,4.1,ótimo,6,,7,9,sim,cancelado,
