registro_id,data_publicacao,autor_id,cidade,uf,titulo,tema,tempo_leitura_seg,tempo_avaliacao_seg,avaliacao,usuario_id,historico_postagens,dispositivo,verificado,credencial_declarada,credencial_validada,publicacoes_anteriores,premios,engajamento,sentimento,cancelado_assinatura,motivo_cancelamento,status_conteudo,observacao
TST-00658,01-16-2025,A145,Goiânia,MG,Artigo 658,política,151,12,5,U30,87,desktop,nao,especialista,nao,38,6,977,neutro,nao,,,
TST-00659,2025-06-05,A146,Curitiba,MG,Artigo 659,tecnologia,346,12,2.5,U242,1,tablet,sim,phd,,4,3,870,neutro,nao,conteudo_ruim,removido,
TST-00660,11/10/2025,A2,Goiânia,SP,Artigo 660,saude,510,48,5,U404,6,mobile,nao,mestre,nao,19,8,242,negativo,nao,conteudo_ruim,procesado,
TST-00661,2025-09-06,A112,Goiânia,sp,Artigo 661,política,654,1,3.2,U36,20,desktop,nao,phd,,24,6,429,positivo,sim,fake,,
TST-00662,2025-07-31,A169,Uberlândia,SP,Artigo 662,tecnlogia,336,1,4.6,U366,44,tablet,sim,phd,sim,4,0,128,positivo,nao,conteudo_ruim,,
TST-00663,2025-10-12,A142,Curitiba,SP,Artigo 663,política,262,1,3.6,U253,47,mobile,nao,,,31,6,263,positivo,sim,sem_interesse,,
TST-00664,2025-07-16,A24,Uberlândia,GO,Artigo 664,política,322,61,2.6,U149,73,desktop,nao,especialista,nao,32,2,807,positivo,sim,sem_interesse,ativo,
TST-00665,2025-05-19,A40,São Paulo,SP,Artigo 665,tecnlogia,202,2,4.8,U438,29,mobile,nao,,,22,5,814,positivo,sim,fake,procesado,
TST-00666,2025-03-26,A27,Curitiba,sp,Artigo 666,tecnologia,234,27,4.2,U359,63,desktop,sim,mestre,sim,35,9,988,negativo,sim,,ativo,
TST-00667,2025-03-13,A112,Curitiba,GO,Artigo 667,política,635,13,4.4,U89,14,mobile,nao,,sim,30,4,572,positivo,sim,conteudo_ruim,procesado,
TST-00668,2025-08-07,A186,Curitiba,MG,Artigo 668,tecnlogia,386,1,3.5,U341,65,mobile,sim,especialista,sim,36,9,537,positivo,nao,conteudo_ruim,ativo,
TST-00669,22/10/2025,A195,Curitiba,sp,Artigo 669,política,215,23,4.6,U452,37,desktop,nao,,nao,3,5,218,positivo,nao,,ativo,
TST-00670,2025-10-09,A67,Uberlândia,MG,Artigo 670,tecnlogia,30,1,3.8,U411,38,mobile,sim,phd,nao,9,10,125,neutro,sim,sem_interesse,procesado,
TST-00671,2025-02-17,A200,Goiânia,GO,Artigo 671,política,188,38,3.7,U348,35,mobile,sim,mestre,sim,46,6,616,positivo,nao,sem_interesse,ativo,
TST-00672,2025-09-12,A38,Uberlândia,GO,Artigo 672,política,269,6,3.2,U59,89,tablet,sim,phd,,4,1,53,negativo,sim,,procesado,
TST-00673,2025-03-29,A41,Curitiba,MG,Artigo 673,política,144,1,4.0,U290,76,desktop,sim,,,21,0,312,positivo,sim,conteudo_ruim,removido,
TST-00674,2025-08-06,A146,São Paulo,MG,Artigo 674,saude,423,15,4.0,U96,88,tablet,sim,especialista,sim,31,2,294,negativo,sim,sem_interesse,procesado,
TST-00675,2025-10-08,A81,Uberlândia,PR,Artigo 675,tecnlogia,426,1,2.8,U358,84,tablet,nao,,nao,28,9,329,neutro,sim,fake,procesado,
TST-00676,2025-06-10,A90,São Paulo,SP,Artigo 676,tecnologia,730,52,4.6,U218,57,tablet,nao,phd,sim,10,1,986,positivo,nao,fake,procesado,
TST-00677,2025-07-18,A72,Goiânia,sp,Artigo 677,política,242,25,3.2,U374,88,tablet,nao,,nao,19,0,548,positivo,nao,conteudo_ruim,ativo,
TST-00678,2025-01-22,A200,Curitiba,SP,Artigo 678,tecnlogia,545,57,4.2,U79,34,tablet,sim,mestre,nao,11,2,160,positivo,nao,fake,removido,
TST-00679,2025-01-15,A22,Goiânia,PR,Artigo 679,política,321,35,4.8,U118,18,mobile,sim,mestre,nao,19,3,535,neutro,nao,conteudo_ruim,procesado,
TST-00680,2025-09-15,A83,Curitiba,PR,Artigo 680,tecnlogia,196,50,5,U20,77,tablet,sim,mestre,nao,40,2,80,neutro,nao,sem_interesse,procesado,
TST-00681,2025-07-13,A118,São Paulo,MG,Artigo 681,política,373,34,4.2,U46,17,desktop,sim,phd,nao,17,2,122,positivo,sim,,ativo,
TST-00682,02-19-2025,A20,Uberlândia,MG,Artigo 682,tecnlogia,5,77,2.2,U464,43,tablet,nao,,sim,10,7,684,negativo,nao,fake,ativo,
TST-00683,02-12-2025,A121,São Paulo,PR,Artigo 683,tecnologia,743,40,4.6,U363,15,mobile,nao,especialista,sim,37,6,641,negativo,nao,fake,procesado,
TST-00684,2025-02-28,A130,Curitiba,MG,Artigo 684,política,372,41,5,U287,92,tablet,nao,especialista,nao,26,0,361,positivo,sim,,procesado,
TST-00685,2025-02-05,A170,Uberlândia,MG,Artigo 685,tecnlogia,566,8,3.7,U86,96,desktop,sim,,nao,2,0,67,neutro,sim,,procesado,
TST-00686,2025-03-06,A200,Uberlândia,PR,Artigo 686,tecnlogia,86,49,2.1,U456,23,mobile,nao,mestre,,7,4,386,negativo,sim,,procesado,
TST-00687,06-16-2025,A120,Curitiba,SP,Artigo 687,política,270,16,4.6,U197,11,mobile,sim,mestre,nao,45,1,233,neutro,sim,,procesado,
TST-00688,15/09/2025,A113,Curitiba,sp,Artigo 688,tecnlogia,5,49,3.9,U341,42,mobile,nao,phd,sim,41,5,913,negativo,nao,sem_interesse,removido,
TST-00689,07-07-2025,A109,Uberlândia,SP,Artigo 689,tecnlogia,148,11,2.0,U250,35,desktop,nao,mestre,nao,4,2,687,neutro,nao,,ativo,
TST-00690,04-09-2025,A98,Goiânia,PR,Artigo 690,saude,307,4,5,U398,61,tablet,nao,especialista,,13,2,596,negativo,nao,,ativo,
TST-00691,09-02-2025,A142,São Paulo,sp,Artigo 691,tecnlogia,5,15,3.2,U9,79,desktop,sim,,sim,32,1,679,positivo,nao,sem_interesse,,
TST-00692,30/07/2025,A150,Goiânia,PR,Artigo 692,tecnlogia,87,37,3.0,U315,84,tablet,sim,,,19,5,507,neutro,sim,fake,procesado,
TST-00693,2025-09-17,A51,Uberlândia,MG,Artigo 693,tecnologia,261,13,3.9,U7,0,mobile,sim,especialista,sim,16,9,560,positivo,nao,fake,procesado,
TST-00694,2025-01-14,A23,Curitiba,PR,Artigo 694,ciencia,499,7,3.5,U28,37,desktop,sim,mestre,sim,19,9,746,neutro,nao,sem_interesse,,
TST-00695,2025-04-18,A105,Curitiba,PR,Artigo 695,tecnlogia,56,54,5,U70,42,mobile,sim,mestre,nao,44,4,118,negativo,sim,fake,,
TST-00696,2025-05-22,A120,São Paulo,SP,Artigo 696,tecnologia,115,17,4.2,U478,57,desktop,sim,especialista,nao,28,10,555,negativo,sim,fake,ativo,
TST-00697,2025-02-15,A146,Goiânia,MG,Artigo 697,tecnlogia,497,26,3.1,U34,81,tablet,sim,especialista,,33,9,619,positivo,sim,conteudo_ruim,ativo,
TST-00698,2025-10-10,A73,Curitiba,GO,Artigo 698,tecnlogia,254,22,3.6,U174,92,tablet,nao,,,27,0,492,neutro,nao,fake,removido,
TST-00699,2025-04-10,A89,São Paulo,PR,Artigo 699,política,486,30,4.4,U490,28,mobile,sim,especialista,nao,4,7,799,neutro,sim,fake,,
TST-00700,2025-07-09,A125,Curitiba,GO,Artigo 700,tecnlogia,183,21,3.0,U122,94,tablet,nao,especialista,,41,8,715,positivo,nao,fake,procesado,
TST-00701,2025-08-19,A81,Uberlândia,sp,Artigo 701,política,718,1,3.5,U28,54,desktop,sim,especialista,sim,30,0,241,positivo,nao,fake,ativo,
TST-00702,2025-03-26,A52,Curitiba,GO,Artigo 702,política,69,42,3.3,U63,77,desktop,nao,mestre,nao,5,7,497,positivo,sim,conteudo_ruim,,
TST-00703,2025-01-09,A6,São Paulo,GO,Artigo 703,tecnlogia,433,27,3.0,U155,59,tablet,nao,,,46,4,302,positivo,nao,,,
TST-00704,2025-03-02,A191,Uberlândia,SP,Artigo 704,tecnlogia,172,37,4.8,U318,34,desktop,sim,mestre,,36,9,389,positivo,nao,fake,ativo,
TST-00705,04-18-2025,A100,Uberlândia,GO,Artigo 705,tecnlogia,201,17,2.1,U106,33,tablet,nao,,sim,22,6,66,positivo,nao,sem_interesse,,
TST-00706,03-17-2025,A49,Goiânia,SP,Artigo 706,tecnlogia,186,22,4.7,U460,19,tablet,nao,phd,nao,45,1,121,positivo,sim,sem_interesse,ativo,
TST-00707,2025-01-24,A14,Uberlândia,GO,Artigo 707,tecnlogia,456,31,2.5,U1,30,desktop,nao,,sim,19,3,812,neutro,nao,fake,ativo,
TST-00708,data_invalida,A162,Goiânia,GO,Artigo 708,tecnologia,519,27,4.0,U430,95,desktop,sim,,sim,20,5,698,positivo,sim,sem_interesse,procesado,
TST-00709,2025-09-10,A70,Uberlândia,MG,Artigo 709,tecnlogia,10,62,2.7,U197,67,mobile,sim,mestre,,35,0,270,negativo,nao,conteudo_ruim,procesado,
TST-00710,2025-08-09,A146,São Paulo,sp,Artigo 710,política,577,24,4.0,U43,6,mobile,nao,especialista,,3,8,262,positivo,nao,sem_interesse,removido,
TST-00711,01-21-2025,A92,Goiânia,GO,Artigo 711,tecnlogia,189,40,5,U363,3,desktop,sim,mestre,sim,48,2,731,positivo,nao,sem_interesse,ativo,
TST-00712,2025-08-03,A108,Curitiba,MG,Artigo 712,tecnlogia,344,1,3.8,U112,37,tablet,nao,phd,nao,41,1,146,negativo,nao,conteudo_ruim,removido,
TST-00713,2025-03-28,A186,Goiânia,sp,Artigo 713,política,237,7,4.2,U176,27,tablet,nao,mestre,nao,31,5,787,negativo,nao,fake,removido,
TST-00714,2025-08-28,A63,São Paulo,SP,Artigo 714,política,294,63,2.3,U407,100,mobile,sim,mestre,nao,22,2,88,negativo,sim,,procesado,
TST-00715,2025-08-21,A178,São Paulo,GO,Artigo 715,economia,495,77,4.0,U54,34,tablet,sim,phd,sim,37,8,854,neutro,sim,conteudo_ruim,removido,
TST-00716,2025-10-02,A199,Uberlândia,SP,Artigo 716,tecnlogia,333,1,4.2,U81,8,tablet,nao,phd,sim,21,3,869,positivo,sim,conteudo_ruim,ativo,
TST-00717,data_invalida,A64,Goiânia,GO,Artigo 717,tecnlogia,278,42,4.7,U349,9,desktop,sim,especialista,,13,4,853,negativo,sim,sem_interesse,procesado,
TST-00718,2025-08-11,A190,Curitiba,GO,Artigo 718,tecnlogia,364,1,5,U280,33,tablet,nao,phd,sim,30,1,649,neutro,nao,,ativo,
TST-00719,2025-02-28,A160,Curitiba,GO,Artigo 719,política,111,21,3.5,U352,24,desktop,sim,especialista,nao,6,4,825,positivo,nao,conteudo_ruim,removido,
TST-00720,2025-09-23,A121,Curitiba,PR,Artigo 720,tecnlogia,251,32,5,U255,91,mobile,sim,mestre,,30,9,667,positivo,nao,,,
TST-00721,13/07/2025,A37,São Paulo,SP,Artigo 721,tecnlogia,47,8,3.7,U469,0,tablet,sim,,nao,22,0,499,neutro,sim,sem_interesse,removido,
TST-00722,2025-09-18,A182,Uberlândia,PR,Artigo 722,tecnlogia,5,54,3.5,U342,23,desktop,nao,especialista,,27,9,638,neutro,sim,fake,,
TST-00723,2025-06-06,A100,São Paulo,sp,Artigo 723,tecnlogia,5,1,2.3,U125,64,desktop,sim,,nao,5,4,839,positivo,nao,fake,,
TST-00724,2025-09-26,A101,Goiânia,GO,Artigo 724,ciencia,167,31,3.3,U234,22,desktop,sim,,,45,1,479,negativo,sim,conteudo_ruim,procesado,
TST-00725,2025-08-05,A114,Curitiba,GO,Artigo 725,ciencia,604,10,1.8,U260,8,mobile,sim,especialista,,8,4,949,positivo,nao,fake,,
TST-00726,2025-04-18,A195,Uberlândia,PR,Artigo 726,tecnlogia,343,59,5,U62,30,tablet,nao,,sim,33,3,926,neutro,sim,,procesado,
TST-00727,2025-10-24,A2,São Paulo,GO,Artigo 727,tecnologia,750,57,2.4,U134,48,mobile,nao,phd,,15,0,29,negativo,nao,fake,removido,
TST-00728,2025-08-10,A59,Curitiba,PR,Artigo 728,política,402,20,4.3,U57,36,desktop,nao,,,4,8,694,negativo,nao,fake,,
TST-00729,2025-01-30,A106,Uberlândia,PR,Artigo 729,política,283,1,4.6,U152,27,mobile,sim,,sim,7,7,741,neutro,nao,,removido,
TST-00730,2025-01-14,A49,Goiânia,SP,Artigo 730,tecnlogia,439,37,2.7,U150,11,tablet,nao,mestre,nao,28,0,231,positivo,sim,,ativo,
TST-00731,2025-05-23,A131,Uberlândia,SP,Artigo 731,tecnlogia,39,16,3.3,U369,13,desktop,sim,,nao,36,1,881,negativo,sim,sem_interesse,,
TST-00732,2025-10-05,A28,Curitiba,SP,Artigo 732,tecnologia,53,63,4.6,U472,5,mobile,sim,,sim,43,8,44,neutro,nao,,removido,
TST-00733,2025-08-02,A72,São Paulo,MG,Artigo 733,politica,54,6,3.6,U152,29,tablet,sim,,sim,42,2,233,neutro,nao,conteudo_ruim,removido,
TST-00734,10/03/2025,A68,Goiânia,MG,Artigo 734,política,330,79,5,U149,98,desktop,nao,,,38,2,202,positivo,nao,sem_interesse,removido,
TST-00735,2025-05-07,A126,Goiânia,SP,Artigo 735,política,744,51,4.4,U388,77,tablet,sim,mestre,sim,23,2,296,negativo,nao,sem_interesse,ativo,
TST-00736,2025-04-24,A3,Uberlândia,SP,Artigo 736,política,447,20,4.6,U28,45,mobile,sim,phd,sim,10,4,516,positivo,sim,fake,ativo,
TST-00737,2025-09-25,A18,Curitiba,MG,Artigo 737,tecnlogia,5,26,3.8,U479,85,mobile,nao,especialista,sim,17,2,19,negativo,nao,sem_interesse,,
TST-00738,04-01-2025,A154,Goiânia,GO,Artigo 738,tecnologia,148,51,3.1,U126,47,mobile,nao,mestre,sim,36,0,116,negativo,sim,conteudo_ruim,removido,
TST-00739,2025-03-05,A176,Uberlândia,MG,Artigo 739,tecnlogia,549,66,4.0,U177,16,mobile,sim,phd,nao,35,10,301,neutro,nao,,removido,
TST-00740,2025-05-09,A42,Goiânia,PR,Artigo 740,política,376,11,2.9,U176,33,desktop,nao,phd,nao,13,2,498,positivo,sim,fake,,
TST-00741,2025-07-19,A52,Uberlândia,sp,Artigo 741,politica,388,11,3.5,U343,99,tablet,nao,,sim,44,6,955,positivo,nao,fake,procesado,
TST-00742,2025-04-15,A191,São Paulo,PR,Artigo 742,tecnologia,287,7,4.1,U401,87,mobile,nao,phd,nao,23,4,686,neutro,sim,fake,,
TST-00743,2025-09-13,A169,São Paulo,PR,Artigo 743,política,5,7,3.9,U107,24,desktop,sim,especialista,sim,10,10,10,positivo,nao,sem_interesse,,
TST-00744,2025-01-23,A19,São Paulo,sp,Artigo 744,economia,271,58,4.7,U333,45,tablet,sim,phd,,37,8,386,positivo,nao,,removido,
TST-00745,2025-01-22,A19,Curitiba,sp,Artigo 745,tecnlogia,307,26,4.7,U492,77,desktop,sim,phd,,27,5,703,neutro,sim,fake,ativo,
TST-00746,2025-04-19,A141,Curitiba,sp,Artigo 746,política,217,28,5,U375,86,tablet,sim,especialista,,27,10,192,positivo,nao,conteudo_ruim,,
TST-00747,2025-04-14,A14,São Paulo,PR,Artigo 747,política,302,59,4.5,U425,45,mobile,nao,mestre,,25,3,906,negativo,nao,sem_interesse,procesado,
TST-00748,2025-01-16,A167,Uberlândia,GO,Artigo 748,política,260,7,4.5,U499,81,tablet,sim,especialista,,39,2,706,positivo,sim,conteudo_ruim,procesado,
TST-00749,2025-03-23,A103,Uberlândia,PR,Artigo 749,tecnlogia,562,40,3.3,U417,41,mobile,sim,especialista,sim,5,5,659,positivo,nao,fake,,
TST-00750,2025-01-31,A199,Goiânia,PR,Artigo 750,política,258,23,4.3,U316,42,desktop,nao,especialista,,4,1,143,positivo,sim,sem_interesse,ativo,
TST-00751,2025-01-24,A85,São Paulo,sp,Artigo 751,tecnologia,237,15,3.1,U140,16,tablet,nao,phd,nao,39,3,368,negativo,nao,conteudo_ruim,removido,
TST-00752,2025-10-21,A15,Uberlândia,PR,Artigo 752,política,385,28,3.3,U344,49,desktop,nao,mestre,,4,2,188,negativo,sim,fake,procesado,
TST-00753,2025-02-20,A163,Goiânia,GO,Artigo 753,tecnlogia,700,23,1.6,U244,0,tablet,nao,,,18,1,183,negativo,sim,,procesado,
TST-00754,2025-01-25,A39,São Paulo,MG,Artigo 754,tecnlogia,38,41,5,U132,57,mobile,nao,,nao,50,1,427,neutro,sim,sem_interesse,removido,
TST-00755,2025-02-08,A176,Curitiba,SP,Artigo 755,política,359,35,3.5,U402,31,tablet,sim,mestre,sim,27,5,370,positivo,sim,,procesado,
TST-00756,2025-03-20,A71,São Paulo,PR,Artigo 756,tecnlogia,601,7,5,U315,30,tablet,nao,especialista,sim,40,4,188,positivo,sim,,,
TST-00757,2025-04-19,A24,São Paulo,SP,Artigo 757,tecnlogia,431,4,5,U125,31,tablet,sim,phd,,12,2,948,positivo,sim,fake,removido,
TST-00758,2025-01-20,A81,Goiânia,GO,Artigo 758,política,325,26,4.4,U300,47,tablet,nao,phd,sim,45,7,199,neutro,sim,,,
TST-00759,09-12-2025,A184,Goiânia,PR,Artigo 759,tecnlogia,141,50,3.5,U100,69,desktop,sim,especialista,nao,10,10,717,positivo,nao,fake,ativo,
TST-00760,2025-02-01,A73,Uberlândia,sp,Artigo 760,política,70,34,4.4,U71,31,mobile,sim,,,10,10,235,positivo,sim,sem_interesse,removido,
TST-00761,2025-08-12,A158,Uberlândia,sp,Artigo 761,tecnologia,332,62,5,U429,41,desktop,nao,especialista,,28,1,354,neutro,nao,conteudo_ruim,,
TST-00762,2025-10-20,A60,São Paulo,SP,Artigo 762,tecnlogia,642,1,5,U183,56,desktop,nao,phd,sim,39,0,822,neutro,nao,sem_interesse,ativo,
TST-00763,07-29-2025,A26,Curitiba,GO,Artigo 763,política,578,59,3.9,U238,4,mobile,nao,,sim,20,6,1,positivo,sim,,procesado,
TST-00764,2025-03-14,A97,Curitiba,SP,Artigo 764,saude,253,1,2.9,U333,81,tablet,nao,,sim,30,7,43,negativo,nao,conteudo_ruim,removido,
TST-00765,20/10/2025,A30,São Paulo,GO,Artigo 765,política,308,19,3.5,U282,2,mobile,sim,especialista,sim,32,2,358,negativo,sim,,procesado,
TST-00766,2025-07-06,A152,Uberlândia,GO,Artigo 766,política,654,13,4.3,U432,32,mobile,nao,mestre,,37,6,960,positivo,sim,sem_interesse,ativo,
TST-00767,data_invalida,A80,Uberlândia,GO,Artigo 767,política,172,39,3.0,U134,18,tablet,sim,especialista,sim,27,7,100,positivo,nao,conteudo_ruim,procesado,
TST-00768,07-13-2025,A34,São Paulo,sp,Artigo 768,ciencia,239,11,2.5,U48,27,mobile,sim,mestre,sim,37,4,710,positivo,nao,fake,procesado,
TST-00769,2025-07-30,A45,São Paulo,sp,Artigo 769,política,293,35,4.8,U420,12,mobile,sim,,,6,2,505,positivo,nao,sem_interesse,ativo,
TST-00770,2025-05-14,A163,São Paulo,MG,Artigo 770,tecnlogia,5,21,3.7,U268,19,desktop,nao,mestre,,36,5,656,positivo,sim,conteudo_ruim,ativo,
TST-00771,2025-02-25,A67,Uberlândia,GO,Artigo 771,tecnlogia,122,4,3.1,U241,9,desktop,nao,mestre,,10,4,902,negativo,sim,conteudo_ruim,procesado,
TST-00772,2025-10-26,A181,Goiânia,sp,Artigo 772,política,463,36,5,U465,41,desktop,sim,phd,nao,10,9,500,positivo,nao,,,
TST-00773,2025-09-26,A171,São Paulo,PR,Artigo 773,política,376,28,3.1,U370,31,mobile,nao,phd,,5,9,506,positivo,nao,,removido,
TST-00774,2025-03-27,A106,Uberlândia,SP,Artigo 774,política,5,40,4.4,U66,67,mobile,nao,,sim,11,7,964,positivo,sim,sem_interesse,,
TST-00775,01-17-2025,A189,Uberlândia,sp,Artigo 775,tecnlogia,300,21,3.9,U87,99,mobile,sim,phd,sim,1,9,602,positivo,nao,conteudo_ruim,procesado,
TST-00776,2025-05-19,A94,Uberlândia,MG,Artigo 776,política,446,24,3.6,U68,52,tablet,sim,phd,nao,43,8,912,positivo,nao,sem_interesse,removido,
TST-00777,data_invalida,A42,Uberlândia,sp,Artigo 777,política,92,34,2.9,U299,21,tablet,nao,especialista,,4,4,210,positivo,sim,conteudo_ruim,procesado,
TST-00778,08/09/2025,A166,Uberlândia,GO,Artigo 778,política,5,11,4.8,U340,76,desktop,sim,mestre,nao,0,10,938,neutro,nao,fake,,
TST-00779,2025-01-23,A173,Curitiba,SP,Artigo 779,tecnlogia,344,20,4.2,U353,55,desktop,nao,,,7,5,802,negativo,sim,fake,,
TST-00780,2025-04-07,A59,São Paulo,GO,Artigo 780,política,735,53,3.2,U496,0,mobile,sim,especialista,sim,48,9,839,neutro,nao,conteudo_ruim,,
TST-00781,2025-04-28,A53,Curitiba,PR,Artigo 781,tecnlogia,579,49,4.3,U91,48,tablet,sim,phd,,25,1,413,positivo,sim,sem_interesse,ativo,
TST-00782,2025-03-14,A153,Goiânia,PR,Artigo 782,saude,490,40,5,U112,14,tablet,sim,,,32,5,286,positivo,sim,conteudo_ruim,ativo,
TST-00783,2025-08-21,A190,Uberlândia,GO,Artigo 783,tecnlogia,112,17,4.4,U261,11,tablet,sim,,,16,4,279,negativo,sim,fake,removido,
TST-00784,2025-06-16,A145,Uberlândia,sp,Artigo 784,saude,614,1,3.3,U2,4,mobile,sim,especialista,nao,5,5,349,positivo,nao,,removido,
TST-00785,2025-08-27,A75,Goiânia,PR,Artigo 785,política,362,49,4.2,U213,6,tablet,sim,phd,,15,0,645,positivo,nao,fake,procesado,
TST-00786,2025-02-11,A111,Uberlândia,MG,Artigo 786,tecnologia,390,26,3.5,U18,38,tablet,nao,phd,nao,0,9,635,positivo,sim,conteudo_ruim,removido,
TST-00787,2025-08-22,A153,São Paulo,PR,Artigo 787,política,23,1,5.0,U251,94,tablet,nao,especialista,nao,18,10,809,negativo,nao,sem_interesse,ativo,
TST-00788,data_invalida,A115,São Paulo,PR,Artigo 788,tecnologia,639,34,4.5,U289,10,desktop,sim,phd,,17,5,698,neutro,nao,,removido,
TST-00789,2025-08-12,A161,Goiânia,SP,Artigo 789,tecnlogia,364,39,4.5,U237,16,tablet,nao,phd,,8,7,660,negativo,sim,,procesado,
TST-00790,2025-08-16,A12,Goiânia,SP,Artigo 790,política,193,36,3.9,U248,32,desktop,nao,especialista,,4,9,438,positivo,sim,conteudo_ruim,removido,
TST-00791,05/07/2025,A66,São Paulo,SP,Artigo 791,tecnlogia,63,26,3.6,U183,17,desktop,nao,phd,sim,47,9,433,positivo,nao,conteudo_ruim,procesado,
TST-00792,2025-03-24,A117,Goiânia,MG,Artigo 792,tecnlogia,320,38,3.5,U280,98,desktop,nao,especialista,sim,5,8,479,positivo,sim,sem_interesse,procesado,
TST-00793,2025-05-19,A159,Curitiba,MG,Artigo 793,política,324,35,4.2,U79,9,tablet,sim,phd,sim,15,8,618,positivo,sim,fake,ativo,
TST-00794,06-16-2025,A118,Uberlândia,sp,Artigo 794,politica,181,11,4.5,U120,82,desktop,sim,phd,,27,5,945,neutro,sim,sem_interesse,,
TST-00795,2025-08-14,A58,Goiânia,sp,Artigo 795,tecnologia,247,38,4.1,U485,3,mobile,sim,especialista,,46,2,13,neutro,sim,fake,procesado,
TST-00796,2025-05-29,A30,Goiânia,sp,Artigo 796,ciencia,510,1,4.7,U421,28,mobile,nao,,nao,23,0,486,positivo,sim,conteudo_ruim,removido,
TST-00797,data_invalida,A162,Curitiba,PR,Artigo 797,política,299,11,2.9,U129,55,tablet,sim,especialista,sim,33,0,771,positivo,sim,conteudo_ruim,procesado,
TST-00798,2025-04-12,A5,Curitiba,sp,Artigo 798,ciencia,280,38,4.1,U374,25,desktop,nao,mestre,sim,29,3,218,neutro,sim,sem_interesse,ativo,
TST-00799,2025-02-23,A48,Curitiba,GO,Artigo 799,ciencia,607,1,4.2,U427,44,desktop,sim,especialista,,30,9,463,positivo,nao,,removido,
TST-00800,03-12-2025,A181,São Paulo,PR,Artigo 800,economia,71,6,3.2,U64,60,desktop,nao,especialista,,33,5,422,positivo,nao,conteudo_ruim,procesado,
TST-00801,2025-03-05,A103,Goiânia,MG,Artigo 801,politica,141,28,2.3,U59,30,tablet,sim,mestre,sim,46,1,365,neutro,sim,fake,procesado,
TST-00802,14/06/2025,A23,Curitiba,GO,Artigo 802,política,167,80,3.4,U110,99,tablet,nao,,,4,10,590,positivo,nao,conteudo_ruim,,
TST-00803,2025-04-10,A33,Uberlândia,MG,Artigo 803,tecnlogia,130,1,5,U207,84,desktop,nao,phd,sim,28,2,672,neutro,nao,sem_interesse,ativo,
TST-00804,2025-03-26,A76,Curitiba,GO,Artigo 804,tecnlogia,593,22,3.2,U447,20,tablet,sim,,,8,10,689,neutro,sim,sem_interesse,procesado,
TST-00805,2025-03-23,A112,Curitiba,GO,Artigo 805,política,170,73,3.0,U470,68,mobile,sim,especialista,,31,9,418,neutro,nao,conteudo_ruim,removido,
TST-00806,2025-01-23,A108,Goiânia,SP,Artigo 806,tecnlogia,594,11,5,U381,91,desktop,nao,,nao,44,4,849,neutro,nao,,,
TST-00807,2025-06-23,A74,Uberlândia,sp,Artigo 807,ciencia,401,29,3.7,U65,85,desktop,sim,phd,sim,13,1,346,neutro,sim,fake,ativo,
TST-00808,2025-05-12,A97,Goiânia,GO,Artigo 808,política,408,53,3.0,U96,55,desktop,nao,phd,,0,9,312,negativo,sim,,procesado,
TST-00809,2025-06-25,A152,Uberlândia,PR,Artigo 809,política,180,28,3.8,U491,76,desktop,nao,mestre,nao,24,4,691,neutro,sim,conteudo_ruim,,
TST-00810,2025-03-27,A33,Curitiba,sp,Artigo 810,tecnlogia,373,1,5,U63,77,desktop,nao,,,22,0,373,negativo,nao,conteudo_ruim,,
TST-00811,04-24-2025,A73,Uberlândia,sp,Artigo 811,economia,265,46,4.3,U162,27,desktop,sim,especialista,,25,8,928,neutro,sim,fake,ativo,
TST-00812,2025-10-17,A37,Curitiba,PR,Artigo 812,tecnlogia,391,61,3.0,U342,51,mobile,nao,,,9,1,725,negativo,nao,conteudo_ruim,removido,
TST-00813,data_invalida,A37,Uberlândia,sp,Artigo 813,saude,256,52,5,U88,93,tablet,nao,especialista,,2,6,401,negativo,sim,,removido,
TST-00814,2025-10-21,A136,Goiânia,sp,Artigo 814,política,394,30,2.7,U355,81,tablet,nao,phd,sim,28,9,190,neutro,nao,,,
TST-00815,08/04/2025,A7,Goiânia,GO,Artigo 815,tecnlogia,80,11,4.5,U315,48,tablet,sim,mestre,,6,9,392,negativo,nao,fake,procesado,
TST-00816,2025-10-06,A200,São Paulo,PR,Artigo 816,politica,355,57,4.4,U407,5,desktop,sim,phd,sim,27,2,96,neutro,nao,,ativo,
TST-00817,2025-03-16,A96,Uberlândia,sp,Artigo 817,política,71,21,3.8,U82,84,mobile,sim,,sim,37,7,577,neutro,sim,sem_interesse,procesado,
TST-00818,2025-06-16,A98,São Paulo,PR,Artigo 818,política,238,11,4.6,U441,11,mobile,nao,,nao,47,7,78,positivo,nao,sem_interesse,,
TST-00819,2025-09-27,A121,Goiânia,SP,Artigo 819,tecnlogia,626,54,2.1,U62,35,mobile,sim,mestre,sim,26,2,612,positivo,nao,sem_interesse,procesado,
TST-00820,2025-04-21,A110,São Paulo,GO,Artigo 820,tecnlogia,384,32,4.9,U107,28,desktop,sim,mestre,sim,38,4,275,positivo,sim,,ativo,
TST-00821,2025-09-14,A75,Uberlândia,SP,Artigo 821,política,608,50,5,U492,0,tablet,sim,,,7,10,924,neutro,sim,,,
TST-00822,2025-03-06,A49,Goiânia,SP,Artigo 822,economia,112,1,4.4,U92,69,mobile,sim,phd,nao,2,4,487,positivo,sim,sem_interesse,removido,
