registro_id,data_leitura,cidade,uf,usuario_id,livro,subgenero,classificacao_indicativa,idade_usuario,capitulo,avaliacao_capitulo,comentario,tempo_leitura_min,avaliacao_obra,tags,interacao,escritor_id,qualidade_texto_score,aderencia_genero,status_avaliacao,observacao
RP-00681,08-17-2025,Goiânia,mg,U353,A Santa Que Me Condena,darkromance,,21,4,NA,,113,1.5,sombrio,comentou,E54,8.3,5.7,valido,
RP-00682,2025-01-19,São Paulo,mg,U367,Reino das Runas,fantasia,18,12,2,NA,NA,101,3.3,adulto,avaliou,E71,4.7,5.6,procesado,
RP-00683,01-03-2025,São Paulo,SP,U250,Sombras Eternas,darkromance,livre,39,30,,ruim,77,1.1,juvenil,,E33,4.6,4.0,procesado,
RP-00684,31/01/2025,São Paulo,SP,U65,A Santa Que Me Condena,darkromance,,29,6,2.8,ruim,103,2.1,juvenil,avaliou,E64,8.4,9.6,procesado,
RP-00685,2025-05-15,Curitiba,mg,U340,Im(pureza),darkromance,livre,19,10,1.7,,47,4.3,aventura,avaliou,E58,8.3,3.8,,
RP-00686,2025-06-30,Goiânia,MG,U359,Reino das Runas,infanto_juvenil,livre,27,26,NA,NA,17,2.8,juvenil,,E70,3.1,5.8,procesado,
RP-00687,2025-07-24,São Paulo,SP,U137,Sombras Eternas,darkromance,14,40,3,,muito bom,98,1.3,adulto,avaliou,E44,2.0,4.7,valido,
RP-00688,2025-02-01,Goiânia,MG,U33,A Santa Que Me Condena,darkromance,,21,14,4.5,,74,1.5,juvenil,,E12,4.4,7.0,,
RP-00689,2025-03-05,São Paulo,PR,U176,Reino das Runas,fantasia,18,12,30,NA,ruim,45,3.3,sombrio,avaliou,E18,4.9,5.5,procesado,
RP-00690,22/04/2025,São Paulo,SP,U341,A Santa Que Me Condena,infanto_juvenil,14,17,27,5.0,muito bom,33,4.2,sombrio,curtiu,E70,6.2,9.7,,
RP-00691,2025-05-03,Goiânia,MG,U209,Reino das Runas,fantasia,livre,13,13,NA,muito bom,46,4.8,romance,,E59,1.7,2.3,,
RP-00692,2025-03-06,Goiânia,MG,U111,Im(pureza),darkromance,livre,39,11,3.9,ruim,90,4.2,magia,comentou,E27,3.9,9.1,,
RP-00693,2025-04-02,Curitiba,mg,U336,A Santa Que Me Condena,darkromance,18,14,23,3.3,muito bom,27,4.1,magia,avaliou,E15,1.0,9.0,valido,
RP-00694,2025-04-28,Uberaba,SP,U252,A Santa Que Me Condena,fantasia sombria,,32,7,2.6,NA,116,3.7,sombrio,,E48,2.1,6.8,valido,
RP-00695,10/04/2025,Uberaba,mg,U354,A Santa Que Me Condena,darkromance,livre,28,26,NA,muito bom,1,1.8,adulto,avaliou,E29,7.7,4.9,valido,
RP-00696,10-19-2025,São Paulo,MG,U396,Sombras Eternas,fantasia_sombria,14,21,30,1.4,muito bom,92,1.8,magia,comentou,E57,1.4,7.0,,
RP-00697,2025-10-13,Curitiba,PR,U360,Reino das Runas,infanto_juvenil,,38,17,2.1,muito bom,77,2.8,sombrio,comentou,E22,8.7,6.3,,
RP-00698,2025-04-15,São Paulo,SP,U376,Im(pureza),darkromance,18,34,21,1.9,NA,31,2.7,adulto,,E33,8.4,1.5,procesado,
RP-00699,10-17-2025,Goiânia,MG,U257,Sombras Eternas,fantasia sombria,,29,19,NA,muito bom,24,3.2,magia,,E90,6.6,1.0,,
RP-00700,2025-09-28,Curitiba,SP,U376,Reino das Runas,fantasia,livre,12,17,,NA,117,4.1,magia,curtiu,E14,8.6,7.7,,
RP-00701,2025-06-01,Goiânia,MG,U115,Sombras Eternas,darkromance,14,22,9,NA,muito bom,46,2.4,aventura,avaliou,E97,9.7,3.7,procesado,
RP-00702,2025-07-08,Uberaba,PR,U228,Reino das Runas,fantasia sombria,14,18,9,4.7,ruim,90,2.4,adulto,,E94,5.8,8.6,procesado,
RP-00703,2025-06-18,Curitiba,SP,U135,Sombras Eternas,fantasia,18,14,7,NA,,105,2.9,sombrio,,E65,6.5,2.4,procesado,
RP-00704,08/10/2025,São Paulo,GO,U81,A Santa Que Me Condena,darkromance,livre,26,5,,muito bom,63,5.0,magia,,E8,8.8,1.1,valido,
RP-00705,28/04/2025,Curitiba,MG,U168,Reino das Runas,darkromance,18,28,19,,muito bom,83,4.5,romance,comentou,E7,1.2,1.1,valido,
RP-00706,2025-01-22,São Paulo,SP,U290,Reino das Runas,dark_romance,,18,12,,ruim,66,4.6,aventura,,E80,2.1,8.2,,
RP-00707,2025-09-09,Uberaba,GO,U373,Im(pureza),darkromance,,18,18,NA,,15,1.7,sombrio,,E58,3.2,7.5,,
RP-00708,2025-01-28,Uberaba,mg,U199,Im(pureza),fantasia_sombria,18,23,25,NA,muito bom,82,4.6,juvenil,comentou,E33,8.7,4.0,valido,
RP-00709,04-09-2025,Curitiba,PR,U54,Sombras Eternas,darkromance,,36,4,NA,muito bom,117,4.1,aventura,comentou,E3,9.8,9.0,procesado,
RP-00710,2025-02-11,Goiânia,MG,U229,Sombras Eternas,darkromance,14,27,1,NA,ruim,119,4.1,magia,avaliou,E12,1.4,9.7,,
RP-00711,2025-02-24,Goiânia,mg,U242,Im(pureza),fantasia sombria,,26,6,4.4,ruim,16,1.7,adulto,,E48,8.9,6.4,,
RP-00712,08-26-2025,Goiânia,GO,U212,Sombras Eternas,infanto_juvenil,,34,2,,,76,3.2,magia,curtiu,E49,3.8,5.7,valido,
RP-00713,2025-02-13,Curitiba,MG,U362,Im(pureza),darkromance,,24,13,NA,NA,99,4.2,romance,,E95,7.9,5.5,procesado,
RP-00714,2025-05-01,Curitiba,GO,U29,A Santa Que Me Condena,fantasia,livre,23,13,NA,ruim,27,3.2,magia,,E52,9.1,6.0,valido,
RP-00715,2025-03-08,Curitiba,SP,U322,Reino das Runas,fantasia sombria,,37,17,NA,ruim,11,4.1,romance,avaliou,E3,8.5,1.4,valido,
RP-00716,2025-06-28,São Paulo,SP,U250,A Santa Que Me Condena,dark_romance,18,16,24,,,52,1.3,juvenil,,E8,2.9,3.6,,
RP-00717,2025-01-12,Uberaba,MG,U279,A Santa Que Me Condena,fantasia sombria,,21,13,2.7,muito bom,40,3.6,magia,,E4,7.9,6.4,procesado,
RP-00718,2025-09-11,Goiânia,MG,U340,A Santa Que Me Condena,fantasia_sombria,livre,17,4,NA,,118,3.8,adulto,avaliou,E98,4.4,5.5,valido,
RP-00719,2025-08-01,Goiânia,GO,U345,Im(pureza),darkromance,14,16,5,NA,NA,44,4.0,aventura,curtiu,E26,9.8,7.7,valido,
RP-00720,2025-03-16,Curitiba,PR,U300,Sombras Eternas,infanto_juvenil,,36,13,NA,NA,15,2.1,juvenil,avaliou,E79,4.1,9.9,procesado,
RP-00721,2025-01-26,Goiânia,SP,U268,Reino das Runas,fantasia sombria,18,38,13,,,106,4.6,juvenil,avaliou,E85,7.7,1.5,procesado,
RP-00722,2025-01-28,Curitiba,PR,U357,Reino das Runas,darkromance,18,25,30,NA,,19,1.4,aventura,curtiu,E5,2.7,6.4,procesado,
RP-00723,2025-10-18,Goiânia,SP,U224,Im(pureza),fantasia sombria,18,30,14,4.4,,2,2.6,aventura,comentou,E20,4.5,2.0,,
RP-00724,2025-06-04,Uberaba,mg,U305,Reino das Runas,dark_romance,,32,18,,ruim,62,2.9,juvenil,curtiu,E84,7.5,10.0,procesado,
RP-00725,2025-02-16,Uberaba,SP,U168,Im(pureza),darkromance,18,25,24,,muito bom,104,2.9,juvenil,comentou,E84,3.3,7.0,procesado,
RP-00726,data_invalida,Uberaba,SP,U58,A Santa Que Me Condena,fantasia sombria,livre,23,4,1.4,muito bom,60,3.2,juvenil,avaliou,E68,9.3,4.4,procesado,
RP-00727,2025-02-08,Goiânia,SP,U112,A Santa Que Me Condena,darkromance,18,30,10,,ruim,76,3.2,magia,,E45,7.7,9.1,valido,
RP-00728,24/10/2025,Curitiba,SP,U131,A Santa Que Me Condena,fantasia sombria,livre,27,19,,,96,2.0,juvenil,,E36,7.8,2.5,,
RP-00729,2025-03-02,Goiânia,PR,U244,A Santa Que Me Condena,dark_romance,livre,21,10,4.6,ruim,114,3.4,magia,comentou,E26,8.1,7.2,procesado,
RP-00730,data_invalida,Curitiba,MG,U33,Sombras Eternas,dark_romance,14,17,6,NA,,31,1.8,magia,avaliou,E28,5.2,3.7,,
RP-00731,2025-07-09,Goiânia,SP,U75,Im(pureza),fantasia_sombria,18,35,12,,muito bom,50,4.6,romance,curtiu,E35,2.3,2.0,valido,
RP-00732,2025-08-04,Uberaba,GO,U359,A Santa Que Me Condena,fantasia_sombria,18,12,9,NA,NA,94,1.6,adulto,comentou,E64,6.9,3.6,valido,
RP-00733,05-25-2025,Curitiba,GO,U2,Reino das Runas,fantasia sombria,18,25,3,1.6,,25,3.3,romance,avaliou,E11,9.8,1.5,procesado,
RP-00734,data_invalida,Goiânia,PR,U65,Im(pureza),fantasia sombria,livre,23,7,4.9,NA,16,4.6,magia,comentou,E23,8.6,5.4,,
RP-00735,2025-04-26,Uberaba,PR,U365,A Santa Que Me Condena,infanto_juvenil,,17,25,NA,,82,4.7,juvenil,avaliou,E4,4.5,2.7,valido,
RP-00736,23/05/2025,Uberaba,GO,U147,Im(pureza),fantasia sombria,livre,23,8,,NA,47,1.8,magia,comentou,E86,2.3,6.3,,
RP-00737,2025-03-06,São Paulo,MG,U293,Im(pureza),infanto_juvenil,,40,15,1.7,muito bom,77,2.7,romance,comentou,E36,4.6,7.1,procesado,
RP-00738,06-19-2025,Goiânia,PR,U387,Sombras Eternas,darkromance,livre,32,24,,NA,51,1.4,adulto,,E88,1.4,1.8,valido,
RP-00739,2025-01-02,São Paulo,MG,U138,Reino das Runas,fantasia_sombria,14,24,19,,NA,10,2.6,juvenil,curtiu,E19,10.0,1.6,,
RP-00740,2025-06-27,São Paulo,GO,U257,Reino das Runas,darkromance,14,28,9,,muito bom,11,3.2,romance,,E73,2.1,5.7,procesado,
RP-00741,2025-01-28,Uberaba,MG,U299,Sombras Eternas,fantasia sombria,,35,14,NA,,28,1.0,juvenil,curtiu,E86,4.7,7.5,procesado,
RP-00742,2025-07-30,Curitiba,mg,U114,A Santa Que Me Condena,fantasia sombria,14,29,26,,muito bom,93,1.7,juvenil,comentou,E88,9.5,4.6,procesado,
RP-00743,2025-09-19,Uberaba,mg,U121,Reino das Runas,fantasia,,27,23,,muito bom,16,1.2,adulto,curtiu,E45,1.6,9.4,,
RP-00744,2025-02-15,Curitiba,PR,U104,Reino das Runas,darkromance,18,31,6,NA,,38,4.8,aventura,,E32,9.2,8.9,valido,
RP-00745,2025-08-10,Curitiba,SP,U37,Im(pureza),fantasia sombria,livre,12,28,2.2,muito bom,6,4.8,juvenil,avaliou,E70,3.8,8.4,procesado,
RP-00746,2025-07-21,São Paulo,mg,U224,Im(pureza),fantasia sombria,livre,27,1,2.7,,107,2.7,romance,comentou,E99,6.5,7.7,valido,
RP-00747,2025-03-13,Goiânia,MG,U181,Im(pureza),darkromance,livre,31,9,NA,ruim,119,2.4,adulto,comentou,E63,7.4,1.9,,
RP-00748,2025-06-27,Curitiba,mg,U86,Sombras Eternas,fantasia sombria,14,40,12,NA,muito bom,27,4.5,magia,avaliou,E35,2.1,1.7,valido,
RP-00749,2025-07-05,São Paulo,SP,U4,Im(pureza),dark_romance,14,28,13,NA,NA,113,2.5,magia,avaliou,E18,6.2,1.4,,
RP-00750,15/07/2025,São Paulo,MG,U163,A Santa Que Me Condena,infanto_juvenil,18,33,7,4.4,NA,93,3.6,romance,comentou,E93,2.0,7.6,valido,
RP-00751,2025-08-23,Curitiba,PR,U322,Sombras Eternas,fantasia sombria,18,15,17,2.0,ruim,90,4.5,adulto,avaliou,E89,2.0,3.7,procesado,
RP-00752,2025-03-29,Curitiba,SP,U75,Im(pureza),dark_romance,,36,14,NA,NA,45,4.6,aventura,curtiu,E13,4.1,2.7,,
RP-00753,2025-03-21,São Paulo,mg,U138,Im(pureza),darkromance,,14,18,NA,muito bom,57,2.5,romance,,E16,2.3,3.8,valido,
RP-00754,01-30-2025,Goiânia,PR,U203,Im(pureza),fantasia sombria,14,13,21,,ruim,63,3.0,magia,avaliou,E55,9.3,3.3,procesado,
RP-00755,2025-01-12,Goiânia,mg,U292,Sombras Eternas,fantasia sombria,livre,28,29,1.1,NA,63,4.9,sombrio,avaliou,E5,1.6,5.1,procesado,
RP-00756,2025-07-28,Goiânia,GO,U351,Reino das Runas,dark_romance,14,25,10,,NA,74,1.9,magia,comentou,E56,1.1,9.4,valido,
RP-00757,2025-05-23,Curitiba,GO,U358,Im(pureza),fantasia sombria,14,34,10,,NA,37,1.5,romance,,E35,6.0,9.3,,
RP-00758,2025-06-15,Curitiba,mg,U387,Im(pureza),fantasia,18,37,5,,ruim,58,3.2,juvenil,avaliou,E45,7.1,5.3,procesado,
RP-00759,09-22-2025,Curitiba,PR,U212,A Santa Que Me Condena,fantasia sombria,14,34,4,NA,ruim,6,1.5,magia,avaliou,E27,9.9,4.5,valido,
RP-00760,2025-03-03,Curitiba,MG,U57,A Santa Que Me Condena,fantasia,livre,21,23,4.9,muito bom,102,4.7,aventura,comentou,E41,8.7,8.7,valido,
RP-00761,2025-03-27,São Paulo,PR,U72,Reino das Runas,fantasia sombria,18,35,15,NA,ruim,29,4.6,romance,comentou,E44,5.1,4.6,valido,
RP-00762,2025-07-02,Uberaba,mg,U336,Im(pureza),fantasia sombria,,27,4,4.5,muito bom,98,1.8,aventura,comentou,E46,3.3,8.3,,
RP-00763,01-23-2025,Uberaba,SP,U226,A Santa Que Me Condena,fantasia sombria,14,33,5,NA,ruim,120,1.4,magia,,E13,2.1,5.1,procesado,
RP-00764,2025-08-16,Uberaba,mg,U18,Sombras Eternas,fantasia sombria,14,17,7,3.5,ruim,61,1.9,adulto,comentou,E79,4.9,7.8,valido,
RP-00765,data_invalida,Uberaba,mg,U374,Reino das Runas,fantasia_sombria,livre,22,25,2.6,muito bom,27,3.0,sombrio,curtiu,E16,2.3,6.6,,
RP-00766,2025-05-22,Uberaba,MG,U151,Reino das Runas,fantasia_sombria,,28,16,2.4,,70,3.0,aventura,comentou,E59,7.7,6.9,procesado,
RP-00767,2025-02-24,Uberaba,mg,U103,Im(pureza),fantasia_sombria,14,40,12,5.0,NA,20,3.8,juvenil,,E90,7.8,1.6,valido,
RP-00768,2025-07-23,Goiânia,mg,U265,Im(pureza),fantasia,14,12,22,,NA,17,3.9,aventura,avaliou,E61,4.3,6.7,procesado,
RP-00769,17/08/2025,Uberaba,GO,U236,Sombras Eternas,fantasia sombria,livre,40,23,,ruim,55,1.6,romance,curtiu,E72,7.2,6.1,procesado,
RP-00770,09-17-2025,São Paulo,mg,U319,A Santa Que Me Condena,fantasia sombria,18,25,25,,muito bom,80,4.8,romance,curtiu,E26,9.1,6.2,procesado,
RP-00771,2025-03-21,Curitiba,mg,U245,Sombras Eternas,fantasia sombria,18,12,24,4.3,muito bom,22,3.3,juvenil,comentou,E97,5.6,5.8,procesado,
RP-00772,2025-05-29,Curitiba,mg,U384,Reino das Runas,fantasia sombria,livre,35,9,4.0,ruim,26,2.6,magia,comentou,E34,4.1,1.4,procesado,
RP-00773,2025-10-18,São Paulo,PR,U389,Sombras Eternas,darkromance,14,34,26,1.4,NA,11,1.6,juvenil,avaliou,E78,9.6,3.2,valido,
RP-00774,2025-03-18,São Paulo,SP,U11,A Santa Que Me Condena,darkromance,livre,23,21,2.3,ruim,86,1.2,adulto,curtiu,E80,4.5,2.4,valido,
RP-00775,2025-02-27,São Paulo,GO,U114,A Santa Que Me Condena,fantasia sombria,,31,19,NA,muito bom,45,4.3,romance,curtiu,E25,8.6,7.2,valido,
RP-00776,2025-03-26,Curitiba,SP,U330,Im(pureza),darkromance,livre,37,1,,NA,92,1.8,aventura,,E66,5.2,1.4,,
RP-00777,2025-10-06,Curitiba,mg,U133,Sombras Eternas,fantasia sombria,livre,20,19,,muito bom,46,3.4,adulto,avaliou,E91,9.4,4.6,,
RP-00778,2025-08-08,Goiânia,GO,U87,Sombras Eternas,fantasia,,26,19,,NA,92,2.6,magia,comentou,E33,2.6,8.6,,
RP-00779,2025-06-07,Uberaba,SP,U86,Im(pureza),fantasia,,28,27,NA,NA,35,1.1,aventura,comentou,E96,9.4,2.9,procesado,
RP-00780,2025-05-29,Goiânia,mg,U107,Reino das Runas,infanto_juvenil,livre,40,28,,NA,112,4.2,juvenil,curtiu,E15,9.9,2.7,valido,
RP-00781,data_invalida,Goiânia,PR,U203,A Santa Que Me Condena,fantasia sombria,,38,29,NA,,46,3.8,magia,curtiu,E93,6.8,9.9,valido,
RP-00782,2025-09-29,Uberaba,mg,U79,Sombras Eternas,darkromance,,35,10,NA,NA,51,3.5,romance,avaliou,E20,3.0,4.7,,
RP-00783,2025-07-19,São Paulo,SP,U241,A Santa Que Me Condena,fantasia sombria,14,27,28,NA,NA,67,2.6,sombrio,,E66,3.8,8.4,,
RP-00784,2025-05-02,Goiânia,PR,U250,Reino das Runas,darkromance,,12,30,4.1,,106,1.0,aventura,curtiu,E12,7.0,4.4,procesado,
RP-00785,2025-07-20,Uberaba,MG,U173,Reino das Runas,darkromance,livre,35,1,NA,muito bom,118,2.0,sombrio,curtiu,E8,5.6,2.4,procesado,
RP-00786,27/02/2025,Goiânia,SP,U201,A Santa Que Me Condena,fantasia sombria,14,18,12,3.4,muito bom,19,1.6,adulto,avaliou,E97,3.4,3.5,,
RP-00787,2025-08-04,São Paulo,PR,U72,A Santa Que Me Condena,fantasia sombria,18,23,28,NA,,21,2.5,adulto,avaliou,E53,9.5,5.9,procesado,
RP-00788,2025-03-31,Curitiba,mg,U332,Im(pureza),fantasia sombria,,25,1,4.5,ruim,33,2.0,adulto,,E77,6.0,4.8,valido,
RP-00789,24/03/2025,Goiânia,SP,U94,Sombras Eternas,fantasia sombria,,20,9,3.0,muito bom,23,4.4,juvenil,curtiu,E73,7.4,5.8,procesado,
RP-00790,2025-10-23,Curitiba,PR,U298,A Santa Que Me Condena,dark_romance,livre,39,2,3.4,ruim,7,2.0,magia,,E45,8.4,2.9,valido,
RP-00791,26/10/2025,Goiânia,mg,U279,Reino das Runas,darkromance,,21,21,4.0,muito bom,13,4.3,adulto,comentou,E73,8.3,3.8,,
RP-00792,2025-10-13,Goiânia,MG,U190,Sombras Eternas,infanto_juvenil,18,26,23,3.2,,83,2.1,sombrio,avaliou,E39,1.3,8.4,,
RP-00793,2025-10-27,Uberaba,MG,U386,Sombras Eternas,fantasia sombria,,30,2,4.7,NA,8,1.1,magia,curtiu,E48,8.3,5.0,procesado,
RP-00794,2025-09-01,Goiânia,mg,U236,Reino das Runas,fantasia,18,12,17,4.3,ruim,65,1.4,juvenil,comentou,E68,1.7,3.9,,
RP-00795,2025-06-09,Goiânia,mg,U229,Reino das Runas,fantasia sombria,livre,38,27,1.6,ruim,59,1.1,sombrio,comentou,E36,3.7,7.1,,
RP-00796,2025-06-07,Curitiba,SP,U375,Im(pureza),fantasia,14,15,2,1.4,muito bom,33,2.4,magia,comentou,E5,6.0,3.7,valido,
RP-00797,09-11-2025,Uberaba,SP,U6,Im(pureza),fantasia sombria,,15,17,3.0,,113,1.7,adulto,avaliou,E56,7.2,9.6,valido,
RP-00798,2025-03-01,Goiânia,PR,U129,Im(pureza),fantasia sombria,14,18,2,NA,NA,53,4.9,aventura,curtiu,E39,3.0,5.9,valido,
RP-00799,20/01/2025,São Paulo,mg,U108,Im(pureza),fantasia sombria,14,20,15,2.7,NA,117,2.6,magia,,E33,6.4,7.8,,
RP-00800,2025-07-12,São Paulo,mg,U30,Reino das Runas,fantasia_sombria,,13,14,NA,muito bom,110,4.3,romance,comentou,E26,4.3,5.3,procesado,
RP-00801,2025-06-30,Uberaba,SP,U263,Reino das Runas,darkromance,18,36,4,NA,muito bom,6,1.1,romance,avaliou,E77,8.0,6.1,procesado,
RP-00802,20/05/2025,Curitiba,MG,U379,A Santa Que Me Condena,darkromance,,33,16,NA,NA,86,1.1,romance,avaliou,E47,8.9,9.1,procesado,
RP-00803,07/02/2025,São Paulo,mg,U282,Reino das Runas,darkromance,,20,5,NA,muito bom,67,3.1,adulto,,E68,8.2,8.7,procesado,
RP-00804,2025-04-20,São Paulo,GO,U183,Sombras Eternas,darkromance,14,28,16,4.0,,118,2.1,aventura,curtiu,E50,6.8,2.8,procesado,
RP-00805,2025-04-02,Goiânia,MG,U335,Im(pureza),darkromance,18,17,22,NA,muito bom,64,4.5,aventura,curtiu,E25,4.6,9.5,,
RP-00806,2025-04-10,Goiânia,GO,U288,Sombras Eternas,darkromance,18,15,20,,,92,1.0,magia,,E56,7.6,9.6,valido,
RP-00807,2025-06-06,São Paulo,MG,U93,A Santa Que Me Condena,dark_romance,livre,31,19,NA,muito bom,5,2.8,sombrio,comentou,E32,4.2,5.5,valido,
RP-00808,2025-06-19,Curitiba,SP,U122,Sombras Eternas,fantasia_sombria,14,27,9,NA,,66,4.3,magia,avaliou,E1,3.0,1.7,,
RP-00809,2025-10-25,Curitiba,SP,U366,Im(pureza),dark_romance,14,30,29,3.0,muito bom,14,2.0,aventura,,E51,9.2,10.0,procesado,
RP-00810,2025-09-22,Goiânia,MG,U305,Reino das Runas,darkromance,18,12,30,NA,muito bom,77,3.5,aventura,avaliou,E54,2.2,9.0,procesado,
RP-00811,2025-08-24,Uberaba,PR,U184,Im(pureza),infanto_juvenil,18,29,4,1.8,muito bom,86,3.9,sombrio,avaliou,E38,1.7,2.1,procesado,
RP-00812,data_invalida,Goiânia,GO,U237,Sombras Eternas,fantasia_sombria,livre,16,20,,muito bom,13,4.2,magia,comentou,E100,7.5,3.2,procesado,
RP-00813,2025-07-01,Uberaba,SP,U327,Reino das Runas,fantasia_sombria,18,18,3,2.8,muito bom,50,4.2,romance,avaliou,E49,1.3,4.0,procesado,
RP-00814,2025-03-21,Uberaba,GO,U274,A Santa Que Me Condena,fantasia sombria,14,24,7,4.6,ruim,30,2.3,romance,,E11,2.9,4.1,,
RP-00815,2025-01-19,Goiânia,SP,U195,A Santa Que Me Condena,fantasia sombria,,23,21,1.8,,33,3.9,aventura,comentou,E6,3.9,5.5,procesado,
RP-00816,2025-10-28,Goiânia,PR,U33,Reino das Runas,fantasia,,20,9,3.8,muito bom,73,4.1,magia,comentou,E91,5.0,9.3,,
RP-00817,2025-10-15,Goiânia,SP,U118,A Santa Que Me Condena,fantasia_sombria,18,20,8,,ruim,36,1.7,sombrio,curtiu,E19,3.3,4.6,procesado,
RP-00818,2025-07-29,Goiânia,mg,U25,Reino das Runas,dark_romance,18,40,3,,NA,62,3.5,romance,avaliou,E69,4.2,5.3,procesado,
RP-00819,2025-05-21,Curitiba,GO,U216,Reino das Runas,fantasia sombria,14,31,16,4.1,ruim,62,3.6,aventura,curtiu,E35,9.6,5.7,,
RP-00820,2025-01-02,São Paulo,PR,U398,Sombras Eternas,darkromance,,26,8,4.7,NA,23,4.2,juvenil,avaliou,E77,2.3,1.3,procesado,
RP-00821,2025-07-29,Goiânia,mg,U346,Sombras Eternas,fantasia,14,17,24,1.9,muito bom,21,3.8,aventura,avaliou,E29,4.2,7.2,procesado,
RP-00822,2025-04-06,São Paulo,PR,U122,Im(pureza),darkromance,livre,22,10,,NA,47,1.5,romance,,E54,2.3,1.4,valido,
RP-00823,2025-06-13,Curitiba,MG,U357,A Santa Que Me Condena,fantasia_sombria,livre,32,28,4.9,muito bom,54,4.4,magia,avaliou,E4,4.2,3.9,procesado,
RP-00824,2025-07-15,Goiânia,mg,U4,A Santa Que Me Condena,darkromance,,39,4,NA,muito bom,36,4.1,sombrio,comentou,E51,2.9,10.0,,
RP-00825,2025-04-12,Uberaba,SP,U325,Sombras Eternas,darkromance,,37,4,1.9,NA,65,1.8,romance,curtiu,E6,8.7,4.6,procesado,
RP-00826,2025-03-25,Curitiba,GO,U71,Im(pureza),darkromance,18,37,25,3.5,ruim,76,3.5,adulto,,E38,2.4,6.9,procesado,
RP-00827,2025-06-16,Curitiba,MG,U135,A Santa Que Me Condena,darkromance,18,26,10,NA,NA,16,3.8,adulto,avaliou,E88,2.4,8.8,,
RP-00828,2025-08-03,Goiânia,mg,U251,Im(pureza),darkromance,livre,27,16,4.4,muito bom,95,2.8,aventura,curtiu,E54,6.8,7.0,valido,
RP-00829,2025-06-26,Goiânia,SP,U207,Reino das Runas,fantasia sombria,livre,21,1,NA,muito bom,73,1.1,adulto,comentou,E52,5.8,3.8,,
RP-00830,2025-08-08,Uberaba,mg,U388,Sombras Eternas,fantasia sombria,,21,22,NA,muito bom,112,3.6,juvenil,avaliou,E5,8.5,8.4,,
RP-00831,2025-07-31,São Paulo,PR,U217,Im(pureza),fantasia sombria,,38,26,NA,NA,78,4.5,sombrio,comentou,E91,6.7,7.3,,
RP-00832,2025-02-21,Goiânia,MG,U12,Sombras Eternas,fantasia_sombria,14,40,9,3.1,,8,1.7,juvenil,,E22,6.8,5.6,valido,
RP-00833,2025-10-14,Curitiba,SP,U199,Im(pureza),fantasia sombria,livre,39,8,1.3,,95,1.8,romance,avaliou,E73,1.9,3.1,procesado,
RP-00834,2025-01-15,Uberaba,SP,U374,Reino das Runas,infanto_juvenil,18,27,26,3.1,NA,103,1.9,romance,curtiu,E9,9.3,9.0,valido,
RP-00835,2025-09-17,Uberaba,GO,U30,Sombras Eternas,fantasia sombria,14,22,25,NA,,72,3.5,magia,,E73,8.1,8.6,procesado,
RP-00836,2025-09-21,São Paulo,mg,U386,Reino das Runas,darkromance,livre,34,5,3.3,NA,97,3.4,magia,curtiu,E37,7.7,5.0,valido,
RP-00837,09-23-2025,Goiânia,PR,U382,A Santa Que Me Condena,darkromance,18,36,15,,NA,89,2.4,adulto,curtiu,E76,3.0,5.8,procesado,
RP-00838,08-10-2025,Curitiba,mg,U94,Im(pureza),darkromance,livre,26,3,,ruim,60,4.1,aventura,,E62,8.3,8.7,procesado,
RP-00839,2025-07-26,Uberaba,GO,U252,A Santa Que Me Condena,darkromance,livre,20,16,NA,muito bom,108,4.8,magia,,E6,4.5,5.5,valido,
RP-00840,2025-08-10,São Paulo,mg,U11,Sombras Eternas,dark_romance,14,15,26,,ruim,2,3.7,adulto,,E17,3.8,8.1,valido,
RP-00841,2025-05-31,São Paulo,PR,U268,Im(pureza),darkromance,livre,31,9,,NA,5,2.5,juvenil,comentou,E50,5.9,9.7,,
RP-00842,2025-07-28,Uberaba,GO,U152,Im(pureza),fantasia sombria,,32,21,4.6,muito bom,61,4.7,sombrio,curtiu,E84,8.8,2.1,valido,
RP-00843,2025-01-22,São Paulo,PR,U304,Reino das Runas,fantasia sombria,livre,16,8,,,107,1.3,romance,comentou,E85,8.0,7.9,,
RP-00844,2025-02-01,Uberaba,PR,U362,Im(pureza),darkromance,18,12,9,2.7,ruim,45,1.4,sombrio,curtiu,E68,2.4,8.9,,
RP-00845,2025-08-07,Curitiba,PR,U59,Im(pureza),fantasia sombria,14,38,27,NA,,12,2.2,aventura,curtiu,E17,5.8,5.1,procesado,
RP-00846,07/06/2025,Curitiba,mg,U233,Sombras Eternas,darkromance,,26,29,,NA,106,4.9,magia,comentou,E55,1.1,4.8,procesado,
RP-00847,2025-09-03,Uberaba,mg,U132,A Santa Que Me Condena,darkromance,livre,33,26,NA,muito bom,104,3.6,juvenil,,E33,5.1,8.5,,
RP-00848,2025-01-07,Uberaba,PR,U259,Sombras Eternas,fantasia,livre,32,25,,ruim,2,4.0,sombrio,,E83,1.6,1.8,,
RP-00849,08-30-2025,Curitiba,SP,U137,Im(pureza),darkromance,,33,9,5.0,ruim,97,3.9,romance,,E60,6.7,7.3,procesado,
RP-00850,2025-09-04,São Paulo,PR,U365,A Santa Que Me Condena,darkromance,,25,28,,ruim,120,2.0,juvenil,avaliou,E35,1.3,4.2,procesado,
