registro_id,data_evento,cidade,uf,cliente_id,categoria,produto,preco,frete,etapa_funil,tempo_carrinho_seg,pagamento,dispositivo,origem,comprou,devolucao,motivo_devolucao,tempo_devolucao_dias,avaliacao,frequencia_compra,dias_desde_ultima_compra,cashback,status,observacao
VIT-00632,2025-02-03,Uberlândia,MG,C171,lifestyle,produto_186,595.24,52.22,carrinhu,1765,boleto,desktop,ads,nao,nao,qualidade,12,1.4,2,43,nao,ok,
VIT-00633,2025-10-08,São Paulo,SP,C285,roupaa,produto_89,378.69,17.57,carrinhu,989,boleto,desktop,organico,sim,nao,cor,16,1.6,6,42,nao,procesado,
VIT-00634,2025-08-25,Curitiba,PR,C214,acessorio,produto_180,377.38,43.79,compra,476,cartao,desktop,email,sim,nao,qualidade,22,1.6,10,103,sim,ok,
VIT-00635,data_invalida,São Paulo,SP,C355,roupaa,produto_189,795.33,65.08,carrinhu,999,pix,mobile,organico,sim,nao,cor,18,4.5,5,116,nao,ok,
VIT-00636,2025-04-22,Salvador,BA,C401,lifestyle,produto_27,596.65,58.99,carrinhu,328,cartao,mobile,organico,sim,nao,,7,4.5,4,80,nao,,
VIT-00637,2025-10-19,São Paulo,SP,C438,acessorio,produto_182,328.17,34.84,carrinho,1386,pix,mobile,email,nao,nao,cor,25,1.4,6,54,sim,,
VIT-00638,2025-06-01,Curitiba,pr,C486,acessorio,produto_177,390.4,60.91,carrinhu,1719,boleto,mobile,ads,nao,nao,qualidade,8,2.8,2,17,sim,ok,
VIT-00639,2025-01-28,São Paulo,SP,C352,roupa,produto_200,602.01,3.87,carrinhu,351,,mobile,organico,nao,nao,tamanho,14,3.0,9,4,nao,ok,
VIT-00640,data_invalida,Uberlândia,mg,C73,roupa,produto_64,460.48,66.53,pagamento,1718,cartao,mobile,organico,nao,nao,qualidade,14,4.5,0,82,nao,procesado,
VIT-00641,2025-08-05,Salvador,ba,C419,calcado,produto_44,"148,27",12.81,carrinho,466,pix,desktop,ads,nao,nao,,26,3.4,3,64,sim,procesado,
VIT-00642,2025-10-12,Curitiba,pr,C17,roupaa,produto_95,503.11,37.55,carrinhu,466,boleto,mobile,email,sim,nao,tamanho,12,1.4,1,120,sim,,
VIT-00643,2025-03-30,Salvador,BA,C197,lifestyle,produto_41,752.27,18.95,pagamento,1876,,mobile,organico,nao,nao,qualidade,14,1.8,2,22,nao,,
VIT-00644,2025-08-22,Curitiba,PR,C447,roupa,produto_123,620.27,1.31,carrinhu,435,boleto,mobile,email,sim,sim,cor,29,3.4,7,29,nao,ok,
VIT-00645,2025-02-08,Curitiba,PR,C25,roupaa,produto_172,664.4,72.08,carrinhu,1970,,mobile,email,sim,nao,cor,25,4.7,6,54,sim,,
VIT-00646,03/09/2025,Curitiba,PR,C103,roupaa,produto_55,529.12,43.93,carrinhu,174,,mobile,email,sim,nao,tamanho,30,4.0,4,83,nao,,
VIT-00647,11/04/2025,Uberlândia,mg,C473,calcado,produto_33,655.24,40.07,carrinhu,72,,mobile,ads,nao,nao,tamanho,19,1.4,9,2,sim,ok,
VIT-00648,07-12-2025,Curitiba,pr,C217,roupaa,produto_23,447.54,36.28,carrinhu,72,pix,desktop,ads,sim,nao,qualidade,3,2.6,2,77,nao,procesado,
VIT-00649,09-15-2025,Uberlândia,mg,C390,roupaa,produto_37,215.07,79.73,visualizou,358,boleto,desktop,ads,nao,nao,qualidade,15,1.7,4,113,sim,ok,
VIT-00650,2025-09-01,Salvador,ba,C475,roupaa,produto_114,695.34,75.64,carrinhu,1747,cartao,mobile,ads,nao,nao,tamanho,21,4.9,6,29,sim,,
VIT-00651,2025-02-19,Salvador,BA,C223,roupaa,produto_24,662.85,32.26,pagamento,387,cartao,mobile,ads,sim,nao,qualidade,4,2.8,10,109,sim,procesado,
VIT-00652,2025-07-26,Salvador,BA,C102,roupaa,produto_180,338.4,9.76,carrinho,613,boleto,mobile,ads,sim,nao,qualidade,8,4.4,0,108,nao,ok,
VIT-00653,2025-05-11,Salvador,BA,C366,roupaa,produto_144,"217,86",58.05,carrinhu,656,boleto,mobile,ads,nao,nao,qualidade,17,2.0,0,116,sim,,
VIT-00654,2025-06-22,Salvador,ba,C33,calcado,produto_89,293.88,68.44,carrinhu,1793,boleto,desktop,email,nao,nao,tamanho,1,3.0,7,74,nao,,
VIT-00655,2025-08-08,Curitiba,pr,C212,calcado,produto_10,167.9,64.38,pagamento,305,pix,mobile,organico,sim,nao,,8,4.3,8,50,sim,,
VIT-00656,2025-02-08,Uberlândia,MG,C412,roupaa,produto_4,395.25,38.19,carrinhu,1775,,desktop,email,nao,nao,tamanho,7,1.8,4,47,sim,procesado,
VIT-00657,2025-02-21,São Paulo,sp,C440,roupaa,produto_49,612.98,52.37,compra,214,,desktop,ads,sim,nao,,27,4.5,0,17,nao,ok,
VIT-00658,2025-06-21,Uberlândia,MG,C310,roupa,produto_56,"444,69",20.55,compra,1855,,mobile,organico,sim,nao,tamanho,9,4.5,5,32,sim,ok,
VIT-00659,2025-01-29,Curitiba,PR,C440,roupaa,produto_31,726.34,15.61,carrinhu,896,cartao,mobile,ads,nao,nao,cor,5,2.4,8,48,nao,,
VIT-00660,2025-08-16,Curitiba,pr,C479,roupa,produto_126,"117,15",77.29,compra,44,cartao,mobile,email,sim,nao,qualidade,29,4.8,3,23,nao,procesado,
VIT-00661,2025-04-05,Salvador,ba,C490,roupa,produto_188,782.17,60.3,carrinhu,226,,desktop,ads,sim,nao,cor,11,4.0,2,77,nao,ok,
VIT-00662,06-11-2025,Curitiba,PR,C75,roupaa,produto_147,239.24,72.27,carrinhu,1928,boleto,mobile,email,sim,nao,,28,3.3,6,46,sim,procesado,
VIT-00663,2025-04-27,São Paulo,SP,C257,roupa,produto_76,"291,06",13.83,carrinhu,85,boleto,desktop,ads,sim,nao,tamanho,1,1.0,4,120,nao,procesado,
VIT-00664,29/06/2025,São Paulo,sp,C425,roupa,produto_27,393.82,60.76,carrinhu,67,cartao,desktop,organico,sim,sim,tamanho,21,1.3,5,101,nao,procesado,
VIT-00665,2025-01-11,Curitiba,PR,C79,roupa,produto_181,703.58,64.02,carrinhu,1518,pix,mobile,organico,nao,nao,qualidade,16,4.5,8,15,nao,ok,
VIT-00666,2025-01-14,Curitiba,PR,C62,calcado,produto_130,756.69,54.27,pagamento,1663,pix,desktop,organico,nao,nao,cor,10,2.6,4,59,nao,,
VIT-00667,06-13-2025,Curitiba,pr,C35,roupaa,produto_57,113.9,79.77,pagamento,994,pix,mobile,email,sim,nao,,15,1.2,4,81,sim,ok,
VIT-00668,2025-10-20,Uberlândia,mg,C239,lifestyle,produto_7,"578,54",27.53,pagamento,729,boleto,desktop,ads,nao,nao,cor,25,3.7,7,45,nao,,
VIT-00669,2025-06-25,Salvador,ba,C453,lifestyle,produto_170,487.95,21.27,carrinhu,1114,cartao,mobile,organico,sim,sim,,26,2.9,8,27,nao,ok,
VIT-00670,2025-07-04,Uberlândia,mg,C55,roupaa,produto_50,450.19,44.36,carrinhu,657,boleto,mobile,email,sim,nao,qualidade,29,4.5,7,90,sim,,
VIT-00671,2025-04-03,Salvador,BA,C461,roupa,produto_86,275.31,66.67,carrinhu,1052,boleto,desktop,organico,nao,nao,cor,1,2.4,6,24,nao,procesado,
VIT-00672,2025-07-06,São Paulo,sp,C129,roupaa,produto_161,323.83,18.12,visualizou,133,pix,mobile,email,nao,nao,,6,3.7,7,14,sim,,
VIT-00673,05-31-2025,Salvador,ba,C290,roupaa,produto_115,780.95,31.77,compra,1199,,desktop,ads,sim,nao,,7,4.6,5,111,sim,procesado,
VIT-00674,2025-02-12,São Paulo,sp,C222,roupaa,produto_177,524.79,38.56,carrinhu,1503,boleto,mobile,organico,sim,nao,,23,2.0,1,43,nao,procesado,
VIT-00675,02-19-2025,Curitiba,PR,C213,roupaa,produto_193,614.57,21.7,carrinhu,880,pix,mobile,organico,nao,nao,cor,14,3.5,10,80,sim,ok,
VIT-00676,2025-06-24,Uberlândia,MG,C396,roupa,produto_37,255.6,32.0,pagamento,1208,boleto,desktop,email,nao,nao,cor,15,2.5,2,104,nao,procesado,
VIT-00677,24/09/2025,São Paulo,sp,C247,roupaa,produto_137,606.25,20.76,visualizou,908,cartao,mobile,organico,sim,nao,cor,1,4.2,7,64,sim,,
VIT-00678,23/02/2025,Salvador,ba,C58,calcado,produto_22,173.37,67.25,carrinhu,623,boleto,desktop,email,nao,nao,tamanho,3,4.5,7,70,sim,ok,
VIT-00679,2025-06-03,São Paulo,SP,C86,roupaa,produto_78,95.09,30.88,carrinhu,626,pix,mobile,ads,sim,nao,,7,4.3,9,116,nao,ok,
VIT-00680,2025-08-05,São Paulo,SP,C190,calcado,produto_94,307.44,65.02,pagamento,1996,boleto,mobile,ads,nao,nao,cor,8,1.5,5,75,sim,ok,
VIT-00681,2025-04-22,São Paulo,sp,C73,calcado,produto_33,69.26,59.51,pagamento,1625,,mobile,email,nao,nao,cor,27,3.9,4,7,sim,procesado,
VIT-00682,data_invalida,Curitiba,PR,C111,calcado,produto_143,338.02,40.2,pagamento,1709,pix,mobile,ads,nao,nao,tamanho,3,1.7,2,95,nao,procesado,
VIT-00683,10-08-2025,São Paulo,sp,C15,calcado,produto_61,"759,68",61.79,carrinhu,1074,,mobile,organico,sim,nao,qualidade,7,1.8,8,69,nao,procesado,
VIT-00684,08-13-2025,Salvador,ba,C99,roupaa,produto_151,533.44,4.84,carrinhu,1344,pix,mobile,organico,sim,sim,tamanho,21,1.8,3,9,sim,,
VIT-00685,2025-08-02,Curitiba,pr,C11,roupaa,produto_100,726.58,33.33,carrinhu,1771,,desktop,email,sim,nao,tamanho,27,2.5,3,91,nao,,
VIT-00686,2025-03-21,São Paulo,sp,C153,roupaa,produto_122,476.98,13.55,visualizou,258,cartao,desktop,ads,sim,nao,,23,1.1,3,27,sim,,
VIT-00687,2025-06-19,Curitiba,pr,C127,roupaa,produto_130,"419,87",20.77,carrinhu,901,,desktop,email,sim,sim,,19,1.7,3,110,nao,ok,
VIT-00688,data_invalida,Uberlândia,mg,C119,acessorio,produto_91,147.99,41.62,carrinhu,1928,,mobile,email,sim,nao,qualidade,9,4.7,3,58,nao,,
VIT-00689,2025-01-28,Salvador,ba,C20,acessorio,produto_49,538.22,20.81,carrinho,659,pix,desktop,organico,sim,sim,tamanho,2,4.0,7,108,sim,procesado,
VIT-00690,2025-04-27,Curitiba,PR,C174,roupaa,produto_130,404.69,53.42,compra,401,pix,desktop,email,sim,nao,cor,10,4.6,3,11,sim,procesado,
VIT-00691,data_invalida,Curitiba,pr,C36,roupaa,produto_23,718.74,63.72,carrinhu,45,cartao,mobile,email,sim,nao,cor,13,1.8,5,109,sim,ok,
VIT-00692,2025-09-22,Curitiba,pr,C384,calcado,produto_18,81.12,24.87,carrinhu,696,pix,desktop,email,sim,nao,,28,3.9,3,56,nao,ok,
VIT-00693,2025-04-21,Uberlândia,mg,C435,roupaa,produto_72,104.28,55.05,carrinhu,277,boleto,desktop,email,sim,nao,qualidade,8,4.6,6,21,nao,ok,
VIT-00694,2025-05-27,São Paulo,sp,C194,calcado,produto_75,337.58,10.32,compra,1000,boleto,desktop,organico,sim,nao,tamanho,17,4.3,8,9,nao,,
VIT-00695,2025-05-06,Curitiba,pr,C281,roupaa,produto_36,143.76,4.15,carrinhu,1780,boleto,desktop,ads,nao,nao,,25,3.9,5,120,nao,,
VIT-00696,04-04-2025,São Paulo,sp,C358,roupaa,produto_51,664.3,20.33,visualizou,416,boleto,desktop,email,sim,nao,,28,3.7,1,86,nao,procesado,
VIT-00697,2025-10-21,Uberlândia,MG,C34,roupaa,produto_11,406.72,14.79,carrinhu,1894,pix,desktop,email,sim,nao,qualidade,18,4.8,4,119,sim,,
VIT-00698,2025-05-10,Uberlândia,mg,C455,roupaa,produto_187,322.6,51.39,visualizou,1781,pix,mobile,organico,nao,nao,,24,1.0,7,23,nao,ok,
VIT-00699,2025-08-23,Uberlândia,MG,C478,roupaa,produto_92,343.44,57.86,compra,84,pix,mobile,ads,sim,sim,,2,3.5,2,96,nao,ok,
VIT-00700,2025-06-29,Curitiba,PR,C374,roupaa,produto_104,"98,09",72.82,compra,557,pix,desktop,email,sim,nao,cor,20,3.1,3,6,sim,procesado,
VIT-00701,data_invalida,Curitiba,PR,C54,roupaa,produto_33,756.7,56.5,carrinhu,1159,pix,mobile,email,nao,nao,qualidade,25,3.3,4,102,sim,ok,
VIT-00702,2025-06-22,Uberlândia,mg,C267,lifestyle,produto_199,767.73,64.36,visualizou,484,cartao,desktop,ads,nao,nao,tamanho,13,4.7,1,56,sim,,
VIT-00703,2025-07-09,Salvador,BA,C418,lifestyle,produto_68,665.08,23.3,carrinhu,1140,pix,mobile,email,sim,sim,tamanho,13,2.6,5,119,sim,,
VIT-00704,data_invalida,Curitiba,pr,C360,calcado,produto_93,"477,97",71.72,visualizou,1635,pix,desktop,ads,nao,nao,,12,4.0,5,75,sim,ok,
VIT-00705,2025-07-03,São Paulo,SP,C423,roupa,produto_198,641.86,46.91,visualizou,1637,,mobile,email,nao,nao,tamanho,10,2.3,10,57,sim,,
VIT-00706,2025-08-15,Uberlândia,mg,C216,roupa,produto_157,706.0,48.35,carrinhu,381,cartao,mobile,ads,nao,nao,tamanho,24,1.6,4,92,nao,procesado,
VIT-00707,2025-05-01,Salvador,BA,C118,roupaa,produto_169,660.07,50.61,compra,298,pix,desktop,email,sim,nao,tamanho,22,4.1,1,2,sim,ok,
VIT-00708,2025-01-23,São Paulo,sp,C225,calcado,produto_93,537.83,75.05,carrinhu,389,,mobile,email,sim,nao,cor,15,2.1,10,82,nao,,
VIT-00709,2025-09-21,Salvador,ba,C40,roupa,produto_153,710.02,60.39,visualizou,58,cartao,mobile,organico,sim,nao,cor,12,3.8,2,99,nao,,
VIT-00710,data_invalida,Curitiba,PR,C360,calcado,produto_131,490.55,7.95,compra,817,boleto,desktop,organico,sim,sim,cor,2,4.8,10,23,sim,ok,
VIT-00711,06-14-2025,Curitiba,pr,C281,calcado,produto_183,432.96,20.27,pagamento,1537,boleto,mobile,email,nao,nao,,5,1.1,8,68,nao,,
VIT-00712,02-26-2025,Salvador,BA,C477,calcado,produto_122,604.52,32.51,pagamento,1152,boleto,desktop,organico,nao,nao,,6,2.0,1,49,nao,procesado,
VIT-00713,2025-03-29,Curitiba,PR,C231,calcado,produto_178,746.18,61.94,carrinho,1523,,desktop,organico,sim,sim,tamanho,8,1.4,2,53,sim,ok,
VIT-00714,05-13-2025,Curitiba,PR,C90,roupaa,produto_65,339.76,24.93,pagamento,916,boleto,desktop,ads,nao,nao,tamanho,13,3.3,7,90,sim,,
VIT-00715,04-26-2025,São Paulo,sp,C391,roupa,produto_32,623.56,45.46,carrinhu,672,boleto,mobile,organico,sim,nao,,19,2.6,3,15,nao,procesado,
VIT-00716,2025-02-21,Salvador,ba,C60,roupaa,produto_122,763.34,9.21,carrinhu,906,boleto,desktop,organico,sim,nao,qualidade,15,1.6,0,119,sim,,
VIT-00717,2025-05-10,Salvador,ba,C150,calcado,produto_122,798.17,34.14,carrinhu,1207,,mobile,ads,sim,sim,cor,14,4.5,9,110,sim,,
VIT-00718,2025-05-30,Curitiba,pr,C480,roupaa,produto_169,333.74,31.28,pagamento,418,cartao,mobile,ads,sim,nao,tamanho,27,2.3,6,10,nao,ok,
VIT-00719,data_invalida,São Paulo,SP,C275,calcado,produto_179,"796,02",65.1,carrinhu,1788,,desktop,organico,nao,nao,tamanho,29,3.7,6,15,sim,,
VIT-00720,2025-07-15,São Paulo,SP,C269,calcado,produto_10,707.88,76.59,carrinhu,676,,desktop,email,nao,nao,cor,27,4.6,7,115,nao,,
VIT-00721,2025-04-08,Salvador,ba,C36,roupaa,produto_1,116.16,32.78,visualizou,1321,pix,mobile,email,nao,nao,,15,2.4,2,31,nao,ok,
VIT-00722,2025-05-24,Uberlândia,mg,C33,roupaa,produto_164,69.42,29.71,visualizou,1116,cartao,mobile,organico,nao,nao,tamanho,23,4.7,8,103,nao,procesado,
VIT-00723,2025-02-23,Uberlândia,MG,C120,calcado,produto_104,398.21,58.42,carrinhu,1551,pix,mobile,organico,nao,nao,qualidade,18,1.0,0,112,nao,,
VIT-00724,2025-10-28,Curitiba,pr,C152,roupa,produto_153,426.81,7.03,carrinhu,374,cartao,mobile,organico,sim,nao,qualidade,23,3.0,1,91,nao,,
VIT-00725,2025-09-03,Uberlândia,mg,C485,roupaa,produto_13,597.38,31.01,carrinhu,1012,,desktop,email,sim,sim,,3,5.0,6,65,sim,procesado,
VIT-00726,10-13-2025,Curitiba,PR,C483,roupaa,produto_44,141.04,43.98,visualizou,1434,pix,desktop,email,sim,nao,tamanho,8,1.3,1,102,sim,procesado,
VIT-00727,2025-07-06,Salvador,BA,C57,calcado,produto_138,55.2,79.92,carrinhu,912,,mobile,ads,sim,nao,cor,7,1.7,9,92,nao,ok,
VIT-00728,2025-01-14,Salvador,ba,C461,roupaa,produto_135,544.79,76.47,carrinhu,940,cartao,mobile,ads,sim,nao,qualidade,29,4.1,6,41,nao,procesado,
VIT-00729,2025-07-11,Curitiba,pr,C114,calcado,produto_193,698.93,52.34,carrinhu,339,boleto,desktop,email,nao,nao,,6,4.7,9,36,sim,procesado,
VIT-00730,2025-08-15,Salvador,ba,C323,roupaa,produto_27,233.54,2.29,compra,1169,,desktop,email,sim,nao,,4,4.7,1,83,sim,procesado,
VIT-00731,2025-10-02,Salvador,ba,C204,roupaa,produto_137,"799,89",46.93,visualizou,1836,,desktop,ads,sim,nao,tamanho,20,1.1,3,6,nao,procesado,
VIT-00732,2025-02-15,Salvador,BA,C428,calcado,produto_17,241.9,41.79,carrinhu,568,cartao,mobile,ads,sim,nao,,2,4.6,7,81,nao,,
VIT-00733,2025-01-05,Salvador,BA,C275,calcado,produto_102,370.31,5.2,carrinho,324,cartao,mobile,organico,nao,nao,cor,13,4.3,8,93,sim,ok,
VIT-00734,2025-03-21,Salvador,BA,C489,roupaa,produto_28,475.1,67.77,pagamento,1030,,mobile,email,sim,nao,cor,11,2.8,7,53,sim,procesado,
VIT-00735,08-11-2025,São Paulo,sp,C440,calcado,produto_77,"503,89",46.47,carrinho,1107,pix,mobile,email,sim,nao,tamanho,10,2.5,2,46,sim,ok,
VIT-00736,28/09/2025,Salvador,BA,C388,roupaa,produto_122,753.37,70.7,compra,1910,pix,mobile,organico,sim,nao,,23,1.8,3,23,sim,ok,
VIT-00737,2025-09-17,São Paulo,SP,C289,calcado,produto_53,143.41,31.82,carrinho,997,pix,mobile,email,nao,nao,tamanho,1,3.9,10,107,nao,ok,
VIT-00738,2025-03-10,Salvador,ba,C426,roupaa,produto_144,439.1,45.42,carrinhu,1523,boleto,mobile,organico,nao,nao,,8,1.3,4,8,nao,ok,
VIT-00739,2025-03-06,Salvador,BA,C45,roupaa,produto_137,"742,21",50.09,pagamento,311,pix,mobile,ads,sim,nao,qualidade,17,3.4,10,46,nao,,
VIT-00740,2025-06-30,São Paulo,sp,C493,roupaa,produto_159,357.33,59.53,carrinhu,938,pix,mobile,organico,sim,nao,qualidade,11,2.9,5,46,nao,procesado,
VIT-00741,2025-06-18,São Paulo,SP,C470,roupaa,produto_200,"314,5",52.92,carrinhu,533,boleto,mobile,organico,sim,sim,tamanho,9,4.6,6,92,sim,procesado,
VIT-00742,2025-01-26,São Paulo,sp,C215,roupaa,produto_75,348.83,39.29,carrinhu,1751,,desktop,email,sim,sim,cor,10,3.3,8,5,nao,procesado,
VIT-00743,2025-06-30,Salvador,ba,C22,roupaa,produto_78,707.55,11.29,carrinhu,484,cartao,desktop,organico,sim,nao,qualidade,14,5.0,9,50,nao,,
VIT-00744,2025-06-09,Curitiba,PR,C160,roupaa,produto_139,661.94,29.58,carrinhu,325,,desktop,email,sim,nao,,13,2.1,5,103,sim,ok,
VIT-00745,2025-06-02,São Paulo,sp,C83,roupaa,produto_112,498.24,56.39,visualizou,1738,cartao,mobile,email,sim,nao,tamanho,30,2.8,1,95,nao,ok,
VIT-00746,2025-07-20,São Paulo,sp,C45,roupa,produto_22,"610,72",44.85,carrinhu,373,cartao,desktop,ads,sim,sim,qualidade,8,4.8,7,105,nao,,
VIT-00747,26/09/2025,São Paulo,sp,C379,roupaa,produto_1,191.87,15.14,carrinho,1966,cartao,desktop,email,sim,nao,cor,15,2.6,8,60,nao,ok,
VIT-00748,07/10/2025,Salvador,BA,C316,roupaa,produto_148,211.48,30.51,carrinhu,68,pix,mobile,email,nao,nao,cor,7,3.5,3,62,nao,ok,
VIT-00749,2025-07-24,São Paulo,SP,C322,roupaa,produto_92,155.7,17.79,carrinhu,1972,cartao,mobile,ads,nao,nao,cor,9,4.3,9,11,sim,ok,
VIT-00750,2025-01-17,Curitiba,pr,C204,roupaa,produto_11,310.19,14.87,pagamento,1026,cartao,desktop,email,nao,nao,tamanho,6,2.3,3,33,nao,procesado,
VIT-00751,2025-08-14,Uberlândia,MG,C345,roupaa,produto_137,"101,45",76.86,carrinhu,722,,desktop,email,sim,sim,qualidade,17,5.0,2,46,nao,ok,
VIT-00752,2025-03-29,Curitiba,PR,C164,roupaa,produto_137,84.87,78.0,carrinhu,1534,,desktop,ads,nao,nao,qualidade,17,2.6,8,59,nao,ok,
VIT-00753,2025-06-24,Curitiba,PR,C200,roupaa,produto_120,115.17,77.97,carrinhu,568,boleto,desktop,ads,sim,nao,tamanho,28,2.8,7,35,sim,,
VIT-00754,03-05-2025,São Paulo,SP,C249,roupaa,produto_86,"54,35",65.26,carrinho,661,boleto,mobile,email,sim,nao,cor,6,4.7,2,96,nao,ok,
VIT-00755,2025-02-04,Uberlândia,mg,C168,roupaa,produto_172,684.52,63.82,compra,1737,,mobile,organico,sim,nao,cor,23,4.7,5,32,nao,,
VIT-00756,2025-01-10,Uberlândia,mg,C310,roupaa,produto_18,"274,96",1.97,visualizou,584,pix,mobile,organico,sim,nao,cor,8,3.8,10,115,sim,,
VIT-00757,2025-07-23,São Paulo,sp,C462,calcado,produto_40,608.48,8.08,carrinhu,805,pix,desktop,organico,sim,nao,,6,4.2,0,119,nao,,
VIT-00758,2025-01-08,Uberlândia,mg,C296,roupaa,produto_7,97.92,64.93,visualizou,1524,,desktop,organico,sim,nao,,23,4.8,4,95,nao,,
VIT-00759,2025-07-13,Curitiba,pr,C317,roupaa,produto_168,421.77,62.2,carrinhu,1667,,mobile,email,nao,nao,cor,14,4.0,1,76,nao,procesado,
VIT-00760,2025-07-21,São Paulo,SP,C463,roupaa,produto_116,517.56,34.09,carrinhu,1119,cartao,mobile,email,sim,sim,cor,24,3.5,9,95,nao,procesado,
VIT-00761,2025-07-30,Salvador,BA,C448,roupaa,produto_36,784.01,29.19,carrinhu,839,cartao,desktop,email,sim,nao,qualidade,14,3.1,3,27,sim,procesado,
VIT-00762,2025-09-19,Salvador,BA,C30,roupaa,produto_80,"130,65",63.23,carrinhu,981,pix,mobile,organico,sim,sim,tamanho,9,3.1,10,22,nao,,
VIT-00763,2025-10-06,Curitiba,pr,C97,roupaa,produto_38,286.18,13.55,pagamento,546,boleto,mobile,ads,sim,nao,tamanho,7,1.7,0,105,sim,,
VIT-00764,2025-04-12,Salvador,ba,C447,roupaa,produto_72,511.84,27.36,carrinhu,1771,boleto,desktop,ads,sim,nao,cor,10,4.7,4,70,sim,ok,
VIT-00765,2025-01-08,Salvador,BA,C358,roupaa,produto_154,717.15,31.24,carrinhu,85,boleto,mobile,organico,sim,nao,qualidade,14,4.8,3,53,sim,,
VIT-00766,2025-05-17,Uberlândia,mg,C191,roupaa,produto_13,154.01,71.63,carrinho,1181,boleto,mobile,organico,sim,nao,cor,2,2.3,0,63,nao,ok,
VIT-00767,2025-05-30,Uberlândia,MG,C340,roupaa,produto_180,131.29,3.7,carrinhu,1973,cartao,desktop,email,nao,nao,,29,1.6,7,12,nao,procesado,
VIT-00768,2025-03-30,Uberlândia,mg,C403,calcado,produto_24,"94,56",7.93,visualizou,1986,pix,mobile,organico,sim,nao,tamanho,23,3.3,7,88,sim,procesado,
VIT-00769,2025-07-24,São Paulo,sp,C478,calcado,produto_31,117.4,77.15,carrinho,1018,cartao,desktop,ads,nao,nao,qualidade,27,1.4,3,12,nao,ok,
VIT-00770,2025-04-18,Curitiba,PR,C421,roupa,produto_107,427.14,26.77,carrinhu,839,cartao,desktop,email,sim,nao,,30,1.2,7,23,nao,ok,
VIT-00771,2025-03-22,São Paulo,sp,C162,calcado,produto_57,"306,85",40.46,compra,714,,mobile,ads,sim,nao,qualidade,26,2.7,5,52,sim,,
VIT-00772,2025-01-10,Salvador,BA,C39,acessorio,produto_184,481.14,26.87,compra,1386,pix,mobile,email,sim,nao,cor,18,2.7,8,75,nao,ok,
VIT-00773,03-20-2025,Uberlândia,MG,C492,calcado,produto_197,135.83,39.1,compra,44,pix,desktop,organico,sim,nao,cor,1,1.1,2,119,sim,ok,
VIT-00774,2025-09-17,Curitiba,PR,C435,calcado,produto_84,97.47,74.89,compra,626,,mobile,ads,sim,nao,,16,3.6,6,50,sim,procesado,
VIT-00775,2025-04-13,Salvador,ba,C410,roupaa,produto_173,141.94,6.21,carrinhu,593,,mobile,ads,sim,nao,,12,2.1,8,58,sim,procesado,
VIT-00776,data_invalida,Salvador,BA,C427,roupa,produto_83,"417,46",32.52,visualizou,1286,,mobile,ads,sim,nao,qualidade,11,3.8,2,76,sim,,
VIT-00777,2025-09-24,Salvador,BA,C72,calcado,produto_59,617.73,75.67,compra,1112,cartao,desktop,organico,sim,nao,qualidade,20,1.2,5,68,nao,ok,
VIT-00778,2025-05-28,São Paulo,SP,C376,roupaa,produto_111,679.84,22.35,carrinhu,937,boleto,desktop,ads,sim,nao,,13,4.2,2,60,sim,,
VIT-00779,data_invalida,Uberlândia,mg,C69,acessorio,produto_185,569.7,1.51,compra,286,cartao,desktop,email,sim,nao,tamanho,14,2.1,7,36,nao,ok,
VIT-00780,09-19-2025,Salvador,BA,C480,roupaa,produto_162,194.45,62.5,carrinhu,53,cartao,desktop,ads,sim,nao,cor,28,4.2,2,33,nao,ok,
VIT-00781,2025-09-06,Uberlândia,MG,C393,roupaa,produto_179,210.62,78.85,carrinhu,924,,desktop,ads,nao,nao,cor,27,2.5,3,8,sim,ok,
VIT-00782,2025-06-19,Salvador,BA,C220,roupa,produto_191,"632,75",6.76,carrinhu,1771,cartao,desktop,organico,sim,nao,tamanho,3,4.7,8,30,sim,,
VIT-00783,2025-06-09,Curitiba,pr,C280,calcado,produto_94,191.32,69.31,carrinhu,1195,boleto,mobile,organico,nao,nao,tamanho,7,3.2,2,9,sim,ok,
VIT-00784,2025-06-13,Salvador,ba,C205,roupaa,produto_29,123.16,61.88,visualizou,1618,pix,mobile,organico,nao,nao,tamanho,16,3.7,1,18,sim,ok,
VIT-00785,2025-09-24,São Paulo,SP,C257,roupa,produto_98,"729,08",11.49,carrinhu,1215,pix,mobile,email,sim,sim,qualidade,19,4.0,4,2,nao,procesado,
VIT-00786,2025-03-24,São Paulo,sp,C20,acessorio,produto_193,"531,25",30.22,pagamento,1868,,mobile,email,sim,sim,,18,3.1,2,1,sim,ok,
VIT-00787,2025-04-01,São Paulo,sp,C235,roupaa,produto_114,507.92,7.77,carrinhu,1330,,desktop,ads,sim,sim,cor,2,3.8,10,93,sim,,
VIT-00788,2025-01-14,Uberlândia,mg,C310,roupaa,produto_195,90.78,46.92,carrinhu,158,pix,mobile,email,sim,nao,,12,2.4,8,31,sim,ok,
VIT-00789,2025-05-15,São Paulo,sp,C140,roupaa,produto_145,"238,13",21.75,carrinhu,1043,cartao,mobile,email,sim,nao,cor,12,4.8,3,0,sim,procesado,
VIT-00790,2025-05-05,Salvador,ba,C134,roupa,produto_10,"371,69",23.05,visualizou,1061,boleto,desktop,organico,nao,nao,cor,25,3.2,1,120,sim,procesado,
