registro_id,data,ativo,setor,preco,volume,pl,roe,dy,volatilidade,perfil_usuario,rentabilidade_usuario,benchmark_ibov,taxa_operacao,recomendacao_ia,status_operacao,observacao
INV-00782,2025-09-28,PETR4,energia,91.14,369784,10.74,14.69,4.27,3.15,moderado,-10.99,1.07,4.57,comprar,cancelado,
INV-00783,2025-06-15,MGLU3,industria,115.76,76654,22.09,14.42,3.73,1.44,conservador,24.88,5.69,1.02,compra,pendente,
INV-00784,2025-03-26,ITUB4,banco,"22,38",357080,25.74,12.0,3.1,1.37,agressivo,19.19,-1.53,1.68,compra,executado,
INV-00785,2025-03-20,VALE3,mineracao,43.13,128833,12.45,9.04,9.09,3.7,agressivo,-7.63,5.52,3.56,compra,executado,
INV-00786,2025-03-20,ABEV3,varejo,30.6,199834,32.83,9.46,7.13,4.59,conservador,-19.38,6.06,1.47,vend,pendente,
INV-00787,2025-02-17,VALE3,banco,177.65,317563,5.72,10.07,2.47,2.7,agressivo,19.79,10.48,4.39,manter,procesado,
INV-00788,data_invalida,PETR4,mineracao,157.06,492655,20.32,15.24,6.67,2.81,moderado,0.61,-8.18,2.86,compra,cancelado,
INV-00789,2025-08-15,WEGE3,industria,97.63,83533,30.36,28.65,5.37,3.35,conservador,19.04,-6.92,0.8,manter,executado,
INV-00790,2025-09-09,ABEV3,industria,111.45,236356,5.68,28.82,9.78,3.04,moderado,15.1,-2.72,0.44,manter,procesado,
INV-00791,08-18-2025,PETR4,energia,87.38,37448,39.31,8.24,6.84,4.15,moderado,-8.7,14.77,3.31,manter,pendente,
INV-00792,2025-03-07,ITUB4,industria,104.32,317885,37.1,25.77,5.44,2.97,conservador,2.11,4.78,2.33,manter,procesado,
INV-00793,2025-07-15,ITUB4,varejo,"79,79",336401,20.46,19.8,7.68,3.66,conservador,-19.4,10.18,3.05,compra,cancelado,
INV-00794,2025-10-01,WEGE3,banco,8.75,183121,17.86,11.02,1.27,0.76,moderado,8.35,-8.99,2.55,vend,pendente,
INV-00795,2025-01-16,PETR4,industria,18.56,254148,11.06,24.87,5.08,3.45,moderado,5.84,1.25,3.46,comprar,pendente,
INV-00796,2025-08-06,ABEV3,energia,196.01,149805,30.64,19.4,9.45,3.03,conservador,11.0,13.71,3.39,comprar,cancelado,
INV-00797,2025-06-03,VALE3,varejo,83.85,388368,37.53,24.91,8.63,0.76,conservador,-17.41,-8.63,3.5,vend,cancelado,
INV-00798,data_invalida,PETR4,mineracao,83.84,187395,24.62,23.27,4.57,3.61,moderado,12.95,12.77,2.71,comprar,cancelado,
INV-00799,2025-09-04,ABEV3,banco,72.84,377958,13.62,29.93,3.1,0.54,agressivo,20.92,2.18,3.28,manter,executado,
INV-00800,2025-08-27,BBDC4,industria,"90,68",256571,22.58,12.92,8.21,2.29,moderado,-3.86,1.81,1.48,venda,executado,
INV-00801,2025-03-27,ITUB4,varejo,39.79,313694,22.31,21.96,5.46,2.72,conservador,-18.87,14.44,4.39,comprar,pendente,
INV-00802,2025-04-23,MGLU3,mineracao,"199,43",67164,32.38,7.15,7.6,2.79,moderado,9.38,-8.27,0.6,vend,executado,
INV-00803,10-25-2025,MGLU3,industria,42.6,214161,19.67,10.49,5.67,3.1,moderado,-3.39,2.86,1.16,vend,procesado,
INV-00804,2025-02-12,VALE3,energia,30.88,365698,32.63,13.01,8.39,3.84,conservador,23.37,0.62,2.4,compra,executado,
INV-00805,2025-10-01,BBDC4,varejo,86.89,473846,16.02,12.55,3.98,3.72,conservador,-1.12,13.17,2.22,manter,cancelado,
INV-00806,2025-01-10,PETR4,energia,190.31,253907,16.1,29.46,5.06,4.18,conservador,-1.95,-3.05,3.8,vend,procesado,
INV-00807,2025-06-28,WEGE3,varejo,15.37,19173,38.62,24.93,2.89,2.99,moderado,9.32,7.94,2.69,vend,pendente,
INV-00808,2025-06-23,PETR4,industria,102.69,352316,19.62,28.35,4.63,1.2,conservador,-2.78,-4.68,1.65,venda,procesado,
INV-00809,2025-01-26,WEGE3,mineracao,5.29,453257,18.07,20.6,4.08,3.75,agressivo,8.66,-5.71,2.98,compra,executado,
INV-00810,2025-09-05,ABEV3,varejo,"157,03",461406,16.53,28.82,5.97,3.91,conservador,-15.45,1.91,2.97,comprar,procesado,
INV-00811,2025-03-08,PETR4,mineracao,"184,33",182318,38.06,24.69,3.77,0.52,moderado,9.78,1.17,0.81,comprar,cancelado,
INV-00812,2025-04-24,VALE3,varejo,197.36,165382,6.07,21.08,9.45,2.06,conservador,-13.43,2.59,2.67,venda,executado,
INV-00813,2025-09-09,MGLU3,energia,146.14,361809,14.4,25.03,5.37,4.91,moderado,23.19,13.04,0.95,vend,pendente,
INV-00814,2025-05-23,PETR4,banco,"157,52",110951,29.14,26.51,4.43,1.17,conservador,-5.63,-2.15,3.4,manter,executado,
INV-00815,2025-06-17,ABEV3,energia,187.83,460913,32.52,10.17,0.09,2.65,moderado,6.38,-4.54,0.54,venda,executado,
INV-00816,data_invalida,BBDC4,banco,72.04,115287,11.52,15.35,2.03,1.4,moderado,-3.17,-8.19,4.41,comprar,procesado,
INV-00817,2025-08-04,BBDC4,mineracao,171.2,451793,21.74,8.07,9.19,1.37,conservador,-12.37,8.56,3.61,venda,pendente,
INV-00818,2025-01-22,WEGE3,banco,15.59,48285,27.38,22.8,7.93,2.26,conservador,-0.18,-2.56,4.61,compra,procesado,
INV-00819,2025-04-15,MGLU3,varejo,124.41,211014,23.14,9.01,1.18,2.1,agressivo,24.07,6.77,2.4,compra,cancelado,
INV-00820,2025-06-25,BBDC4,energia,100.87,275115,11.99,21.97,8.52,3.36,conservador,-19.07,10.24,2.04,manter,cancelado,
INV-00821,2025-06-27,WEGE3,banco,"112,54",259052,30.75,6.6,2.73,2.6,moderado,21.63,2.93,4.5,comprar,procesado,
INV-00822,2025-05-14,ITUB4,varejo,81.96,346091,24.94,6.22,4.12,3.78,moderado,-8.34,14.49,0.25,comprar,executado,
INV-00823,2025-09-09,VALE3,energia,69.6,56430,28.93,7.95,5.55,4.55,agressivo,-18.0,9.18,1.34,comprar,executado,
INV-00824,2025-02-28,VALE3,varejo,82.41,360491,30.66,22.26,8.49,1.31,conservador,-11.93,-7.02,0.17,compra,pendente,
INV-00825,2025-04-18,WEGE3,energia,72.53,382756,35.15,12.99,2.76,0.9,agressivo,-19.82,-6.5,1.74,compra,procesado,
INV-00826,2025-07-20,ITUB4,varejo,"176,94",28380,12.8,21.09,4.01,3.78,conservador,-0.58,8.32,1.34,compra,procesado,
INV-00827,2025-08-11,ABEV3,varejo,15.33,476479,23.35,15.42,5.93,4.83,moderado,-16.8,-3.46,2.65,manter,pendente,
INV-00828,2025-10-18,BBDC4,banco,"125,55",470964,29.89,5.71,1.35,3.59,agressivo,-8.48,7.48,0.07,venda,procesado,
INV-00829,10/08/2025,PETR4,industria,119.47,427459,38.72,27.26,0.39,2.54,conservador,-4.12,7.47,0.12,compra,executado,
INV-00830,2025-09-13,BBDC4,industria,65.23,5185,23.05,11.45,0.25,4.46,conservador,-6.57,12.88,4.81,vend,pendente,
INV-00831,05-12-2025,BBDC4,mineracao,74.39,175281,11.87,21.73,1.77,4.03,moderado,0.56,0.04,0.19,vend,cancelado,
INV-00832,2025-09-16,ABEV3,energia,30.65,460607,9.56,15.41,4.9,0.95,agressivo,-1.84,-4.88,1.15,venda,cancelado,
INV-00833,2025-03-21,BBDC4,varejo,"87,61",294942,25.48,23.71,5.18,3.94,moderado,-16.55,14.62,0.01,compra,cancelado,
INV-00834,2025-08-13,MGLU3,varejo,"113,11",355087,33.97,11.36,3.56,3.23,moderado,21.66,5.8,1.96,compra,executado,
INV-00835,2025-05-24,ITUB4,industria,"29,27",43968,22.87,19.82,5.73,3.07,moderado,6.22,-1.16,1.82,manter,procesado,
INV-00836,21/04/2025,MGLU3,industria,85.95,475988,15.7,11.44,4.23,3.08,moderado,24.55,2.92,3.02,venda,cancelado,
INV-00837,2025-04-18,PETR4,energia,"104,93",294567,30.11,24.25,3.59,3.67,conservador,4.18,12.11,4.81,vend,pendente,
INV-00838,2025-04-18,BBDC4,mineracao,31.5,463270,23.95,22.04,9.5,0.97,conservador,2.97,8.65,2.2,comprar,procesado,
INV-00839,14/04/2025,WEGE3,banco,27.75,390800,29.84,29.29,1.25,4.76,conservador,-1.01,5.94,4.34,manter,pendente,
INV-00840,2025-07-16,PETR4,mineracao,"85,78",82499,39.2,9.53,0.14,1.44,conservador,18.69,12.02,2.92,manter,executado,
INV-00841,2025-03-03,VALE3,mineracao,133.56,345195,39.67,27.26,4.45,2.28,moderado,20.33,-5.43,3.21,vend,pendente,
INV-00842,2025-01-13,MGLU3,varejo,159.0,320874,8.98,10.46,3.55,4.51,moderado,3.02,1.22,0.03,comprar,procesado,
INV-00843,2025-10-27,PETR4,energia,"53,02",225172,35.81,9.75,6.16,2.36,moderado,-19.18,-3.02,2.67,vend,executado,
INV-00844,21/03/2025,PETR4,mineracao,71.62,42136,19.48,6.24,1.98,4.46,conservador,-0.22,13.39,2.37,compra,pendente,
INV-00845,2025-02-21,ITUB4,varejo,103.15,223312,27.3,14.18,2.18,1.98,conservador,16.8,0.43,1.31,vend,pendente,
INV-00846,2025-06-06,ABEV3,energia,129.43,153319,35.69,17.77,2.58,3.84,conservador,16.13,-8.36,0.7,vend,pendente,
INV-00847,2025-09-08,BBDC4,banco,58.97,414940,9.24,7.78,7.16,3.02,moderado,19.57,-9.25,3.88,manter,executado,
INV-00848,2025-01-25,ITUB4,banco,108.44,84426,37.62,19.08,7.39,4.74,agressivo,21.01,10.11,2.01,comprar,executado,
INV-00849,2025-05-13,BBDC4,varejo,36.57,235287,25.21,24.13,3.92,2.95,conservador,1.97,-1.96,4.58,manter,procesado,
INV-00850,2025-06-12,BBDC4,industria,137.05,18173,18.47,14.31,7.47,4.48,conservador,-3.83,-1.19,2.49,compra,pendente,
INV-00851,2025-06-24,BBDC4,banco,"36,81",138373,12.7,11.03,9.94,3.35,conservador,-15.56,-8.27,1.45,venda,pendente,
INV-00852,2025-09-25,BBDC4,varejo,131.97,329911,36.23,20.82,0.51,2.97,conservador,-4.38,10.69,3.1,compra,executado,
INV-00853,2025-02-09,ITUB4,mineracao,"40,78",201798,13.08,21.9,6.78,1.75,agressivo,19.45,-7.75,0.34,compra,executado,
INV-00854,04/10/2025,VALE3,varejo,192.2,471844,9.08,14.05,2.87,0.93,agressivo,1.03,3.03,3.41,vend,cancelado,
INV-00855,2025-09-28,WEGE3,banco,153.31,364628,35.2,13.58,6.5,4.36,conservador,-4.83,-7.04,1.43,venda,procesado,
INV-00856,2025-06-02,PETR4,energia,192.06,332480,39.79,28.61,2.35,0.84,conservador,-7.91,3.72,4.65,manter,procesado,
INV-00857,2025-08-07,PETR4,energia,78.73,96625,18.06,28.35,8.63,4.0,conservador,9.99,13.06,3.67,vend,executado,
INV-00858,2025-06-21,BBDC4,mineracao,131.84,109418,6.0,15.19,9.35,2.4,conservador,-17.24,8.31,1.84,venda,pendente,
INV-00859,2025-08-28,VALE3,varejo,58.42,232416,35.35,24.96,9.04,2.84,conservador,1.84,-7.57,4.61,compra,executado,
INV-00860,17/10/2025,VALE3,mineracao,123.35,47769,30.37,16.23,8.06,0.54,moderado,-1.32,12.05,2.26,vend,executado,
INV-00861,2025-08-18,ITUB4,mineracao,76.18,403519,28.24,8.73,2.45,4.17,moderado,3.17,2.3,0.19,comprar,pendente,
INV-00862,2025-06-06,BBDC4,varejo,125.1,230757,31.01,8.36,2.18,3.68,moderado,15.63,13.07,1.32,comprar,cancelado,
INV-00863,27/05/2025,VALE3,varejo,45.99,78799,5.41,25.74,0.66,2.35,moderado,-3.53,9.47,4.67,comprar,cancelado,
INV-00864,2025-09-06,PETR4,banco,37.39,209022,32.18,11.77,9.68,2.72,moderado,14.29,-0.6,2.04,venda,pendente,
INV-00865,2025-05-19,ABEV3,energia,29.08,187334,8.1,19.48,5.18,4.95,agressivo,-0.74,4.39,0.61,comprar,pendente,
INV-00866,2025-06-28,WEGE3,varejo,104.74,81562,24.08,22.68,3.14,1.89,moderado,-16.37,-1.48,0.46,vend,executado,
INV-00867,data_invalida,ITUB4,mineracao,130.43,62221,26.01,13.24,3.26,1.8,conservador,13.98,10.44,4.38,vend,executado,
INV-00868,2025-06-12,ITUB4,industria,173.26,361236,32.49,9.08,4.86,1.5,moderado,-19.28,-8.74,0.58,vend,executado,
INV-00869,2025-07-07,PETR4,industria,107.31,48570,38.6,5.12,8.5,1.56,conservador,17.43,-7.44,3.18,venda,executado,
INV-00870,2025-04-10,BBDC4,varejo,112.92,29441,26.72,15.29,6.01,1.44,moderado,-2.73,-6.09,1.87,comprar,procesado,
INV-00871,2025-06-18,ITUB4,varejo,91.08,419535,16.61,28.55,0.24,2.09,conservador,-6.88,-3.52,4.17,manter,executado,
INV-00872,2025-05-22,VALE3,industria,"148,19",337054,32.66,6.49,5.6,4.55,conservador,-0.22,0.3,2.2,manter,pendente,
INV-00873,2025-01-25,WEGE3,industria,134.55,413667,16.85,23.39,5.91,1.42,conservador,13.6,6.48,4.8,manter,pendente,
INV-00874,2025-03-18,BBDC4,energia,"46,55",126339,21.73,15.53,0.21,3.56,conservador,18.46,-1.88,1.35,compra,pendente,
INV-00875,2025-04-16,PETR4,mineracao,48.45,222655,20.98,18.17,5.16,1.08,moderado,-0.85,-3.02,0.28,vend,pendente,
INV-00876,03/02/2025,WEGE3,energia,"130,1",135213,5.48,6.54,1.51,2.77,conservador,-7.51,-7.1,1.02,venda,executado,
INV-00877,data_invalida,ABEV3,energia,148.08,280926,15.04,17.13,0.02,2.25,moderado,-17.32,8.02,3.49,vend,cancelado,
INV-00878,2025-02-08,BBDC4,banco,"159,99",488482,21.62,21.41,3.06,2.32,moderado,19.84,7.34,4.82,compra,procesado,
INV-00879,2025-03-29,MGLU3,energia,150.03,353825,37.21,26.15,5.44,4.1,conservador,18.05,6.58,3.2,comprar,procesado,
INV-00880,2025-08-20,PETR4,energia,35.77,303331,18.74,7.6,9.47,4.02,moderado,0.12,9.37,1.38,manter,cancelado,
INV-00881,2025-03-26,BBDC4,varejo,"42,33",276021,25.59,24.91,0.09,0.78,agressivo,-4.61,12.33,3.32,compra,pendente,
INV-00882,2025-06-08,VALE3,mineracao,137.95,150413,26.26,10.8,6.48,1.73,moderado,-16.79,9.17,0.24,comprar,pendente,
INV-00883,2025-04-16,MGLU3,industria,104.52,47918,39.39,10.4,8.52,4.61,moderado,11.61,9.55,1.42,vend,cancelado,
INV-00884,2025-07-01,ITUB4,varejo,194.4,51790,19.95,18.09,3.14,1.75,agressivo,5.05,-3.4,1.51,compra,cancelado,
INV-00885,11/09/2025,VALE3,banco,97.34,491786,22.64,8.9,0.29,4.72,moderado,22.32,6.96,0.87,vend,executado,
INV-00886,2025-05-26,WEGE3,varejo,"155,13",378903,18.53,29.44,9.61,3.7,conservador,-14.84,0.25,3.88,vend,cancelado,
INV-00887,05-28-2025,MGLU3,varejo,111.65,91970,30.82,17.8,6.01,1.77,conservador,-8.1,13.42,2.3,vend,cancelado,
INV-00888,02/03/2025,ABEV3,varejo,93.84,170850,14.57,8.91,9.59,1.94,conservador,3.89,-6.39,2.56,compra,pendente,
INV-00889,2025-05-20,ITUB4,banco,35.73,273719,13.61,29.09,8.5,0.56,agressivo,23.62,12.69,4.81,vend,executado,
INV-00890,2025-02-02,MGLU3,varejo,130.43,167439,21.62,22.48,0.7,4.54,conservador,0.23,-9.38,2.42,compra,procesado,
INV-00891,2025-04-07,VALE3,mineracao,"63,51",29006,6.81,9.62,7.02,4.77,moderado,14.82,-2.33,0.22,manter,procesado,
INV-00892,2025-03-09,MGLU3,varejo,167.3,335416,39.31,19.52,5.43,4.96,conservador,-15.41,14.56,4.44,manter,pendente,
INV-00893,2025-10-13,ABEV3,banco,194.88,332761,14.77,9.6,3.84,4.58,conservador,13.09,6.14,4.43,manter,cancelado,
INV-00894,2025-02-05,ABEV3,mineracao,56.57,368994,5.43,25.76,6.23,3.89,agressivo,13.69,-1.24,4.92,vend,procesado,
INV-00895,2025-01-24,PETR4,varejo,121.03,211440,27.87,14.31,5.5,3.2,conservador,5.61,-6.37,2.75,venda,executado,
INV-00896,data_invalida,ABEV3,energia,43.33,236145,29.3,19.69,7.91,4.83,conservador,24.13,-5.57,3.57,comprar,pendente,
INV-00897,2025-06-06,ITUB4,banco,120.36,471466,17.39,5.86,6.91,4.7,moderado,13.13,4.69,2.29,compra,procesado,
INV-00898,2025-07-05,MGLU3,industria,191.18,179067,7.48,16.46,2.98,4.16,moderado,17.54,6.07,2.35,comprar,executado,
INV-00899,08-15-2025,WEGE3,mineracao,"124,08",481353,18.94,10.76,9.49,1.62,conservador,0.43,14.99,2.62,comprar,executado,
INV-00900,2025-06-01,WEGE3,industria,114.04,28314,22.14,15.18,1.26,2.08,agressivo,15.1,-7.02,3.12,manter,pendente,
INV-00901,2025-10-08,BBDC4,banco,24.61,347133,39.58,11.31,1.09,0.68,agressivo,-2.07,11.6,2.06,manter,executado,
INV-00902,2025-05-11,PETR4,energia,155.44,418478,23.58,18.39,8.06,1.81,conservador,5.52,8.52,2.12,vend,procesado,
INV-00903,2025-06-11,ABEV3,industria,5.13,467052,23.74,9.05,6.44,4.75,moderado,-2.27,-7.47,3.75,venda,cancelado,
INV-00904,2025-09-01,ITUB4,banco,"131,92",446397,39.67,26.04,3.68,3.33,conservador,-4.45,8.01,0.07,comprar,pendente,
INV-00905,23/06/2025,ABEV3,energia,156.69,39262,8.96,14.76,8.82,2.31,conservador,-14.81,11.99,4.5,manter,executado,
INV-00906,2025-08-18,WEGE3,mineracao,63.56,467241,8.88,16.71,2.94,0.87,agressivo,-10.58,4.17,2.01,venda,cancelado,
INV-00907,2025-02-19,PETR4,industria,31.92,43777,25.35,12.05,4.32,2.73,conservador,22.01,11.33,2.17,venda,pendente,
INV-00908,2025-07-22,ABEV3,industria,97.2,261626,32.28,29.39,0.22,3.3,conservador,-11.77,7.11,0.18,compra,executado,
INV-00909,15/03/2025,MGLU3,banco,24.7,305970,23.58,15.06,2.89,4.69,conservador,22.52,10.93,4.38,venda,executado,
INV-00910,2025-05-09,ABEV3,varejo,"180,16",119405,9.6,14.09,1.65,4.11,conservador,-13.19,14.03,3.84,compra,executado,
INV-00911,2025-03-14,ITUB4,industria,"35,79",74068,5.43,21.51,2.24,3.72,moderado,-6.99,11.61,1.54,comprar,executado,
INV-00912,2025-02-24,WEGE3,banco,155.21,328704,24.59,23.81,3.85,2.86,conservador,9.15,-5.24,3.02,compra,cancelado,
INV-00913,data_invalida,VALE3,banco,123.58,358597,13.68,10.13,7.44,1.66,moderado,-6.33,1.36,3.34,manter,cancelado,
INV-00914,2025-08-07,PETR4,industria,36.96,220137,19.86,25.12,4.69,2.17,conservador,-5.53,-4.77,3.96,compra,executado,
INV-00915,2025-06-16,ITUB4,industria,24.28,335946,18.66,14.54,2.7,4.09,conservador,11.95,-4.97,0.2,compra,cancelado,
INV-00916,2025-10-04,VALE3,industria,75.82,145460,7.56,17.79,5.46,4.98,agressivo,11.3,-5.79,2.7,vend,cancelado,
INV-00917,data_invalida,MGLU3,varejo,"55,54",314899,9.06,24.93,4.25,0.71,moderado,24.56,5.28,3.2,vend,pendente,
INV-00918,28/07/2025,MGLU3,industria,86.09,395269,21.2,10.99,8.64,3.94,conservador,-0.64,-6.58,0.03,comprar,procesado,
INV-00919,2025-08-31,PETR4,varejo,181.7,339070,32.49,8.89,3.96,1.1,conservador,0.15,-0.4,0.35,comprar,cancelado,
INV-00920,2025-05-14,VALE3,mineracao,46.03,145659,32.02,18.4,4.55,0.7,agressivo,14.32,-2.84,4.74,comprar,procesado,
INV-00921,2025-08-30,MGLU3,banco,134.91,311305,19.45,22.16,9.29,0.94,agressivo,13.62,11.81,3.45,vend,executado,
INV-00922,2025-08-09,BBDC4,mineracao,61.51,87770,29.32,8.42,4.77,4.61,conservador,-0.24,1.39,4.49,vend,cancelado,
INV-00923,01-05-2025,BBDC4,mineracao,132.4,361606,13.17,28.18,5.2,1.55,conservador,-1.6,13.35,3.97,comprar,executado,
INV-00924,2025-10-12,PETR4,mineracao,189.33,22320,5.04,11.87,1.39,4.01,agressivo,8.67,-8.95,2.06,venda,procesado,
INV-00925,2025-07-08,MGLU3,mineracao,160.86,261355,21.71,13.7,0.4,4.13,moderado,6.57,7.21,4.64,compra,executado,
INV-00926,05-02-2025,ITUB4,banco,"80,32",303014,34.8,7.39,1.85,2.74,moderado,-1.7,-5.74,1.3,compra,pendente,
INV-00927,2025-04-07,ABEV3,varejo,165.95,191061,30.72,9.2,2.3,0.62,conservador,-7.21,-4.35,2.12,venda,pendente,
INV-00928,2025-01-02,PETR4,varejo,"161,2",214483,16.97,22.56,1.99,4.29,conservador,12.42,4.29,4.27,venda,procesado,
INV-00929,2025-09-25,MGLU3,mineracao,141.01,495399,21.71,29.34,3.75,4.24,agressivo,-12.67,-7.86,1.07,venda,procesado,
INV-00930,2025-05-19,ABEV3,mineracao,41.97,254512,17.92,14.04,6.93,0.76,agressivo,12.97,-3.88,3.33,compra,pendente,
INV-00931,27/04/2025,BBDC4,banco,47.2,139437,35.92,16.35,7.87,1.19,conservador,-18.48,7.51,4.04,compra,cancelado,
INV-00932,2025-06-05,BBDC4,industria,16.21,49823,23.85,11.54,2.41,3.7,agressivo,-18.04,7.6,4.31,compra,executado,
INV-00933,2025-01-26,ITUB4,banco,"164,99",392518,24.17,12.77,1.88,1.48,conservador,-8.45,14.28,1.25,venda,cancelado,
INV-00934,2025-07-15,ITUB4,varejo,127.93,119774,35.19,23.24,8.62,4.85,moderado,5.48,-8.06,2.56,venda,procesado,
INV-00935,04-28-2025,ITUB4,industria,164.04,62180,14.97,14.84,5.92,2.62,conservador,0.03,-4.81,1.81,venda,pendente,
INV-00936,2025-03-28,WEGE3,banco,41.33,310924,24.35,6.02,6.97,1.16,agressivo,-2.46,4.62,4.69,venda,pendente,
INV-00937,03-31-2025,VALE3,energia,170.07,484316,27.41,10.77,8.47,0.71,conservador,2.85,-7.58,0.9,vend,pendente,
INV-00938,2025-03-07,PETR4,industria,22.76,49201,9.22,7.03,9.43,4.29,conservador,0.65,-7.32,3.51,compra,pendente,
INV-00939,2025-04-01,BBDC4,mineracao,"93,92",403978,24.66,28.17,4.91,3.93,moderado,22.93,-4.3,0.48,vend,executado,
INV-00940,2025-04-22,WEGE3,energia,"101,55",464000,32.2,22.36,9.88,0.73,conservador,13.88,3.19,4.91,venda,executado,
INV-00941,2025-05-17,BBDC4,banco,179.95,389989,28.1,15.33,3.14,3.07,moderado,24.64,-5.8,4.75,manter,pendente,
INV-00942,2025-04-22,MGLU3,industria,175.43,136652,39.48,5.59,2.79,4.09,moderado,-11.57,0.01,2.15,manter,cancelado,
INV-00943,data_invalida,ABEV3,energia,130.29,467842,7.14,13.87,3.97,1.67,moderado,-5.85,1.91,4.28,manter,cancelado,
INV-00944,2025-10-06,ITUB4,industria,187.06,435289,12.91,19.5,9.54,4.83,conservador,-18.15,3.36,4.01,venda,procesado,
INV-00945,2025-03-05,WEGE3,mineracao,"112,79",91119,10.28,10.83,5.63,2.95,conservador,20.26,3.03,2.04,venda,cancelado,
INV-00946,2025-05-18,VALE3,varejo,56.83,112276,8.36,8.99,6.83,4.08,moderado,17.36,-1.38,2.1,manter,cancelado,
INV-00947,03-21-2025,ABEV3,energia,84.56,440608,28.41,26.03,9.95,1.45,moderado,-7.6,9.42,3.16,vend,cancelado,
INV-00948,2025-06-05,BBDC4,energia,131.09,446348,32.26,16.83,1.52,2.33,conservador,-3.02,-7.84,3.32,manter,executado,
INV-00949,2025-04-17,VALE3,banco,159.27,426568,29.93,12.16,3.23,1.5,conservador,-17.78,-3.98,1.22,comprar,executado,
INV-00950,2025-01-14,PETR4,mineracao,149.11,406239,19.62,8.14,1.56,4.6,moderado,7.82,-8.9,0.76,vend,executado,
INV-00951,2025-01-03,PETR4,energia,"106,56",65228,36.6,19.35,8.93,3.07,moderado,18.6,-3.69,4.49,comprar,executado,
INV-00952,2025-03-04,MGLU3,varejo,169.45,379481,34.95,8.68,5.78,1.07,moderado,0.52,7.31,4.31,vend,procesado,
INV-00953,2025-07-08,VALE3,industria,41.25,42739,16.36,17.86,3.7,4.82,conservador,-5.19,5.41,4.74,manter,pendente,
INV-00954,2025-05-01,VALE3,banco,"43,09",444594,11.99,10.02,1.31,2.52,conservador,-6.4,4.44,4.5,vend,procesado,
INV-00955,2025-09-13,BBDC4,banco,"193,13",377201,27.93,25.84,3.49,3.08,agressivo,6.44,13.4,3.68,vend,cancelado,
INV-00956,05/08/2025,VALE3,varejo,"137,88",148280,19.83,6.16,2.59,3.39,moderado,-16.49,10.36,1.79,vend,executado,
INV-00957,2025-05-19,MGLU3,energia,106.67,200455,10.02,10.67,8.76,0.95,moderado,23.73,11.75,4.81,venda,procesado,
INV-00958,2025-05-04,ITUB4,energia,47.11,176616,19.46,24.22,2.69,4.48,moderado,-11.37,14.82,2.19,compra,procesado,
INV-00959,23/05/2025,ITUB4,mineracao,"97,3",269751,25.78,10.71,1.76,4.52,agressivo,-17.5,1.83,3.98,manter,pendente,
INV-00960,2025-04-19,PETR4,mineracao,"107,02",451499,32.79,27.6,1.15,1.37,conservador,-15.42,5.77,2.36,comprar,procesado,
INV-00961,2025-02-11,PETR4,energia,12.23,426758,25.3,7.37,4.66,2.5,moderado,-3.57,4.74,2.52,compra,cancelado,
INV-00962,2025-09-07,VALE3,energia,16.96,316006,15.16,9.88,8.24,1.43,conservador,-2.71,9.7,2.64,vend,cancelado,
INV-00963,2025-04-09,BBDC4,varejo,66.94,90585,5.11,17.98,9.88,4.6,conservador,18.77,5.69,1.58,manter,procesado,
INV-00964,2025-08-28,ITUB4,industria,61.68,224515,21.75,18.99,3.92,3.36,moderado,7.02,6.8,3.78,vend,pendente,
INV-00965,2025-07-24,ITUB4,mineracao,157.56,88155,23.72,19.8,4.64,3.96,moderado,-15.92,2.79,1.36,venda,cancelado,
INV-00966,2025-01-27,BBDC4,energia,162.74,132570,16.1,16.26,6.08,0.51,conservador,-1.24,-4.34,3.96,vend,executado,
INV-00967,12/04/2025,BBDC4,industria,130.55,381935,6.16,22.45,5.26,3.51,conservador,6.86,-8.77,0.83,compra,cancelado,
INV-00968,2025-01-17,PETR4,mineracao,27.44,393985,35.16,24.41,3.87,2.35,conservador,-10.45,-1.16,2.61,comprar,cancelado,
INV-00969,2025-01-17,PETR4,banco,27.81,133907,30.22,15.0,1.72,2.14,conservador,5.45,-1.31,0.33,venda,procesado,
INV-00970,2025-05-20,ABEV3,industria,"142,25",182725,37.92,23.84,3.01,1.34,conservador,-0.16,2.44,2.57,manter,cancelado,
INV-00971,09-02-2025,WEGE3,mineracao,174.86,122535,36.13,13.4,6.93,2.5,conservador,-7.35,-0.22,0.13,venda,procesado,
INV-00972,2025-05-10,MGLU3,banco,90.5,58477,17.96,7.29,5.7,3.1,moderado,8.88,-5.96,1.62,manter,pendente,
INV-00973,2025-08-25,PETR4,industria,136.97,75785,5.69,6.71,3.8,3.86,moderado,3.12,-3.33,0.16,comprar,cancelado,
INV-00974,02/08/2025,BBDC4,industria,180.72,349232,20.99,9.92,5.64,3.45,conservador,19.53,-1.61,3.07,manter,cancelado,
INV-00975,2025-04-25,ITUB4,banco,20.6,446646,32.63,20.14,2.42,3.85,conservador,-13.25,-6.07,2.79,vend,executado,
INV-00976,2025-08-07,PETR4,energia,104.75,403915,21.0,12.52,0.8,2.46,moderado,12.77,3.47,3.45,comprar,executado,
INV-00977,05-03-2025,WEGE3,energia,183.6,203306,27.18,8.73,1.88,2.94,moderado,-14.86,-9.78,0.15,compra,pendente,
