registro_id,data_ocorrencia,cidade,uf,bairro,latitude,longitude,canal_registro,tipo_ocorrencia,tempo_espera_min,tempo_preenchimento_bo_min,atendentes_disponiveis,turno,status_inquerito,tempo_resolucao_dias,bo_online_iniciado,bo_online_concluido,abandono_formulario,avaliacao_atendimento,chamados_190,bo_registrados,prioridade_triagem,status_registro,observacao
DD-00621,2025-01-28,Salvador,ba,Universitario,"-12,901813",-38.48563,app,furto,5,34,4,madrugada,em_andamento,22,sim,sim,nao,3.92,16,8,baixa,validado,
DD-00622,data_invalida,Belo Horizonte,MG,Jardim America,-19.899153,-43.890804,presencial,furto,14,29,3,noite,em_andamento,30,nao,nao,nao,3.84,51,23,baixa,,
DD-00623,17/09/2025,Salvador,BA,Industrial,-12.960994,-38.577344,presencial,perda_documento,94,20,1,tarde,arquivado,0,sim,sim,nao,4.94,19,11,urgente,validado,
DD-00624,25/04/2025,Uberlândia,MG,Industrial,"-18,908795",-48.214009,presencial,fraude_online,38,35,6,tarde,,98,nao,nao,nao,2.94,0,0,baixa,pendente,
DD-00625,2025-04-29,uberlândia,MG,Jardim America,-18.895038,-48.22319,presencial,fraude_online,39,2,6,tarde,concluido,74,sim,nao,sim,3.83,36,26,baixa,cancelado,
DD-00626,04-02-2025,Uberaba,MG,Jardim America,-19.823443,-47.920366,presencial,roubo_celular,6,34,5,manha,arquivado,85,nao,nao,nao,1.91,0,0,baixa,validado,
DD-00627,07/02/2025,São Paulo,SP,Jardim America,-23.620196,-46.651098,presencial,perda_documento,0,7,1,noite,arquivado,100,nao,nao,nao,0,29,11,baixa,pendente,
DD-00628,2025-01-03,Uberaba,MG,Morumbi,-19.738836,-48.012713,presencial,furto,8,21,1,manha,procesado,63,sim,sim,nao,2.53,32,13,baixa,pendente,
DD-00629,05-11-2025,Goiânia,GO,Morumbi,-16.688527,"-49,231618",presencial,perda_doc,60,14,4,madrugada,concluido,88,sim,sim,nao,3.28,0,0,baixa,pendente,
DD-00630,data_invalida,Salvador,BA,Industrial,-13.00315,-38.501064,presencial,ameaca,74,29,2,manha,aberto,61,sim,sim,nao,5,24,8,baixa,procesado,
DD-00631,data_invalida,Campinas,SP,Industrial,-22.865479,-47.061297,presencial,fraude_online,,18,1,manha,aberto,5,sim,sim,nao,4.1,40,23,baixa,cancelado,
DD-00632,2025-10-25,Curitiba,PR,Industrial,-25.375449,-49.291947,site,roubo_celular,0,25,3,manha,concluido,69,sim,nao,sim,2.74,43,20,baixa,validado,
DD-00633,2025-03-21,Curitiba,PR,Jardim America,-25.445738,-49.280895,site,fraude_online,12,6,3,manha,em_andamento,27,nao,nao,nao,5,16,12,alta,,
DD-00634,2025-08-13,São Paulo,SP,Boa Vista,-23.615043,-46.697728,site,perda_documento,12,3,6,tarde,arquivado,0,nao,nao,nao,5,14,9,media,validado,
DD-00635,2025-02-05,Curitiba,pr,Planalto,-25.451825,"-49,321108",app,furto,0,34,6,noite,,103,sim,sim,nao,"3,4",4,1,baixa,procesado,
DD-00636,2025-05-19,Curitiba,PR,Morumbi,-25.372117,"-49,320519",site,perda_documento,28,24,5,noite,procesado,90,nao,nao,nao,4.64,33,18,media,validado,
DD-00637,2025-02-09,Campinas,SP,Planalto,-22.956865,-47.066698,totem,fraude_online,84,27,2,manha,,2,sim,sim,nao,4.78,10,7,baixa,validado,
DD-00638,data_invalida,Salvador,ba,Universitario,-13.006112,-38.456376,site,furto,20,43,5,madrugada,procesado,11,sim,sim,nao,2.0,39,14,media,procesado,
DD-00639,2025-04-19,Campinas,SP,Boa Vista,-22.842321,-47.117028,presencial,perda_documento,71,11,8,manha,concluido,26,sim,sim,nao,"3,53",37,15,alta,pendente,
DD-00640,25/05/2025,Campinas,SP,Centro,-22.864003,"-47,010846",presencial,furto,113,29,5,manha,,74,nao,nao,nao,"3,27",39,21,baixa,cancelado,
DD-00641,data_invalida,Curitiba,PR,Boa Vista,-25.355532,-49.233552,presencial,perda_documento,0,24,4,tarde,procesado,53,sim,sim,nao,3.29,42,22,media,procesado,
DD-00642,2025-05-12,Uberaba,MG,Universitario,-19.713958,-47.868554,presencial,fraude on-line,62,34,2,manha,arquivado,1,sim,sim,nao,2.61,23,8,baixa,cancelado,
DD-00643,07/07/2025,Salvador,BA,Morumbi,-13.049321,-38.555507,presencial,fraude_online,29,6,4,manha,aberto,11,sim,sim,nao,3.79,27,20,alta,cancelado,
DD-00644,2025-10-07,São Paulo,SP,Santa Maria,-23.5604,"-46,62094",app,furto,3,28,6,tarde,arquivado,0,sim,sim,nao,2.63,54,39,media,procesado,
DD-00645,data_invalida,São Paulo,SP,Boa Vista,-23.502602,-46.642453,presencial,outros,66,21,4,noite,aberto,124,nao,nao,nao,3.42,44,24,media,,
DD-00646,06-27-2025,Uberaba,MG,Jardim America,-19.758884,-47.9267,presencial,fraude_online,69,14,3,tarde,aberto,0,sim,sim,nao,3.38,24,12,alta,cancelado,
DD-00647,2025-08-30,Goiânia,GO,Santa Maria,-16.651904,-49.203953,presencial,perda_documento,54,7,4,manha,procesado,38,sim,nao,sim,3.1,40,31,media,pendente,
DD-00648,2025-08-12,Salvador,ba,Jardim America,-12.943032,-38.567226,site,roubo_celular,13,21,3,manha,,56,sim,sim,nao,3.97,20,7,media,pendente,
DD-00649,2025-08-22,Uberlândia,MG,Santa Maria,-18.93615,-48.355392,app,furto,5,11,4,noite,concluido,116,nao,nao,nao,2.69,20,13,baixa,,
DD-00650,2025-10-08,uberaba,MG,Industrial,-19.76792,-47.875131,presencial,furto,75,11,6,tarde,em_andamento,0,nao,nao,nao,2.21,29,13,baixa,procesado,
DD-00651,01-13-2025,São Paulo,SP,Centro,"-23,503371",-46.656,app,perda_documento,13,15,6,noite,arquivado,0,sim,sim,nao,1.88,10,6,baixa,procesado,
DD-00652,2025-06-06,Uberlândia,MG,Centro,-18.957073,-48.266596,presencial,fraude_online,40,22,8,tarde,,81,nao,nao,nao,"2,44",13,11,baixa,pendente,
DD-00653,06-18-2025,Goiânia,GO,Morumbi,-16.620757,-49.244489,presencial,fraude_online,47,27,4,tarde,em_andamento,42,sim,nao,sim,3.97,21,14,baixa,procesado,
DD-00654,2025-06-19,Belo Horizonte,MG,Planalto,-19.846796,-43.971912,site,roubo celular,3,16,3,noite,,52,sim,sim,nao,"4,11",48,41,media,procesado,
DD-00655,11/09/2025,Belo Horizonte,MG,Industrial,-19.965784,-43.872519,site,roubo_celular,0,10,2,manha,procesado,0,nao,nao,nao,3.44,37,17,baixa,pendente,
DD-00656,2025-05-24,Campinas,SP,Universitario,-22.89254,-47.121432,app,perda_documento,,25,3,manha,em_andamento,56,sim,sim,nao,4.06,48,42,baixa,,
DD-00657,2025-07-26,Belo Horizonte,MG,Universitario,-19.913588,-43.955627,site,perda_documento,4,21,3,manha,em_andamento,34,sim,nao,sim,4.13,44,21,baixa,procesado,
DD-00658,2025-01-14,Curitiba,PR,Jardim America,-25.490373,"-49,19338",totem,fraude_online,50,14,7,manha,aberto,94,sim,sim,nao,4.27,54,32,alta,cancelado,
DD-00659,2025-07-15,São Paulo,SP,Universitario,-23.535331,"-46,628997",presencial,furto,18,27,4,manha,procesado,11,sim,sim,nao,5,38,28,baixa,cancelado,
DD-00660,2025-06-15,Goiânia,GO,Planalto,-16.726407,-49.185068,site,fraude_online,5,39,6,noite,,48,sim,nao,sim,"4,21",21,16,alta,pendente,
DD-00661,2025-10-26,Campinas,SP,Centro,-22.873293,-47.103925,site,furto,4,33,1,tarde,procesado,31,nao,nao,nao,3.76,49,20,baixa,pendente,
DD-00662,21/08/2025,São Paulo,SP,Morumbi,-23.547786,"-46,564256",presencial,fraude_online,83,6,3,noite,em_andamento,124,sim,sim,nao,2.54,0,0,urgente,pendente,
DD-00663,data_invalida,Salvador,BA,Centro,-13.04898,-38.544018,site,fraude_online,10,17,5,madrugada,procesado,62,sim,sim,nao,3.89,6,3,alta,cancelado,
DD-00664,2025-08-09,Uberaba,MG,Morumbi,-19.790646,-47.864924,presencial,perda_documento,74,8,3,madrugada,concluido,53,nao,nao,nao,4.05,39,15,baixa,,
DD-00665,data_invalida,Campinas,SP,Santa Maria,-22.905565,-47.114725,presencial,ameaca,0,37,3,manha,concluido,6,sim,nao,sim,"3,33",40,34,baixa,validado,
DD-00666,03-03-2025,Uberlândia,MG,Jardim America,-18.975433,-48.335296,presencial,fraude_online,34,20,3,manha,em_andamento,59,nao,nao,nao,3.95,0,0,baixa,cancelado,
DD-00667,2025-06-12,Belo Horizonte,MG,Planalto,-19.854833,"-43,913047",presencial,ameaca,16,22,6,madrugada,arquivado,66,sim,sim,nao,3.27,9,3,baixa,procesado,
DD-00668,2025-07-12,São Paulo,sp,Planalto,-23.613282,"-46,578477",presencial,outros,44,41,6,manha,procesado,24,sim,sim,nao,4.7,14,10,media,cancelado,
DD-00669,2025-05-26,Curitiba,PR,Jardim America,-25.417055,-49.211743,site,furto,19,20,1,tarde,em_andamento,115,sim,sim,nao,3.93,56,43,baixa,pendente,
DD-00670,2025-10-14,Uberlândia,MG,Santa Maria,-18.877682,"-48,251012",presencial,fraude_online,121,25,4,tarde,em_andamento,7,nao,nao,nao,"1,73",45,28,urgente,procesado,
DD-00671,2025-02-20,Curitiba,PR,Jardim America,"-25,456376",-49.193386,presencial,furto,55,17,2,madrugada,procesado,25,sim,nao,sim,4.05,22,10,baixa,validado,
DD-00672,2025-06-02,Curitiba,PR,Centro,-25.398113,-49.34661,site,fraude_online,13,26,1,manha,aberto,47,sim,sim,nao,3.01,33,16,alta,cancelado,
DD-00673,2025-02-02,Curitiba,PR,Centro,-25.349373,-49.268896,presencial,furto,,19,1,manha,em_andamento,47,nao,nao,nao,"2,4",12,5,baixa,,
DD-00674,data_invalida,belo horizonte,MG,Centro,"-19,843674",-44.007179,app,ameaca,20,21,3,tarde,aberto,20,sim,nao,sim,3.74,24,20,alta,,
DD-00675,2025-06-12,Curitiba,pr,Boa Vista,-25.425708,"-49,312818",presencial,roubo celular,66,27,4,tarde,concluido,99,sim,sim,nao,4.53,28,13,baixa,pendente,
DD-00676,2025-02-07,São Paulo,SP,Centro,-23.556346,-46.646145,presencial,furto,82,2,5,manha,arquivado,63,sim,sim,nao,2.21,15,12,media,cancelado,
DD-00677,2025-09-22,Uberaba,MG,Universitario,-19.797564,-47.940323,presencial,perda_documento,29,45,2,manha,procesado,38,sim,sim,nao,5,21,11,baixa,cancelado,
DD-00678,2025-05-09,Campinas,SP,Jardim America,-22.870373,-47.06055,presencial,furto,53,31,5,manha,concluido,14,sim,nao,sim,3.99,2,1,baixa,pendente,
DD-00679,02-15-2025,Uberaba,MG,Boa Vista,-19.7122,-47.965721,app,roubo_celular,1,28,5,manha,em_andamento,57,sim,nao,sim,4.28,0,0,media,validado,
DD-00680,08/06/2025,Salvador,ba,Industrial,-12.973881,-38.45802,app,roubo_celular,33,20,1,manha,,24,nao,nao,nao,3.85,64,26,baixa,pendente,
DD-00681,2025-04-16,Belo Horizonte,MG,Boa Vista,-19.863549,"-43,874697",presencial,ameaca,23,27,4,madrugada,aberto,44,sim,sim,nao,4.32,7,2,baixa,cancelado,
DD-00682,2025-01-09,Curitiba,PR,Jardim America,-25.443455,-49.270161,presencial,furto,73,14,4,manha,procesado,10,sim,sim,nao,3.49,58,49,media,,
DD-00683,2025-07-17,são paulo,SP,Boa Vista,-23.591001,-46.556916,presencial,furto,44,35,2,tarde,,0,nao,nao,nao,4.23,24,8,baixa,validado,
DD-00684,2025-01-29,São Paulo,SP,Morumbi,-23.599798,-46.570023,presencial,furto,52,38,2,tarde,,56,sim,nao,sim,3.81,26,15,alta,cancelado,
DD-00685,2025-05-29,Salvador,BA,Boa Vista,"-13,018323",-38.565467,presencial,furto,36,48,3,tarde,concluido,0,sim,nao,sim,3.93,49,41,baixa,,
DD-00686,07-22-2025,Curitiba,PR,Planalto,-25.493664,-49.288613,presencial,furto,65,21,2,noite,aberto,33,sim,nao,sim,4.05,31,16,baixa,procesado,
DD-00687,2025-03-06,Curitiba,PR,Industrial,-25.486984,-49.295194,presencial,roubo_celular,0,18,4,tarde,aberto,72,sim,sim,nao,3.11,27,18,baixa,pendente,
DD-00688,04/10/2025,Curitiba,PR,Morumbi,-25.382619,-49.296899,presencial,furto,81,26,3,tarde,,30,sim,nao,sim,"3,24",27,18,media,cancelado,
DD-00689,2025-10-10,São Paulo,sp,Santa Maria,-23.477766,"-46,682894",site,fraude_online,2,28,3,manha,arquivado,0,sim,sim,nao,3.55,22,15,baixa,validado,
DD-00690,2025-06-16,Goiânia,GO,Industrial,-16.745397,-49.293654,presencial,fraude_online,90,17,7,madrugada,em_andamento,13,sim,sim,nao,3.4,43,23,media,procesado,
DD-00691,2025-09-06,São Paulo,SP,Universitario,-23.601287,"-46,679229",presencial,furto,37,15,7,noite,concluido,29,sim,nao,sim,3.14,52,30,baixa,validado,
DD-00692,2025-10-05,Campinas,SP,Centro,-22.885445,"-47,014737",presencial,furto,34,29,4,noite,aberto,50,sim,sim,nao,2.88,11,9,media,validado,
DD-00693,2025-02-12,Curitiba,pr,Santa Maria,-25.480287,-49.327547,site,fraude_online,17,32,5,tarde,arquivado,38,sim,sim,nao,"2,11",21,14,alta,validado,
DD-00694,22/06/2025,Belo Horizonte,MG,Centro,"-19,873952",-43.908836,presencial,ameaca,0,7,1,tarde,procesado,50,nao,nao,nao,2.58,24,11,baixa,cancelado,
DD-00695,data_invalida,Campinas,SP,Morumbi,-22.905989,-47.036129,site,fraude_online,7,23,4,tarde,arquivado,35,sim,sim,nao,3.51,0,0,baixa,pendente,
DD-00696,05-28-2025,uberaba,MG,Morumbi,-19.683324,"-47,953752",site,furto,3,13,4,tarde,,24,nao,nao,nao,5,15,7,baixa,procesado,
DD-00697,06-06-2025,Goiânia,GO,Centro,-16.677132,-49.275053,totem,perda_documento,39,6,3,manha,em_andamento,71,nao,nao,nao,4.11,19,15,baixa,pendente,
DD-00698,2025-06-06,Belo Horizonte,MG,Morumbi,"-19,866963",-43.912737,presencial,fraude_online,0,34,1,manha,concluido,0,sim,nao,sim,2.7,39,28,media,procesado,
DD-00699,03-12-2025,Campinas,SP,Planalto,-22.845648,-47.110888,app,fraude_online,16,29,3,manha,procesado,82,sim,sim,nao,"3,33",25,16,media,pendente,
DD-00700,07-08-2025,Curitiba,PR,Jardim America,-25.449538,-49.246033,presencial,perda_documento,34,18,4,tarde,aberto,66,sim,nao,sim,2.56,0,0,alta,pendente,
DD-00701,2025-07-15,São Paulo,sp,Universitario,"-23,618326",-46.586123,presencial,outros,0,28,4,noite,,26,nao,nao,nao,"2,97",35,18,baixa,procesado,
DD-00702,data_invalida,Uberlândia,MG,Planalto,-18.875499,-48.31762,presencial,roubo_celular,8,26,6,tarde,concluido,0,sim,sim,nao,2.73,18,14,baixa,validado,
DD-00703,2025-06-26,Curitiba,PR,Planalto,-25.469887,-49.203129,presencial,fraude_online,13,28,2,tarde,,65,sim,sim,nao,5,19,11,media,cancelado,
DD-00704,2025-02-16,Salvador,BA,Industrial,"-13,050351",-38.494683,presencial,roubo celular,65,2,7,tarde,aberto,28,sim,sim,nao,3.38,25,12,baixa,procesado,
DD-00705,2025-04-25,Curitiba,PR,Jardim America,-25.505806,-49.210241,site,perda_documento,2,2,6,tarde,arquivado,31,sim,sim,nao,4.53,26,13,media,validado,
DD-00706,2025-03-29,Uberlândia,MG,Universitario,-18.940909,-48.318153,site,fraude_online,8,2,4,manha,em_andamento,59,sim,sim,nao,3.33,30,18,urgente,,
DD-00707,2025-01-24,Salvador,BA,Planalto,-13.031856,-38.460456,presencial,fraude_online,56,14,3,tarde,aberto,56,sim,sim,nao,"2,97",9,7,baixa,pendente,
DD-00708,2025-05-18,Salvador,BA,Industrial,-12.932284,"-38,53453",presencial,fraude_online,67,41,1,manha,procesado,115,sim,sim,nao,5,41,28,baixa,validado,
DD-00709,2025-05-10,Uberaba,MG,Jardim America,-19.809421,-47.894156,presencial,perda_documento,27,13,4,tarde,aberto,0,nao,nao,nao,4.17,0,0,media,procesado,
DD-00710,2025-03-19,São Paulo,SP,Centro,-23.548202,-46.572599,app,ameaca,6,11,1,tarde,em_andamento,10,sim,sim,nao,"3,77",33,12,baixa,procesado,
DD-00711,2025-04-24,São Paulo,SP,Planalto,"-23,473074",-46.597349,presencial,fraude_online,74,38,3,noite,procesado,70,sim,nao,sim,3.63,2,1,baixa,,
DD-00712,2025-03-13,São Paulo,SP,Morumbi,-23.524093,"-46,560388",presencial,perda_documento,74,18,3,noite,arquivado,119,nao,nao,nao,4.12,33,23,baixa,validado,
DD-00713,2025-01-10,Uberaba,MG,Boa Vista,-19.708861,-48.00904,presencial,fraude_online,27,19,5,madrugada,,40,nao,nao,nao,2.71,39,26,baixa,procesado,
DD-00714,2025-08-12,Campinas,SP,Centro,-22.922226,-47.120439,presencial,fraude_online,8,16,2,manha,,32,nao,nao,nao,4.01,47,27,baixa,procesado,
DD-00715,2025-10-20,Belo Horizonte,MG,Centro,-19.928117,-44.004583,presencial,perda_documento,59,11,4,madrugada,em_andamento,44,sim,sim,nao,2.85,38,14,baixa,pendente,
DD-00716,2025-03-17,Uberlândia,MG,Boa Vista,-18.953846,"-48,27998",presencial,furto,3,39,1,tarde,concluido,61,nao,nao,nao,5,46,39,baixa,procesado,
DD-00717,2025-09-21,Salvador,BA,Santa Maria,-12.956052,-38.563462,site,fraude_online,5,9,1,tarde,,16,sim,nao,sim,"3,96",35,19,baixa,validado,
DD-00718,2025-05-07,São Paulo,SP,Boa Vista,-23.608997,"-46,584568",site,perda_documento,22,24,6,noite,aberto,22,sim,sim,nao,2.06,42,28,media,pendente,
DD-00719,2025-05-12,Curitiba,PR,Santa Maria,"-25,353609",-49.227549,presencial,fraude_online,62,15,5,tarde,arquivado,0,sim,sim,nao,"3,1",59,21,baixa,validado,
DD-00720,2025-07-21,Salvador,BA,Jardim America,-12.958642,"-38,485179",app,roubo_celular,2,26,1,tarde,em_andamento,36,nao,nao,nao,1.16,16,10,media,,
DD-00721,2025-09-07,Uberaba,MG,Boa Vista,-19.694673,-47.898016,presencial,fraude_online,25,14,4,manha,aberto,41,sim,sim,nao,"4,12",30,24,baixa,cancelado,
DD-00722,2025-02-13,Uberlândia,MG,Jardim America,-18.901516,"-48,203755",site,perda_documento,5,22,3,tarde,concluido,79,nao,nao,nao,2.63,13,11,baixa,validado,
DD-00723,2025-09-02,Belo Horizonte,MG,Universitario,-19.957525,-43.881613,presencial,perda_documento,9,31,6,madrugada,aberto,41,sim,sim,nao,5,13,4,baixa,pendente,
DD-00724,2025-04-06,goiânia,GO,Jardim America,-16.713268,-49.271618,app,furto,12,22,4,madrugada,,83,sim,sim,nao,4.14,45,29,media,procesado,
DD-00725,24/01/2025,Campinas,SP,Santa Maria,-22.84792,-47.012078,presencial,ameaca,91,31,2,tarde,,10,nao,nao,nao,5,18,8,baixa,pendente,
DD-00726,15/10/2025,Salvador,BA,Jardim America,-12.9475,-38.573845,presencial,fraude_online,38,9,2,noite,,68,sim,sim,nao,4.6,10,8,media,pendente,
DD-00727,2025-02-11,São Paulo,SP,Industrial,-23.58788,-46.629081,presencial,furto,24,28,5,madrugada,em_andamento,82,sim,sim,nao,3.22,8,3,baixa,pendente,
DD-00728,2025-05-30,Salvador,BA,Universitario,-12.952436,-38.439698,site,furto,16,24,6,tarde,arquivado,6,nao,nao,nao,3.64,0,0,baixa,cancelado,
DD-00729,2025-02-20,Uberlândia,MG,Jardim America,-18.891809,-48.199227,site,roubo_celular,3,21,6,manha,arquivado,60,nao,nao,nao,3.62,49,28,baixa,procesado,
DD-00730,2025-07-28,Goiânia,GO,Morumbi,-16.708957,-49.253041,app,fraude_online,0,11,4,manha,procesado,34,sim,nao,sim,4.02,27,20,media,,
DD-00731,2025-08-05,Campinas,SP,Jardim America,"-22,856599",-47.025656,presencial,roubo_celular,80,30,3,noite,procesado,71,sim,sim,nao,"1,54",57,36,media,validado,
DD-00732,2025-10-11,Belo Horizonte,MG,Jardim America,-19.866087,-43.932115,site,perda_documento,16,14,1,manha,concluido,29,nao,nao,nao,"2,79",16,11,alta,validado,
DD-00733,02-17-2025,Goiânia,GO,Santa Maria,-16.680373,"-49,187713",app,roubo celular,5,8,4,tarde,,110,sim,sim,nao,3.99,14,9,baixa,validado,
DD-00734,2025-07-23,Salvador,BA,Morumbi,-12.910831,-38.462502,presencial,perda_documento,54,18,3,manha,,0,nao,nao,nao,3.28,19,16,media,,
DD-00735,2025-06-15,São Paulo,SP,Universitario,"-23,569159",-46.590928,presencial,fraude_online,100,51,4,noite,aberto,76,nao,nao,nao,1.93,22,13,media,procesado,
DD-00736,2025-10-20,Goiânia,GO,Boa Vista,-16.705905,-49.252713,site,roubo_celular,0,15,5,manha,,0,sim,sim,nao,4.14,39,21,urgente,validado,
DD-00737,28/07/2025,Belo Horizonte,MG,Planalto,-19.938409,"-43,916112",app,fraude_online,1,19,9,noite,concluido,51,sim,sim,nao,"3,65",21,18,baixa,pendente,
DD-00738,01-05-2025,Campinas,SP,Boa Vista,"-22,976269",-47.061512,presencial,furto,27,33,4,manha,aberto,122,sim,nao,sim,3.93,0,0,urgente,,
DD-00739,2025-10-10,Uberlândia,MG,Santa Maria,-18.946345,-48.341006,presencial,perda_documento,13,18,8,manha,,83,sim,nao,sim,3.1,7,5,baixa,,
DD-00740,2025-01-23,Salvador,BA,Centro,-13.026609,-38.579792,totem,furto,117,32,1,tarde,concluido,33,sim,sim,nao,3.54,37,30,baixa,cancelado,
DD-00741,2025-05-12,Uberlândia,MG,Boa Vista,-18.951171,"-48,298917",presencial,perda_documento,42,29,5,tarde,procesado,38,sim,sim,nao,"4,05",47,39,media,,
DD-00742,2025-10-28,curitiba,PR,Universitario,-25.390839,"-49,19749",presencial,roubo_celular,53,14,1,madrugada,procesado,49,nao,nao,nao,4.04,35,22,media,procesado,
DD-00743,2025-07-19,Campinas,SP,Universitario,-22.830949,-47.116608,presencial,furto,28,32,3,noite,procesado,75,sim,sim,nao,4.02,16,8,alta,procesado,
DD-00744,05/03/2025,Uberlândia,MG,Centro,-18.95517,-48.200716,presencial,roubo_celular,75,23,3,manha,aberto,63,sim,sim,nao,3.92,27,16,media,,
DD-00745,01/02/2025,Uberlândia,MG,Santa Maria,-18.911798,-48.321337,site,furto,10,21,2,tarde,concluido,48,sim,sim,nao,4.06,33,24,baixa,validado,
DD-00746,2025-03-12,Salvador,ba,Planalto,-12.919101,-38.468816,totem,perda_documento,21,24,3,noite,arquivado,30,sim,sim,nao,3.88,42,29,media,procesado,
DD-00747,2025-06-14,Uberlândia,MG,Universitario,-18.895512,"-48,242432",site,fraude_online,11,33,3,tarde,em_andamento,0,sim,sim,nao,2.02,54,31,baixa,validado,
DD-00748,2025-04-24,Campinas,SP,Industrial,-22.942825,"-47,00407",presencial,fraude on-line,44,26,2,noite,arquivado,3,sim,sim,nao,4.81,63,54,urgente,cancelado,
DD-00749,2025-09-14,salvador,ba,Planalto,-12.946072,-38.442651,site,roubo_celular,7,7,5,tarde,aberto,76,nao,nao,nao,5,29,14,media,,
DD-00750,13/07/2025,Uberaba,MG,Universitario,-19.681736,-47.880024,site,furto,9,22,3,noite,em_andamento,123,sim,sim,nao,3.18,54,34,baixa,validado,
DD-00751,2025-08-28,Uberaba,MG,Centro,-19.787777,-47.930881,app,furto,7,4,1,manha,arquivado,54,sim,nao,sim,4.21,11,5,media,,
DD-00752,2025-03-16,Salvador,BA,Industrial,-12.923658,-38.540565,presencial,ameaca,25,13,5,tarde,aberto,6,sim,sim,nao,1.95,34,19,alta,pendente,
DD-00753,2025-06-12,Campinas,SP,Industrial,-22.968671,"-47,020443",presencial,furto,52,4,4,madrugada,em_andamento,102,sim,sim,nao,4.63,16,7,baixa,pendente,
DD-00754,2025-10-20,Goiânia,GO,Centro,-16.621189,-49.199547,presencial,fraude_online,0,26,7,manha,,71,nao,nao,nao,"3,87",62,36,baixa,,
DD-00755,data_invalida,Salvador,BA,Morumbi,-12.952731,-38.576345,site,furto,12,9,6,noite,procesado,14,sim,sim,nao,5,9,5,baixa,validado,
DD-00756,2025-05-20,Curitiba,pr,Universitario,-25.416936,-49.287949,presencial,perda_documento,64,6,4,manha,procesado,104,nao,nao,nao,3.78,34,26,media,pendente,
DD-00757,2025-04-06,Belo Horizonte,mg,Centro,-19.932796,-43.930364,app,furto,14,14,8,noite,aberto,63,nao,nao,nao,5,27,15,baixa,pendente,
DD-00758,2025-07-30,Curitiba,PR,Morumbi,-25.365009,-49.269721,app,furto,4,8,4,madrugada,aberto,98,sim,sim,nao,2.7,45,22,baixa,validado,
DD-00759,2025-07-22,Campinas,SP,Planalto,-22.883778,-47.05272,presencial,perda_doc,111,34,6,noite,aberto,60,nao,nao,nao,3.13,34,25,alta,pendente,
DD-00760,2025-07-24,uberaba,MG,Universitario,-19.676612,-47.925818,totem,perda_documento,27,13,4,madrugada,em_andamento,57,sim,nao,sim,3.64,13,9,media,procesado,
DD-00761,2025-03-05,Belo Horizonte,MG,Santa Maria,-19.851431,-43.910868,site,furto,17,22,6,manha,,0,sim,nao,sim,3.36,25,15,baixa,validado,
DD-00762,2025-05-07,Uberaba,MG,Industrial,-19.812201,-47.914841,app,fraude_online,19,21,2,tarde,arquivado,48,sim,nao,sim,2.62,22,16,baixa,procesado,
DD-00763,02-05-2025,Uberlândia,MG,Industrial,-18.953185,-48.31964,presencial,furto,67,14,3,tarde,em_andamento,21,nao,nao,nao,"0,75",45,30,media,,
DD-00764,24/04/2025,Uberlândia,MG,Universitario,"-18,927786",-48.265754,presencial,ameaca,18,24,1,noite,,0,nao,nao,nao,2.73,20,15,media,procesado,
DD-00765,09/09/2025,São Paulo,SP,Boa Vista,-23.628231,-46.558279,presencial,perda_documento,58,26,6,noite,concluido,32,sim,sim,nao,2.99,57,30,baixa,cancelado,
DD-00766,04/09/2025,Uberaba,MG,Planalto,-19.774178,-47.991164,app,perda_documento,4,2,2,tarde,,25,sim,sim,nao,5,8,5,alta,,
DD-00767,2025-04-13,Goiânia,GO,Boa Vista,-16.68454,-49.230878,presencial,ameaca,82,28,1,manha,concluido,60,sim,sim,nao,"4,39",34,28,baixa,cancelado,
DD-00768,2025-09-27,Belo Horizonte,MG,Jardim America,-19.939495,-43.920291,site,ameaca,0,2,4,tarde,procesado,62,sim,sim,nao,1.27,11,6,media,pendente,
DD-00769,2025-08-19,São Paulo,SP,Jardim America,-23.479842,-46.617427,presencial,furto,58,30,1,noite,em_andamento,35,nao,nao,nao,3.08,0,0,media,cancelado,
DD-00770,2025-06-02,belo horizonte,MG,Industrial,-19.888458,-43.8563,presencial,outros,33,13,2,noite,em_andamento,19,nao,nao,nao,4.45,12,9,baixa,pendente,
DD-00771,data_invalida,Uberlândia,MG,Boa Vista,-18.88361,-48.293755,site,furto,6,10,3,madrugada,aberto,46,nao,nao,nao,"3,46",34,29,baixa,procesado,
DD-00772,data_invalida,Curitiba,PR,Centro,-25.453811,-49.351534,presencial,furto,23,15,2,manha,,0,sim,sim,nao,2.59,8,5,baixa,procesado,
DD-00773,01-07-2025,Uberlândia,MG,Universitario,-18.857611,-48.326444,presencial,roubo_celular,23,17,6,manha,,6,sim,nao,sim,4.86,15,6,baixa,,
DD-00774,2025-07-12,Salvador,BA,Jardim America,-12.910955,"-38,452022",presencial,roubo_celular,,40,3,tarde,arquivado,51,sim,sim,nao,"4,8",39,33,baixa,validado,
DD-00775,2025-03-19,Goiânia,GO,Boa Vista,-16.753893,-49.312925,app,perda_doc,4,19,3,manha,procesado,32,nao,nao,nao,2.47,44,16,alta,pendente,
DD-00776,19/03/2025,Campinas,SP,Industrial,-22.891551,-46.991657,presencial,furto,54,15,1,noite,em_andamento,0,sim,sim,nao,5,50,24,baixa,procesado,
