registro_id,data_pedido,cidade,uf,cliente_id,tipo_pedido,sabor_pizza,categoria,ingrediente_principal,quantidade_ingrediente_g,validade_ingrediente,ingrediente_vencido,desperdicio_g,valor_pedido,tempo_preparo_min,tempo_entrega_min,dia_semana,hora_pedido,promocao,pedido_cancelado,motivo_cancelamento,tempo_cancelamento_min,avaliacao_cliente,forma_pagamento,status,observacao
BM-00589,2025-02-07,São Paulo,MG,C320,online,calabreza,tradicional,quejio,221,02/09/2025,sim,90,"116,98",29,41,terça,17,nenhuma,nao,,26,4.1,cartao,,
BM-00590,2025-06-08,Uberlândia,mg,C98,delivery,mussarelaa,tradicional,quejio,382,2025-06-20,nao,50,83.76,15,51,segunda,17,,nao,,15,2.1,cartao,cancelado,
BM-00591,2025-01-01,Franca,SP,C463,delivery,mussarela,tradicional,quejio,752,2025-10-11,nao,164,125.82,14,37,quarta,20,combo,nao,,20,3.5,dinheiro,cancelado,
BM-00592,2025-09-18,Franca,SP,C238,delivery,mussarelaa,especial,quejio,621,2025-05-21,sim,69,130.28,23,33,segunda,18,cupom,nao,,29,2.8,dinheiro,procesado,
BM-00593,2025-03-06,São Paulo,mg,C392,online,mussarelaa,tradicional,molho,177,2025-07-10,nao,0,138.25,20,27,segunda,23,nenhuma,nao,,8,3.7,pix,finalizado,
BM-00594,2025-01-06,Uberlândia,mg,C223,balcao,frango_catupiry,doce,calabresa,671,23/03/2025,sim,118,136.01,29,37,quarta,19,,sim,erro_pedido,27,2.1,dinheiro,finalizado,
BM-00595,2025-03-29,São Paulo,SP,C339,online,calabreza,tradicional,queijo,383,2025-03-30,sim,135,"68,84",17,41,terça,17,,nao,,28,3.2,cartao,procesado,
BM-00596,2025-06-28,Franca,mg,C361,delivery,calabreza,doce,queijo,176,2025-04-13,nao,243,"95,29",19,56,sabado,17,nenhuma,nao,,19,1.5,cartao,,
BM-00597,2025-07-15,São Paulo,SP,C487,online,chocolate,tradicional,queijo,552,04-28-2025,nao,104,"139,57",5,21,quarta,22,cupom,nao,,9,3.0,dinheiro,,
BM-00598,2025-01-15,Franca,MG,C412,delivery,calabreza,doce,queijo,295,2025-03-20,sim,106,118.82,10,45,quarta,17,,nao,,26,1.5,pix,procesado,
BM-00599,2025-04-15,Uberaba,SP,C439,delivery,chocolate,tradicional,catupiry,430,2025-04-10,nao,221,73.39,28,48,terça,22,combo,sim,demora,10,2.8,dinheiro,cancelado,
BM-00600,2025-07-28,Franca,SP,C395,delivery,calabreza,tradicional,catupiry,195,2025-03-04,nao,92,88.55,24,46,terça,19,nenhuma,nao,,18,2.1,dinheiro,cancelado,
BM-00601,2025-10-27,Uberaba,SP,C117,balcao,mussarelaa,tradicional,queijo,797,2025-04-19,sim,107,86.72,10,60,sexta,18,cupom,sim,,32,2.5,cartao,,
BM-00602,2025-06-15,Uberlândia,mg,C423,delivery,frango_catupiry,especial,molho,345,data_invalida,sim,63,46.41,13,46,sexta,21,combo,nao,,12,1.6,dinheiro,finalizado,
BM-00603,2025-06-01,Uberaba,mg,C458,online,mussarela,especial,quejio,532,data_invalida,sim,261,"45,37",17,30,quarta,22,,nao,,33,2.2,dinheiro,cancelado,
BM-00604,09-16-2025,Uberlândia,MG,C231,delivery,calabreza,doce,quejio,128,06/08/2025,nao,189,81.42,10,42,domingo,17,cupom,nao,,16,3.3,dinheiro,finalizado,
BM-00605,data_invalida,Uberaba,SP,C497,delivery,calabreza,tradicional,quejio,351,data_invalida,nao,51,114.16,16,29,domingo,17,combo,nao,,32,3.6,dinheiro,,
BM-00606,2025-05-07,São Paulo,SP,C230,online,mussarelaa,tradicional,quejio,734,2025-09-18,sim,0,"103,44",24,10,terça,23,nenhuma,nao,,13,4.3,dinheiro,cancelado,
BM-00607,2025-06-13,Franca,mg,C292,delivery,calabresa,especial,queijo,250,2025-06-15,sim,99,58.92,15,35,domingo,18,cupom,nao,,30,2.9,dinheiro,,
BM-00608,2025-04-20,São Paulo,SP,C88,delivery,calabreza,especial,catupiry,271,2025-06-09,sim,245,65.1,19,40,sabado,20,cupom,nao,,18,4.2,dinheiro,cancelado,
BM-00609,03-14-2025,Uberaba,MG,C108,online,portuguesa,doce,quejio,155,2025-07-31,nao,0,53.6,30,37,quarta,22,combo,nao,,32,1.8,dinheiro,finalizado,
BM-00610,2025-03-11,Uberaba,mg,C491,online,mussarelaa,doce,molho,268,data_invalida,sim,131,63.01,11,30,segunda,23,combo,nao,,40,3.0,dinheiro,,
BM-00611,10-17-2025,Franca,MG,C128,delivery,calabresa,especial,quejio,234,data_invalida,sim,188,109.18,20,24,segunda,19,cupom,nao,,13,1.7,dinheiro,cancelado,
BM-00612,2025-09-21,Uberlândia,mg,C97,delivery,calabreza,doce,molho,191,data_invalida,nao,106,"65,94",17,44,segunda,21,,nao,,31,4.7,cartao,procesado,
BM-00613,2025-03-13,São Paulo,MG,C11,online,calabreza,doce,quejio,586,2025-10-18,sim,315,80.04,15,55,sexta,17,cupom,nao,,7,1.2,dinheiro,,
BM-00614,2025-10-21,Uberlândia,mg,C491,delivery,mussarela,tradicional,quejio,717,10-26-2025,sim,90,37.56,17,59,sexta,23,combo,nao,,29,1.2,cartao,cancelado,
BM-00615,07-19-2025,Uberaba,SP,C346,delivery,mussarelaa,especial,calabresa,588,2025-07-04,sim,143,"93,35",13,25,terça,23,cupom,nao,,12,2.5,cartao,finalizado,
BM-00616,2025-10-23,São Paulo,MG,C422,delivery,mussarelaa,doce,queijo,72,2025-09-10,nao,0,106.31,19,35,domingo,20,nenhuma,nao,,40,1.9,cartao,procesado,
BM-00617,11/05/2025,Uberlândia,mg,C128,delivery,mussarelaa,especial,queijo,624,2025-10-22,sim,120,126.72,20,24,sabado,21,,nao,,35,2.0,cartao,procesado,
BM-00618,2025-06-17,Uberaba,MG,C86,online,mussarelaa,tradicional,quejio,481,2025-05-23,nao,150,"66,75",12,28,terça,22,cupom,nao,,38,3.6,cartao,,
BM-00619,07-21-2025,Franca,SP,C332,delivery,calabreza,especial,quejio,642,2025-04-14,sim,73,50.73,19,24,sabado,18,cupom,nao,,38,2.6,cartao,cancelado,
BM-00620,2025-07-21,Franca,MG,C177,balcao,mussarelaa,doce,quejio,268,09-23-2025,nao,8,65.76,23,24,domingo,23,cupom,sim,cliente_desistiu,37,1.2,cartao,finalizado,
BM-00621,2025-10-04,Uberlândia,SP,C302,online,calabreza,tradicional,molho,679,2025-02-21,sim,136,"58,01",10,23,domingo,17,,nao,,23,1.7,pix,,
BM-00622,2025-07-10,São Paulo,MG,C155,balcao,mussarela,tradicional,queijo,644,2025-05-23,nao,96,113.74,28,14,segunda,17,cupom,nao,,31,1.4,cartao,cancelado,
BM-00623,2025-05-31,São Paulo,MG,C19,online,mussarelaa,doce,queijo,183,2025-09-23,nao,51,81.8,35,17,quinta,19,cupom,nao,,14,3.2,cartao,procesado,
BM-00624,2025-02-23,Uberlândia,MG,C394,online,especial,especial,queijo,548,2025-03-18,sim,142,46.8,27,27,terça,17,nenhuma,nao,,6,3.1,cartao,finalizado,
BM-00625,data_invalida,Franca,mg,C266,delivery,calabreza,especial,catupiry,734,2025-05-20,sim,56,81.85,29,60,quarta,23,cupom,nao,,12,3.2,dinheiro,finalizado,
BM-00626,24/03/2025,Franca,SP,C21,delivery,especial,tradicional,queijo,609,2025-07-29,nao,42,"118,43",27,45,quinta,20,,sim,demora,25,3.3,pix,procesado,
BM-00627,2025-06-09,Uberlândia,MG,C135,online,especial,especial,quejio,330,2025-06-08,nao,66,51.31,37,13,quinta,22,cupom,sim,cliente_desistiu,7,2.6,dinheiro,cancelado,
BM-00628,2025-01-22,Uberaba,SP,C318,online,calabreza,tradicional,quejio,130,2025-03-17,nao,104,73.29,11,39,quinta,19,nenhuma,nao,,20,3.5,cartao,cancelado,
BM-00629,2025-07-16,Uberaba,SP,C387,online,mussarelaa,especial,quejio,736,2025-02-16,nao,0,76.64,5,21,sabado,21,,nao,,18,3.3,pix,procesado,
BM-00630,2025-03-06,São Paulo,mg,C249,online,calabreza,tradicional,quejio,275,04-25-2025,nao,80,"128,57",16,53,terça,22,nenhuma,nao,,13,4.8,pix,finalizado,
BM-00631,2025-03-28,Uberlândia,SP,C158,balcao,mussarelaa,especial,quejio,799,2025-07-08,nao,154,47.71,20,46,terça,20,combo,nao,,31,1.5,dinheiro,finalizado,
BM-00632,2025-08-22,Uberaba,MG,C441,online,mussarelaa,doce,quejio,665,data_invalida,sim,138,"39,66",12,46,segunda,20,,nao,,9,2.8,cartao,,
BM-00633,27/08/2025,Franca,mg,C197,delivery,mussarelaa,tradicional,calabresa,407,03-02-2025,sim,10,60.54,16,32,quarta,18,combo,nao,,36,2.5,cartao,,
BM-00634,2025-09-29,Franca,mg,C395,online,calabreza,tradicional,calabresa,168,2025-08-21,nao,0,135.77,11,45,segunda,17,cupom,nao,,16,4.2,pix,cancelado,
BM-00635,2025-03-03,Franca,SP,C50,delivery,mussarela,tradicional,molho,72,2025-08-05,nao,149,87.03,26,35,sexta,18,,nao,,10,4.4,dinheiro,,
BM-00636,2025-04-23,São Paulo,SP,C185,balcao,mussarelaa,tradicional,quejio,480,27/02/2025,sim,146,"74,26",20,40,quinta,21,,nao,,19,2.8,dinheiro,finalizado,
BM-00637,2025-07-14,Uberaba,mg,C421,online,mussarelaa,tradicional,quejio,517,2025-02-03,sim,70,105.33,16,45,terça,23,combo,nao,,33,4.8,pix,,
BM-00638,12/10/2025,São Paulo,MG,C139,delivery,mussarelaa,doce,quejio,690,2025-04-03,nao,3,"86,49",18,59,terça,23,cupom,nao,,40,3.6,pix,procesado,
BM-00639,2025-02-14,Franca,mg,C169,balcao,mussarelaa,especial,quejio,204,2025-01-07,nao,136,36.88,14,19,quinta,22,cupom,nao,,22,3.7,cartao,,
BM-00640,2025-06-25,São Paulo,MG,C153,online,mussarela,doce,quejio,113,05-01-2025,nao,67,37.27,13,33,terça,19,combo,nao,,8,2.4,pix,procesado,
BM-00641,2025-02-01,São Paulo,mg,C248,balcao,mussarela,doce,molho,289,2025-06-04,sim,0,131.63,6,11,segunda,18,nenhuma,nao,,40,3.6,cartao,procesado,
BM-00642,2025-03-08,São Paulo,MG,C199,online,calabresa,especial,bacon,133,2025-01-18,sim,138,136.84,5,47,sexta,17,,nao,,33,4.2,pix,procesado,
BM-00643,2025-09-14,São Paulo,mg,C308,online,frango_catupiry,especial,quejio,771,2025-09-25,nao,292,92.19,13,32,domingo,23,cupom,sim,,15,2.3,pix,procesado,
BM-00644,2025-03-09,Uberaba,MG,C144,delivery,mussarelaa,tradicional,quejio,57,2025-09-25,nao,158,"121,18",10,33,sabado,17,,nao,,29,1.3,cartao,finalizado,
BM-00645,02-28-2025,Uberaba,MG,C319,online,calabreza,tradicional,catupiry,507,2025-02-06,sim,119,76.09,9,37,segunda,21,nenhuma,nao,,37,1.7,cartao,finalizado,
BM-00646,2025-01-13,Uberaba,mg,C147,delivery,frango_catupiry,especial,quejio,724,data_invalida,nao,110,44.15,23,49,quinta,20,combo,nao,,37,3.4,dinheiro,,
BM-00647,2025-04-22,Uberaba,mg,C58,online,calabreza,especial,bacon,57,2025-03-31,sim,121,40.92,16,30,domingo,22,cupom,nao,,40,4.0,pix,finalizado,
BM-00648,2025-02-04,Uberaba,MG,C468,balcao,calabresa,doce,queijo,436,04-06-2025,nao,252,"42,87",26,43,segunda,23,combo,nao,,35,4.6,pix,cancelado,
BM-00649,2025-08-15,Uberlândia,mg,C302,delivery,calabresa,tradicional,calabresa,199,2025-04-01,sim,21,56.93,17,52,segunda,19,combo,nao,,13,3.4,pix,cancelado,
BM-00650,2025-01-03,Franca,SP,C314,delivery,calabresa,tradicional,molho,102,2025-04-06,sim,152,48.54,19,44,sexta,22,cupom,nao,,14,4.5,cartao,,
BM-00651,data_invalida,Franca,SP,C357,online,calabreza,doce,queijo,155,2025-10-13,nao,136,41.69,15,10,sabado,18,cupom,sim,cliente_desistiu,26,4.7,cartao,,
BM-00652,2025-09-26,Franca,SP,C306,balcao,frango_catupiry,especial,quejio,386,2025-03-01,sim,71,83.71,22,36,sexta,17,cupom,nao,,10,3.5,cartao,procesado,
BM-00653,09-10-2025,Uberaba,SP,C492,delivery,mussarelaa,tradicional,queijo,502,data_invalida,sim,0,128.59,11,39,sexta,19,combo,nao,,11,1.6,dinheiro,cancelado,
BM-00654,05-03-2025,São Paulo,MG,C250,balcao,calabreza,especial,quejio,227,2025-10-18,nao,138,84.81,16,27,sexta,18,nenhuma,nao,,2,2.7,cartao,finalizado,
BM-00655,2025-04-14,Franca,mg,C86,balcao,calabreza,tradicional,molho,461,2025-05-27,nao,87,67.32,27,24,domingo,18,,nao,,30,1.6,cartao,finalizado,
BM-00656,2025-05-25,Franca,mg,C353,online,calabreza,tradicional,calabresa,368,05/02/2025,nao,199,41.61,12,18,domingo,19,nenhuma,nao,,19,2.0,pix,,
BM-00657,03-29-2025,Uberlândia,SP,C308,online,mussarelaa,tradicional,quejio,153,07/09/2025,nao,320,45.51,24,22,domingo,20,cupom,nao,,19,1.4,dinheiro,,
BM-00658,2025-04-22,Franca,SP,C99,balcao,calabresa,doce,quejio,571,01-09-2025,nao,229,66.67,19,22,terça,19,,nao,,12,3.6,cartao,,
BM-00659,2025-07-29,Franca,SP,C218,online,mussarela,tradicional,quejio,351,2025-09-16,sim,136,"83,73",28,37,domingo,22,combo,nao,,9,1.7,dinheiro,procesado,
BM-00660,2025-01-25,Uberlândia,mg,C362,online,calabreza,especial,quejio,347,2025-04-17,sim,197,89.57,20,27,sabado,17,cupom,nao,,8,2.9,cartao,procesado,
BM-00661,2025-01-01,Uberaba,SP,C409,balcao,especial,especial,molho,72,2025-10-25,sim,16,65.16,18,21,sexta,22,,nao,,30,4.8,dinheiro,,
BM-00662,06-14-2025,Uberlândia,SP,C37,balcao,mussarelaa,especial,quejio,518,2025-07-05,sim,200,117.63,18,32,terça,19,cupom,sim,,13,3.2,dinheiro,cancelado,
BM-00663,03/06/2025,São Paulo,MG,C355,balcao,mussarelaa,especial,quejio,605,2025-10-08,sim,0,44.67,19,28,sexta,19,nenhuma,nao,,13,2.5,dinheiro,,
BM-00664,02/04/2025,Uberaba,SP,C29,delivery,calabresa,doce,quejio,629,2025-01-27,sim,152,"99,65",22,57,quarta,23,nenhuma,nao,,6,1.2,dinheiro,,
BM-00665,04-23-2025,São Paulo,mg,C20,delivery,mussarelaa,tradicional,bacon,690,07-01-2025,nao,296,43.63,17,59,segunda,23,cupom,nao,,13,4.5,pix,cancelado,
BM-00666,05-28-2025,Franca,mg,C270,delivery,mussarela,doce,calabresa,63,2025-03-29,sim,269,63.91,24,35,terça,21,combo,nao,,10,1.8,dinheiro,cancelado,
BM-00667,2025-05-17,Uberaba,mg,C187,delivery,calabreza,tradicional,quejio,612,2025-09-08,sim,113,61.57,16,41,terça,18,,nao,,29,4.9,dinheiro,,
BM-00668,2025-06-08,São Paulo,mg,C493,online,mussarelaa,doce,quejio,463,2025-04-04,sim,0,53.89,20,68,quarta,18,,nao,,16,4.9,pix,finalizado,
BM-00669,2025-04-08,Uberlândia,MG,C230,delivery,calabresa,tradicional,catupiry,412,2025-10-21,sim,172,49.57,12,61,domingo,18,cupom,nao,,4,2.4,dinheiro,cancelado,
BM-00670,2025-10-09,Uberaba,mg,C7,online,mussarelaa,tradicional,quejio,554,2025-05-28,sim,151,60.11,17,35,sabado,18,,sim,demora,25,2.7,pix,,
BM-00671,2025-05-01,Uberaba,mg,C336,delivery,calabreza,doce,quejio,741,2025-08-02,nao,55,119.0,6,46,segunda,23,nenhuma,nao,,33,1.2,cartao,procesado,
BM-00672,2025-07-01,Uberlândia,MG,C291,online,calabreza,tradicional,quejio,580,13/06/2025,sim,125,70.95,20,23,segunda,22,,nao,,35,4.0,pix,cancelado,
BM-00673,data_invalida,Uberlândia,mg,C207,online,mussarelaa,especial,bacon,391,10-09-2025,nao,59,67.24,26,41,quinta,21,nenhuma,nao,,39,2.6,dinheiro,finalizado,
BM-00674,05-15-2025,Uberlândia,MG,C283,delivery,calabresa,especial,queijo,154,2025-09-19,sim,233,57.15,15,37,quinta,22,combo,sim,erro_pedido,19,2.7,pix,finalizado,
BM-00675,data_invalida,Franca,mg,C330,balcao,calabreza,tradicional,quejio,174,2025-10-14,sim,3,88.92,24,35,sabado,19,,nao,,6,4.2,dinheiro,,
BM-00676,2025-05-26,Uberaba,MG,C332,online,especial,tradicional,quejio,729,10/04/2025,sim,59,62.6,12,26,terça,20,combo,nao,,37,4.8,dinheiro,,
BM-00677,2025-07-01,Uberaba,mg,C147,balcao,frango_catupiry,doce,queijo,99,2025-05-13,nao,86,71.06,26,25,domingo,20,combo,nao,,30,2.4,pix,finalizado,
BM-00678,2025-09-21,Uberlândia,MG,C497,balcao,frango_catupiry,tradicional,molho,571,2025-10-08,nao,194,"68,22",20,22,domingo,17,,nao,,19,1.1,cartao,finalizado,
BM-00679,2025-08-17,Franca,mg,C316,balcao,frango_catupiry,doce,bacon,414,2025-10-09,sim,83,"108,26",21,49,sexta,18,,nao,,18,2.0,pix,,
BM-00680,2025-06-03,Franca,mg,C368,online,calabreza,doce,molho,493,05-14-2025,nao,25,"132,1",22,50,segunda,20,,nao,,9,3.7,pix,cancelado,
BM-00681,2025-02-14,Uberaba,MG,C439,balcao,calabreza,tradicional,queijo,357,2025-05-21,sim,52,53.5,19,57,quarta,20,combo,sim,cliente_desistiu,11,4.0,cartao,finalizado,
BM-00682,2025-03-16,Uberlândia,MG,C428,delivery,mussarelaa,tradicional,quejio,581,08/06/2025,sim,37,65.26,13,23,terça,21,combo,nao,,28,4.2,pix,,
BM-00683,2025-04-11,São Paulo,SP,C445,balcao,portuguesa,especial,quejio,63,05-28-2025,sim,116,58.39,14,49,segunda,19,nenhuma,nao,,38,2.9,cartao,cancelado,
BM-00684,2025-01-17,São Paulo,MG,C296,delivery,mussarela,tradicional,bacon,495,15/06/2025,sim,222,"74,95",8,24,sabado,18,combo,nao,,3,3.9,pix,finalizado,
BM-00685,2025-01-13,Franca,MG,C459,online,especial,tradicional,quejio,775,data_invalida,sim,190,71.7,25,60,quarta,23,,nao,,34,1.2,cartao,,
BM-00686,2025-09-09,Uberaba,SP,C145,balcao,especial,especial,quejio,513,2025-07-07,sim,239,"72,26",29,35,segunda,22,cupom,nao,,12,4.7,dinheiro,procesado,
BM-00687,2025-10-03,Uberlândia,mg,C220,online,mussarelaa,tradicional,catupiry,717,2025-02-08,sim,0,47.36,27,25,segunda,20,,sim,demora,25,1.5,pix,cancelado,
BM-00688,2025-04-22,São Paulo,mg,C113,balcao,frango_catupiry,tradicional,calabresa,536,2025-02-17,nao,134,106.73,15,43,quarta,22,,nao,,28,2.5,cartao,finalizado,
BM-00689,2025-03-01,São Paulo,MG,C469,delivery,mussarelaa,tradicional,quejio,784,2025-08-26,sim,131,37.45,20,38,segunda,21,,sim,demora,33,1.0,pix,,
BM-00690,data_invalida,Franca,MG,C322,online,calabresa,especial,calabresa,571,05-17-2025,sim,52,104.02,6,27,domingo,21,nenhuma,nao,,25,3.8,cartao,cancelado,
BM-00691,data_invalida,Franca,MG,C283,balcao,mussarelaa,especial,quejio,741,2025-05-07,sim,154,65.61,20,46,sabado,20,,nao,,36,1.8,pix,,
BM-00692,2025-01-09,Uberaba,SP,C6,online,mussarelaa,especial,quejio,484,2025-01-31,nao,53,114.6,11,38,quarta,20,cupom,nao,,6,2.8,pix,cancelado,
BM-00693,2025-02-02,Uberaba,SP,C383,balcao,mussarelaa,doce,calabresa,271,2025-07-08,sim,172,115.62,21,23,segunda,17,combo,nao,,13,2.5,dinheiro,procesado,
BM-00694,2025-08-15,Uberlândia,MG,C142,online,calabreza,especial,quejio,384,2025-08-12,nao,189,"99,34",28,48,quinta,18,combo,nao,,3,4.4,dinheiro,finalizado,
BM-00695,2025-10-16,Franca,MG,C363,balcao,mussarelaa,doce,molho,69,04-25-2025,sim,64,124.75,17,38,segunda,21,nenhuma,nao,,10,1.1,dinheiro,cancelado,
BM-00696,2025-04-05,São Paulo,MG,C478,online,calabreza,tradicional,calabresa,394,2025-05-08,sim,247,"96,86",15,17,segunda,20,cupom,nao,,25,1.6,cartao,,
BM-00697,2025-07-18,São Paulo,MG,C441,online,calabreza,doce,molho,161,2025-08-04,nao,0,55.88,14,22,sabado,23,cupom,nao,,8,3.5,dinheiro,finalizado,
BM-00698,2025-01-01,Franca,mg,C416,online,portuguesa,tradicional,quejio,105,20/01/2025,nao,176,125.66,25,55,sabado,18,nenhuma,nao,,1,2.8,dinheiro,finalizado,
BM-00699,2025-04-26,Uberaba,MG,C92,balcao,mussarelaa,doce,quejio,282,2025-02-04,sim,0,123.34,27,44,quinta,20,,nao,,21,3.0,dinheiro,,
BM-00700,2025-01-10,São Paulo,SP,C481,balcao,mussarelaa,doce,queijo,658,2025-06-25,sim,97,61.88,13,66,terça,19,nenhuma,nao,,2,1.0,cartao,finalizado,
BM-00701,2025-04-21,Uberaba,SP,C383,online,calabreza,especial,molho,431,2025-02-21,sim,198,72.97,26,51,quarta,17,,nao,,20,1.1,cartao,cancelado,
BM-00702,2025-01-10,Uberaba,mg,C231,delivery,mussarelaa,doce,quejio,777,2025-03-19,nao,217,"48,56",27,40,quinta,22,nenhuma,nao,,25,4.2,dinheiro,finalizado,
BM-00703,2025-01-22,São Paulo,SP,C182,online,calabreza,especial,quejio,799,22/02/2025,sim,77,60.6,6,22,sexta,19,,nao,,11,4.1,pix,cancelado,
BM-00704,05-21-2025,Franca,SP,C470,delivery,frango_catupiry,tradicional,quejio,532,2025-08-22,sim,0,"95,07",12,13,quarta,21,,nao,,24,4.8,dinheiro,finalizado,
BM-00705,2025-04-19,Franca,mg,C205,delivery,portuguesa,tradicional,calabresa,400,22/05/2025,sim,58,"42,68",20,39,quarta,23,cupom,nao,,10,1.4,pix,cancelado,
BM-00706,2025-04-06,Uberaba,MG,C153,delivery,mussarelaa,especial,quejio,211,2025-10-18,nao,216,68.71,5,51,sabado,23,combo,nao,,25,3.5,cartao,cancelado,
BM-00707,2025-02-12,São Paulo,mg,C441,balcao,mussarelaa,especial,quejio,184,2025-03-17,sim,126,45.3,19,18,quinta,23,,nao,,32,4.4,dinheiro,procesado,
BM-00708,2025-02-25,Uberaba,mg,C190,delivery,mussarelaa,especial,queijo,682,2025-10-13,nao,102,126.73,5,50,quinta,22,nenhuma,sim,demora,20,1.5,pix,procesado,
BM-00709,2025-04-01,Franca,mg,C286,balcao,calabreza,tradicional,quejio,360,2025-07-06,nao,259,38.36,18,31,quinta,22,,nao,,6,1.8,pix,finalizado,
BM-00710,11/02/2025,Uberlândia,mg,C299,delivery,calabresa,doce,calabresa,728,04-18-2025,sim,108,55.43,5,38,sexta,17,nenhuma,nao,,31,1.7,dinheiro,,
BM-00711,18/01/2025,Uberlândia,SP,C397,balcao,calabreza,especial,quejio,351,02/06/2025,nao,198,118.74,17,33,domingo,22,nenhuma,nao,,26,4.5,pix,cancelado,
BM-00712,2025-07-26,Uberaba,SP,C59,delivery,calabreza,especial,calabresa,426,2025-01-25,sim,251,64.86,21,39,segunda,18,nenhuma,nao,,5,2.6,cartao,finalizado,
BM-00713,09-25-2025,Franca,SP,C64,balcao,calabreza,doce,molho,637,data_invalida,sim,266,43.62,6,41,quarta,20,nenhuma,nao,,23,1.0,pix,cancelado,
BM-00714,2025-09-29,Uberaba,mg,C1,balcao,mussarelaa,especial,queijo,243,2025-08-22,nao,180,122.47,19,51,segunda,22,nenhuma,nao,,31,2.2,dinheiro,finalizado,
BM-00715,2025-01-25,São Paulo,SP,C425,balcao,calabreza,doce,quejio,669,13/10/2025,sim,121,"122,28",15,17,quarta,18,combo,nao,,40,2.8,dinheiro,cancelado,
BM-00716,2025-06-24,São Paulo,MG,C481,online,mussarelaa,tradicional,quejio,426,21/03/2025,sim,176,122.82,17,17,segunda,19,,nao,,26,2.2,dinheiro,cancelado,
BM-00717,2025-10-23,Uberaba,mg,C344,balcao,mussarelaa,doce,quejio,482,2025-08-13,nao,7,"80,6",8,36,quarta,23,,nao,,40,2.2,cartao,,
BM-00718,2025-04-20,Franca,mg,C334,delivery,mussarelaa,doce,calabresa,772,2025-04-16,sim,120,75.81,5,15,quarta,21,nenhuma,sim,,29,1.1,dinheiro,,
BM-00719,2025-04-01,Franca,MG,C309,balcao,calabreza,especial,catupiry,573,2025-08-02,nao,115,"105,32",31,37,quarta,20,combo,nao,,2,4.8,dinheiro,cancelado,
BM-00720,2025-08-09,Franca,MG,C498,balcao,mussarelaa,doce,catupiry,82,07-11-2025,sim,66,118.93,11,49,domingo,18,nenhuma,nao,,38,1.3,dinheiro,procesado,
BM-00721,2025-03-24,São Paulo,SP,C35,online,calabreza,especial,quejio,789,2025-01-04,sim,140,"82,58",18,34,sabado,20,cupom,nao,,39,1.2,pix,procesado,
BM-00722,2025-06-17,Franca,SP,C31,balcao,mussarelaa,doce,quejio,705,2025-02-15,sim,163,123.07,23,29,sexta,17,nenhuma,nao,,22,1.4,dinheiro,,
BM-00723,2025-06-25,Uberlândia,mg,C402,balcao,mussarelaa,doce,quejio,286,data_invalida,sim,258,"37,81",11,12,domingo,19,,nao,,38,1.6,cartao,procesado,
BM-00724,2025-09-20,São Paulo,MG,C1,delivery,calabreza,especial,calabresa,770,2025-04-26,nao,166,95.79,19,18,segunda,17,nenhuma,nao,,40,2.9,cartao,cancelado,
BM-00725,09/05/2025,Uberaba,MG,C76,online,mussarelaa,doce,molho,672,2025-07-04,sim,70,100.1,15,49,sabado,17,,nao,,26,4.0,cartao,procesado,
BM-00726,2025-03-10,Uberlândia,SP,C83,delivery,mussarela,tradicional,quejio,678,2025-08-20,sim,67,92.03,5,16,quarta,18,cupom,sim,demora,3,3.3,dinheiro,procesado,
BM-00727,04/06/2025,Uberlândia,MG,C97,balcao,calabreza,especial,calabresa,520,2025-10-15,nao,164,111.9,13,50,terça,17,,sim,erro_pedido,13,3.4,pix,cancelado,
BM-00728,2025-06-26,Uberlândia,SP,C57,delivery,calabreza,tradicional,quejio,432,2025-01-16,nao,126,103.82,36,43,sexta,17,cupom,nao,,31,2.0,cartao,,
BM-00729,2025-09-29,Uberaba,mg,C149,delivery,mussarelaa,doce,queijo,204,2025-07-30,nao,74,94.65,12,22,domingo,23,nenhuma,nao,,1,1.0,pix,finalizado,
BM-00730,2025-07-23,São Paulo,SP,C211,balcao,calabreza,especial,quejio,353,data_invalida,sim,114,60.28,14,22,terça,22,nenhuma,nao,,27,1.1,dinheiro,cancelado,
BM-00731,2025-07-14,Uberlândia,MG,C369,online,mussarelaa,especial,quejio,719,2025-04-24,sim,18,97.66,18,31,sabado,18,nenhuma,nao,,28,2.5,dinheiro,,
BM-00732,2025-02-04,Uberlândia,MG,C366,delivery,calabresa,doce,quejio,150,2025-03-31,nao,171,105.44,19,24,sabado,23,combo,nao,,25,1.8,pix,procesado,
BM-00733,2025-08-21,Uberaba,MG,C494,balcao,mussarelaa,tradicional,quejio,761,2025-08-17,nao,112,51.42,22,25,sexta,23,cupom,nao,,15,1.3,cartao,cancelado,
BM-00734,2025-07-31,Uberaba,MG,C152,online,calabreza,doce,quejio,158,10-16-2025,nao,111,51.96,17,50,segunda,20,combo,sim,erro_pedido,28,4.3,dinheiro,cancelado,
BM-00735,2025-02-06,Franca,mg,C328,delivery,calabreza,especial,quejio,335,30/01/2025,nao,218,84.62,12,40,domingo,20,combo,nao,,20,3.0,pix,procesado,
BM-00736,2025-03-03,Uberaba,MG,C252,online,calabreza,doce,calabresa,305,2025-02-17,sim,18,116.5,7,60,segunda,17,cupom,nao,,4,1.2,pix,finalizado,
