registro_id,data_pedido,cidade,uf,cliente_id,loja_id,canal,categoria_principal,quantidade_itens,produtos_indisponiveis,funcionarios_disponiveis,volume_pedidos_simultaneos,horario_pedido,periodo_pico,tipo_produto,tempo_separacao_min,tempo_entrega_estimado_min,tempo_entrega_real_min,valor_pedido,cupom_utilizado,avaliacao_cliente,cancelado,motivo_cancelamento,frequencia_compra_mes,dias_desde_ultima_compra,status_pedido,observacao
FM-00642,2025-09-02,Uberaba,MG,C366,L31,app,mercearia,11,0,5,29,17,nao,nao perecivel,24,50,40,124.87,nao,5,sim,cliente_desistiu,4,86,procesado,
FM-00643,02-14-2025,Uberlândia,MG,C505,L59,web,mercearia,13,1,4,25,23,nao,nao_perecivel,,40,25,15,sim,3.9,nao,,5,75,procesado,
FM-00644,2025-03-26,Uberlândia,MG,C341,L51,app,mercearia,3,2,4,32,22,nao,nao_perecivel,25,35,14,213.6,,3.2,nao,,1,0,,
FM-00645,2025-07-11,Goiânia,GO,C141,L36,app,mercearia,7,3,2,1,12,sim,nao_perecivel,6,30,10,224.96,nao,4.0,nao,,9,17,procesado,
FM-00646,2025-10-12,Uberaba,MG,C430,L45,app,limpeza,5,0,4,28,12,sim,nao_perecivel,21,30,78,"88,04",,2.3,sim,produto_indisponivel,5,11,cancelado,
FM-00647,2025-03-29,goiânia,GO,C549,L20,app,bebidas,16,1,4,18,23,nao,perecivel,44,50,74,189.08,,3.2,nao,,0,35,entregue,
FM-00648,2025-05-18,Campinas,SP,C115,L48,app,conveniencia,10,2,4,40,11,sim,nao_perecivel,,40,58,"161,84",sim,1.9,nao,,6,18,entregue,
FM-00649,2025-05-23,Goiânia,GO,C311,L33,app,limpeza,9,1,4,18,16,nao,perecivel,15,50,71,161.0,nao,4.1,nao,,2,0,procesado,
FM-00650,18/10/2025,São Paulo,SP,C361,L39,app,mercearia,19,4,2,33,15,nao,perecivel,35,40,33,127.7,,5,nao,,6,78,entregue,
FM-00651,09-24-2025,Salvador,BA,C206,L52,web,mercearia,19,3,2,18,14,nao,nao_perecivel,56,50,55,125.13,,3.1,nao,,2,10,cancelado,
FM-00652,19/07/2025,Goiânia,GO,C21,L15,app,bebidas,7,0,4,20,18,sim,perecivel,16,50,75,77.83,sim,3.5,nao,,2,35,procesado,
FM-00653,2025-01-10,Curitiba,pr,C273,L60,app,hortifruti,18,0,3,17,9,nao,nao_perecivel,41,30,27,124.9,nao,3.3,nao,,1,15,entregue,
FM-00654,04/10/2025,curitiba,PR,C56,L31,web,limpeza,10,1,2,9,20,sim,nao_perecivel,19,35,34,"88,97",nao,4.0,nao,,3,46,,
FM-00655,2025-06-08,São Paulo,SP,C84,L14,app,conveniencia,5,0,6,15,16,nao,nao_perecivel,11,30,44,15,sim,1,nao,,13,63,cancelado,
FM-00656,2025-09-17,São Paulo,SP,C132,L11,app,limpeza,10,1,1,5,10,nao,nao_perecivel,22,40,36,131.36,,4.0,nao,,4,24,entregue,
FM-00657,2025-04-14,Campinas,SP,C473,L54,app,limpeza,13,4,7,41,14,nao,perecivel,36,50,69,65.64,,2.4,nao,,3,6,procesado,
FM-00658,data_invalida,São Paulo,SP,C62,L18,app,mercearia,1,5,1,12,16,nao,nao_perecivel,9,50,25,77.77,,"3,7",nao,,1,3,entregue,
FM-00659,2025-09-26,Curitiba,pr,C368,L7,app,bebidas,9,0,2,13,9,nao,perecivel,21,35,43,159.06,nao,2.4,sim,atraso,0,0,,
FM-00660,2025-03-03,Salvador,BA,C517,L39,app,hortifruti,8,4,4,20,13,nao,nao_perecivel,17,30,10,180.72,nao,5,sim,cliente_desistiu,4,60,cancelado,
FM-00661,2025-01-17,Uberaba,MG,C543,L32,app,conveniencia,10,3,2,0,20,sim,nao_perecivel,15,50,40,148.12,nao,"4,6",nao,,1,46,entregue,
FM-00662,2025-04-18,Salvador,BA,C542,L49,app,conveniencia,19,1,2,20,21,nao,nao_perecivel,43,30,18,139.9,sim,2.5,nao,,5,82,,
FM-00663,2025-08-31,Uberlândia,MG,C38,L59,web,hortifruti,1,0,1,21,13,nao,nao_perecivel,15,35,51,99.96,,2.2,nao,,1,68,em_rota,
FM-00664,2025-08-15,Uberlândia,MG,C347,L32,app,conveniência,17,0,4,21,7,nao,perecivel,33,30,35,189.12,,1.9,sim,valor_frete,10,43,cancelado,
FM-00665,2025-08-15,Salvador,BA,C68,L5,app,limpeza,1,0,7,2,17,nao,nao_perecivel,3,50,41,249.35,nao,2.8,nao,,6,41,,
FM-00666,10-20-2025,Salvador,BA,C486,L42,app,bebidas,7,2,4,0,18,sim,perecivel,9,40,39,15,,2.7,nao,,10,62,entregue,
FM-00667,2025-06-18,Salvador,BA,C371,L55,app,hortifruti,4,4,1,18,22,nao,nao_perecivel,18,30,11,60.39,nao,4.5,nao,,5,39,,
FM-00668,2025-06-16,Uberaba,MG,C414,L45,web,bebidas,17,0,2,37,12,sim,nao_perecivel,39,30,58,56.43,,"4,1",sim,produto_indisponivel,9,12,entregue,
FM-00669,2025-05-30,Uberaba,MG,C39,L52,app,bebidas,4,1,5,3,15,nao,nao_perecivel,3,30,53,126.59,nao,3.4,sim,erro_pagamento,9,21,cancelado,
FM-00670,2025-03-24,Campinas,SP,C307,L20,web,hortifruti,2,0,3,8,22,nao,nao_perecivel,3,35,34,95.77,sim,2.5,nao,,4,89,em_rota,
FM-00671,2025-07-17,Campinas,SP,C257,L24,web,mercearia,21,0,5,39,9,nao,perecivel,46,50,51,"115,16",,2.4,sim,valor_frete,12,52,,
FM-00672,2025-05-05,Campinas,SP,C316,L37,app,bebidas,8,0,2,21,23,nao,perecivel,26,40,61,102.67,,5,sim,cliente_desistiu,4,20,,
FM-00673,2025-05-19,Curitiba,PR,C375,L35,app,limpeza,18,3,1,26,7,nao,nao_perecivel,43,45,49,"152,53",nao,1.1,nao,,13,18,entregue,
FM-00674,01-13-2025,salvador,BA,C169,L30,app,bebidas,14,2,4,7,15,nao,nao_perecivel,23,30,10,181.55,sim,5,nao,,0,23,procesado,
FM-00675,03/05/2025,goiânia,GO,C149,L58,web,bebidas,3,1,1,25,11,sim,perecivel,13,50,41,"153,63",sim,"4,7",nao,,0,32,entregue,
FM-00676,2025-04-18,Campinas,SP,C98,L16,app,bebidas,23,1,3,33,17,nao,nao_perecivel,76,40,42,107.66,sim,2.9,nao,,12,61,,
FM-00677,14/07/2025,Salvador,BA,C499,L56,app,hortifruti,1,1,1,11,15,nao,nao_perecivel,8,45,64,24.43,nao,3.2,nao,,5,16,procesado,
FM-00678,2025-08-29,Goiânia,GO,C425,L30,app,hortifruti,21,0,5,8,10,nao,nao_perecivel,37,40,23,161.88,nao,"3,9",nao,,0,70,procesado,
FM-00679,2025-08-05,Uberlândia,mg,C168,L7,app,horti fruti,13,2,2,40,23,nao,perecivel,48,40,35,67.5,sim,"3,7",nao,,0,70,cancelado,
FM-00680,2025-05-11,Campinas,SP,C236,L21,app,mercearia,11,1,5,2,11,sim,nao_perecivel,7,30,62,88.88,nao,3.4,sim,valor_frete,7,67,,
FM-00681,2025-01-31,uberaba,MG,C345,L60,app,conveniencia,13,0,8,14,20,sim,nao_perecivel,26,45,79,97.06,nao,2.6,nao,,5,51,entregue,
FM-00682,2025-01-25,Uberaba,MG,C52,L49,web,mercearia,11,2,3,13,14,nao,nao_perecivel,34,40,45,"155,85",sim,2.5,nao,,5,60,procesado,
FM-00683,2025-10-05,Uberlândia,MG,C485,L9,app,bebidas,18,0,4,34,19,sim,nao_perecivel,59,40,53,219.47,,"3,2",nao,,1,9,,
FM-00684,2025-07-11,São Paulo,SP,C273,L6,app,bebidas,10,0,11,24,19,sim,perecivel,9,40,71,32.81,nao,2.6,nao,,4,17,entregue,
FM-00685,2025-05-28,Uberaba,MG,C207,L15,app,limpeza,20,2,4,19,7,nao,nao_perecivel,31,45,27,175.47,sim,"4,8",nao,,7,66,cancelado,
FM-00686,2025-01-01,Curitiba,PR,C366,L32,app,limpeza,8,0,3,12,15,nao,nao_perecivel,22,30,29,25.35,,3.1,nao,,0,65,em_rota,
FM-00687,data_invalida,curitiba,PR,C8,L31,app,mercearia,12,2,4,11,15,nao,perecivel,33,35,20,77.52,sim,4.1,nao,,3,46,em_rota,
FM-00688,2025-07-31,Curitiba,PR,C458,L7,app,bebidas,10,0,4,14,14,nao,nao_perecivel,21,45,15,"94,73",sim,4.6,nao,,9,86,em_rota,
FM-00689,2025-08-13,Uberaba,MG,C309,L10,app,mercearia,11,0,2,12,9,nao,perecivel,28,50,60,15,nao,1.9,sim,atraso,4,50,,
FM-00690,23/08/2025,Uberlândia,MG,C465,L33,app,mercearia,6,1,1,0,15,nao,perecivel,14,35,59,"130,77",,2.6,nao,,3,56,cancelado,
FM-00691,2025-10-06,uberaba,MG,C231,L19,app,limpeza,26,0,4,14,13,nao,nao_perecivel,42,45,77,206.26,sim,3.1,nao,,6,32,entregue,
FM-00692,2025-10-26,Campinas,SP,C211,L36,web,mercearia,16,3,5,48,8,nao,perecivel,52,50,39,154.79,,3.8,nao,,7,73,procesado,
FM-00693,2025-01-06,Salvador,BA,C538,L16,app,bebidas,1,2,1,31,22,nao,nao_perecivel,10,50,65,"278,71",sim,3.8,sim,cliente_desistiu,8,22,entregue,
FM-00694,10-13-2025,Campinas,SP,C144,L47,web,mercearia,14,3,1,0,7,nao,nao_perecivel,17,30,44,79.62,nao,2.0,sim,erro_pagamento,0,74,,
FM-00695,2025-10-08,Curitiba,PR,C199,L18,app,mercearia,6,1,3,0,11,sim,perecivel,5,30,34,54.26,,2.5,nao,,6,36,,
FM-00696,2025-07-02,Uberaba,MG,C107,L38,web,bebidas,9,0,1,21,18,sim,nao_perecivel,29,45,55,177.95,,2.6,nao,,5,79,cancelado,
FM-00697,2025-07-18,Uberaba,MG,C455,L26,app,mercearia,20,1,3,28,9,nao,nao_perecivel,38,30,55,117.13,nao,2.3,sim,produto_indisponivel,2,45,,
FM-00698,2025-09-03,Campinas,sp,C257,L18,app,conveniencia,1,2,5,10,7,nao,perecivel,3,35,45,"106,31",,1.9,nao,,1,82,entregue,
FM-00699,2025-06-09,Uberlândia,MG,C148,L10,web,mercearia,11,0,5,17,23,nao,nao_perecivel,15,50,67,111.95,nao,2.5,sim,valor_frete,2,73,,
FM-00700,2025-04-12,São Paulo,SP,C36,L9,app,mercearia,5,0,3,20,21,nao,nao_perecivel,22,50,23,24.24,,4.5,nao,,8,88,,
FM-00701,2025-10-22,Uberlândia,MG,C196,L16,web,limpeza,7,0,4,15,15,nao,perecivel,13,35,39,133.26,sim,3.3,sim,produto_indisponivel,9,19,entregue,
FM-00702,06-16-2025,Uberlândia,MG,C1,L19,app,bebidas,20,0,3,16,21,nao,nao perecivel,37,45,32,69.13,nao,3.7,nao,,3,82,entregue,
FM-00703,2025-04-28,Goiânia,GO,C2,L30,app,limpeza,8,1,1,12,18,sim,nao perecivel,20,35,59,"25,1",nao,2.0,nao,,1,69,,
FM-00704,2025-03-17,Curitiba,pr,C343,L59,app,conveniência,9,0,2,0,9,nao,nao_perecivel,,30,18,83.64,nao,4.0,nao,,12,3,procesado,
FM-00705,2025-08-18,Campinas,SP,C215,L47,app,limpeza,12,2,2,15,9,nao,perecivel,32,40,34,143.26,nao,4.3,nao,,5,55,procesado,
FM-00706,20/01/2025,Salvador,BA,C317,L44,web,bebidas,18,2,8,24,18,sim,nao_perecivel,19,45,40,217.39,nao,3.4,nao,,5,67,entregue,
FM-00707,2025-01-16,Salvador,BA,C264,L8,app,limpeza,10,1,3,0,13,nao,perecivel,15,40,10,34.76,nao,3.8,nao,,3,54,entregue,
FM-00708,25/10/2025,Campinas,SP,C526,L41,app,hortifruti,6,1,3,43,18,sim,nao_perecivel,40,35,51,61.5,nao,3.0,nao,,2,40,em_rota,
FM-00709,2025-06-20,Goiânia,GO,C44,L57,app,limpeza,9,0,5,22,18,sim,nao_perecivel,14,30,19,85.07,nao,5,nao,,4,68,,
FM-00710,2025-03-29,Goiânia,GO,C56,L21,app,limpeza,19,0,2,16,8,nao,nao_perecivel,32,50,62,"156,68",nao,4.9,sim,valor_frete,3,7,entregue,
FM-00711,2025-08-14,Uberlândia,MG,C141,L5,app,conveniencia,1,1,1,9,14,nao,perecivel,7,45,41,121.83,sim,3.9,nao,,0,88,entregue,
FM-00712,2025-05-27,Uberlândia,MG,C85,L3,app,bebidas,23,0,4,2,21,nao,nao_perecivel,29,45,34,54.28,nao,3.3,nao,,5,49,entregue,
FM-00713,2025-03-05,Campinas,SP,C216,L26,app,limpeza,3,4,2,33,12,sim,nao_perecivel,26,40,74,134.23,sim,3.5,sim,atraso,8,78,em_rota,
FM-00714,2025-10-21,Salvador,BA,C76,L49,web,limpeza,3,0,4,37,18,sim,nao_perecivel,11,45,79,136.79,nao,2.3,nao,,3,21,em_rota,
FM-00715,2025-01-09,Goiânia,GO,C449,L29,app,mercearia,14,1,4,18,19,sim,nao_perecivel,43,40,47,20.01,nao,"2,1",nao,,4,10,entregue,
FM-00716,2025-05-12,Salvador,BA,C338,L58,app,conveniencia,10,2,1,19,18,sim,nao_perecivel,26,45,24,"138,85",sim,4.5,nao,,1,76,procesado,
FM-00717,2025-08-15,Salvador,BA,C217,L35,app,mercearia,1,1,5,18,14,nao,perecivel,3,50,31,"167,01",,3.9,nao,,9,8,cancelado,
FM-00718,2025-10-17,Uberaba,MG,C71,L28,app,bebidas,11,1,6,13,23,nao,nao_perecivel,25,40,39,177.91,nao,2.0,nao,,4,11,entregue,
FM-00719,2025-09-17,goiânia,GO,C253,L37,app,conveniencia,9,0,3,5,20,sim,perecivel,10,35,10,192.87,,4.1,nao,,0,11,cancelado,
FM-00720,16/02/2025,Goiânia,GO,C96,L41,app,mercearia,11,3,8,5,16,nao,perecivel,18,35,59,102.65,sim,2.1,sim,cliente_desistiu,8,83,em_rota,
FM-00721,2025-10-05,Salvador,BA,C306,L38,app,bebidas,1,0,9,5,18,sim,perecivel,3,45,59,"192,28",,1,nao,,2,0,cancelado,
FM-00722,2025-01-19,São Paulo,SP,C214,L28,app,bebidas,17,1,6,0,18,sim,perecivel,33,40,88,161.48,sim,5,nao,,0,56,,
FM-00723,2025-09-10,Curitiba,PR,C206,L54,web,hortifruti,16,1,2,25,18,sim,nao perecivel,39,30,39,117.92,nao,2.9,nao,,0,81,,
FM-00724,2025-04-07,Curitiba,pr,C50,L53,web,bebidas,30,0,6,10,16,nao,nao_perecivel,61,35,28,36.9,nao,4.4,nao,,0,54,entregue,
FM-00725,2025-01-29,Goiânia,GO,C130,L13,app,mercearia,11,1,6,1,11,sim,perecivel,22,45,70,115.41,,4.7,sim,valor_frete,0,24,em_rota,
FM-00726,2025-03-05,Uberlândia,MG,C104,L40,app,limpeza,5,0,8,21,20,sim,nao_perecivel,3,50,40,161.81,sim,3.2,nao,,9,31,entregue,
FM-00727,2025-04-22,Goiânia,GO,C336,L51,app,hortifruti,10,0,4,0,13,nao,nao_perecivel,13,50,57,35.03,,4.0,sim,erro_pagamento,6,60,procesado,
FM-00728,2025-08-01,Campinas,SP,C341,L27,app,mercearia,7,0,4,19,9,nao,nao_perecivel,15,30,10,"123,52",sim,4.8,nao,,6,65,procesado,
FM-00729,2025-03-14,Campinas,SP,C11,L54,web,hortifruti,3,0,4,2,20,sim,nao_perecivel,3,45,64,129.15,,4.9,nao,,15,32,procesado,
FM-00730,07/10/2025,São Paulo,SP,C307,L19,web,bebidas,12,0,3,0,23,nao,nao_perecivel,27,40,45,167.08,sim,1.9,nao,,8,52,,
FM-00731,2025-01-10,goiânia,GO,C127,L17,web,bebidas,14,0,5,10,20,sim,perecivel,26,50,75,132.04,nao,3.2,nao,,9,0,,
FM-00732,24/06/2025,Campinas,SP,C244,L49,app,bebidas,10,0,3,14,18,sim,nao_perecivel,14,40,61,170.73,,"2,6",nao,,0,52,em_rota,
FM-00733,data_invalida,Goiânia,GO,C407,L11,app,conveniência,16,2,3,18,14,nao,nao_perecivel,46,30,62,"60,75",nao,2.8,nao,,10,77,entregue,
FM-00734,2025-06-15,Uberaba,MG,C427,L14,app,hortifruti,14,4,3,12,14,nao,perecivel,33,35,27,107.03,,5,sim,valor_frete,2,48,entregue,
FM-00735,2025-04-05,Goiânia,GO,C32,L33,web,limpeza,13,0,5,17,10,nao,nao perecivel,37,35,48,40.49,sim,2.8,nao,,3,81,cancelado,
FM-00736,2025-05-31,São Paulo,SP,C543,L27,app,limpeza,6,0,5,12,17,nao,nao_perecivel,13,40,14,99.9,,2.7,nao,,0,51,em_rota,
FM-00737,2025-09-06,São Paulo,SP,C38,L11,app,mercearia,12,1,3,17,16,nao,perecivel,23,50,69,56.85,nao,3.8,sim,produto_indisponivel,6,1,em_rota,
FM-00738,2025-03-23,curitiba,PR,C379,L59,app,hortifruti,6,0,3,17,7,nao,perecivel,19,30,49,"138,5",,2.5,sim,atraso,5,75,entregue,
FM-00739,2025-02-09,Uberaba,mg,C410,L9,app,limpeza,21,1,3,1,19,sim,perecivel,33,45,60,86.53,nao,4.1,nao,,0,78,procesado,
FM-00740,2025-03-14,São Paulo,SP,C301,L36,app,hortifruti,21,2,2,12,17,nao,perecivel,44,35,22,87.21,sim,2.5,nao,,5,45,,
FM-00741,2025-09-12,uberaba,MG,C9,L60,app,mercearia,21,0,1,25,23,nao,perecivel,57,50,62,187.0,sim,1.5,sim,cliente_desistiu,2,68,procesado,
FM-00742,2025-05-02,Campinas,SP,C478,L57,web,mercearia,1,2,7,9,22,nao,nao_perecivel,3,45,12,174.4,nao,4.3,nao,,4,5,entregue,
FM-00743,2025-04-14,Uberaba,MG,C409,L35,app,hortifruti,13,0,6,18,19,sim,nao_perecivel,35,35,56,270.5,nao,4.1,nao,,5,56,,
FM-00744,2025-09-26,Curitiba,PR,C336,L24,app,hortifruti,18,3,1,0,8,nao,nao_perecivel,31,50,42,143.89,sim,4.0,nao,,10,22,cancelado,
FM-00745,2025-09-10,uberlândia,MG,C55,L6,app,bebidas,15,0,7,2,14,nao,nao_perecivel,17,40,10,15,sim,3.4,nao,,6,87,,
FM-00746,2025-06-29,Goiânia,GO,C263,L45,app,hortifruti,15,2,3,21,9,nao,nao_perecivel,38,40,42,105.38,,1.6,nao,,10,79,entregue,
FM-00747,data_invalida,Uberaba,MG,C308,L3,web,limpeza,11,1,3,7,23,nao,perecivel,14,35,57,50.87,sim,1.4,nao,,10,6,cancelado,
FM-00748,2025-01-09,Salvador,BA,C76,L33,app,hortifruti,3,1,4,15,17,nao,nao_perecivel,11,35,34,217.78,nao,5,nao,,2,69,procesado,
FM-00749,2025-07-13,Campinas,SP,C378,L10,web,conveniencia,12,3,5,28,16,nao,nao_perecivel,21,30,23,191.25,nao,4.2,sim,produto_indisponivel,6,11,em_rota,
FM-00750,2025-04-09,Campinas,SP,C52,L13,web,bebidas,28,0,4,5,12,sim,perecivel,45,30,51,109.15,nao,5,sim,erro_pagamento,0,74,entregue,
FM-00751,data_invalida,Uberaba,MG,C350,L18,app,mercearia,22,1,7,19,20,sim,nao_perecivel,42,40,62,159.1,nao,2.9,nao,,7,51,,
FM-00752,2025-04-27,Uberlândia,MG,C494,L41,web,limpeza,12,0,2,17,9,nao,perecivel,28,30,28,"131,52",nao,4.3,nao,,4,61,entregue,
FM-00753,2025-10-20,Salvador,BA,C240,L18,app,limpeza,15,0,4,9,16,nao,nao_perecivel,31,30,10,15,,5,nao,,5,28,entregue,
FM-00754,2025-07-30,Curitiba,PR,C366,L57,app,bebidas,16,1,1,4,22,nao,perecivel,22,30,60,123.24,nao,2.3,nao,,6,85,entregue,
FM-00755,2025-05-23,Salvador,BA,C310,L17,app,hortifruti,13,0,4,2,11,sim,perecivel,20,45,33,"82,69",nao,4.9,nao,,9,85,entregue,
FM-00756,2025-03-17,Goiânia,GO,C92,L49,app,limpeza,9,3,5,29,14,nao,perecivel,28,40,41,94.33,sim,"2,3",nao,,9,10,,
FM-00757,07-02-2025,Curitiba,PR,C138,L41,app,bebidas,18,1,3,25,14,nao,nao_perecivel,44,40,42,94.49,,2.4,nao,,7,71,cancelado,
FM-00758,2025-06-20,São Paulo,SP,C36,L28,app,hortifruti,18,1,5,12,14,nao,perecivel,29,50,39,83.91,nao,"4,4",nao,,4,42,procesado,
FM-00759,02-16-2025,São Paulo,SP,C162,L13,app,hortifruti,9,0,1,29,16,nao,perecivel,43,30,50,269.55,sim,4.6,nao,,2,43,em_rota,
FM-00760,2025-06-30,Uberaba,MG,C518,L55,app,mercearia,10,3,2,46,13,nao,perecivel,43,35,33,80.06,nao,5,sim,produto_indisponivel,3,29,em_rota,
FM-00761,2025-10-12,Uberlândia,MG,C398,L47,web,bebidas,5,1,5,40,9,nao,perecivel,20,50,29,189.33,sim,5,sim,produto_indisponivel,5,27,em_rota,
FM-00762,2025-06-04,Uberlândia,MG,C128,L58,web,hortifruti,2,0,3,4,19,sim,perecivel,3,35,57,80.04,,5,nao,,9,54,cancelado,
FM-00763,2025-05-22,Uberaba,mg,C382,L27,web,mercearia,7,1,4,7,18,sim,nao_perecivel,15,50,59,181.23,nao,2.6,nao,,1,62,em_rota,
FM-00764,2025-05-09,Uberaba,MG,C516,L57,app,bebidas,14,0,2,13,12,sim,nao_perecivel,30,50,59,116.94,nao,3.7,nao,,6,23,,
FM-00765,2025-03-09,Salvador,ba,C519,L47,app,bebidas,5,2,1,27,16,nao,nao_perecivel,27,45,42,264.5,nao,2.9,nao,,3,50,cancelado,
FM-00766,2025-03-21,São Paulo,SP,C35,L51,app,mercearia,3,1,4,0,20,sim,perecivel,3,40,73,"168,67",sim,1.9,nao,,3,59,,
FM-00767,2025-04-01,Uberaba,MG,C222,L46,app,hortifruti,9,0,1,28,11,sim,nao_perecivel,35,50,87,149.63,nao,3.9,nao,,5,10,,
FM-00768,2025-01-27,Curitiba,PR,C53,L35,app,mercearia,17,1,2,25,23,nao,nao_perecivel,29,30,40,197.07,,3.5,nao,,4,56,cancelado,
FM-00769,2025-07-10,São Paulo,SP,C147,L46,app,limpeza,7,1,6,21,12,sim,perecivel,19,35,29,119.39,nao,3.2,nao,,2,31,,
FM-00770,13/02/2025,Uberaba,mg,C81,L30,app,conveniencia,10,1,4,12,21,nao,nao_perecivel,23,35,46,22.28,sim,2.0,sim,cliente_desistiu,8,14,,
FM-00771,2025-06-17,São Paulo,SP,C467,L41,app,conveniencia,17,2,1,18,15,nao,perecivel,34,40,20,113.46,nao,3.7,nao,,5,76,em_rota,
FM-00772,2025-07-03,Salvador,BA,C343,L44,app,mercearia,3,2,6,30,13,nao,nao_perecivel,,35,31,"217,07",sim,"3,5",nao,,3,13,entregue,
FM-00773,08-06-2025,Uberlândia,MG,C94,L34,app,bebidas,1,2,4,18,20,sim,nao perecivel,9,35,18,114.02,,5,sim,cliente_desistiu,6,37,em_rota,
FM-00774,2025-01-16,Uberaba,mg,C509,L58,app,limpeza,3,2,1,25,18,sim,nao_perecivel,13,50,38,15,nao,4.2,nao,,0,8,cancelado,
FM-00775,10-15-2025,Campinas,SP,C481,L40,app,conveniencia,24,1,5,17,12,sim,perecivel,54,35,67,174.32,sim,1.9,nao,,5,34,procesado,
FM-00776,2025-06-23,São Paulo,SP,C328,L24,app,bebidas,5,1,2,17,19,sim,nao_perecivel,14,45,57,241.18,sim,2.3,nao,,0,33,,
FM-00777,2025-06-21,Campinas,SP,C139,L34,app,mercearia,7,0,3,31,17,nao,nao_perecivel,28,35,65,217.02,,2.7,sim,atraso,7,44,em_rota,
FM-00778,2025-10-27,Uberaba,MG,C292,L20,app,hortifruti,7,2,4,16,9,nao,nao_perecivel,16,30,45,"111,6",sim,"1,9",nao,,10,47,,
FM-00779,2025-09-25,Campinas,SP,C122,L49,app,hortifruti,23,2,4,4,23,nao,nao_perecivel,45,40,10,209.79,sim,2.7,nao,,3,84,procesado,
FM-00780,2025-01-09,Curitiba,pr,C95,L35,app,hortifruti,1,3,1,26,22,nao,perecivel,15,40,47,95.63,nao,3.2,nao,,6,20,em_rota,
FM-00781,2025-10-15,Uberaba,MG,C151,L16,web,limpeza,22,0,1,1,17,nao,nao_perecivel,54,35,35,98.7,nao,3.5,nao,,9,86,cancelado,
FM-00782,2025-06-19,Uberlândia,MG,C252,L6,app,mercearia,20,1,3,3,7,nao,nao_perecivel,26,35,43,"209,33",nao,1.4,nao,,1,51,em_rota,
FM-00783,2025-10-06,Curitiba,PR,C100,L39,app,conveniencia,7,2,5,14,17,nao,nao_perecivel,16,45,46,20.18,sim,2.9,nao,,7,22,cancelado,
FM-00784,2025-08-28,Goiânia,GO,C312,L2,app,bebidas,3,2,3,1,17,nao,perecivel,4,45,34,87.76,,5,nao,,1,61,entregue,
FM-00785,17/10/2025,São Paulo,SP,C494,L46,app,mercearia,19,0,3,29,12,sim,nao_perecivel,62,45,54,60.4,nao,3.7,sim,valor_frete,7,25,procesado,
FM-00786,2025-05-22,Curitiba,PR,C191,L22,app,mercearia,15,1,2,28,14,nao,perecivel,26,30,27,"34,55",nao,"3,9",nao,,7,52,entregue,
FM-00787,2025-08-06,São Paulo,SP,C490,L31,app,limpeza,21,0,4,14,20,sim,nao_perecivel,35,30,40,15,sim,3.1,nao,,4,82,entregue,
FM-00788,2025-05-30,Uberlândia,MG,C491,L15,app,mercearia,17,0,2,20,20,sim,perecivel,33,40,40,15.32,sim,"4,8",nao,,2,30,entregue,
FM-00789,data_invalida,Goiânia,GO,C162,L28,web,hortifruti,12,0,3,24,10,nao,perecivel,27,40,41,33.06,nao,2.4,nao,,0,44,cancelado,
FM-00790,2025-04-23,Curitiba,PR,C430,L46,app,bebidas,1,2,2,10,14,nao,perecivel,3,30,10,106.77,,3.7,nao,,17,60,cancelado,
FM-00791,2025-09-07,Salvador,BA,C93,L25,app,horti fruti,7,1,6,1,7,nao,nao_perecivel,3,40,34,102.14,sim,2.8,nao,,9,54,,
FM-00792,2025-03-03,Uberlândia,MG,C526,L11,app,limpeza,8,0,5,22,18,sim,perecivel,16,35,31,106.64,sim,3.3,nao,,8,31,procesado,
FM-00793,2025-09-14,Goiânia,GO,C332,L31,app,limpeza,8,0,2,13,10,nao,nao_perecivel,20,30,10,110.21,,5,sim,erro_pagamento,1,43,entregue,
FM-00794,2025-02-10,são paulo,SP,C22,L17,app,limpeza,17,0,5,16,16,nao,nao_perecivel,,50,67,238.09,nao,5,nao,,8,36,cancelado,
FM-00795,data_invalida,Campinas,sp,C311,L52,app,mercearia,8,0,3,6,18,sim,nao_perecivel,19,35,67,126.77,nao,2.7,sim,produto_indisponivel,7,45,entregue,
FM-00796,2025-09-19,Salvador,BA,C155,L32,app,limpeza,8,0,5,27,13,nao,perecivel,11,40,87,80.45,,2.1,nao,,2,3,em_rota,
FM-00797,2025-04-22,Campinas,SP,C25,L24,app,mercearia,19,4,3,37,22,nao,perecivel,70,50,40,"117,16",,4.6,sim,atraso,4,56,,
FM-00798,2025-08-12,Salvador,BA,C133,L13,app,mercearia,2,0,1,4,20,sim,perecivel,4,40,73,15,sim,1.1,sim,cliente_desistiu,9,47,cancelado,
FM-00799,02-02-2025,Uberaba,MG,C451,L5,app,hortifruti,3,0,1,11,13,nao,perecivel,11,45,66,29.87,nao,5.0,nao,,6,31,procesado,
FM-00800,05-20-2025,Uberlândia,MG,C285,L50,app,mercearia,1,0,4,9,16,nao,perecivel,3,45,43,117.77,sim,4.4,nao,,4,74,cancelado,
FM-00801,data_invalida,Curitiba,PR,C341,L60,app,conveniencia,7,2,4,11,18,sim,nao_perecivel,17,40,85,113.29,nao,2.9,nao,,1,8,em_rota,
FM-00802,2025-05-20,Goiânia,GO,C239,L58,app,hortifruti,12,1,7,9,23,nao,perecivel,26,40,59,"63,01",sim,"4,3",nao,,6,51,em_rota,
