registro_id,data_evento,cidade,uf,canal,dispositivo,categoria_produto,produto,preco_produto,valor_frete,cupom_utilizado,desconto_pct,etapa_funil,adicionou_carrinho,iniciou_pagamento,pagamento_aprovado,motivo_falha_pagamento,tempo_site_seg,quantidade_cliques,avaliacao_experiencia,origem_trafego,status_pedido,observacao
ECOM-00622,2025-04-23,Uberlândia,MG,site,mobile,smartphone,Moto Plus,"4261,15",27.0,,10,visualizou,sim,nao,nao,,245,4,"2,4",instagram,,
ECOM-00623,05-11-2025,Uberaba,MG,site,desktop,smartphone,Redmi Pro,4097.53,52.83,,20,compra,sim,sim,sim,,596,15,"4,1",direto,falha_pagamento,
ECOM-00624,01-29-2025,Campinas,SP,app,mobile,notebook,Notebook Gamer,4806.88,61.71,,10,carrinho,sim,nao,nao,,138,1,"4,3",email,falha_pagamento,
ECOM-00625,06-06-2025,Uberaba,MG,site,tablet,notebook,Notebook Office,3380.38,21.16,sim,15,visualizou,sim,nao,nao,,132,8,3.6,instagram,,
ECOM-00626,2025-01-18,Uberaba,MG,app,desktop,acessorios,Carregador,"108,61",33.07,,20,pagamento,sim,sim,nao,cartao_recusado,256,14,3.2,google_ads,procesado,
ECOM-00627,2025-02-09,Uberaba,MG,site,mobile,smartphone,Moto Plus,2223.35,30.95,sim,0,compra,sim,sim,sim,,5,16,3.5,organico,procesado,
ECOM-00628,29/04/2025,Salvador,BA,app,desktop,smartphone,Moto Plus,2652.3,75.37,sim,0,compra,sim,sim,sim,,395,1,"2,5",instagram,falha_pagamento,
ECOM-00629,2025-09-05,Salvador,BA,app,desktop,fone,Earbuds,"252,73",59.02,sim,0,carrinho,sim,nao,nao,,5,12,4.9,organico,,
ECOM-00630,2025-02-09,salvador,BA,site,desktop,smartwatch,Watch Pro,2448.39,4.96,,0,carrinho,sim,nao,nao,,314,9,4.5,instagram,finalizado,
ECOM-00631,2025-02-01,Campinas,SP,site,mobile,fone,Fone Bluetooth,285.38,31.62,,15,visualizou,sim,nao,nao,,364,23,4.7,google_ads,abandonado,
ECOM-00632,02-20-2025,São Paulo,SP,app,mobile,notebook,Notebook Gamer,2499.42,"3,36",nao,0,carrinho,sim,nao,nao,,323,3,5,organico,,
ECOM-00633,2025-07-24,Uberaba,MG,site,mobile,smartphone,iPhone Z,3026.19,1.48,sim,15,carrinho,sim,nao,nao,,137,1,4.1,google_ads,finalizado,
ECOM-00634,2025-01-13,Uberaba,MG,site,desktop,fone,Earbuds,762.9,12.38,,20,carrinho,sim,nao,nao,,344,29,4.7,direto,procesado,
ECOM-00635,2025-08-24,Curitiba,PR,site,mobile,smartwatch,Watch Pro,549.34,44.27,nao,15,compra,sim,sim,nao,erro_gateway,208,27,5,organico,,
ECOM-00636,2025-10-22,Salvador,BA,site,mobile,notebook,Notebook Office,2758.42,35.17,,5,pagto,sim,sim,nao,erro_gateway,421,13,2.4,direto,finalizado,
ECOM-00637,2025-10-04,Curitiba,PR,app,mobile,fone,Fone Bluetooth,310.74,79.21,,0,carrino,sim,sim,nao,limite_insuficiente,166,13,4.0,organico,abandonado,
ECOM-00638,2025-08-18,Uberlândia,MG,site,mobile,fone,Fone Bluetooth,"251,56",34.38,,0,compra,sim,sim,nao,erro_gateway,,17,2.9,direto,falha_pagamento,
ECOM-00639,2025-10-28,Curitiba,PR,site,mobile,smartphone,Redmi Pro,"5802,86",55.22,sim,0,pagamento,sim,sim,nao,cartao_recusado,374,5,3.1,google_ads,,
ECOM-00640,01/09/2025,Uberaba,MG,site,mobile,notebook,Notebook Office,8525.09,22.75,,0,compra,sim,sim,sim,,115,15,5,google_ads,procesado,
ECOM-00641,2025-07-27,Goiânia,GO,site,mobile,smartphone,iPhone Z,3006.38,22.78,,0,carrinho,sim,nao,nao,,99,27,1.0,organico,falha_pagamento,
ECOM-00642,2025-06-05,Curitiba,PR,site,mobile,smartphone,Galaxy X,4266.48,19.85,sim,20,pagamento,sim,sim,nao,pix_expirado,219,11,5,organico,procesado,
ECOM-00643,2025-04-13,Uberaba,MG,site,desktop,smartphone,iPhone Z,3875.36,34.15,nao,0,visualizou,nao,nao,nao,,220,8,4.9,organico,abandonado,
ECOM-00644,19/10/2025,Uberaba,mg,site,desktop,notebook,Notebook Office,2461.78,31.24,,0,pagamento,sim,sim,nao,limite_insuficiente,376,1,3.1,google_ads,abandonado,
ECOM-00645,data_invalida,Curitiba,PR,site,desktop,notbook,Earbuds,"323,92",44.58,,20,carrinho,sim,nao,nao,,70,11,"4,5",instagram,abandonado,
ECOM-00646,2025-01-04,Uberaba,MG,site,mobile,smartphone,Galaxy X,2485.98,64.19,,15,visualizou,sim,nao,nao,,116,14,3.9,instagram,abandonado,
ECOM-00647,11/05/2025,São Paulo,SP,site,mobile,fone,Headset Gamer,285.25,"46,53",nao,0,pagamento,sim,sim,nao,pix_expirado,501,12,4.7,organico,abandonado,
ECOM-00648,2025-01-10,Uberaba,MG,app,desktop,acessorios,Mouse,281.62,42.53,,10,carrinho,sim,nao,nao,,200,1,4.1,instagram,falha_pagamento,
ECOM-00649,2025-06-29,Uberlândia,MG,app,mobile,fone,Headset Gamer,828.48,7.46,nao,10,pagamento,sim,sim,nao,erro_gateway,252,12,"4,8",google_ads,finalizado,
ECOM-00650,2025-04-09,Salvador,BA,site,mobile,smartphone,iPhone Z,"4751,22","10,99",sim,0,pagamento,sim,sim,nao,limite_insuficiente,278,11,"4,3",direto,procesado,
ECOM-00651,2025-07-27,Uberlândia,MG,site,tablet,smartwatch,Smartwatch Fit,993.4,74.71,nao,10,compra,sim,sim,sim,,369,14,4.0,direto,abandonado,
ECOM-00652,2025-04-09,Campinas,SP,site,desktop,fone,Earbuds,835.48,70.8,,0,visualizou,nao,nao,nao,,5,8,2.6,email,abandonado,
ECOM-00653,05-15-2025,Curitiba,PR,site,mobile,fone,Earbuds,297.81,72.14,,5,visualizou,nao,nao,nao,,368,20,5,instagram,abandonado,
ECOM-00654,08-12-2025,uberaba,MG,site,mobile,smartphone,Redmi Pro,2895.26,"16,27",nao,0,compra,sim,sim,sim,,189,18,2.2,instagram,finalizado,
ECOM-00655,02-01-2025,Goiânia,GO,site,mobile,notebook,Notebook Gamer,"3969,57",37.93,,0,pagamento,sim,sim,nao,erro_gateway,222,1,5.0,google_ads,finalizado,
ECOM-00656,2025-03-21,Uberaba,MG,site,mobile,smartphone,Moto Plus,4785.37,28.98,nao,0,carrinho,sim,nao,nao,,5,8,3.7,instagram,,
ECOM-00657,2025-02-12,Uberaba,MG,app,mobile,fone,Earbuds,262.96,48.71,sim,0,carrinho,sim,nao,nao,,276,21,2.4,google_ads,,
ECOM-00658,data_invalida,Uberlândia,MG,app,tablet,fone,Headset Gamer,419.5,4.27,,5,carrinho,sim,nao,nao,,214,9,"3,3",google_ads,finalizado,
ECOM-00659,2025-03-28,Uberaba,MG,site,tablet,smartphone,Moto Plus,"2728,95","38,41",nao,20,carrinho,sim,nao,nao,,507,13,5,organico,,
ECOM-00660,2025-10-25,Campinas,SP,app,mobile,notebook,Notebook Office,3789.91,66.46,sim,0,visualizou,nao,nao,nao,,413,17,"2,6",google_ads,falha_pagamento,
ECOM-00661,2025-05-31,Uberlândia,mg,site,desktop,smartphone,Redmi Pro,4978.57,16.74,,20,pagamento,sim,sim,nao,cartao_recusado,298,7,3.4,email,abandonado,
ECOM-00662,2025-09-20,Curitiba,PR,site,mobile,notebook,Ultrabook,6614.22,50.7,nao,20,visualizou,sim,nao,nao,,153,1,4.2,instagram,abandonado,
ECOM-00663,2025-06-22,são paulo,SP,site,desktop,smartphone,iPhone Z,3582.85,"47,64",,20,pagamento,sim,sim,nao,,5,1,3.1,google_ads,abandonado,
ECOM-00664,2025-06-22,Uberaba,MG,site,mobile,acessorios,Carregador,192.35,"66,09",sim,0,pagamento,sim,sim,nao,cartao_recusado,199,4,2.6,google_ads,abandonado,
ECOM-00665,03-24-2025,Curitiba,PR,site,mobile,smartphone,iPhone Z,3629.55,49.52,sim,0,pagamento,sim,sim,nao,erro_gateway,412,18,"4,2",organico,falha_pagamento,
ECOM-00666,05-25-2025,Curitiba,PR,site,tablet,notebook,Notebook Office,3476.72,28.5,,15,carrinho,sim,nao,nao,,453,8,3.7,instagram,abandonado,
ECOM-00667,2025-05-30,São Paulo,SP,app,mobile,notebook,Notebook Office,4782.68,79.92,,0,pagamento,sim,sim,nao,pix_expirado,435,9,3.6,organico,abandonado,
ECOM-00668,2025-09-21,Campinas,SP,app,mobile,smartphone,Moto Plus,1833.07,11.76,sim,0,carrinho,sim,nao,nao,,327,26,4.4,google_ads,procesado,
ECOM-00669,2025-04-06,Curitiba,PR,site,mobile,smartphone,Moto Plus,1989.83,68.47,sim,20,visualizou,sim,nao,nao,,161,8,5,organico,falha_pagamento,
ECOM-00670,06-20-2025,Uberlândia,mg,app,desktop,fone,Headset Gamer,"379,25",22.71,sim,10,visualizou,sim,nao,nao,,300,1,"4,4",direto,procesado,
ECOM-00671,2025-01-19,Uberlândia,MG,site,mobile,smartphone,Redmi Pro,5963.34,28.61,nao,0,visualizou,nao,nao,nao,,131,23,"3,0",google_ads,procesado,
ECOM-00672,2025-09-28,Curitiba,PR,site,mobile,smartphone,iPhone Z,4053.81,68.82,,20,carrinho,sim,nao,nao,,5,5,5,organico,procesado,
ECOM-00673,2025-05-31,Uberaba,MG,site,mobile,smartwatch,Smartwatch Fit,"1581,31",18.3,,10,pagamento,sim,sim,nao,pix_expirado,182,8,3.8,organico,abandonado,
ECOM-00674,06-22-2025,uberlândia,mg,app,mobile,smartwatch,Smartwatch Fit,1951.88,"24,08",nao,15,visualizou,nao,nao,nao,,676,21,3.9,google_ads,procesado,
ECOM-00675,2025-09-08,Uberlândia,MG,site,desktop,notebook,Notebook Office,5723.3,"31,8",sim,20,carrinho,sim,nao,nao,,73,16,5,instagram,falha_pagamento,
ECOM-00676,03-11-2025,Salvador,BA,site,mobile,smartwatch,Smartwatch Fit,918.62,"50,03",sim,0,compra,sim,sim,sim,,84,8,4.2,organico,procesado,
ECOM-00677,2025-08-30,curitiba,PR,site,mobile,notebook,Ultrabook,"8020,42",27.22,,5,pagamento,sim,sim,nao,cartao_recusado,360,8,4.4,google_ads,finalizado,
ECOM-00678,2025-07-02,Salvador,ba,site,mobile,smartfone,Notebook Gamer,8069.69,59.4,,0,pagamento,sim,sim,nao,erro_gateway,81,19,5,google_ads,finalizado,
ECOM-00679,2025-05-09,São Paulo,SP,site,mobile,fone,Headset Gamer,158.15,62.87,nao,0,carrinho,sim,nao,nao,,512,10,3.6,google_ads,abandonado,
ECOM-00680,2025-01-16,curitiba,PR,site,mobile,smartphone,Redmi Pro,5754.18,3.26,sim,20,compra,sim,sim,sim,,142,14,4.2,google_ads,falha_pagamento,
ECOM-00681,29/08/2025,Uberaba,MG,site,mobile,smartphone,Redmi Pro,2336.04,25.9,sim,5,visualizou,sim,nao,nao,,,11,"3,5",organico,finalizado,
ECOM-00682,2025-08-09,São Paulo,SP,site,tablet,smartphone,Galaxy X,4199.2,58.81,,20,pagamento,sim,sim,nao,cartao_recusado,252,5,2.4,organico,,
ECOM-00683,2025-08-29,Uberlândia,MG,site,mobile,acessorios,Mouse,21.32,"63,69",nao,0,compra,sim,sim,sim,,162,13,2.8,organico,falha_pagamento,
ECOM-00684,26/03/2025,Uberlândia,MG,site,mobile,smartphone,Redmi Pro,"4851,21","72,07",sim,5,carrinho,sim,nao,nao,,47,12,4.8,google_ads,finalizado,
ECOM-00685,2025-04-29,Goiânia,go,site,desktop,fone,Earbuds,666.43,"52,03",sim,0,visualizou,nao,nao,nao,,259,12,3.8,organico,finalizado,
ECOM-00686,2025-10-02,Campinas,SP,app,mobile,notebook,Notebook Gamer,1908.77,42.74,sim,20,compra,sim,sim,nao,,391,10,3.8,instagram,abandonado,
ECOM-00687,2025-09-11,uberaba,MG,app,mobile,fone,Earbuds,298.25,61.16,,10,carrinho,sim,nao,nao,,5,15,4.9,organico,,
ECOM-00688,2025-01-11,Curitiba,PR,app,mobile,smartphone,Galaxy X,1469.43,47.25,sim,20,visualizou,sim,nao,nao,,147,13,5,email,finalizado,
ECOM-00689,2025-10-09,São Paulo,SP,site,mobile,notbook,Notebook Gamer,5686.93,53.29,,10,carrinho,sim,nao,nao,,529,12,2.9,organico,procesado,
ECOM-00690,18/01/2025,Goiânia,GO,app,mobile,smartphone,Moto Plus,"5614,27",43.82,sim,0,visualizou,sim,nao,nao,,455,18,3.9,organico,procesado,
ECOM-00691,19/01/2025,Goiânia,GO,site,mobile,acessorios,Cabo USB-C,240.27,31.68,nao,15,carrinho,sim,nao,nao,,169,19,5,direto,finalizado,
ECOM-00692,2025-07-06,Uberaba,MG,app,mobile,smartphone,iPhone Z,5578.26,5.2,,0,carrino,sim,nao,nao,,,13,2.6,direto,abandonado,
ECOM-00693,data_invalida,uberaba,MG,site,mobile,acessorios,Cabo USB-C,"90,08",14.59,nao,0,visualizou,nao,nao,nao,,53,6,4.0,email,,
ECOM-00694,2025-02-05,São Paulo,SP,site,desktop,acessorios,Carregador,290.51,18.72,,5,visualizou,sim,nao,nao,,365,7,3.8,google_ads,abandonado,
ECOM-00695,20/09/2025,Goiânia,GO,app,mobile,smartphone,Redmi Pro,2137.76,"16,91",,10,visualizou,sim,nao,nao,,299,32,"3,9",google_ads,falha_pagamento,
ECOM-00696,05-18-2025,São Paulo,SP,app,mobile,smartwatch,Smartwatch Fit,"1057,32",49.35,nao,15,visualizou,sim,nao,nao,,501,15,4.0,google_ads,finalizado,
ECOM-00697,2025-08-13,curitiba,PR,app,mobile,notebook,Notebook Office,"9339,24",30.51,sim,0,pagamento,sim,sim,nao,,419,6,2.8,google_ads,procesado,
ECOM-00698,2025-02-04,São Paulo,SP,site,mobile,smartwatch,Smartwatch Fit,2302.61,30.77,sim,0,visualizou,sim,nao,nao,,211,24,5.0,instagram,finalizado,
ECOM-00699,2025-04-20,Curitiba,PR,app,mobile,acessorios,Cabo USB-C,329.41,27.28,,0,visualizou,nao,nao,nao,,444,15,"3,8",google_ads,abandonado,
ECOM-00700,2025-07-06,Uberlândia,MG,site,desktop,acessorios,Mouse,46.61,32.12,sim,10,carrinho,sim,nao,nao,,313,11,4.4,google_ads,abandonado,
ECOM-00701,2025-08-07,Curitiba,PR,site,mobile,fone,Earbuds,107.18,24.73,sim,15,pagamento,sim,sim,nao,limite_insuficiente,250,1,3.2,organico,finalizado,
ECOM-00702,2025-03-19,Salvador,BA,site,desktop,smartwatch,Watch Pro,2366.08,"41,95",sim,20,visualizou,nao,nao,nao,,372,16,3.3,organico,abandonado,
ECOM-00703,2025-09-10,Salvador,BA,site,mobile,smartphone,Redmi Pro,3155.38,9.75,sim,20,visualizou,nao,nao,nao,,302,2,4.2,google_ads,abandonado,
ECOM-00704,2025-04-07,Campinas,SP,site,mobile,smartphone,Redmi Pro,1705.89,"39,82",nao,0,carrinho,sim,nao,nao,,240,1,3.4,email,finalizado,
ECOM-00705,2025-07-01,Campinas,SP,site,mobile,fone,Headset Gamer,"415,01",15.11,nao,5,compra,sim,sim,sim,,303,10,4.0,google_ads,falha_pagamento,
ECOM-00706,2025-08-13,uberlândia,MG,site,mobile,notebook,Notebook Office,4122.83,14.23,sim,20,pagamento,sim,sim,nao,limite_insuficiente,170,8,4.3,google_ads,abandonado,
ECOM-00707,2025-09-27,Goiânia,GO,site,mobile,fone,Earbuds,"236,53",39.93,sim,10,carrinho,sim,nao,nao,,5,7,5,organico,,
ECOM-00708,2025-07-22,Curitiba,PR,site,mobile,smartphone,iPhone Z,2221.84,7.29,nao,20,visualizou,sim,nao,nao,,5,29,3.5,direto,,
ECOM-00709,10-19-2025,Uberlândia,MG,app,mobile,fone,Fone Bluetooth,898.06,39.1,nao,0,carrinho,sim,nao,nao,,225,17,"4,4",organico,,
ECOM-00710,2025-01-02,Curitiba,pr,app,mobile,fone,Fone Bluetooth,"538,18",50.33,sim,0,compra,sim,sim,sim,,211,4,4.2,google_ads,finalizado,
ECOM-00711,02-22-2025,Campinas,SP,app,desktop,acessorios,Carregador,"223,1",51.05,,20,compra,sim,sim,sim,,286,22,4.0,google_ads,finalizado,
ECOM-00712,2025-02-21,Campinas,sp,site,desktop,notebook,Notebook Office,3364.01,75.48,sim,15,compra,sim,sim,sim,,127,13,5,organico,falha_pagamento,
ECOM-00713,2025-08-01,Campinas,SP,app,mobile,acessorios,Carregador,337.59,17.31,,0,carrinho,sim,nao,nao,,308,13,3.7,instagram,falha_pagamento,
ECOM-00714,data_invalida,São Paulo,SP,app,mobile,smartphone,Redmi Pro,5080.77,49.25,,20,pagto,sim,nao,nao,,244,20,4.7,instagram,abandonado,
ECOM-00715,2025-05-25,Goiânia,GO,app,mobile,smartphone,iPhone Z,4821.22,65.86,nao,10,carrinho,sim,nao,nao,,493,12,3.6,organico,finalizado,
ECOM-00716,2025-02-12,São Paulo,SP,site,desktop,smartphone,Redmi Pro,1730.82,65.42,sim,10,pagamento,sim,sim,nao,limite_insuficiente,5,18,3.1,google_ads,procesado,
ECOM-00717,2025-07-06,Uberlândia,MG,site,mobile,smartphone,Redmi Pro,4160.7,60.59,nao,0,compra,sim,sim,sim,,571,11,4.9,organico,falha_pagamento,
ECOM-00718,2025-08-25,Goiânia,GO,site,mobile,smartphone,Moto Plus,2925.98,35.03,sim,15,compra,sim,sim,sim,,5,20,2.2,organico,finalizado,
ECOM-00719,2025-07-11,Uberaba,MG,site,desktop,smartphone,Redmi Pro,4635.68,69.83,,20,pagamento,sim,sim,nao,limite_insuficiente,184,23,3.6,email,procesado,
ECOM-00720,2025-10-09,curitiba,PR,app,mobile,smartwatch,Smartwatch Fit,2239.62,43.98,sim,15,visualizou,sim,nao,nao,,5,10,"3,5",google_ads,finalizado,
ECOM-00721,data_invalida,Goiânia,GO,site,mobile,fone,Earbuds,"615,36",37.11,nao,5,pagamento,sim,sim,nao,pix_expirado,,12,2.0,organico,abandonado,
ECOM-00722,27/02/2025,São Paulo,sp,site,desktop,acessorios,Teclado,361.3,11.11,,5,visualizou,nao,nao,nao,,322,6,5,google_ads,finalizado,
ECOM-00723,2025-10-03,Salvador,BA,site,mobile,smartwatch,Smartwatch Fit,1305.15,"53,75",,15,compra,sim,sim,nao,,38,13,4.5,organico,finalizado,
ECOM-00724,2025-01-28,São Paulo,SP,app,mobile,notebook,Notebook Office,"1898,75",29.56,,20,pagamento,sim,sim,nao,limite_insuficiente,552,17,4.7,google_ads,,
ECOM-00725,2025-05-16,Salvador,ba,site,desktop,smartwatch,Watch Pro,"1194,77",79.96,sim,0,carrinho,sim,nao,nao,,275,2,3.7,organico,,
ECOM-00726,2025-05-01,Curitiba,PR,site,mobile,smartphone,Redmi Pro,4154.38,41.0,,20,compra,sim,sim,sim,,326,17,"4,0",google_ads,,
ECOM-00727,13/07/2025,Goiânia,GO,site,mobile,smartphone,iPhone Z,4915.58,21.22,,10,compra,sim,sim,sim,,281,19,5,organico,procesado,
ECOM-00728,07/10/2025,Goiânia,GO,site,desktop,smartphone,Moto Plus,"5711,12",64.8,nao,10,pagamento,sim,sim,nao,pix_expirado,329,19,3.7,instagram,finalizado,
ECOM-00729,2025-08-17,São Paulo,SP,site,desktop,notebook,Ultrabook,"9000,08",8.55,,0,visualizou,sim,nao,nao,,299,23,5,email,,
ECOM-00730,2025-03-16,Goiânia,go,app,mobile,notebook,Notebook Office,3478.92,26.94,nao,20,pagamento,sim,sim,nao,pix_expirado,176,19,4.4,email,,
ECOM-00731,2025-04-30,são paulo,SP,app,desktop,acessorios,Cabo USB-C,"377,86",41.22,,0,pagamento,sim,sim,nao,erro_gateway,179,6,3.4,organico,finalizado,
ECOM-00732,2025-06-01,Salvador,BA,site,desktop,fone,Earbuds,873.87,19.39,nao,20,pagamento,sim,sim,nao,cartao_recusado,46,9,"3,1",direto,,
ECOM-00733,2025-10-14,Campinas,SP,site,mobile,smartphone,Galaxy X,2599.62,38.11,sim,0,visualizou,nao,nao,nao,,487,11,"3,2",google_ads,,
ECOM-00734,2025-07-25,Uberlândia,mg,site,mobile,smartphone,iPhone Z,2866.97,73.11,sim,5,pagamento,sim,sim,nao,erro_gateway,310,9,2.7,organico,procesado,
ECOM-00735,2025-02-14,São Paulo,SP,site,mobile,smartphone,Redmi Pro,6042.85,49.51,,10,carrinho,sim,nao,nao,,5,11,"2,1",google_ads,abandonado,
ECOM-00736,2025-03-23,Campinas,SP,site,mobile,notebook,Notebook Gamer,"2385,16",22.28,,20,carrinho,sim,nao,nao,,193,11,4.2,instagram,procesado,
ECOM-00737,2025-07-31,Campinas,SP,site,desktop,smartphone,iPhone Z,"4075,44",1.66,,0,pagamento,sim,sim,nao,,547,3,2.5,instagram,,
ECOM-00738,2025-02-10,Campinas,SP,app,mobile,fone,Earbuds,"810,18",11.78,sim,20,carrinho,sim,nao,nao,,5,4,3.0,organico,finalizado,
ECOM-00739,2025-03-27,Uberlândia,MG,site,desktop,fone,Fone Bluetooth,573.93,78.62,nao,15,carrinho,sim,nao,nao,,353,1,2.8,google_ads,abandonado,
ECOM-00740,2025-05-20,salvador,BA,app,mobile,smartphone,iPhone Z,3298.11,"32,92",nao,0,visualizou,sim,nao,nao,,206,1,2.5,organico,falha_pagamento,
ECOM-00741,2025-06-23,Uberlândia,MG,app,desktop,acessorios,Cabo USB-C,333.92,7.23,nao,10,carrinho,sim,nao,nao,,141,18,4.5,email,procesado,
ECOM-00742,05-11-2025,Curitiba,PR,site,mobile,fone,Earbuds,"382,15",0.46,sim,15,pagamento,sim,sim,nao,cartao_recusado,22,16,2.3,google_ads,finalizado,
ECOM-00743,2025-07-11,São Paulo,SP,site,mobile,notebook,Notebook Office,7667.4,"36,96",nao,10,pagamento,sim,sim,nao,,5,11,"4,1",instagram,finalizado,
ECOM-00744,03-16-2025,Uberaba,MG,app,mobile,smartwatch,Smartwatch Fit,2151.28,49.51,nao,10,compra,sim,sim,sim,,43,7,5,direto,falha_pagamento,
ECOM-00745,2025-05-19,Campinas,sp,app,mobile,smartphone,iPhone Z,6376.8,21.0,,10,pagamento,sim,sim,nao,erro_gateway,5,17,"4,3",instagram,,
ECOM-00746,04-21-2025,Campinas,SP,app,mobile,acessorios,Mouse,"65,8","73,72",sim,10,compra,sim,sim,sim,,93,2,5,google_ads,abandonado,
ECOM-00747,2025-08-26,Curitiba,PR,site,mobile,smartphone,Moto Plus,6261.05,69.77,nao,15,compra,sim,sim,nao,pix_expirado,551,27,3.4,google_ads,finalizado,
ECOM-00748,2025-08-20,Uberaba,MG,app,mobile,fone,Headset Gamer,142.67,60.22,nao,0,carrinho,sim,nao,nao,,501,12,2.5,organico,procesado,
ECOM-00749,2025-06-09,Goiânia,GO,app,tablet,smartphone,Redmi Pro,2941.97,26.21,sim,0,visualizou,sim,nao,nao,,5,18,2.7,organico,procesado,
ECOM-00750,2025-06-05,Uberaba,MG,site,mobile,notebook,Notebook Gamer,2561.12,65.4,sim,0,pagto,sim,sim,sim,,106,3,3.7,direto,procesado,
ECOM-00751,2025-03-06,Salvador,BA,site,mobile,fone,Fone Bluetooth,161.91,"51,54",nao,20,compra,sim,sim,sim,,505,16,5.0,instagram,abandonado,
ECOM-00752,10-28-2025,Uberaba,MG,site,mobile,smartfone,iPhone Z,3126.55,42.65,,15,carrinho,sim,nao,nao,,273,1,3.8,instagram,abandonado,
ECOM-00753,2025-01-21,Salvador,BA,app,mobile,fone,Fone Bluetooth,652.91,"73,69",,10,visualizou,sim,nao,nao,,84,8,"4,2",email,falha_pagamento,
ECOM-00754,2025-10-08,São Paulo,SP,site,mobile,fone,Earbuds,810.95,"75,88",,20,visualizou,sim,nao,nao,,242,10,5,instagram,finalizado,
ECOM-00755,06-17-2025,Goiânia,GO,app,mobile,smartphone,iPhone Z,1019.78,"45,11",sim,10,visualizou,nao,nao,nao,,,14,3.3,instagram,finalizado,
ECOM-00756,16/07/2025,uberaba,MG,site,desktop,smartwatch,Watch Pro,"713,85",15.63,nao,20,compra,sim,sim,sim,,324,18,"4,6",google_ads,abandonado,
ECOM-00757,2025-09-25,Campinas,SP,app,mobile,fone,Earbuds,"624,75",43.82,nao,0,compra,sim,sim,sim,,310,14,3.2,organico,,
ECOM-00758,2025-10-24,Salvador,BA,site,desktop,smartphone,iPhone Z,5438.14,77.02,nao,0,visualizou,sim,nao,nao,,172,23,3.4,email,procesado,
ECOM-00759,2025-06-07,Curitiba,PR,app,mobile,fone,Headset Gamer,558.08,35.2,sim,10,pagamento,sim,sim,nao,pix_expirado,628,16,3.0,organico,finalizado,
ECOM-00760,2025-05-26,Uberaba,MG,app,mobile,smartphone,Moto Plus,3204.78,71.79,nao,15,visualizou,nao,nao,nao,,472,11,3.9,organico,finalizado,
ECOM-00761,2025-01-23,São Paulo,SP,app,mobile,notebook,Ultrabook,"4100,43",59.47,,10,carrinho,sim,nao,nao,,,4,3.7,email,procesado,
ECOM-00762,2025-06-03,São Paulo,SP,site,mobile,smartfone,Galaxy X,1584.54,75.88,sim,20,carrinho,sim,nao,nao,,185,12,3.4,direto,falha_pagamento,
ECOM-00763,2025-09-03,Salvador,BA,app,mobile,smartwatch,Smartwatch Fit,460.85,24.48,nao,20,pagamento,sim,sim,nao,erro_gateway,242,10,3.8,instagram,,
ECOM-00764,25/06/2025,Campinas,SP,site,mobile,smartphone,Galaxy X,4743.77,38.12,nao,20,compra,sim,sim,sim,,5,1,4.1,email,,
ECOM-00765,01-24-2025,Uberlândia,MG,app,desktop,smartwatch,Watch Pro,1358.84,62.57,,0,pagamento,sim,sim,nao,cartao_recusado,125,6,3.7,google_ads,finalizado,
ECOM-00766,06/10/2025,Salvador,BA,app,mobile,smartphone,Moto Plus,6025.23,7.01,,5,compra,sim,sim,sim,,44,14,3.8,organico,,
ECOM-00767,2025-10-16,Curitiba,PR,site,mobile,notbook,Mouse,279.29,46.12,nao,10,pagamento,sim,sim,nao,pix_expirado,211,6,5,organico,falha_pagamento,
ECOM-00768,07-21-2025,Uberlândia,MG,site,mobile,smartwatch,Watch Pro,313.19,"68,27",nao,0,visualizou,nao,nao,nao,,304,13,4.7,google_ads,finalizado,
ECOM-00769,2025-10-16,Uberaba,MG,app,mobile,acessorios,Cabo USB-C,106.92,79.91,sim,5,visualizou,nao,nao,nao,,131,10,2.4,google_ads,falha_pagamento,
ECOM-00770,2025-05-09,Uberaba,MG,site,mobile,notebook,Ultrabook,"4906,6",68.63,,5,visualizou,nao,nao,nao,,245,20,3.2,google_ads,procesado,
ECOM-00771,2025-06-30,Salvador,BA,site,mobile,notbook,Redmi Pro,"5631,33",34.09,sim,20,pagamento,sim,sim,nao,cartao_recusado,127,20,3.2,instagram,procesado,
ECOM-00772,2025-06-19,São Paulo,SP,app,mobile,smartphone,Redmi Pro,5653.65,38.03,nao,0,compra,sim,sim,sim,,238,6,"3,2",direto,abandonado,
ECOM-00773,2025-06-26,Salvador,BA,site,mobile,notebook,Notebook Gamer,"7801,72","75,56",nao,0,pagamento,sim,sim,nao,pix_expirado,297,22,3.9,organico,abandonado,
ECOM-00774,10-04-2025,Goiânia,GO,site,mobile,fone,Earbuds,"254,23",32.36,,0,pagamento,sim,sim,nao,limite_insuficiente,134,15,"2,4",email,,
ECOM-00775,2025-02-06,Goiânia,GO,site,mobile,smartphone,Galaxy X,3416.54,46.79,,20,pagamento,sim,sim,nao,cartao_recusado,163,15,4.5,google_ads,finalizado,
ECOM-00776,2025-06-20,são paulo,SP,site,desktop,notebook,Notebook Office,2843.49,"11,9",sim,0,pagamento,sim,sim,nao,pix_expirado,252,22,4.2,organico,abandonado,
ECOM-00777,2025-04-28,Curitiba,PR,site,mobile,notebook,Ultrabook,"3386,7",10.28,,20,pagamento,sim,sim,nao,erro_gateway,349,7,3.9,google_ads,finalizado,
