registro_id,data_pedido,cidade,uf,cliente_id,prime,categoria_produto,produto,vendedor_tipo,valor_produto,valor_frete,prazo_estimado_dias,tempo_processamento_h,tempo_transporte_h,distancia_cd_cliente_km,volume_pacotes_rota,clima_rota,evento_sazonal,entrega_atrasada,avaliacao_cliente,devolucao,motivo_devolucao,produto_wishlist,abandonou_carrinho,comprado_junto,status_pedido,observacao
AMZ-00555,2025-02-03,Campinas,SP,C196,nao,vestuario,Mochila,marketplace,466.53,61.59,10,28,55,216.05,161,sol,nenhum,sim,5,nao,,nao,nao,sim,devolvido,
AMZ-00556,04-24-2025,Goiânia,GO,C29,nao,eletronicos,Echo Dot,amazon,562.33,19.21,1,13,61,38.6,20,sol,nenhum,sim,2.1,nao,,sim,nao,,devolvido,
AMZ-00557,2025-05-29,Uberaba,MG,C419,sim,supermercado,Café,marketplace,789.49,0,10,15,39,60.66,140,nublado,nenhum,nao,3.9,sim,arrependimento,nao,nao,nao,procesado,
AMZ-00558,2025-07-24,Goiânia,go,C536,sim,eletronicos,Fone Bluetooth,amazon,"428,16",0,4,14,30,1,163,sol,natal,nao,4.0,nao,,,nao,,cancelado,
AMZ-00559,2025-10-26,Campinas,SP,C332,nao,eletronicos,Carregador USB-C,amazon,909.34,24.79,4,23,71,"93,47",194,sol,nenhum,nao,3.7,nao,,nao,nao,,entregue,
AMZ-00560,01-05-2025,São Paulo,sp,C502,sim,vestuario,Mochila,amazon,3475.78,0,1,7,37,1,75,nublado,nenhum,sim,1,nao,,nao,nao,,procesado,
AMZ-00561,06/04/2025,Curitiba,PR,C427,nao,livros,Kindle eBook,marketplace,560.52,45.9,1,1,13,76.17,117,chuva,nenhum,sim,2.9,nao,,sim,nao,sim,procesado,
AMZ-00562,2025-09-11,Rio de Janeiro,RJ,C38,sim,casa,Filtro de Água,amazon,2501.92,0,4,9,56,222.51,115,sol,nenhum,nao,3.4,nao,,sim,nao,sim,devolvido,
AMZ-00563,data_invalida,Salvador,BA,C536,nao,livros,Livro Fantasia,marketplace,736.64,"76,55",2,10,37,"151,32",94,chuva,nenhum,nao,4.6,nao,,,nao,,entregue,
AMZ-00564,06/03/2025,curitiba,pr,C271,sim,vestuario,Camiseta,marketplace,"887,17",0,7,17,18,"47,48",51,nublado,nenhum,nao,"3,8",nao,,,nao,sim,cancelado,
AMZ-00565,2025-03-29,São Paulo,SP,C8,sim,vestuario,Tênis,marketplace,"2341,85",0,2,16,38,"208,25",74,sol,nenhum,sim,3.7,nao,,sim,sim,nao,devolvido,
AMZ-00566,17/08/2025,campinas,SP,C369,sim,livros,Livro Fantasia,amazon,1108.95,0,10,15,33,80.0,53,chuva,black_friday,nao,3.6,nao,,nao,nao,,procesado,
AMZ-00567,2025-03-19,uberlândia,MG,C409,nao,super mercado,Kindle eBook,amazon,2150.98,54.88,4,16,14,34.62,74,temporal,nenhum,nao,4.6,nao,,nao,nao,sim,cancelado,
AMZ-00568,02-08-2025,Goiânia,GO,C175,sim,vestuario,Tênis,amazon,1637.16,0,3,22,41,90.8,136,temporal,nenhum,nao,3.5,sim,produto_danificado,,nao,nao,devolvido,
AMZ-00569,data_invalida,Goiânia,GO,C223,sim,vestuario,Jaqueta,marketplace,18.5,32.94,2,20,51,"188,91",73,sol,nenhum,sim,1.7,nao,,sim,nao,sim,entregue,
AMZ-00570,2025-05-31,Rio de Janeiro,RJ,C39,nao,livros,Livro Técnico,amazon,972.0,52.98,1,15,25,15.57,97,sol,natal,sim,2.2,sim,NA,,nao,sim,cancelado,
AMZ-00571,10-19-2025,Curitiba,PR,C556,nao,eletronicos,Smartphone,amazon,610.4,85.76,10,13,43,161.3,5,sol,nenhum,nao,"4,8",nao,,nao,nao,,devolvido,
AMZ-00572,2025-08-16,Goiânia,GO,C498,nao,livros,Livro Técnico,marketplace,210.83,31.85,2,15,35,194.17,167,chuva,nenhum,sim,2.5,nao,,sim,nao,nao,entregue,
AMZ-00573,2025-06-29,Curitiba,pr,C386,nao,livros,Kindle eBook,marketplace,847.3,24.97,4,1,29,"102,17",56,sol,prime_day,nao,4.1,nao,,,sim,,entregue,
AMZ-00574,2025-07-09,Uberaba,MG,C209,nao,eletronicos,Smartphone,amazon,"3371,92",25.03,1,11,25,257.26,168,sol,natal,sim,2.0,nao,,nao,sim,sim,devolvido,
AMZ-00575,2025-10-21,Campinas,SP,C157,nao,vestuario,Camiseta,marketplace,1536.45,10.48,1,4,16,1,182,chuva,nenhum,nao,5.0,nao,,sim,nao,,entregue,
AMZ-00576,2025-04-17,Uberlândia,MG,C306,nao,eletronico,Smartphone,amazon,"1825,86","16,11",10,21,21,97.61,61,sol,prime_day,nao,5,nao,,,sim,sim,devolvido,
AMZ-00577,2025-06-11,Campinas,SP,C245,nao,super mercado,Livro Fantasia,amazon,2894.5,40.25,4,3,16,145.72,74,nublado,nenhum,nao,5,nao,,nao,sim,nao,procesado,
AMZ-00578,08-18-2025,São Paulo,sp,C32,sim,livros,HQ Colecionável,amazon,516.26,0,3,2,58,"124,75",27,sol,nenhum,nao,4.2,nao,,,nao,,devolvido,
AMZ-00579,2025-02-23,Uberlândia,MG,C237,sim,eletronicos,Fire TV,amazon,2951.34,44.39,1,1,70,79.68,186,sol,nenhum,sim,2.1,nao,,,nao,nao,cancelado,
AMZ-00580,2025-03-29,Uberlândia,MG,C368,sim,vestuario,Tênis,marketplace,687.32,"56,99",7,23,30,268.41,71,sol,nenhum,nao,3.0,nao,,sim,sim,nao,entregue,
AMZ-00581,2025-05-28,São Paulo,SP,C476,nao,eletronicos,Smartphone,amazon,1142.8,73.23,7,5,69,209.77,77,chuva,nenhum,sim,2.9,nao,,nao,nao,sim,procesado,
AMZ-00582,2025-02-14,Campinas,SP,C310,nao,casa,Organizador,amazon,3246.61,"40,97",4,8,46,112.12,1,sol,nenhum,nao,5,nao,,nao,sim,nao,entregue,
AMZ-00583,2025-02-11,Goiânia,GO,C360,sim,casa,Organizador,amazon,605.8,79.44,3,1,10,"110,6",202,sol,nenhum,nao,4.9,nao,,nao,nao,nao,procesado,
AMZ-00584,02-21-2025,Campinas,sp,C204,sim,supermercado,Arroz,marketplace,2120.94,0,2,11,37,100.7,98,chuva,nenhum,nao,3.4,nao,,sim,nao,nao,procesado,
AMZ-00585,12/01/2025,Uberlândia,MG,C253,nao,eletronicos,Carregador USB-C,marketplace,2201.61,75.85,4,11,18,1,85,sol,nenhum,sim,3.3,nao,,nao,nao,nao,cancelado,
AMZ-00586,2025-05-09,Uberlândia,mg,C42,sim,casa,Filtro de Água,amazon,1854.64,0,1,13,30,52.58,131,sol,nenhum,sim,2.1,nao,,,nao,,cancelado,
AMZ-00587,2025-08-26,Uberaba,MG,C76,sim,supermercado,Arroz,amazon,2090.5,0,7,1,41,114.5,12,chuva,nenhum,nao,3.7,nao,,,sim,,entregue,
AMZ-00588,2025-09-01,Uberlândia,MG,C32,sim,supermercado,Sabonete,marketplace,1859.69,60.74,3,1,53,307.17,107,chuva,black_friday,nao,4.1,nao,,,sim,nao,devolvido,
AMZ-00589,2025-06-04,Salvador,BA,C425,nao,eletronicos,Smartphone,marketplace,3027.33,"67,69",1,15,25,360.17,89,sol,nenhum,sim,2.0,nao,,,sim,sim,cancelado,
AMZ-00590,2025-07-04,Uberlândia,MG,C103,sim,livros,HQ Colecionável,marketplace,953.26,17.89,5,24,28,1,1,nublado,nenhum,nao,3.9,nao,,nao,nao,,entregue,
AMZ-00591,2025-01-20,Goiânia,GO,C284,sim,supermercado,Café,marketplace,984.34,0,2,6,50,26.47,81,chuva,prime_day,sim,2.1,nao,,nao,nao,sim,devolvido,
AMZ-00592,02-18-2025,Salvador,BA,C177,sim,casa,Panela,marketplace,882.99,0,4,16,37,90.22,55,sol,nenhum,nao,5,nao,,,nao,,,
AMZ-00593,2025-05-02,Curitiba,PR,C144,nao,supermercado,Detergente,amazon,1638.01,86.88,3,7,40,24.51,129,sol,black_friday,nao,5,nao,,,nao,nao,cancelado,
AMZ-00594,2025-05-18,Campinas,SP,C89,sim,eletronicos,Echo Dot,amazon,2438.17,0,4,4,42,70.52,99,nublado,nenhum,nao,3.7,nao,,,nao,nao,entregue,
AMZ-00595,2025-07-18,Uberlândia,MG,C407,nao,eletronicos,Fire TV,amazon,1637.19,13.09,4,10,66,108.06,39,sol,nenhum,nao,4.9,sim,falsificado,,sim,,devolvido,
AMZ-00596,08/09/2025,São Paulo,SP,C595,sim,supermercado,Arroz,amazon,1936.79,0,3,4,89,445.32,127,chuva,nenhum,sim,3.1,nao,,,sim,,cancelado,
AMZ-00597,2025-01-15,Uberaba,mg,C497,sim,livros,Kindle eBook,marketplace,2046.76,0,3,12,8,"47,38",25,sol,nenhum,nao,3.3,nao,,nao,nao,sim,entregue,
AMZ-00598,18/08/2025,Uberlândia,MG,C428,nao,eletronicos,Fone Bluetooth,marketplace,1894.62,32.48,7,2,42,121.19,119,sol,nenhum,sim,4.1,nao,,,nao,,,
AMZ-00599,2025-03-19,Campinas,SP,C586,nao,eletronicos,Fone Bluetooth,amazon,298.45,86.42,7,18,10,"110,16",24,chuva,nenhum,sim,2.9,sim,NA,,nao,,procesado,
AMZ-00600,2025-08-30,Campinas,sp,C331,sim,eletronicos,Smartphone,marketplace,3243.14,0,2,1,27,241.85,133,sol,nenhum,nao,2.4,nao,,,nao,,cancelado,
AMZ-00601,2025-08-25,Curitiba,PR,C90,nao,eletronicos,Fone Bluetooth,amazon,2794.15,47.34,10,32,24,115.3,134,sol,nenhum,nao,"4,0",sim,,nao,nao,sim,procesado,
AMZ-00602,2025-03-14,Campinas,SP,C179,nao,livros,Livro Técnico,marketplace,438.46,12.53,10,1,57,161.29,41,sol,nenhum,nao,3.4,nao,,nao,nao,nao,entregue,
AMZ-00603,2025-07-30,Goiânia,GO,C445,sim,eletronicos,Smartphone,amazon,736.94,"60,06",1,6,20,265.77,45,sol,nenhum,sim,4.8,nao,,nao,nao,sim,entregue,
AMZ-00604,2025-01-03,São Paulo,SP,C102,sim,eletronicos,Echo Dot,amazon,2098.45,0,5,14,2,94.77,30,chuva,nenhum,nao,3.6,nao,,,nao,nao,procesado,
AMZ-00605,2025-03-24,Curitiba,PR,C458,sim,livros,Kindle eBook,marketplace,2683.04,0,4,1,22,143.73,54,chuva,nenhum,nao,4.7,sim,produto_danificado,nao,nao,sim,devolvido,
AMZ-00606,2025-01-01,Curitiba,PR,C171,sim,eletronicos,Smartphone,marketplace,3214.13,"26,17",4,15,38,1.67,134,nublado,nenhum,nao,3.3,nao,,,nao,sim,,
AMZ-00607,2025-04-12,Uberaba,MG,C53,sim,eletronicos,Carregador USB-C,marketplace,1847.53,0,5,5,36,18.93,71,nublado,nenhum,nao,4.9,sim,atraso,sim,nao,sim,,
AMZ-00608,2025-07-13,Curitiba,PR,C186,sim,casa,Organizador,amazon,959.02,0,1,13,42,72.72,186,sol,black_friday,sim,2.1,nao,,nao,nao,sim,entregue,
AMZ-00609,05/08/2025,Salvador,BA,C265,sim,supermercado,Detergente,marketplace,2815.78,0,2,9,55,142.39,142,sol,nenhum,sim,2.0,sim,atraso,sim,nao,,procesado,
AMZ-00610,2025-08-08,Curitiba,PR,C150,sim,eletronicos,Carregador USB-C,amazon,"672,74",0,2,7,22,171.95,157,chuva,black_friday,nao,4.0,nao,,,nao,,devolvido,
AMZ-00611,2025-02-19,Salvador,BA,C346,sim,casa,Panela,amazon,91.48,0,10,21,36,108.81,6,sol,nenhum,sim,"1,1",sim,produto_errado,nao,sim,nao,entregue,
AMZ-00612,23/04/2025,Uberaba,MG,C377,sim,eletronicos,Fire TV,amazon,1534.16,0,5,17,35,108.31,50,sol,nenhum,nao,5,nao,,,nao,,procesado,
AMZ-00613,2025-01-20,Uberlândia,MG,C133,sim,vestuario,Tênis,amazon,"1339,93","38,54",5,24,39,173.68,13,nublado,nenhum,nao,3.3,nao,,nao,sim,,cancelado,
AMZ-00614,2025-03-17,Uberaba,MG,C353,nao,eletronicos,Fire TV,amazon,"2243,27",14.62,1,17,38,158.03,100,chuva,black_friday,sim,2.1,sim,,nao,nao,,procesado,
AMZ-00615,2025-06-16,Campinas,SP,C432,nao,livros,Livro Técnico,amazon,3049.47,65.77,3,17,26,175.81,198,chuva,nenhum,nao,4.3,nao,,sim,sim,sim,devolvido,
AMZ-00616,07-14-2025,São Paulo,SP,C67,nao,eletronicos,Fone Bluetooth,amazon,"2151,07",25.73,4,5,56,124.33,58,sol,nenhum,nao,"4,2",nao,,sim,nao,,devolvido,
AMZ-00617,04/03/2025,Campinas,SP,C30,sim,eletronicos,Smartphone,marketplace,2531.52,0,2,10,23,166.8,178,sol,nenhum,sim,1.6,sim,NA,sim,nao,sim,cancelado,
AMZ-00618,2025-04-23,Uberaba,MG,C367,sim,eletronicos,Echo Dot,marketplace,2071.57,0,3,1,57,"213,51",131,chuva,natal,nao,4.4,nao,,sim,sim,,,
AMZ-00619,2025-03-24,Uberaba,MG,C326,nao,vestuario,Camiseta,amazon,3115.1,47.69,7,18,25,117.83,141,sol,natal,nao,4.5,nao,,,nao,nao,procesado,
AMZ-00620,2025-05-23,Goiânia,GO,C546,sim,casa,Organizador,amazon,2622.53,0,4,1,20,154.63,71,nublado,nenhum,nao,"2,6",nao,,,nao,nao,procesado,
AMZ-00621,24/01/2025,Goiânia,GO,C540,sim,livros,Livro Técnico,amazon,294.59,74.33,5,22,73,22.27,89,sol,nenhum,nao,4.2,nao,,nao,nao,nao,devolvido,
AMZ-00622,data_invalida,Uberlândia,MG,C554,nao,supermercado,Sabonete,amazon,142.96,34.68,5,5,57,157.43,97,sol,nenhum,nao,5,nao,,sim,nao,,procesado,
AMZ-00623,2025-10-07,Goiânia,GO,C90,nao,livros,HQ Colecionável,marketplace,73.78,9.23,5,22,76,1,1,nublado,nenhum,nao,3.9,nao,,nao,nao,,devolvido,
AMZ-00624,2025-05-31,Campinas,SP,C420,nao,eletronicos,Smartphone,amazon,3364.71,85.25,10,12,10,63.37,73,sol,nenhum,nao,5,nao,,nao,nao,sim,entregue,
AMZ-00625,2025-07-07,uberaba,mg,C27,sim,supermercado,Café,amazon,"1122,85",0,10,14,53,13.48,60,sol,nenhum,nao,3.1,nao,,nao,nao,sim,procesado,
AMZ-00626,04-26-2025,Uberaba,mg,C559,nao,vestuario,Camiseta,marketplace,526.51,34.07,5,20,83,291.0,174,nublado,nenhum,nao,4.2,nao,,nao,nao,,devolvido,
AMZ-00627,2025-08-24,Uberlândia,MG,C180,sim,eletronicos,Fire TV,amazon,"2661,65",54.97,1,2,4,259.35,113,nublado,nenhum,nao,3.7,nao,,sim,nao,nao,procesado,
AMZ-00628,2025-10-20,Uberaba,MG,C471,nao,super mercado,Livro Fantasia,amazon,126.27,"57,78",7,30,32,6.71,19,nublado,natal,sim,"3,9",nao,,nao,nao,sim,entregue,
AMZ-00629,2025-09-29,São Paulo,SP,C159,sim,casa,Organizador,marketplace,"3255,73",0,5,17,12,1,1,sol,nenhum,nao,3.4,nao,,nao,nao,sim,procesado,
AMZ-00630,2025-02-10,Rio de Janeiro,RJ,C65,sim,eletronicos,Echo Dot,amazon,1070.64,"27,49",2,6,11,143.55,60,sol,nenhum,nao,4.5,nao,,sim,nao,sim,entregue,
AMZ-00631,06-15-2025,Uberaba,mg,C227,sim,casa,Filtro de Água,amazon,1315.19,0,3,13,49,161.83,80,nublado,nenhum,nao,3.9,nao,,nao,sim,,,
AMZ-00632,2025-10-13,São Paulo,SP,C108,sim,eletronico,Carregador USB-C,amazon,2645.49,0,3,1,24,22.64,43,chuva,nenhum,nao,4.9,nao,,,sim,nao,devolvido,
AMZ-00633,2025-09-08,Rio de Janeiro,RJ,C85,sim,vestuario,Tênis,amazon,"3460,38",0,5,4,41,"161,63",144,nublado,nenhum,nao,3.7,nao,,,nao,,devolvido,
AMZ-00634,2025-03-07,Goiânia,GO,C335,sim,livros,Kindle eBook,amazon,"1562,13",59.76,7,13,56,1,96,chuva,nenhum,nao,5,nao,,,sim,nao,cancelado,
AMZ-00635,25/01/2025,Curitiba,PR,C173,nao,eletronicos,Smartphone,marketplace,"2068,41","69,92",7,5,26,106.63,142,chuva,nenhum,nao,4.5,nao,,,nao,,entregue,
AMZ-00636,2025-02-17,Campinas,SP,C262,sim,supermercado,Arroz,marketplace,1587.08,70.55,4,23,7,216.93,80,chuva,nenhum,nao,5,nao,,,sim,,cancelado,
AMZ-00637,2025-01-31,Salvador,ba,C515,sim,eletronicos,Echo Dot,amazon,"105,28",0,3,2,60,167.23,1,chuva,nenhum,nao,5,sim,falsificado,,nao,,,
AMZ-00638,2025-09-07,Curitiba,PR,C241,sim,vestuario,Camiseta,amazon,3407.16,0,5,2,70,75.12,102,sol,nenhum,nao,5,nao,,nao,nao,nao,,
AMZ-00639,2025-09-09,Curitiba,PR,C440,sim,supermercado,Sabonete,amazon,934.0,0,2,23,66,114.65,194,nublado,black_friday,sim,1,nao,,nao,sim,sim,,
AMZ-00640,2025-01-14,uberaba,MG,C135,sim,casa,Lâmpada LED,marketplace,2251.8,24.44,10,19,14,41.51,112,sol,nenhum,nao,5,nao,,nao,nao,sim,,
AMZ-00641,2025-08-05,Uberaba,MG,C131,nao,vestuario,Jaqueta,marketplace,2779.89,77.41,4,15,55,209.62,162,sol,nenhum,sim,3.7,nao,,,sim,nao,devolvido,
AMZ-00642,07-01-2025,Curitiba,PR,C268,sim,casa,Organizador,marketplace,"17,7",8.32,10,1,2,106.3,81,sol,nenhum,sim,2.9,nao,,,nao,,procesado,
AMZ-00643,2025-01-21,Campinas,SP,C361,nao,supermercado,Arroz,marketplace,2069.35,88.39,4,14,43,56.12,97,chuva,natal,nao,4.6,nao,,sim,sim,,,
AMZ-00644,2025-06-27,Uberaba,mg,C161,sim,casa,Filtro de Água,amazon,2463.23,15.22,1,22,40,235.26,49,sol,nenhum,sim,1.9,nao,,,nao,sim,,
AMZ-00645,05/09/2025,Rio de Janeiro,RJ,C378,sim,livros,Livro Técnico,amazon,"1875,85",0,3,10,25,253.45,149,nublado,black_friday,nao,3.9,nao,,sim,nao,sim,cancelado,
AMZ-00646,2025-10-10,Goiânia,GO,C591,nao,livros,Livro Fantasia,amazon,3371.47,51.26,1,17,25,185.41,93,chuva,nenhum,sim,1.7,sim,arrependimento,sim,nao,nao,cancelado,
AMZ-00647,2025-09-22,Campinas,SP,C238,sim,supermercado,Arroz,marketplace,1561.18,0,1,20,56,76.18,81,sol,natal,sim,3.5,nao,,,sim,sim,procesado,
AMZ-00648,2025-08-31,Rio de Janeiro,RJ,C246,sim,casa,Panela,amazon,2825.69,0,10,5,59,"152,72",34,nublado,nenhum,nao,4.1,nao,,nao,nao,nao,devolvido,
AMZ-00649,05-30-2025,Goiânia,GO,C11,nao,casa,Organizador,amazon,121.69,9.22,5,16,10,"78,84",80,nublado,black_friday,sim,1.4,nao,,,nao,sim,entregue,
AMZ-00650,2025-01-12,Uberaba,MG,C368,sim,eletronicos,Smartphone,amazon,600.85,81.44,4,21,2,"147,62",24,sol,nenhum,nao,4.4,nao,,nao,sim,,cancelado,
AMZ-00651,04-28-2025,São Paulo,SP,C144,nao,eletronicos,Smartphone,amazon,2108.94,14.52,3,13,26,51.37,37,sol,nenhum,nao,4.8,sim,produto_errado,sim,sim,nao,procesado,
AMZ-00652,06-25-2025,Campinas,SP,C116,sim,vestuario,Mochila,amazon,1628.57,"24,88",7,19,50,"184,54",54,nublado,prime_day,nao,4.7,nao,,nao,nao,nao,entregue,
AMZ-00653,2025-01-05,Uberlândia,mg,C24,nao,vestuario,Jaqueta,marketplace,2523.05,12.43,7,5,53,132.26,1,nublado,black_friday,nao,5,nao,,sim,nao,sim,devolvido,
AMZ-00654,15/02/2025,Goiânia,GO,C532,nao,eletronicos,Echo Dot,amazon,1954.11,64.18,4,17,21,112.46,74,sol,nenhum,nao,4.4,nao,,,sim,nao,,
AMZ-00655,2025-02-08,Rio de Janeiro,RJ,C481,sim,eletronicos,Fire TV,amazon,2575.04,0,10,7,2,48.43,50,sol,nenhum,nao,5,nao,,nao,sim,nao,devolvido,
AMZ-00656,2025-06-15,São Paulo,SP,C363,nao,eletronicos,Echo Dot,amazon,"1655,33",12.52,3,6,61,202.55,59,sol,nenhum,nao,2.8,nao,,sim,nao,sim,devolvido,
AMZ-00657,2025-05-27,Uberlândia,mg,C439,sim,vestuario,Camiseta,amazon,1053.12,0,7,6,55,1,93,chuva,nenhum,nao,3.3,nao,,sim,nao,,entregue,
AMZ-00658,2025-10-07,Campinas,SP,C25,sim,eletronicos,Echo Dot,marketplace,"2371,16",0,10,16,62,10.92,195,chuva,nenhum,nao,4.8,nao,,,sim,,devolvido,
AMZ-00659,2025-04-01,São Paulo,SP,C54,nao,vestuario,Jaqueta,marketplace,3323.19,15.61,5,6,48,110.81,1,nublado,nenhum,nao,4.2,nao,,sim,nao,,cancelado,
AMZ-00660,2025-07-29,são paulo,SP,C352,sim,vestuario,Tênis,marketplace,1738.95,0,2,20,9,1,72,chuva,nenhum,sim,1.8,nao,,sim,sim,sim,cancelado,
AMZ-00661,2025-02-21,Rio de Janeiro,RJ,C86,nao,livros,HQ Colecionável,marketplace,3463.8,19.03,2,6,19,147.98,116,chuva,black_friday,sim,1,nao,,,nao,,cancelado,
AMZ-00662,data_invalida,Uberaba,MG,C60,nao,casa,Organizador,amazon,1181.19,42.34,10,12,42,"224,04",72,chuva,prime_day,nao,4.0,nao,,,sim,sim,procesado,
AMZ-00663,2025-07-04,Uberaba,MG,C592,nao,casa,Organizador,amazon,1517.52,80.97,10,14,36,"141,49",41,nublado,natal,nao,"3,3",sim,NA,nao,nao,nao,devolvido,
AMZ-00664,2025-03-12,Uberaba,MG,C462,nao,casa,Panela,amazon,3421.02,32.99,3,9,2,133.45,14,chuva,nenhum,nao,5,nao,,nao,nao,nao,procesado,
AMZ-00665,2025-09-23,Campinas,SP,C423,sim,eletronicos,Smartphone,marketplace,2411.76,0,3,1,61,113.21,16,sol,nenhum,sim,3.6,nao,,nao,nao,,,
AMZ-00666,2025-10-21,Curitiba,PR,C416,sim,vestuario,Camiseta,marketplace,2203.58,0,1,1,58,1,44,sol,prime_day,sim,2.3,nao,,nao,nao,nao,procesado,
AMZ-00667,2025-09-23,Uberaba,MG,C157,nao,eletronicos,Smartphone,amazon,3267.97,56.14,1,4,3,"205,93",114,sol,black_friday,nao,"3,2",nao,,,sim,sim,procesado,
AMZ-00668,2025-06-14,Rio de Janeiro,RJ,C561,sim,eletronicos,Echo Dot,amazon,1007.27,0,2,11,43,336.0,39,sol,nenhum,sim,"3,9",nao,,nao,nao,,devolvido,
AMZ-00669,data_invalida,Rio de Janeiro,RJ,C401,nao,livros,HQ Colecionável,marketplace,3459.7,11.81,10,1,36,150.24,74,sol,nenhum,nao,5,nao,,nao,nao,,,
AMZ-00670,2025-10-03,Rio de Janeiro,RJ,C367,nao,eletronicos,Carregador USB-C,marketplace,465.88,61.75,3,12,61,"112,14",1,sol,nenhum,sim,2.5,nao,,sim,sim,sim,cancelado,
AMZ-00671,2025-08-05,Uberlândia,MG,C309,nao,livros,Kindle eBook,amazon,2797.8,73.5,1,22,26,16.02,89,nublado,nenhum,sim,4.5,nao,,sim,nao,,cancelado,
AMZ-00672,2025-07-17,Curitiba,PR,C56,sim,eletronico,Livro Fantasia,amazon,"1503,07",86.76,2,12,37,143.41,40,sol,nenhum,sim,"2,4",sim,atraso,sim,nao,sim,cancelado,
AMZ-00673,2025-02-26,Uberaba,MG,C161,nao,eletronicos,Carregador USB-C,marketplace,933.41,17.95,5,40,81,136.75,134,sol,prime_day,sim,3.5,nao,,sim,sim,,procesado,
AMZ-00674,2025-04-30,Campinas,SP,C264,nao,casa,Panela,marketplace,2481.31,76.39,4,6,30,132.79,31,sol,prime_day,nao,3.9,sim,produto_danificado,,nao,nao,procesado,
AMZ-00675,data_invalida,São Paulo,SP,C362,nao,livros,Livro Fantasia,amazon,"432,17",87.33,5,12,42,151.91,132,sol,nenhum,nao,4.2,sim,,sim,nao,nao,devolvido,
AMZ-00676,data_invalida,Salvador,BA,C275,nao,eletronicos,Echo Dot,marketplace,"2491,98",43.01,1,16,44,151.73,53,sol,nenhum,sim,"2,2",nao,,,nao,,entregue,
AMZ-00677,05-26-2025,Uberlândia,MG,C264,nao,livros,Livro Fantasia,amazon,582.23,41.16,10,9,60,"34,68",65,chuva,nenhum,sim,2.8,nao,,nao,nao,sim,,
AMZ-00678,2025-02-17,Uberlândia,MG,C264,nao,livros,HQ Colecionável,amazon,"648,73",18.4,10,11,89,1,35,sol,nenhum,sim,3.6,nao,,,sim,nao,procesado,
AMZ-00679,04/08/2025,Uberlândia,MG,C43,sim,vestuario,Tênis,amazon,"742,94",0,10,21,62,"161,85",78,sol,nenhum,nao,3.5,nao,,sim,nao,,devolvido,
AMZ-00680,2025-10-04,Curitiba,PR,C234,nao,supermercado,Café,amazon,967.53,"85,12",3,18,54,106.85,137,sol,nenhum,nao,3.5,nao,,sim,sim,,,
AMZ-00681,04-13-2025,Curitiba,PR,C251,sim,supermercado,Detergente,marketplace,198.49,0,2,24,2,251.11,53,sol,nenhum,nao,4.6,sim,arrependimento,nao,nao,nao,devolvido,
AMZ-00682,2025-04-05,Curitiba,PR,C125,sim,eletronicos,Echo Dot,amazon,1941.13,0,3,1,16,59.01,137,chuva,nenhum,nao,1.6,nao,,nao,sim,nao,entregue,
AMZ-00683,03-09-2025,Rio de Janeiro,RJ,C86,sim,livros,Kindle eBook,marketplace,2423.13,0,5,20,35,81.15,24,chuva,nenhum,nao,3.9,nao,,,sim,sim,entregue,
AMZ-00684,2025-09-30,Uberaba,mg,C289,nao,super mercado,Fone Bluetooth,amazon,1231.77,56.8,7,1,71,66.76,91,sol,nenhum,nao,"2,6",nao,,,nao,,devolvido,
AMZ-00685,2025-06-26,Uberaba,MG,C217,sim,livros,Kindle eBook,marketplace,2228.16,0,4,23,30,140.9,139,chuva,nenhum,nao,3.8,nao,,sim,nao,,entregue,
AMZ-00686,2025-04-07,Uberlândia,MG,C152,nao,eletronicos,Fone Bluetooth,marketplace,"2179,26",67.71,7,16,2,"15,5",40,nublado,prime_day,nao,2.8,nao,,,nao,sim,procesado,
AMZ-00687,04-15-2025,Goiânia,GO,C131,sim,eletronico,Lâmpada LED,marketplace,796.06,0,10,4,34,"182,35",53,sol,prime_day,nao,5,nao,,,nao,nao,cancelado,
AMZ-00688,2025-04-13,Rio de Janeiro,RJ,C136,sim,eletronicos,Smartphone,amazon,3342.04,"76,35",5,22,23,122.08,107,sol,nenhum,nao,4.6,nao,,,sim,nao,cancelado,
AMZ-00689,2025-01-17,goiânia,GO,C152,sim,eletronicos,Fire TV,amazon,42.74,0,2,12,42,185.35,38,nublado,nenhum,sim,2.8,nao,,sim,nao,,procesado,
AMZ-00690,2025-08-16,Uberlândia,MG,C248,sim,livros,Kindle eBook,marketplace,1086.85,0,3,14,16,62.67,56,sol,nenhum,nao,3.3,nao,,,nao,sim,entregue,
AMZ-00691,2025-02-13,uberaba,MG,C588,sim,supermercado,Sabonete,amazon,"3294,85",0,5,16,43,111.61,57,temporal,nenhum,nao,3.9,nao,,sim,nao,nao,procesado,
AMZ-00692,2025-09-08,Campinas,SP,C396,nao,supermercado,Sabonete,amazon,2780.08,89.66,3,7,42,1,78,sol,prime_day,nao,4.6,nao,,sim,nao,,procesado,
AMZ-00693,2025-08-02,Salvador,BA,C477,sim,livros,HQ Colecionável,marketplace,3089.38,18.49,7,3,27,20.99,127,sol,nenhum,sim,3.2,nao,,,nao,,procesado,
AMZ-00694,2025-06-03,Uberaba,MG,C63,sim,supermercado,Detergente,marketplace,2343.4,0,5,3,51,272.76,59,chuva,nenhum,nao,5,nao,,nao,nao,sim,,
