registro_id,data_viagem,cidade,uf,regiao,latitude,longitude,modal,tempo_viagem_min,distancia_km,custo,avaliacao_usuario,usuario_id,frequencia_uso_mes,tempo_desde_ultima_viagem_dias,cupom_utilizado,cancelou_viagem,clima,hora,dia_semana,observacao
ECO-00711,2025-05-23,Uberlândia,MG,oeste,-18.909738,-48.237827,carro,10,4.33,11.6,1.2,U282,27,5,nao,sim,chuva,0,dom,
ECO-00712,2025-10-15,Salvador,BA,norte,-13.020249,-38.536531,carro,20,1.62,3.69,4.2,U366,8,10,sim,nao,sol,14,qui,
ECO-00713,02/05/2025,Curitiba,PR,oeste,-25.437575,-49.276838,carro,20,5.16,14.35,3.1,U361,12,10,,nao,chuva,4,sab,
ECO-00714,2025-02-25,Uberlândia,mg,oeste,-18.895088,-48.232204,patinete,7,"5,32",19.09,4.6,U185,23,16,sim,sim,sol,6,sab,
ECO-00715,2025-10-27,Salvador,BA,centro,"-12,940063",-38.549202,publico,17,7.56,16.43,2.6,U23,18,51,,sim,chuva,16,qui,
ECO-00716,2025-05-27,campinas,SP,centro,-22.925094,-47.046748,bike,25,1.96,5.16,2.1,U335,23,13,,nao,chuva,13,dom,
ECO-00717,2025-02-02,Uberlândia,MG,centro,-18.894839,-48.253439,patinete,19,9.2,28.23,3.6,U146,4,2,nao,nao,sol,12,ter,
ECO-00718,09-09-2025,Uberaba,MG,leste,-19.717525,-47.97685,carro,19,3.86,8.92,4.3,U167,5,53,sim,nao,nublado,13,seg,
ECO-00719,2025-02-23,Campinas,SP,norte,-22.864314,-47.057657,publico,18,0.57,1.01,3.7,U329,25,20,nao,sim,chuva,16,qua,
ECO-00720,2025-02-19,Curitiba,PR,centro,-25.397701,"-49,244538",carro,21,"3,75",6.39,3.3,U92,25,36,,nao,sol,8,qua,
ECO-00721,2025-01-27,São Paulo,SP,oeste,"-23,54659","-46,67065",patinete,7,6.65,15.44,2.2,U10,21,22,nao,nao,chuva,21,qui,
ECO-00722,2025-08-27,Uberlândia,MG,norte,-18.886015,-48.275872,bike,3,1.96,7.21,3.2,U282,0,0,sim,nao,sol,9,qua,
ECO-00723,data_invalida,Salvador,BA,leste,-13.025858,-38.493276,publico,20,"4,34",8.55,4.9,U181,16,8,nao,nao,sol,17,sab,
ECO-00724,2025-02-06,São Paulo,SP,centro,"-23,512197","-46,612685",publico,16,3.69,10.46,2.2,U6,29,13,nao,nao,sol,5,qui,
ECO-00725,30/06/2025,Uberlândia,MG,norte,-18.871598,"-48,261254",patinete,13,"3,39",8.02,4.6,U138,10,34,sim,sim,sol,23,qui,
ECO-00726,2025-09-08,Curitiba,PR,sul,-25.477831,-49.250074,bike,7,5.97,16.24,4.2,U311,7,25,,sim,chuva,17,sex,
ECO-00727,2025-01-26,Uberlândia,mg,oeste,-18.921969,-48.299813,carro,3,"8,88",14.48,2.6,U297,23,4,nao,nao,sol,16,seg,
ECO-00728,2025-02-13,São Paulo,SP,sul,-23.538545,-46.665289,bike,29,"0,5",1.4,3.7,U139,8,55,sim,sim,sol,5,dom,
ECO-00729,07-02-2025,Curitiba,PR,sul,-25.406946,-49.290384,bike,26,1.5,3.21,2.3,U86,26,3,nao,sim,chuva,1,dom,
ECO-00730,06-01-2025,salvador,BA,norte,"-13,002089",-38.540243,patinete,13,"3,79",11.93,1.9,U52,21,9,sim,sim,nublado,12,sab,
ECO-00731,2025-02-06,Campinas,sp,centro,-22.904156,-47.073162,carro,9,"5,76",19.23,4.6,U27,21,18,,sim,sol,1,qua,
ECO-00732,2025-08-12,Salvador,BA,centro,-13.024734,-38.455644,patinete,24,1.94,4.5,2.9,U276,4,47,nao,sim,sol,5,qui,
ECO-00733,2025-07-07,Campinas,SP,norte,"-22,862954",-47.068643,publico,10,3.11,11.23,2.8,U391,14,14,sim,nao,chuva,21,seg,
ECO-00734,data_invalida,Curitiba,PR,leste,-25.402913,"-49,277492",bike,15,"7,8",19.41,1.3,U206,29,20,sim,nao,nublado,15,sex,
ECO-00735,2025-08-31,Curitiba,PR,oeste,-25.414722,-49.234812,bike,19,6.82,17.76,2.2,U247,11,39,,sim,sol,6,seg,
ECO-00736,29/05/2025,Salvador,BA,norte,-12.991862,"-38,536356",publico,20,5.3,17.13,2.5,U384,12,18,sim,nao,sol,10,ter,
ECO-00737,2025-06-13,Campinas,SP,oeste,-22.860458,-47.0541,patinete,22,3.96,15.37,4.3,U65,8,58,sim,sim,nublado,17,dom,
ECO-00738,2025-05-10,Uberaba,MG,oeste,-19.789687,-47.964614,bike,6,6.57,16.05,4.3,U14,3,26,nao,nao,sol,1,sab,
ECO-00739,2025-04-15,Uberlândia,MG,leste,-18.946649,-48.2816,publico,9,8.94,20.23,1.7,U178,21,18,sim,nao,nublado,5,qui,
ECO-00740,2025-03-12,Curitiba,PR,norte,-25.382125,-49.299812,bike,25,3.44,13.59,2.5,U270,17,12,,nao,sol,21,sab,
ECO-00741,2025-10-04,Curitiba,PR,centro,-25.437399,-49.254888,bike,37,"4,36",7.19,4.0,U130,12,44,sim,sim,sol,10,sab,
ECO-00742,2025-09-22,são paulo,SP,norte,-23.512413,-46.652375,carro,4,6.71,25.88,1.6,U278,27,51,nao,sim,nublado,9,qua,
ECO-00743,2025-07-19,Campinas,SP,centro,-22.919056,-47.097895,carro,15,7.47,15.47,2.5,U81,5,45,,sim,nublado,8,qui,
ECO-00744,2025-06-17,São Paulo,SP,norte,-23.504177,"-46,68216",patinete,22,"3,15",7.71,3.3,U261,23,40,nao,nao,chuva,21,seg,
ECO-00745,2025-02-16,São Paulo,SP,sul,-23.563446,"-46,64141",patinete,13,4.41,11.29,2.0,U53,20,21,nao,nao,chuva,23,ter,
ECO-00746,2025-02-18,São Paulo,SP,sul,-23.504863,-46.661108,bike,10,1.72,4.78,2.3,U32,3,14,,sim,nublado,8,qui,
ECO-00747,2025-04-25,Salvador,BA,centro,-12.979258,-38.516113,patinete,22,"9,13",24.03,4.9,U143,28,4,nao,sim,nublado,13,ter,
ECO-00748,2025-09-02,São Paulo,SP,sul,-23.534596,-46.634957,bike,11,"4,05",16.09,4.6,U216,22,14,sim,nao,sol,17,ter,
ECO-00749,data_invalida,são paulo,SP,oeste,-23.569182,-46.680952,bike,20,3.75,7.11,2.8,U342,15,9,,sim,sol,18,qui,
ECO-00750,2025-01-12,Campinas,SP,leste,-22.946089,-47.094006,publico,21,4.7,8.59,2.8,U309,25,6,sim,sim,sol,23,seg,
ECO-00751,2025-04-30,Salvador,BA,leste,-12.972223,-38.504824,bike,7,3.3,8.99,2.4,U27,4,5,,sim,sol,22,qui,
ECO-00752,2025-09-16,Campinas,SP,centro,-22.899665,-47.108708,carro,11,0.5,1.76,2.8,U302,9,53,nao,sim,sol,18,sex,
ECO-00753,2025-01-18,Curitiba,PR,oeste,-25.43763,-49.250388,patinete,27,6.69,19.05,1.6,U350,5,27,nao,sim,sol,0,qua,
ECO-00754,2025-10-15,Uberlândia,mg,centro,-18.922621,-48.248439,carro,9,2.32,3.78,3.5,U161,24,47,,sim,nublado,13,sab,
ECO-00755,2025-02-24,uberaba,MG,sul,-19.703761,-47.913808,patinete,18,4.38,11.0,3.3,U146,23,25,nao,sim,sol,3,sex,
ECO-00756,2025-02-14,São Paulo,sp,leste,-23.553286,-46.654251,publico,37,6.23,10.58,4.0,U352,25,26,,sim,nublado,22,qui,
ECO-00757,data_invalida,Curitiba,PR,sul,-25.396191,"-49,270165",carro,17,0.5,0.86,2.9,U304,26,14,,sim,sol,14,qui,
ECO-00758,2025-05-05,Salvador,BA,norte,-13.004338,-38.46886,patinete,35,0.5,1.36,3.3,U71,25,31,,nao,sol,13,qua,
ECO-00759,2025-03-08,Campinas,SP,oeste,-22.931441,-47.024895,patinete,10,7.07,25.4,1.5,U337,23,51,,sim,sol,1,qua,
ECO-00760,2025-09-30,Salvador,BA,oeste,-13.01311,-38.463001,patinete,27,3.03,10.56,4.4,U105,22,43,nao,nao,nublado,17,dom,
ECO-00761,2025-07-22,Salvador,BA,leste,-12.946929,-38.464763,patinete,19,0.5,0.92,2.8,U96,1,39,sim,sim,sol,4,qui,
ECO-00762,2025-05-13,Salvador,BA,leste,-12.981034,-38.530957,patinete,3,"5,39",17.72,4.0,U116,7,58,sim,sim,sol,23,qua,
ECO-00763,2025-09-28,Uberlândia,MG,oeste,"-18,924849",-48.293187,publico,10,0.5,1.96,3.2,U53,8,43,sim,sim,nublado,10,qui,
ECO-00764,04-08-2025,Campinas,SP,norte,"-22,917056",-47.016468,publico,33,1.82,5.67,1.5,U393,16,10,nao,sim,sol,5,qui,
ECO-00765,2025-07-21,São Paulo,SP,norte,-23.527999,-46.622471,bike,15,"3,44",9.33,4.9,U218,0,53,,nao,nublado,19,sab,
ECO-00766,2025-10-16,Uberaba,mg,centro,-19.758753,-47.941318,patinete,24,7.41,17.51,1.9,U287,1,0,sim,nao,sol,2,ter,
ECO-00767,2025-02-08,Campinas,SP,leste,"-22,875247","-47,032606",carro,33,"3,73",11.83,3.6,U336,24,45,sim,nao,chuva,16,sab,
ECO-00768,2025-07-24,Curitiba,PR,leste,-25.40598,"-49,314143",bike,8,"4,29",7.46,4.7,U122,20,28,,nao,nublado,0,seg,
ECO-00769,2025-05-28,Uberlândia,MG,centro,-18.905247,"-48,271834",patinete,43,4.55,11.86,4.1,U40,11,0,nao,sim,sol,6,seg,
ECO-00770,2025-01-02,Salvador,BA,centro,-12.938974,-38.546328,bike,13,0.81,2.57,2.2,U192,17,30,sim,nao,chuva,9,qui,
ECO-00771,data_invalida,Salvador,BA,sul,-13.018116,"-38,489111",carro,24,5.31,8.93,4.0,U303,10,0,sim,sim,nublado,7,sab,
ECO-00772,2025-06-09,São Paulo,SP,sul,"-23,504665",-46.670276,carro,12,5.85,11.91,3.5,U68,29,34,,nao,nublado,3,qua,
ECO-00773,2025-06-16,Curitiba,PR,oeste,-25.394798,-49.224884,bike,28,3.99,7.41,1.9,U268,4,20,nao,nao,nublado,4,dom,
ECO-00774,02-25-2025,São Paulo,sp,oeste,"-23,570249",-46.63099,carro,3,2.49,7.75,2.8,U35,6,9,,sim,nublado,9,ter,
ECO-00775,04-01-2025,Salvador,ba,leste,-12.949221,-38.53653,patinete,28,3.15,5.96,1.9,U204,11,19,,nao,sol,15,seg,
ECO-00776,data_invalida,Campinas,SP,centro,-22.904054,-47.032366,publico,29,9.49,31.17,4.0,U169,9,51,nao,sim,sol,8,qui,
ECO-00777,2025-07-26,Campinas,SP,oeste,-22.877367,-47.110367,publico,13,"1,0",3.5,3.2,U244,3,57,sim,sim,chuva,0,ter,
ECO-00778,2025-08-28,Salvador,BA,norte,-12.962407,-38.519023,bike,19,3.13,6.1,4.8,U388,20,16,,nao,sol,17,ter,
ECO-00779,2025-01-31,Uberlândia,MG,centro,-18.968115,-48.298431,bike,22,5.26,19.06,2.3,U194,12,33,sim,nao,nublado,10,sab,
ECO-00780,2025-10-04,São Paulo,SP,norte,-23.543842,"-46,615568",publico,14,"7,51",19.26,2.7,U41,21,54,nao,sim,nublado,18,qui,
ECO-00781,2025-07-09,Curitiba,PR,oeste,-25.42277,-49.274494,carro,40,14.37,54.96,4.3,U218,19,6,nao,sim,nublado,5,qua,
ECO-00782,2025-03-18,São Paulo,SP,norte,-23.579399,-46.604776,bike,19,2.67,4.1,3.9,U323,30,15,sim,sim,nublado,12,qui,
ECO-00783,09-02-2025,Curitiba,PR,oeste,-25.385304,"-49,309441",patinete,20,5.71,16.32,1.2,U166,4,37,,nao,sol,6,sex,
ECO-00784,2025-01-17,Uberaba,MG,norte,-19.727288,"-47,95802",bike,16,6.28,24.76,4.6,U274,8,34,,sim,sol,15,sex,
ECO-00785,09-24-2025,Curitiba,PR,leste,-25.434427,-49.285182,patinete,4,"5,68",11.33,1.0,U23,18,28,,nao,sol,16,ter,
ECO-00786,26/10/2025,São Paulo,SP,norte,-23.549425,-46.607236,bike,12,3.08,6.3,4.1,U393,8,41,,sim,nublado,14,sex,
ECO-00787,2025-01-13,Uberlândia,MG,leste,-18.937366,"-48,257198",patinete,24,6.53,12.96,4.2,U56,30,52,sim,sim,chuva,6,dom,
ECO-00788,2025-03-05,Salvador,BA,oeste,-12.999381,-38.5146,bike,28,3.62,6.63,4.3,U353,22,53,sim,sim,sol,10,dom,
ECO-00789,2025-09-27,Uberlândia,MG,sul,-18.87506,-48.323957,patinete,3,3.5,10.01,2.2,U183,3,13,sim,sim,sol,9,qua,
ECO-00790,2025-05-25,Salvador,BA,sul,"-13,019639",-38.462832,carro,18,4.55,12.74,4.8,U166,7,15,sim,nao,sol,1,qui,
ECO-00791,2025-07-19,Uberlândia,MG,oeste,-18.922799,-48.303364,bike,17,"2,42",8.42,3.7,U65,11,12,,nao,nublado,12,dom,
ECO-00792,2025-03-01,São Paulo,SP,leste,-23.570964,-46.680687,patinete,23,2.83,5.8,1.6,U35,21,21,nao,sim,sol,7,qua,
ECO-00793,2025-01-24,Curitiba,PR,oeste,-25.399386,-49.319994,patinete,8,"5,1",7.98,3.7,U375,16,6,sim,nao,sol,15,dom,
ECO-00794,2025-01-25,salvador,BA,sul,-12.944268,-38.534759,carro,29,5.68,9.7,4.3,U387,24,42,sim,sim,chuva,15,seg,
ECO-00795,2025-03-31,são paulo,SP,centro,-23.522168,-46.642936,bike,27,3.3,5.56,2.1,U164,12,21,nao,sim,nublado,21,qua,
ECO-00796,2025-02-11,Uberlândia,MG,norte,-18.868739,"-48,3204",patinete,16,"2,37",4.72,1.8,U50,16,54,sim,nao,nublado,11,qui,
ECO-00797,2025-02-16,Uberlândia,MG,sul,-18.886488,-48.275699,bike,22,4.3,16.8,2.3,U261,2,39,sim,nao,sol,13,seg,
ECO-00798,2025-09-03,Salvador,BA,centro,"-13,017979",-38.515308,publico,25,0.5,1.94,1.4,U28,12,24,nao,sim,nublado,19,dom,
ECO-00799,2025-05-17,Uberaba,MG,oeste,-19.771102,"-47,932485",carro,16,"1,59",5.06,2.6,U362,21,37,sim,nao,chuva,13,sab,
ECO-00800,2025-04-01,São Paulo,SP,centro,"-23,519692","-46,590324",patinete,24,5.83,13.14,2.8,U314,27,39,,sim,sol,19,sab,
ECO-00801,2025-05-11,são paulo,SP,oeste,-23.540917,-46.668247,bike,7,3.11,7.91,1.4,U118,13,15,sim,nao,sol,11,dom,
ECO-00802,06-14-2025,São Paulo,SP,oeste,-23.52995,-46.676751,bike,17,2.84,7.35,4.5,U400,26,4,,sim,sol,0,seg,
ECO-00803,2025-05-27,Campinas,SP,norte,-22.902582,-47.087122,publico,11,"1,87",5.62,1.4,U247,26,58,nao,nao,sol,20,sex,
ECO-00804,2025-01-29,Uberlândia,MG,centro,"-18,951994",-48.256275,carro,24,3.81,8.72,1.9,U220,23,22,,nao,chuva,23,seg,
ECO-00805,2025-07-31,São Paulo,SP,oeste,"-23,599698",-46.620425,bike,20,2.3,7.22,4.2,U191,14,0,nao,nao,nublado,15,qua,
ECO-00806,2025-04-13,Campinas,SP,centro,-22.906666,-47.047221,patinete,6,1.53,2.46,1.3,U395,23,52,nao,sim,nublado,16,qua,
ECO-00807,2025-04-16,são paulo,SP,norte,-23.570207,-46.680465,patinete,35,3.37,10.18,3.4,U326,19,36,,nao,sol,7,seg,
ECO-00808,2025-05-29,Campinas,SP,sul,"-22,858572",-47.065126,bike,3,1.79,3.59,4.1,U274,5,32,,nao,nublado,16,dom,
ECO-00809,2025-05-03,Curitiba,PR,leste,-25.461549,"-49,242809",bike,21,9.09,24.18,2.7,U164,11,10,nao,nao,nublado,0,qui,
ECO-00810,2025-10-10,Uberlândia,MG,sul,-18.962039,-48.238515,patinete,15,2.77,4.52,1.8,U184,12,46,sim,nao,nublado,5,ter,
ECO-00811,01/07/2025,Salvador,ba,sul,-12.984848,-38.538978,publico,9,0.5,1.83,3.3,U270,28,27,sim,nao,sol,16,sex,
ECO-00812,2025-01-27,São Paulo,SP,sul,-23.521438,-46.682318,patinete,35,1.91,7.22,3.4,U107,26,12,,sim,chuva,15,seg,
ECO-00813,2025-06-26,Curitiba,PR,sul,"-25,426007",-49.294293,publico,19,5.76,19.52,2.3,U143,3,6,sim,nao,nublado,9,sab,
ECO-00814,2025-04-29,Uberaba,MG,centro,-19.767896,-47.890815,bike,13,5.32,9.43,3.2,U178,4,47,,nao,sol,4,sex,
ECO-00815,13/02/2025,São Paulo,SP,leste,-23.532157,-46.681435,patinete,31,"0,5",1.41,2.6,U273,24,34,nao,sim,chuva,14,sab,
ECO-00816,data_invalida,Salvador,BA,centro,-12.987395,-38.460538,carro,28,0.97,3.76,4.9,U207,30,48,nao,sim,chuva,23,qui,
ECO-00817,2025-03-25,São Paulo,sp,leste,"-23,58107","-46,58438",publico,9,"0,5",1.62,2.0,U325,4,5,sim,sim,sol,0,dom,
ECO-00818,2025-09-24,Salvador,BA,sul,-12.978448,-38.529752,patinete,3,5.59,18.72,3.5,U338,11,24,,nao,sol,4,sex,
ECO-00819,2025-06-02,Uberaba,MG,leste,-19.78648,-47.927008,carro,28,0.5,1.22,4.0,U177,12,43,,nao,nublado,17,dom,
ECO-00820,2025-05-21,Uberlândia,mg,centro,-18.892529,-48.317647,patinete,11,7.87,20.88,1.4,U122,13,25,,nao,nublado,10,qua,
ECO-00821,data_invalida,Salvador,BA,oeste,-12.95632,-38.514371,carro,8,4.19,11.53,4.8,U224,17,4,sim,nao,sol,18,dom,
ECO-00822,2025-09-03,São Paulo,SP,leste,"-23,5337",-46.589596,publico,21,"1,79",3.53,3.8,U359,0,59,,sim,sol,18,qui,
ECO-00823,09-27-2025,Uberlândia,MG,oeste,-18.883507,-48.263371,publico,22,6.11,12.62,1.1,U235,19,14,nao,sim,sol,21,seg,
ECO-00824,2025-03-16,uberaba,MG,centro,-19.741214,-47.916237,carro,18,"8,48",29.45,2.0,U378,15,38,,sim,chuva,11,seg,
ECO-00825,01-22-2025,Curitiba,pr,norte,-25.441411,-49.248847,bike,28,"5,86",13.06,2.0,U237,10,57,nao,sim,sol,1,dom,
ECO-00826,05/09/2025,Campinas,SP,leste,-22.948938,-47.103127,patinete,3,"6,56",10.74,4.6,U175,3,46,sim,sim,chuva,5,sab,
ECO-00827,2025-06-14,Curitiba,PR,norte,"-25,403214",-49.251962,patinete,28,0.5,0.78,1.4,U213,11,43,sim,sim,sol,14,qua,
ECO-00828,2025-05-11,Uberaba,MG,leste,"-19,75092",-47.906278,patinete,25,5.0,13.51,2.5,U323,7,45,sim,nao,sol,22,dom,
ECO-00829,2025-07-17,Uberlândia,MG,centro,-18.892277,-48.326758,carro,9,3.22,12.67,2.8,U69,22,43,,nao,sol,6,qua,
ECO-00830,2025-10-12,Campinas,SP,oeste,-22.941223,-47.099308,carro,15,4.68,11.03,1.9,U138,9,4,nao,nao,chuva,20,sex,
ECO-00831,2025-06-24,Curitiba,PR,sul,-25.466734,"-49,283532",publico,8,"0,5",1.23,4.9,U359,3,21,sim,nao,sol,11,sab,
ECO-00832,2025-06-09,Curitiba,PR,leste,-25.399921,-49.288418,carro,14,0.84,2.06,1.9,U224,15,60,,sim,chuva,5,sex,
ECO-00833,28/06/2025,Uberaba,MG,leste,-19.704694,-47.89536,bike,16,6.44,11.7,3.0,U309,27,6,sim,nao,sol,9,sab,
ECO-00834,2025-06-15,Uberaba,MG,norte,-19.720799,-47.981799,bike,18,8.28,20.81,3.4,U72,14,36,,nao,sol,10,sab,
ECO-00835,2025-01-01,Uberlândia,mg,sul,-18.95618,-48.248255,publico,13,4.46,8.3,1.5,U189,10,0,nao,sim,nublado,4,seg,
ECO-00836,2025-10-02,Uberaba,MG,leste,-19.749267,-47.910285,carro,6,0.64,1.11,4.4,U276,13,9,nao,sim,chuva,4,qua,
ECO-00837,2025-01-14,São Paulo,SP,norte,-23.537222,-46.631095,patinete,19,0.5,1.56,3.9,U25,18,35,,sim,chuva,22,sab,
ECO-00838,2025-04-18,salvador,BA,sul,-12.932159,-38.472943,publico,3,11.16,28.19,3.1,U233,15,60,,nao,sol,4,ter,
ECO-00839,2025-02-08,campinas,SP,centro,-22.855983,-47.019672,bike,21,6.17,24.12,2.8,U258,9,6,sim,sim,sol,6,ter,
ECO-00840,2025-08-01,uberlândia,MG,leste,-18.930111,-48.297705,bike,14,"1,84",6.24,3.9,U238,1,1,sim,nao,nublado,14,qua,
ECO-00841,2025-10-18,Campinas,SP,oeste,"-22,918814",-47.073672,patinete,27,"7,45",24.9,3.0,U300,15,10,,sim,chuva,9,ter,
ECO-00842,2025-08-02,Uberaba,MG,norte,-19.704085,"-47,920345",patinete,24,1.11,3.0,2.8,U119,28,3,nao,sim,nublado,23,sex,
ECO-00843,2025-05-08,Curitiba,PR,oeste,-25.465154,-49.278556,patinete,13,"3,94",9.91,3.1,U238,22,52,,nao,nublado,13,ter,
ECO-00844,04-06-2025,Uberaba,MG,leste,"-19,72292",-47.953179,publico,3,5.01,11.93,3.9,U217,28,2,nao,sim,sol,21,dom,
ECO-00845,2025-07-08,Curitiba,PR,leste,-25.440581,"-49,255541",patinete,17,"6,54",24.71,2.4,U338,17,30,nao,sim,sol,21,dom,
ECO-00846,01/10/2025,São Paulo,SP,norte,"-23,583906",-46.640908,patinete,10,3.67,6.41,4.8,U295,17,5,nao,nao,sol,21,seg,
ECO-00847,05-02-2025,Campinas,sp,centro,-22.917158,-47.041787,bike,10,"5,85",21.6,4.5,U150,18,40,nao,nao,nublado,7,qui,
ECO-00848,24/02/2025,Curitiba,PR,oeste,-25.384219,-49.289103,publico,29,3.96,12.05,1.3,U127,8,12,nao,sim,sol,9,qua,
ECO-00849,2025-09-17,São Paulo,SP,leste,-23.502025,-46.660053,carro,29,5.07,19.88,2.4,U357,11,39,,nao,nublado,10,ter,
ECO-00850,2025-07-05,Uberlândia,MG,sul,-18.91066,-48.239996,bike,27,2.86,5.81,1.3,U55,19,8,sim,sim,sol,21,dom,
ECO-00851,2025-03-04,Curitiba,PR,centro,"-25,451538",-49.252519,bike,3,1.19,4.35,4.5,U239,23,54,sim,nao,sol,3,sex,
ECO-00852,2025-10-28,Salvador,BA,leste,-12.965429,-38.476237,patinete,14,2.58,8.03,3.3,U19,14,49,sim,sim,chuva,15,seg,
ECO-00853,2025-03-02,Curitiba,PR,leste,-25.475812,-49.264805,carro,3,6.09,9.6,2.1,U155,23,18,,sim,sol,17,dom,
ECO-00854,2025-07-15,Uberaba,MG,sul,-19.756813,-47.987984,publico,14,5.81,13.55,4.8,U258,21,43,sim,nao,nublado,19,qui,
ECO-00855,2025-08-15,Campinas,SP,sul,-22.895124,-47.035853,bike,19,2.72,8.25,4.4,U267,12,36,,sim,nublado,3,dom,
ECO-00856,2025-10-27,Uberaba,MG,leste,-19.750962,-47.950729,carro,10,0.5,1.97,2.1,U134,3,47,sim,nao,chuva,22,seg,
ECO-00857,08-28-2025,Uberaba,MG,oeste,-19.755459,-47.966724,bike,3,6.17,12.67,2.5,U384,14,46,sim,nao,nublado,3,dom,
ECO-00858,data_invalida,Uberlândia,MG,centro,-18.884397,-48.305975,carro,10,3.92,14.44,1.3,U203,14,6,,nao,sol,11,sex,
ECO-00859,2025-06-07,Uberaba,MG,sul,"-19,747859",-47.913637,patinete,43,3.1,8.41,1.6,U57,9,0,,nao,sol,4,sab,
ECO-00860,2025-10-23,Campinas,SP,sul,-22.860508,-47.099814,patinete,28,8.52,30.24,4.1,U200,2,54,,nao,sol,4,qua,
ECO-00861,09-30-2025,São Paulo,SP,oeste,-23.519528,-46.663256,patinete,28,2.37,8.04,3.3,U332,26,10,nao,nao,sol,14,ter,
ECO-00862,2025-07-24,Salvador,BA,sul,-13.007359,-38.509133,publico,16,6.57,16.42,2.9,U130,30,2,,nao,chuva,7,qui,
ECO-00863,2025-04-12,Curitiba,PR,leste,-25.40639,-49.23118,patinete,27,5.21,15.87,1.4,U380,8,6,,nao,sol,11,seg,
ECO-00864,2025-02-10,Salvador,BA,norte,-12.986454,-38.535682,patinete,34,"0,5",1.76,3.7,U261,17,22,nao,nao,nublado,4,sex,
ECO-00865,2025-06-03,Curitiba,PR,centro,-25.47665,-49.247261,bike,21,5.23,20.75,2.0,U84,4,19,,nao,nublado,7,dom,
ECO-00866,2025-09-01,Campinas,SP,oeste,-22.900835,-47.041022,patinete,3,0.5,1.87,1.5,U289,29,13,sim,nao,nublado,22,seg,
ECO-00867,data_invalida,Curitiba,pr,sul,-25.47601,-49.288257,bike,25,5.94,18.49,4.1,U320,18,8,sim,nao,nublado,18,seg,
ECO-00868,2025-06-24,Campinas,SP,oeste,"-22,909776","-47,066384",carro,7,6.09,14.31,3.2,U265,2,7,,nao,sol,17,sab,
ECO-00869,2025-10-02,São Paulo,SP,leste,-23.550682,-46.597621,patinete,9,"0,5",1.85,2.5,U298,15,1,sim,sim,nublado,7,qui,
ECO-00870,2025-04-11,Uberaba,MG,leste,-19.795063,-47.896413,patinete,18,2.1,3.47,3.3,U292,22,52,sim,sim,chuva,7,dom,
ECO-00871,2025-06-09,Campinas,sp,sul,-22.954102,-47.055111,bike,16,"0,5",1.29,3.6,U201,3,11,nao,nao,nublado,11,sex,
ECO-00872,2025-01-23,São Paulo,SP,centro,-23.515187,-46.611447,bike,10,10.08,19.19,4.2,U300,21,25,sim,sim,sol,13,sex,
ECO-00873,2025-02-17,Uberaba,MG,centro,-19.750439,-47.966063,publico,17,2.4,4.85,4.3,U42,15,12,nao,nao,sol,9,sab,
ECO-00874,2025-09-10,Salvador,BA,norte,-13.007484,-38.481705,publico,8,1.79,5.97,2.3,U5,27,5,nao,nao,chuva,16,qui,
ECO-00875,2025-03-03,Curitiba,PR,norte,-25.467146,"-49,292178",patinete,29,9.63,19.1,2.9,U217,18,23,nao,sim,chuva,1,sab,
ECO-00876,2025-01-08,Uberaba,MG,oeste,-19.783276,-47.950479,publico,17,6.8,11.05,2.9,U194,25,12,,nao,sol,9,dom,
ECO-00877,2025-09-13,Campinas,SP,leste,-22.900786,-47.038573,bike,20,"0,5",1.48,3.3,U392,9,36,sim,sim,nublado,15,dom,
ECO-00878,2025-06-14,Curitiba,PR,centro,-25.427033,-49.255213,carro,17,0.5,1.16,3.6,U205,23,12,nao,nao,nublado,14,seg,
ECO-00879,2025-03-29,São Paulo,SP,sul,-23.504047,"-46,676776",publico,23,8.54,32.98,1.7,U212,12,33,nao,nao,sol,8,qua,
ECO-00880,01-15-2025,Salvador,BA,sul,"-12,944361",-38.549035,bike,4,2.99,9.98,2.1,U372,20,2,sim,nao,nublado,7,dom,
ECO-00881,2025-02-18,Uberaba,MG,oeste,"-19,735075",-47.890231,patinete,15,4.88,13.75,4.0,U111,17,33,,nao,chuva,8,qui,
ECO-00882,2025-07-23,São Paulo,SP,norte,-23.534202,-46.673276,patinete,9,2.18,5.92,2.1,U324,15,33,nao,nao,sol,7,ter,
ECO-00883,2025-03-23,Campinas,SP,leste,-22.869881,-47.10499,carro,5,0.56,1.26,4.9,U81,19,42,,nao,sol,10,dom,
ECO-00884,2025-02-08,Uberlândia,MG,norte,-18.896315,-48.283041,patinete,22,"2,27",4.32,2.4,U323,2,26,nao,nao,nublado,5,dom,
ECO-00885,2025-06-25,Uberlândia,MG,oeste,"-18,903646",-48.258548,carro,19,3.8,14.13,4.4,U229,3,57,nao,nao,chuva,4,ter,
ECO-00886,2025-08-17,São Paulo,SP,sul,-23.509223,-46.61397,bike,25,6.47,14.96,2.4,U124,29,59,nao,sim,nublado,16,sex,
ECO-00887,2025-10-03,salvador,BA,centro,-12.984137,-38.511898,bike,10,0.5,1.17,4.6,U350,17,45,sim,sim,sol,0,seg,
ECO-00888,2025-05-05,Campinas,SP,oeste,-22.870896,"-47,035919",patinete,15,6.21,18.89,4.3,U306,23,49,nao,nao,nublado,11,qui,
