registro_id,data_atendimento,cidade,uf,especie,raca,idade_anos,peso_kg,sintomas_texto,prioridade_ia,tempo_espera_min,tempo_atendimento_min,temperatura_corporal_c,frequencia_cardiaca,exames_solicitados,diagnostico_previo,avaliacao_tutor,retorno_7d,historico_microchip,status_atendimento,observacao
FPC-00666,2025-08-19,São Paulo,SP,cachorro,,6,0.5,,urgente,57,24,"37,86",164,hemograma,NA,3.52,sim,nao,procesado,
FPC-00667,2025-01-07,Uberaba,MG,gato,Poodle,8,"6,8",dificuldade respiratória,monitorar,35,22,"36,94",136,ultrassom,,4.46,sim,SIM,procesado,
FPC-00668,2025-07-11,Uberlândia,mg,cachorro,Labrador,2,6.61,,monitorar,46,19,"39,97",95,hemograma,alergia,4.14,nao,SIM,finalizado,
FPC-00669,2025-08-01,Porto Alegre,RS,cachorro,Bulldog,4,"6,91",coceira intensa,monitorar,45,22,38.69,116,raio_x,NA,4.07,NA,SIM,finalizado,
FPC-00670,2025-02-23,São Paulo,SP,gato,Bulldog,4,21.28,febre alta,critico,60,38,"37,95",156,raio_x,suspeita_infeccao,5,,nao,finalizado,
FPC-00671,2025-06-06,Porto Alegre,RS,gato,Poodle,1,19.78,febre alta,monitorar,71,28,"39,27",123,NA,NA,5,nao,nao,finalizado,
FPC-00672,2025-04-30,São Paulo,SP,cachorro,Siamês,3,9.28,ferimento na pata,monitorar,37,24,"39,13",101,raio_x,trauma,3.56,NA,,procesado,
FPC-00673,2025-05-11,São Paulo,SP,gato,Poodle,6,"19,72",NA,monitorar,8,24,40.24,110,hemograma,,5,,nao,procesado,
FPC-00674,2025-07-21,Uberaba,MG,cachorro,Poodle,1,11.88,dificuldade respiratória,monitorar,23,19,39.0,179,nenhum,alergia,3.94,nao,SIM,em_atendimento,
FPC-00675,2025-01-19,Campinas,SP,cachorro,Bulldog,2,22.96,coceira intensa,monitorar,29,18,39.24,124,raio_x,trauma,1.89,sim,,em_atendimento,
FPC-00676,03/06/2025,Porto Alegre,RS,cachorro,,3,8.52,,monitorar,117,43,40.53,107,ultrassom,NA,5,sim,nao,finalizado,
FPC-00677,2025-01-12,Porto Alegre,RS,cachorro,Siamês,8,26.38,letargia,monitorar,85,8,37.5,169,raio_x,,3.61,sim,nao,finalizado,
FPC-00678,03-27-2025,Porto Alegre,rs,cachorro,Labrador,1,11.49,febre alta,monitorar,82,41,"39,03",150,raio_x,alergia,4.16,,,em_atendimento,
FPC-00679,data_invalida,Uberaba,MG,cachorro,Bulldog,10,27.2,coceira intensa,monitorar,114,29,39.22,76,hemograma,,2.85,,sim,em_atendimento,
FPC-00680,2025-06-21,Uberaba,MG,cachorro,Poodle,0,,,urgente,23,26,"36,53",110,raio_x,NA,4.4,NA,sim,procesado,
FPC-00681,02-25-2025,Porto Alegre,RS,gato,,4,11.04,letargia,monitorar,31,23,38.22,112,raio_x,suspeita_infeccao,3.81,NA,,cancelado,
FPC-00682,2025-10-18,Salvador,BA,cachorro,Siamês,1,19.01,ferimento na pata,urgente,22,28,39.76,151,nenhum,trauma,3.69,sim,sim,procesado,
FPC-00683,2025-06-09,Porto Alegre,RS,gato,,0,17.42,coceira intensa,monitorar,57,33,38.3,136,hemograma,NA,4.29,NA,SIM,cancelado,
FPC-00684,2025-06-09,Porto Alegre,RS,gato,SRD,5,6.41,vômito e apatia,monitorar,18,14,38.28,127,nenhum,trauma,4.46,,sim,finalizado,
FPC-00685,27/02/2025,campinas,SP,cachorro,SRD,11,7.0,,monitorar,24,13,"38,48",106,nenhum,suspeita_infeccao,2.29,,nao,finalizado,
FPC-00686,2025-09-27,Uberaba,MG,gato,,3,4.13,letargia,monitorar,11,14,38.89,116,NA,NA,4.14,nao,,cancelado,
FPC-00687,01-15-2025,Campinas,SP,gato,SRD,1,"18,17",febre alta,urgente,23,5,38.62,115,raio_x,trauma,4.87,NA,,em_atendimento,
FPC-00688,2025-09-21,São Paulo,sp,gato,,6,,ferimento na pata,monitorar,44,18,38.7,155,NA,NA,4.12,,nao,finalizado,
FPC-00689,2025-01-03,Campinas,SP,gato,Siamês,5,"12,73",,monitorar,0,39,"37,04",102,raio_x,NA,3.92,nao,sim,em_atendimento,
FPC-00690,2025-04-05,Campinas,SP,cachorro,Siamês,10,2.24,NA,monitorar,60,43,38.97,160,hemograma,NA,3.88,NA,,finalizado,
FPC-00691,01/03/2025,Uberaba,MG,cachorro,Siamês,0,"0,5",NA,monitorar,32,18,38.94,162,NA,alergia,5,NA,sim,procesado,
FPC-00692,2025-04-04,São Paulo,SP,cachorro,Poodle,5,19.66,ferimento na pata,monitorar,20,17,37.32,152,NA,NA,5,,sim,procesado,
FPC-00693,09-09-2025,Goiânia,GO,gato,Siamês,3,4.95,letargia,urgente,30,33,38.03,97,ultrassom,suspeita_infeccao,3.4,nao,,cancelado,
FPC-00694,2025-06-29,Campinas,SP,gato,,4,15.29,dificuldade respiratória,monitorar,85,36,39.29,155,NA,NA,3.43,nao,sim,finalizado,
FPC-00695,2025-02-02,Uberlândia,MG,gato,Labrador,6,"5,56",coceira intensa,monitorar,25,39,"38,81",114,hemograma,,4.25,nao,sim,procesado,
FPC-00696,21/09/2025,goiânia,GO,cachorro,Poodle,3,9.49,febre alta,monitorar,39,24,40.07,165,hemograma,trauma,3.88,,nao,procesado,
FPC-00697,2025-03-13,goiânia,go,cachorro,,12,23.06,,monitorar,6,17,37.44,131,raio_x,,2.99,nao,sim,procesado,
FPC-00698,2025-08-12,Uberlândia,MG,gato,,4,"1,61",,monitorar,0,26,39.46,142,ultrassom,alergia,1.88,,sim,finalizado,
FPC-00699,2025-04-05,Campinas,SP,cachorro,Bulldog,1,25.35,vômito e apatia,monitorar,37,10,37.79,60,nenhum,suspeita_infeccao,5,NA,SIM,procesado,
FPC-00700,2025-08-07,Goiânia,GO,cachorro,,3,0.5,,monitorar,10,25,38.53,121,hemograma,alergia,3.88,nao,,cancelado,
FPC-00701,2025-07-06,são paulo,SP,cachorro,Siamês,1,11.43,coceira intensa,monitorar,12,17,37.66,133,ultrassom,trauma,3.91,sim,sim,finalizado,
FPC-00702,2025-09-29,Campinas,SP,gato,SRD,4,11.54,dificuldade respiratória,urgente,37,18,38.7,109,nenhum,trauma,4.91,sim,sim,cancelado,
FPC-00703,2025-04-18,Goiânia,GO,cachorro,,,21.59,vômito e apatia,monitorar,6,26,38.02,107,raio_x,alergia,2.9,NA,sim,cancelado,
FPC-00704,2025-01-10,Porto Alegre,RS,gato,Bulldog,2,0.5,vômito e apatia,urgente,16,35,37.64,113,nenhum,NA,4.2,nao,SIM,em_atendimento,
FPC-00705,data_invalida,Porto Alegre,RS,cachorro,Labrador,1,7.06,vômito e apatia,monitorar,0,18,37.91,93,ultrassom,trauma,3.95,,sim,procesado,
FPC-00706,2025-04-04,Curitiba,PR,cachorro,Labrador,4,13.49,febre alta,monitorar,0,21,"37,63",74,raio_x,suspeita_infeccao,3.25,sim,nao,finalizado,
FPC-00707,08-02-2025,Curitiba,PR,gato,Siamês,9,32.89,ferimento na pata,monitorar,55,24,38.67,128,NA,NA,3.84,nao,sim,procesado,
FPC-00708,07-10-2025,Uberlândia,MG,gato,SRD,4,0.5,coceira intensa,monitorar,40,24,"37,34",102,raio_x,NA,4.31,,SIM,em_atendimento,
FPC-00709,2025-04-10,São Paulo,SP,cachorro,Siamês,3,"14,27",,monitorar,37,24,40.99,72,nenhum,,4.39,nao,nao,procesado,
FPC-00710,2025-05-12,Uberaba,MG,gato,SRD,6,18.58,NA,monitorar,40,36,39.41,126,ultrassom,trauma,3.41,nao,nao,procesado,
FPC-00711,2025-04-24,campinas,SP,gato,Bulldog,4,16.8,letargia,urgente,51,35,39.37,132,nenhum,suspeita_infeccao,4.28,sim,nao,cancelado,
FPC-00712,2025-06-27,Salvador,BA,gato,,6,21.88,,monitorar,37,15,41.21,110,hemograma,,5,NA,nao,em_atendimento,
FPC-00713,07-05-2025,Uberaba,MG,gato,SRD,0,15.53,febre alta,urgente,63,22,39.61,141,nenhum,alergia,4.98,nao,SIM,cancelado,
FPC-00714,2025-04-30,Curitiba,PR,gato,,3,"2,78",dificuldade respiratória,monitorar,44,20,37.84,116,ultrassom,NA,3.94,,SIM,cancelado,
FPC-00715,2025-02-13,Curitiba,PR,gato,,10,"12,85",NA,monitorar,30,24,37.83,120,ultrassom,NA,4.43,NA,SIM,em_atendimento,
FPC-00716,2025-04-11,Salvador,BA,cachorro,Siamês,0,,letargia,critico,14,32,36.78,115,nenhum,suspeita_infeccao,3.75,sim,sim,em_atendimento,
FPC-00717,2025-02-15,São Paulo,SP,cachorro,Labrador,5,16.87,letargia,critico,66,31,39.2,175,raio_x,,4.68,NA,,em_atendimento,
FPC-00718,2025-07-01,São Paulo,SP,cachorro,Labrador,3,16.98,coceira intensa,monitorar,41,9,"37,92",113,NA,alergia,2.8,NA,SIM,em_atendimento,
FPC-00719,2025-08-19,Porto Alegre,RS,cachorro,Poodle,3,12.88,dificuldade respiratória,urgente,11,10,38.61,140,ultrassom,alergia,5,sim,nao,cancelado,
FPC-00720,2025-04-04,Salvador,BA,gato,Labrador,4,14.86,ferimento na pata,monitorar,53,14,40.23,160,raio_x,,2.81,,nao,finalizado,
FPC-00721,2025-05-02,Curitiba,PR,gato,,2,17.81,coceira intensa,monitorar,0,21,39.87,132,ultrassom,,3.25,,sim,finalizado,
FPC-00722,2025-06-17,Campinas,SP,gato,SRD,0,6.76,letargia,monitorar,52,17,"39,02",90,NA,alergia,3.32,sim,nao,finalizado,
FPC-00723,2025-01-14,Uberlândia,MG,gato,Labrador,0,19.28,NA,monitorar,25,7,37.7,172,hemograma,NA,2.98,sim,sim,finalizado,
FPC-00724,05-02-2025,Uberaba,MG,gato,Siamês,8,14.78,coceira intensa,monitorar,31,40,"36,33",80,nenhum,alergia,5,NA,,finalizado,
FPC-00725,09-02-2025,Goiânia,GO,gato,Labrador,6,"0,71",dificuldade respiratória,monitorar,37,15,38.88,141,ultrassom,suspeita_infeccao,4.58,nao,sim,finalizado,
FPC-00726,data_invalida,Uberaba,MG,cachorro,Bulldog,10,,febre alta,monitorar,43,10,39.87,130,nenhum,NA,2.97,,,finalizado,
FPC-00727,2025-05-16,Curitiba,PR,cachorro,Bulldog,1,"10,34",coceira intensa,monitorar,0,13,"36,88",158,hemograma,alergia,5,NA,SIM,procesado,
FPC-00728,2025-09-08,Campinas,SP,cachorro,SRD,5,"5,89",febre alta,critico,53,24,40.35,165,ultrassom,alergia,2.62,sim,sim,em_atendimento,
FPC-00729,2025-01-10,Uberlândia,MG,gato,SRD,6,10.83,ferimento na pata,monitorar,41,38,37.25,106,ultrassom,trauma,4.21,NA,nao,procesado,
FPC-00730,2025-05-17,Salvador,BA,gato,Labrador,7,14.54,febre alta,monitorar,58,39,36.89,137,NA,NA,2.03,nao,,em_atendimento,
FPC-00731,19/06/2025,Curitiba,PR,gato,,8,"17,48",letargia,monitorar,72,27,38.35,91,hemograma,NA,4.75,,SIM,cancelado,
FPC-00732,2025-10-01,Campinas,SP,gato,,6,"20,79",coceira intensa,monitorar,19,42,37.05,126,hemograma,alergia,3.56,,sim,cancelado,
FPC-00733,data_invalida,Goiânia,go,gato,SRD,5,5.92,letargia,monitorar,13,25,39.59,147,hemograma,alergia,5,,,em_atendimento,
FPC-00734,01-15-2025,Curitiba,PR,gato,Poodle,5,"15,39",,monitorar,79,34,37.25,89,raio_x,trauma,3.97,nao,sim,em_atendimento,
FPC-00735,data_invalida,Goiânia,GO,cachorro,Labrador,6,19.41,vômito e apatia,urgente,66,32,37.94,143,hemograma,NA,2.8,sim,SIM,finalizado,
FPC-00736,2025-07-31,Goiânia,GO,gato,Poodle,2,11.43,letargia,monitorar,62,26,39.18,146,hemograma,alergia,3.78,NA,nao,em_atendimento,
FPC-00737,2025-03-06,campinas,sp,cachorro,Bulldog,5,"22,05",NA,monitorar,17,28,40.45,158,ultrassom,suspeita_infeccao,4.31,nao,nao,cancelado,
FPC-00738,2025-02-14,Salvador,BA,cachorro,,7,"13,29",dificuldade respiratória,monitorar,30,33,37.97,113,NA,,5,sim,sim,procesado,
FPC-00739,2025-01-12,Salvador,ba,gato,Labrador,0,10.25,letargia,urgente,35,13,39.18,87,ultrassom,trauma,2.57,,nao,em_atendimento,
FPC-00740,03-13-2025,São Paulo,SP,cachorro,Labrador,5,,coceira intensa,urgente,49,17,38.48,142,hemograma,alergia,3.57,NA,SIM,procesado,
FPC-00741,13/02/2025,Uberaba,MG,cachorro,SRD,2,6.35,,urgente,44,18,39.37,145,hemograma,suspeita_infeccao,3.6,sim,sim,procesado,
FPC-00742,2025-05-14,Uberlândia,MG,gato,Siamês,4,15.47,dificuldade respiratória,monitorar,77,28,38.58,93,NA,,4.83,NA,SIM,procesado,
FPC-00743,2025-04-12,Uberaba,MG,cachorro,Labrador,4,11.61,coceira intensa,monitorar,33,40,38.13,177,ultrassom,alergia,3.49,NA,sim,finalizado,
FPC-00744,2025-05-19,Campinas,SP,cachorro,Labrador,1,12.15,coceira intensa,monitorar,27,19,40.43,119,ultrassom,alergia,4.78,,nao,em_atendimento,
FPC-00745,2025-03-03,Curitiba,PR,cachorro,Poodle,7,24.33,letargia,monitorar,18,25,38.9,101,nenhum,NA,3.24,nao,sim,procesado,
FPC-00746,2025-02-21,Goiânia,GO,cachorro,,3,12.94,letargia,urgente,29,32,38.41,84,hemograma,suspeita_infeccao,4.58,nao,nao,finalizado,
FPC-00747,2025-09-01,São Paulo,SP,cachorro,Siamês,,0.5,NA,monitorar,28,52,38.12,90,hemograma,alergia,4.11,,sim,em_atendimento,
FPC-00748,30/07/2025,uberaba,MG,cachorro,Siamês,2,15.78,ferimento na pata,monitorar,48,15,38.97,166,nenhum,alergia,3.28,,nao,procesado,
FPC-00749,2025-05-16,São Paulo,SP,cachorro,Labrador,7,17.41,ferimento na pata,monitorar,34,43,"40,1",177,nenhum,NA,5,sim,nao,em_atendimento,
FPC-00750,07-25-2025,Salvador,BA,gato,SRD,10,8.06,NA,critico,20,5,37.55,107,nenhum,alergia,5,,,cancelado,
FPC-00751,2025-09-30,campinas,SP,cachorro,Poodle,4,0.5,dificuldade respiratória,urgente,19,30,"38,06",145,NA,,3.41,NA,,cancelado,
FPC-00752,30/06/2025,Goiânia,GO,cachorro,Poodle,7,17.53,NA,monitorar,0,23,39.7,161,raio_x,NA,2.3,sim,sim,em_atendimento,
FPC-00753,2025-08-01,Uberlândia,MG,cachorro,Bulldog,3,"1,37",ferimento na pata,urgente,14,25,37.34,151,raio_x,trauma,3.95,NA,,cancelado,
FPC-00754,2025-09-06,Uberaba,MG,gato,Bulldog,2,12.11,coceira intensa,monitorar,45,32,38.68,141,hemograma,suspeita_infeccao,3.97,,nao,em_atendimento,
FPC-00755,2025-10-26,Curitiba,PR,cachorro,Poodle,7,10.57,coceira intensa,monitorar,31,19,"39,42",60,ultrassom,,2.71,sim,,procesado,
FPC-00756,2025-07-22,Porto Alegre,RS,gato,Labrador,10,12.7,febre alta,monitorar,20,15,37.79,92,raio_x,,3.57,nao,nao,em_atendimento,
FPC-00757,27/02/2025,Porto Alegre,RS,cachorro,Labrador,6,5.04,coceira intensa,monitorar,29,22,39.03,115,ultrassom,NA,3.55,sim,,cancelado,
FPC-00758,2025-05-11,porto alegre,rs,gato,Poodle,6,11.24,dificuldade respiratória,critico,11,15,39.21,101,raio_x,alergia,3.0,nao,sim,cancelado,
FPC-00759,2025-05-10,Curitiba,PR,cachorro,Siamês,2,7.09,febre alta,monitorar,74,16,38.7,122,ultrassom,alergia,5,,sim,finalizado,
FPC-00760,21/03/2025,São Paulo,SP,cachorro,Poodle,8,15.87,letargia,monitorar,41,25,"39,24",85,nenhum,suspeita_infeccao,3.67,sim,SIM,cancelado,
FPC-00761,2025-08-25,Curitiba,PR,gato,Labrador,8,16.31,NA,urgente,46,16,38.94,131,nenhum,suspeita_infeccao,5,sim,,cancelado,
FPC-00762,10/10/2025,Campinas,SP,gato,Poodle,2,18.03,vômito e apatia,urgente,57,32,38.24,106,hemograma,NA,4.45,NA,nao,procesado,
FPC-00763,2025-08-04,Curitiba,PR,cachorro,Labrador,6,"5,59",NA,monitorar,19,35,38.24,125,NA,NA,5,NA,sim,procesado,
FPC-00764,2025-04-12,Salvador,BA,cachorro,Siamês,2,22.01,dificuldade respiratória,monitorar,51,30,39.57,118,ultrassom,trauma,5,nao,SIM,procesado,
FPC-00765,2025-02-10,Uberaba,MG,gato,Labrador,8,13.37,,critico,50,27,38.96,70,ultrassom,NA,5,,SIM,finalizado,
FPC-00766,2025-09-29,Curitiba,PR,cachorro,Poodle,0,3.47,dificuldade respiratória,monitorar,54,23,38.26,124,raio_x,NA,3.34,nao,sim,cancelado,
FPC-00767,2025-10-21,Porto Alegre,RS,cachorro,Siamês,2,15.97,letargia,monitorar,56,40,37.26,79,nenhum,trauma,3.82,,,finalizado,
FPC-00768,2025-05-09,Goiânia,GO,gato,Bulldog,2,31.07,coceira intensa,monitorar,61,30,38.31,92,nenhum,NA,4.45,sim,nao,finalizado,
FPC-00769,2025-10-01,Salvador,BA,cachorro,Siamês,8,8.45,NA,urgente,53,33,40.9,139,raio_x,trauma,3.95,,SIM,cancelado,
FPC-00770,2025-02-06,Uberlândia,MG,cachorro,Labrador,2,5.7,letargia,monitorar,2,35,38.88,118,hemograma,suspeita_infeccao,3.94,sim,SIM,finalizado,
FPC-00771,10-19-2025,Uberlândia,MG,cachorro,Bulldog,8,17.28,ferimento na pata,monitorar,65,19,38.61,108,NA,NA,4.61,NA,,finalizado,
FPC-00772,23/07/2025,Uberlândia,MG,cachorro,,6,0.5,letargia,urgente,53,24,37.26,111,nenhum,suspeita_infeccao,3.76,sim,SIM,cancelado,
FPC-00773,2025-04-26,São Paulo,SP,cachorro,Siamês,5,3.6,,monitorar,41,5,38.39,96,NA,NA,4.48,nao,SIM,cancelado,
FPC-00774,08-11-2025,Goiânia,GO,cachorro,Labrador,3,10.32,vômito e apatia,critico,21,19,38.5,108,nenhum,alergia,5,nao,sim,em_atendimento,
FPC-00775,2025-08-10,São Paulo,SP,cachorro,Siamês,3,11.96,,critico,68,25,38.35,119,hemograma,,3.52,NA,SIM,finalizado,
FPC-00776,2025-03-02,Campinas,SP,gato,Siamês,8,10.85,letargia,monitorar,43,14,38.19,138,nenhum,,4.86,sim,nao,finalizado,
FPC-00777,2025-06-08,Curitiba,PR,cachorro,Labrador,8,23.52,ferimento na pata,monitorar,0,13,37.55,167,ultrassom,suspeita_infeccao,4.97,nao,,procesado,
FPC-00778,2025-01-31,São Paulo,SP,gato,Siamês,5,,letargia,monitorar,27,23,38.03,160,NA,NA,2.32,,,em_atendimento,
FPC-00779,2025-04-22,Campinas,SP,gato,,5,0.5,ferimento na pata,monitorar,70,25,39.76,158,hemograma,trauma,3.4,nao,sim,procesado,
FPC-00780,2025-03-24,Porto Alegre,RS,cachorro,SRD,2,19.82,letargia,urgente,0,15,37.22,99,ultrassom,trauma,5,,nao,finalizado,
FPC-00781,data_invalida,Uberaba,MG,cachorro,Labrador,4,0.5,ferimento na pata,monitorar,37,28,38.66,120,nenhum,,5,sim,SIM,em_atendimento,
FPC-00782,2025-01-10,Uberaba,MG,cachorro,Bulldog,,5.09,,urgente,35,21,"39,43",64,raio_x,alergia,4.81,nao,,em_atendimento,
FPC-00783,2025-05-21,Curitiba,PR,cachorro,Bulldog,9,22.82,coceira intensa,monitorar,40,31,"37,57",118,NA,alergia,4.77,NA,SIM,cancelado,
FPC-00784,2025-09-13,Porto Alegre,RS,cachorro,Siamês,6,14.5,vômito e apatia,urgente,29,5,40.02,134,ultrassom,NA,4.74,NA,SIM,em_atendimento,
FPC-00785,04-22-2025,Goiânia,GO,cachorro,Labrador,6,20.51,NA,monitorar,10,5,37.07,113,NA,trauma,4.08,nao,sim,em_atendimento,
FPC-00786,2025-01-02,Curitiba,PR,cachorro,Poodle,2,11.22,,monitorar,6,24,39.4,113,raio_x,alergia,4.53,NA,sim,cancelado,
FPC-00787,2025-06-26,Salvador,BA,cachorro,Siamês,3,13.37,,monitorar,26,37,39.09,136,nenhum,,2.52,NA,sim,procesado,
FPC-00788,01-27-2025,Curitiba,PR,gato,SRD,9,10.28,dificuldade respiratória,monitorar,31,32,40.2,93,ultrassom,NA,4.7,NA,nao,finalizado,
FPC-00789,2025-06-24,Goiânia,GO,cachorro,SRD,3,13.09,febre alta,urgente,55,23,38.22,156,nenhum,suspeita_infeccao,3.0,NA,sim,finalizado,
FPC-00790,2025-08-13,goiânia,GO,gato,Poodle,5,0.5,NA,monitorar,19,20,38.07,100,raio_x,suspeita_infeccao,4.04,sim,sim,cancelado,
FPC-00791,08-01-2025,Porto Alegre,RS,gato,Siamês,7,17.01,coceira intensa,monitorar,8,19,37.35,71,nenhum,,3.36,nao,SIM,finalizado,
FPC-00792,data_invalida,Curitiba,pr,cachorro,Labrador,3,16.67,dificuldade respiratória,monitorar,50,10,36.92,101,hemograma,alergia,5,sim,,procesado,
FPC-00793,2025-04-09,Curitiba,PR,cachorro,Labrador,1,9.62,NA,monitorar,42,28,36.92,60,ultrassom,alergia,3.38,,SIM,em_atendimento,
FPC-00794,05-16-2025,Porto Alegre,RS,cachorro,Labrador,2,12.28,coceira intensa,monitorar,20,21,36.94,111,hemograma,,4.49,nao,SIM,finalizado,
FPC-00795,2025-10-22,Uberaba,MG,cachorro,,7,"27,54",febre alta,monitorar,70,8,37.39,141,ultrassom,trauma,4.95,,nao,procesado,
FPC-00796,2025-01-23,Uberaba,MG,gato,Labrador,6,10.72,dificuldade respiratória,monitorar,6,9,37.26,115,ultrassom,trauma,5,sim,SIM,em_atendimento,
FPC-00797,28/08/2025,Curitiba,PR,gato,SRD,2,17.99,dificuldade respiratória,monitorar,31,18,37.55,66,hemograma,trauma,3.15,NA,sim,procesado,
FPC-00798,2025-05-06,São Paulo,SP,gato,Poodle,4,8.65,febre alta,monitorar,52,5,37.89,60,NA,,5,nao,,finalizado,
FPC-00799,2025-02-03,São Paulo,SP,cachorro,SRD,6,3.35,NA,monitorar,19,13,39.34,127,ultrassom,suspeita_infeccao,2.4,nao,SIM,em_atendimento,
FPC-00800,2025-09-16,Campinas,SP,cachorro,Bulldog,3,16.54,vômito e apatia,critico,45,29,39.16,140,ultrassom,,4.06,nao,,cancelado,
FPC-00801,2025-07-23,Campinas,SP,gato,Labrador,,11.81,NA,monitorar,0,39,39.76,128,hemograma,trauma,3.36,,sim,finalizado,
FPC-00802,2025-05-15,Porto Alegre,RS,cachorro,Siamês,,12.32,dificuldade respiratória,monitorar,32,22,38.03,121,hemograma,,3.14,nao,,cancelado,
FPC-00803,2025-01-01,Uberlândia,MG,gato,SRD,4,,vômito e apatia,monitorar,31,26,"36,49",128,hemograma,trauma,3.76,nao,SIM,procesado,
FPC-00804,02-21-2025,Curitiba,PR,gato,Siamês,2,8.48,NA,monitorar,53,14,38.32,121,nenhum,trauma,5,,nao,em_atendimento,
FPC-00805,2025-01-10,Goiânia,GO,cachorro,Labrador,,19.65,coceira intensa,monitorar,0,5,39.65,123,nenhum,NA,5,sim,sim,finalizado,
FPC-00806,2025-05-24,Uberlândia,MG,cachorro,,7,25.49,dificuldade respiratória,monitorar,70,20,39.65,111,NA,NA,4.34,nao,,procesado,
FPC-00807,2025-07-12,Porto Alegre,RS,gato,Labrador,1,9.17,coceira intensa,monitorar,12,31,40.73,125,raio_x,alergia,5,NA,sim,cancelado,
FPC-00808,2025-05-01,São Paulo,SP,gato,Labrador,3,17.0,NA,urgente,93,38,37.4,107,raio_x,trauma,3.99,NA,SIM,finalizado,
FPC-00809,2025-06-27,Salvador,BA,cachorro,Siamês,5,9.46,NA,urgente,46,26,39.5,92,nenhum,trauma,4.77,nao,SIM,cancelado,
FPC-00810,2025-07-24,Goiânia,GO,cachorro,Poodle,3,6.42,letargia,urgente,39,17,39.64,97,NA,trauma,2.4,sim,,cancelado,
FPC-00811,2025-04-30,Curitiba,PR,cachorro,Labrador,12,2.23,,monitorar,44,25,37.01,104,NA,alergia,3.32,NA,sim,finalizado,
FPC-00812,2025-06-23,Goiânia,GO,cachorro,SRD,8,"10,62",dificuldade respiratória,monitorar,25,38,"38,6",93,ultrassom,NA,3.53,nao,nao,finalizado,
FPC-00813,2025-09-02,São Paulo,SP,cachorro,SRD,15,2.96,vômito e apatia,critico,14,32,37.23,115,hemograma,suspeita_infeccao,4.8,sim,sim,cancelado,
FPC-00814,2025-07-08,Curitiba,PR,cachorro,Poodle,7,2.63,,monitorar,23,24,"39,45",165,raio_x,alergia,4.25,NA,SIM,finalizado,
FPC-00815,08-12-2025,Uberlândia,MG,cachorro,SRD,2,7.57,,monitorar,75,25,"37,92",103,NA,,4.41,NA,nao,em_atendimento,
FPC-00816,2025-09-27,São Paulo,SP,gato,Bulldog,0,17.74,coceira intensa,urgente,28,31,38.81,119,hemograma,NA,4.21,,sim,em_atendimento,
FPC-00817,2025-02-10,Campinas,SP,gato,Bulldog,3,9.99,dificuldade respiratória,urgente,32,20,"39,33",109,NA,,4.0,,,finalizado,
FPC-00818,09-17-2025,goiânia,GO,cachorro,Poodle,5,13.21,dificuldade respiratória,monitorar,40,24,"38,3",133,raio_x,NA,3.96,NA,nao,em_atendimento,
FPC-00819,01-17-2025,Salvador,BA,gato,Bulldog,8,14.39,vômito e apatia,monitorar,33,20,41.44,118,raio_x,,4.93,,SIM,cancelado,
FPC-00820,2025-10-10,Goiânia,GO,cachorro,Poodle,6,22.28,vômito e apatia,monitorar,0,30,39.52,117,ultrassom,NA,3.24,sim,sim,em_atendimento,
FPC-00821,2025-05-29,Uberaba,MG,gato,Siamês,4,18.17,dificuldade respiratória,monitorar,77,26,38.06,111,hemograma,trauma,3.23,nao,nao,cancelado,
FPC-00822,16/01/2025,Uberlândia,mg,gato,Siamês,12,10.32,ferimento na pata,urgente,22,5,38.33,112,ultrassom,,2.59,,sim,cancelado,
FPC-00823,2025-08-12,Salvador,BA,gato,,0,"0,5",vômito e apatia,monitorar,39,18,38.85,114,ultrassom,alergia,4.06,,sim,procesado,
FPC-00824,2025-03-24,Curitiba,PR,gato,,0,12.29,coceira intensa,monitorar,47,33,37.18,157,hemograma,,3.95,sim,sim,procesado,
FPC-00825,data_invalida,Campinas,SP,gato,Poodle,5,10.54,,monitorar,20,39,38.74,101,raio_x,NA,3.12,nao,,procesado,
FPC-00826,2025-06-24,Campinas,sp,gato,Poodle,9,16.51,coceira intensa,monitorar,49,20,40.47,124,raio_x,alergia,2.63,NA,SIM,procesado,
FPC-00827,26/01/2025,Goiânia,GO,gato,Bulldog,8,5.49,NA,critico,44,9,37.94,91,ultrassom,alergia,4.93,NA,,finalizado,
FPC-00828,2025-07-18,Porto Alegre,rs,gato,,2,24.14,vômito e apatia,monitorar,55,27,"38,26",81,raio_x,,3.16,nao,nao,em_atendimento,
FPC-00829,2025-09-10,Goiânia,GO,cachorro,Labrador,,"13,34",ferimento na pata,monitorar,89,27,39.65,99,nenhum,alergia,3.92,NA,,finalizado,
FPC-00830,2025-09-03,Uberaba,MG,gato,Bulldog,2,,NA,monitorar,27,26,40.59,129,nenhum,trauma,4.42,nao,,em_atendimento,
FPC-00831,2025-02-07,Curitiba,PR,cachorro,Bulldog,2,19.13,letargia,monitorar,11,8,38.92,171,ultrassom,trauma,4.13,,SIM,em_atendimento,
FPC-00832,2025-10-03,Salvador,BA,gato,SRD,6,,febre alta,critico,67,17,38.33,96,raio_x,,3.57,nao,SIM,finalizado,
FPC-00833,2025-01-23,Uberaba,MG,cachorro,Bulldog,3,12.6,,monitorar,28,18,37.87,154,hemograma,,2.66,nao,SIM,em_atendimento,
